Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_ar,sura name,meaning,sura images,ayah_image,content_tr
,14,7,1082,128,قَالَ مُوسَىٰ لِقَوْمِهِ اسْتَعِينُوا بِاللَّهِ وَاصْبِرُوا ۖ إِنَّ الْأَرْضَ لِلَّهِ يُورِثُهَا مَن يَشَاءُ مِنْ عِبَادِهِ ۖ وَالْعَاقِبَةُ لِلْمُتَّقِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_128.png,"Mûsa kendi toplumuna şöyle dedi: ""Allah'tan yardım dileyin, sabırlı olun. Yeryüzü Allah'ındır, Allah ona, kullarından dilediğini mirasçı kılar. Sonuç, takvaya sarılanlarındır."""
,14,7,1083,129,قَالُوا أُوذِينَا مِن قَبْلِ أَن تَأْتِيَنَا وَمِن بَعْدِ مَا جِئْتَنَا ۚ قَالَ عَسَىٰ رَبُّكُمْ أَن يُهْلِكَ عَدُوَّكُمْ وَيَسْتَخْلِفَكُمْ فِي الْأَرْضِ فَيَنظُرَ كَيْفَ تَعْمَلُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_129.png,"Dediler ki: ""Senin bize gelişinden önce de işkenceye uğratıldık, gelişinden sonra da."" Mûsa dedi: ""Rabbinizin, düşmanınızı yok etmesi ve nasıl davranacağınıza bakmak üzere yeryüzünde sizi yöneticiler yapması umulabilir."""
,14,7,1084,130,وَلَقَدْ أَخَذْنَا آلَ فِرْعَوْنَ بِالسِّنِينَ وَنَقْصٍ مِّنَ الثَّمَرَاتِ لَعَلَّهُمْ يَذَّكَّرُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_130.png,"Yemin olsun ki biz, Firavun hanedanını yakalayıp ürün eksikliğiyle senelerce sıktık ki, düşünüp öğüt alabilsinler."
,14,7,1085,131,فَإِذَا جَاءَتْهُمُ الْحَسَنَةُ قَالُوا لَنَا هَٰذِهِ ۖ وَإِن تُصِبْهُمْ سَيِّئَةٌ يَطَّيَّرُوا بِمُوسَىٰ وَمَن مَّعَهُ ۗ أَلَا إِنَّمَا طَائِرُهُمْ عِندَ اللَّهِ وَلَٰكِنَّ أَكْثَرَهُمْ لَا يَعْلَمُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_131.png,"Onlara bir iyilik geldiğinde, ""Bu bizimdir!"" derlerdi. Kendilerine bir kötülük dokunduğunda ise Mûsa ve beraberindekilerin uğursuzluğuna yorarlardı. Gözünüzü açın! Onların uğursuzluk kuşu, Allah katındadır, fakat çokları bilmiyorlar."
,14,7,1086,132,وَقَالُوا مَهْمَا تَأْتِنَا بِهِ مِنْ آيَةٍ لِّتَسْحَرَنَا بِهَا فَمَا نَحْنُ لَكَ بِمُؤْمِنِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_132.png,"Şunu da söylediler: ""Bizi büyülemek için, bize istediğin kadar ayet getir. Sana inanmayacağız."""
,14,7,1087,133,فَأَرْسَلْنَا عَلَيْهِمُ الطُّوفَانَ وَالْجَرَادَ وَالْقُمَّلَ وَالضَّفَادِعَ وَالدَّمَ آيَاتٍ مُّفَصَّلَاتٍ فَاسْتَكْبَرُوا وَكَانُوا قَوْمًا مُّجْرِمِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_133.png,"Biz de onlar üzerine, açık açık mucizeler olarak tufan, çekirge, haşarat, kurbağalar ve kan gönderdik; yine de kibre saptılar ve günahkâr bir topluluk oluverdiler."
,14,7,1088,134,وَلَمَّا وَقَعَ عَلَيْهِمُ الرِّجْزُ قَالُوا يَا مُوسَى ادْعُ لَنَا رَبَّكَ بِمَا عَهِدَ عِندَكَ ۖ لَئِن كَشَفْتَ عَنَّا الرِّجْزَ لَنُؤْمِنَنَّ لَكَ وَلَنُرْسِلَنَّ مَعَكَ بَنِي إِسْرَائِيلَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_134.png,"Pislik üzerlerine çökünce şöyle dediler: ""Ey Mûsa! Sana verdiği söze dayanarak Rabbine bizim için dua et! Şu pisliği üzerimizden kaldırırsa, sana kesinlikle inanacağız ve İsrailoğullarını seninle birlikte mutlaka göndereceğiz."""
,14,7,1089,135,فَلَمَّا كَشَفْنَا عَنْهُمُ الرِّجْزَ إِلَىٰ أَجَلٍ هُم بَالِغُوهُ إِذَا هُمْ يَنكُثُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_135.png,"Dolduracakları bir süreye kadar kendilerinden azabı kaldırdığımızda, hemen yeminlerini bozdular."
,14,7,1090,136,فَانتَقَمْنَا مِنْهُمْ فَأَغْرَقْنَاهُمْ فِي الْيَمِّ بِأَنَّهُمْ كَذَّبُوا بِآيَاتِنَا وَكَانُوا عَنْهَا غَافِلِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_136.png,"Bunun üzerine biz de onlardan öc aldık: Ayetlerimizi yalanladıkları, onlara aldırmazlık ettikleri için hepsini suda boğduk."
,14,7,1091,137,وَأَوْرَثْنَا الْقَوْمَ الَّذِينَ كَانُوا يُسْتَضْعَفُونَ مَشَارِقَ الْأَرْضِ وَمَغَارِبَهَا الَّتِي بَارَكْنَا فِيهَا ۖ وَتَمَّتْ كَلِمَتُ رَبِّكَ الْحُسْنَىٰ عَلَىٰ بَنِي إِسْرَائِيلَ بِمَا صَبَرُوا ۖ وَدَمَّرْنَا مَا كَانَ يَصْنَعُ فِرْعَوْنُ وَقَوْمُهُ وَمَا كَانُوا يَعْرِشُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_137.png,"Ezilip itilmekte olan topluluğu da içine bereketler doldurduğumuz toprağın doğularına ve batılarına mirasçı kıldık. Rabbinin, İsrailoğullarına verdiği güzel söz, sabretmeleri yüzünden hedefine vardı. Firavun ve toplumunun sanayi olarak meydana getirdiklerini de dikip yükselttikleri sarayları da yere geçirdik."
,14,7,1092,138,وَجَاوَزْنَا بِبَنِي إِسْرَائِيلَ الْبَحْرَ فَأَتَوْا عَلَىٰ قَوْمٍ يَعْكُفُونَ عَلَىٰ أَصْنَامٍ لَّهُمْ ۚ قَالُوا يَا مُوسَى اجْعَل لَّنَا إِلَٰهًا كَمَا لَهُمْ آلِهَةٌ ۚ قَالَ إِنَّكُمْ قَوْمٌ تَجْهَلُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_138.png,"İsrailoğullarına denizi geçirttik. Özel putlarına tapan bir topluluğa rastladılar. Bunun üzerine: ""Ey Mûsa, dediler, bunların ilahları olduğu gibi sen de bize bir ilah belirle!"" Mûsa dedi: ""Siz cahilliği sürdürmekte olan bir toplumsunuz."""
,14,7,1093,139,إِنَّ هَٰؤُلَاءِ مُتَبَّرٌ مَّا هُمْ فِيهِ وَبَاطِلٌ مَّا كَانُوا يَعْمَلُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_139.png,"""Şu gördüklerinizin, içinde bulundukları din çökmüştür. Yapmakta oldukları da boşa çıkacaktır."""
,14,7,1094,140,قَالَ أَغَيْرَ اللَّهِ أَبْغِيكُمْ إِلَٰهًا وَهُوَ فَضَّلَكُمْ عَلَى الْعَالَمِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_140.png,"Şunu da söyledi: ""Size Allah'tan başa bir ilah mı arayayım? O sizi âlemlere üstün kılmıştır."""
,14,7,1095,141,وَإِذْ أَنجَيْنَاكُم مِّنْ آلِ فِرْعَوْنَ يَسُومُونَكُمْ سُوءَ الْعَذَابِ ۖ يُقَتِّلُونَ أَبْنَاءَكُمْ وَيَسْتَحْيُونَ نِسَاءَكُمْ ۚ وَفِي ذَٰلِكُم بَلَاءٌ مِّن رَّبِّكُمْ عَظِيمٌ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_141.png,"Şunu da hatırlayın: Sizi Firavun hanedanından kurtarmıştık. Size azabın en kötüsü ile işkence ediyorlardı: Oğlanlarınızı katlediyorlar, kadınlarınıza hayasızca davranıyorlar/kadınlarınızın rahimlerini yokluyorlar/kadınlarınızı hayata salıyorlardı. Bunda sizin için Rabbinizden gelmiş büyük bir imtihan vardı."
,14,7,1096,142,۞ وَوَاعَدْنَا مُوسَىٰ ثَلَاثِينَ لَيْلَةً وَأَتْمَمْنَاهَا بِعَشْرٍ فَتَمَّ مِيقَاتُ رَبِّهِ أَرْبَعِينَ لَيْلَةً ۚ وَقَالَ مُوسَىٰ لِأَخِيهِ هَارُونَ اخْلُفْنِي فِي قَوْمِي وَأَصْلِحْ وَلَا تَتَّبِعْ سَبِيلَ الْمُفْسِدِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_142.png,"Mûsa ile otuz gece için vaatleştik. Ve bunu, bir on ekleyerek tamamladık. Böylece Rabbinin belirlediği süre kırk geceye ulaştı. Mûsa, kardeşi Hârun'a dedi ki: ""Toplumum içinde benim yerime sen geç, barışçı ol, bozguncuların yolunu izleme!"""
,14,7,1097,143,وَلَمَّا جَاءَ مُوسَىٰ لِمِيقَاتِنَا وَكَلَّمَهُ رَبُّهُ قَالَ رَبِّ أَرِنِي أَنظُرْ إِلَيْكَ ۚ قَالَ لَن تَرَانِي وَلَٰكِنِ انظُرْ إِلَى الْجَبَلِ فَإِنِ اسْتَقَرَّ مَكَانَهُ فَسَوْفَ تَرَانِي ۚ فَلَمَّا تَجَلَّىٰ رَبُّهُ لِلْجَبَلِ جَعَلَهُ دَكًّا وَخَرَّ مُوسَىٰ صَعِقًا ۚ فَلَمَّا أَفَاقَ قَالَ سُبْحَانَكَ تُبْتُ إِلَيْكَ وَأَنَا أَوَّلُ الْمُؤْمِنِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_143.png,"Mûsa, bizimle sözleştiği yere gelip Rabbi de kendisiyle konuşunca şöyle yakardı: ""Rabbim, göster bana kendini, göreyim seni!"" Dedi: ""Asla göremezsin beni! Ama şu dağa bak! Eğer o yerinde durabilirse, sen de beni göreceksin!"" Rabbi, dağa tecelli edince onu parça parça etti. Ve Mûsa baygın vaziyette yere yığıldı. Kendine gelince şöyle yakardı: ""Tespih ederim seni. Tövbe edip sana yöneldim! İman edenlerin ilkiyim ben."""
,14,7,1098,144,قَالَ يَا مُوسَىٰ إِنِّي اصْطَفَيْتُكَ عَلَى النَّاسِ بِرِسَالَاتِي وَبِكَلَامِي فَخُذْ مَا آتَيْتُكَ وَكُن مِّنَ الشَّاكِرِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_144.png,"Allah buyurdu: ""Ey Mûsa! Ben, gönderdiğim vahiylerle, konuşmamla seni seçip yücelttim. Sana verdiğimi al ve şükredenlerden ol!"""
,14,7,1099,145,وَكَتَبْنَا لَهُ فِي الْأَلْوَاحِ مِن كُلِّ شَيْءٍ مَّوْعِظَةً وَتَفْصِيلًا لِّكُلِّ شَيْءٍ فَخُذْهَا بِقُوَّةٍ وَأْمُرْ قَوْمَكَ يَأْخُذُوا بِأَحْسَنِهَا ۚ سَأُرِيكُمْ دَارَ الْفَاسِقِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_145.png,"Biz Mûsa için levhalarda her şeyi yazdık: Öğüt olarak, her şeyin ayrıntısı olarak. ""Kuvvetle tut bunları ve emret toplumuna da onları en güzel şekliyle tutsunlar. Sapıklar yurdunu göstereceğim size."""
,14,7,1100,146,سَأَصْرِفُ عَنْ آيَاتِيَ الَّذِينَ يَتَكَبَّرُونَ فِي الْأَرْضِ بِغَيْرِ الْحَقِّ وَإِن يَرَوْا كُلَّ آيَةٍ لَّا يُؤْمِنُوا بِهَا وَإِن يَرَوْا سَبِيلَ الرُّشْدِ لَا يَتَّخِذُوهُ سَبِيلًا وَإِن يَرَوْا سَبِيلَ الْغَيِّ يَتَّخِذُوهُ سَبِيلًا ۚ ذَٰلِكَ بِأَنَّهُمْ كَذَّبُوا بِآيَاتِنَا وَكَانُوا عَنْهَا غَافِلِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_146.png,"Yeryüzünde haksız yere büyüklük taslayanları ayetlerimden uzak tutacağım: Onlar hangi mucizeyi görseler ona inanmazlar. Doğruya varan yolu görseler, onu yol edinmezler. Ama azgınlık yolunu görseler onu yol edinirler. Bu böyledir. Çünkü onlar ayetlerimizi yalanladılar ve onlara karşı kayıtsız kaldılar."
,14,7,1101,147,وَالَّذِينَ كَذَّبُوا بِآيَاتِنَا وَلِقَاءِ الْآخِرَةِ حَبِطَتْ أَعْمَالُهُمْ ۚ هَلْ يُجْزَوْنَ إِلَّا مَا كَانُوا يَعْمَلُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_147.png,"Ayetlerimizi ve âhirete varılacağını yalan sayanların tüm yaptıkları boşa gitmiştir. Bulacakları karşılık, yapıp ürettiklerinden başkası olmayacaktır."
,14,7,1102,148,وَاتَّخَذَ قَوْمُ مُوسَىٰ مِن بَعْدِهِ مِنْ حُلِيِّهِمْ عِجْلًا جَسَدًا لَّهُ خُوَارٌ ۚ أَلَمْ يَرَوْا أَنَّهُ لَا يُكَلِّمُهُمْ وَلَا يَهْدِيهِمْ سَبِيلًا ۘ اتَّخَذُوهُ وَكَانُوا ظَالِمِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_148.png,"Mûsa'nın kavmi, onun Allah'la konuşmaya gidişinden sonra, süs eşyalarından oluşmuş, böğürebilen bir buzağı heykelini ilah edinmişti. Görmediler mi ki, o onlarla ne konuşabiliyor ne de kendilerine yol gösterebiliyor? Onu benimsediler ve zalimler haline geldiler."
,14,7,1103,149,وَلَمَّا سُقِطَ فِي أَيْدِيهِمْ وَرَأَوْا أَنَّهُمْ قَدْ ضَلُّوا قَالُوا لَئِن لَّمْ يَرْحَمْنَا رَبُّنَا وَيَغْفِرْ لَنَا لَنَكُونَنَّ مِنَ الْخَاسِرِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_149.png,"Başları avuçları arasına düşürülüp de sapmış olduklarını fark ettiklerinde şöyle yakardılar: ""Rabbimiz bize merhamet etmez, bizi affetmezse mutlaka hüsrana düşünlerden olacağız."""
,14,7,1104,150,وَلَمَّا رَجَعَ مُوسَىٰ إِلَىٰ قَوْمِهِ غَضْبَانَ أَسِفًا قَالَ بِئْسَمَا خَلَفْتُمُونِي مِن بَعْدِي ۖ أَعَجِلْتُمْ أَمْرَ رَبِّكُمْ ۖ وَأَلْقَى الْأَلْوَاحَ وَأَخَذَ بِرَأْسِ أَخِيهِ يَجُرُّهُ إِلَيْهِ ۚ قَالَ ابْنَ أُمَّ إِنَّ الْقَوْمَ اسْتَضْعَفُونِي وَكَادُوا يَقْتُلُونَنِي فَلَا تُشْمِتْ بِيَ الْأَعْدَاءَ وَلَا تَجْعَلْنِي مَعَ الْقَوْمِ الظَّالِمِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_150.png,"Mûsa, kızgın ve üzgün bir halde kavmine döndüğünde şöyle dedi: ""Benden sonra arkamdan ne kötü şeyler yaptınız! Rabbinizin emrini bekleyemediniz mi?"" Levhaları yere attı, kardeşinin başını tuttu, kendisine doğru çekiyordu. Kardeşi dedi ki: ""Ey annem oğlu! Bu topluluk beni horlayıp hırpaladı. Nerdeyse canımı alıyorlardı. Bir de sen düşmanları bana güldürme. Beni şu zalim toplulukla bir tutma."""
,14,7,1105,151,قَالَ رَبِّ اغْفِرْ لِي وَلِأَخِي وَأَدْخِلْنَا فِي رَحْمَتِكَ ۖ وَأَنتَ أَرْحَمُ الرَّاحِمِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_151.png,"Mûsa şöyle yakardı: ""Rabbim! Beni ve kardeşimi bağışla. Rahmetine sok bizi. Sen, rahmet edenlerin en merhametlisisin."""
,14,7,1106,152,إِنَّ الَّذِينَ اتَّخَذُوا الْعِجْلَ سَيَنَالُهُمْ غَضَبٌ مِّن رَّبِّهِمْ وَذِلَّةٌ فِي الْحَيَاةِ الدُّنْيَا ۚ وَكَذَٰلِكَ نَجْزِي الْمُفْتَرِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_152.png,"Buzağıyı ilah edinenler var ya, yakında onlara Rablerinden bir öfke ve dünya hayatında bir zillet ulaşacaktır. İftiracıları böyle cezalandırırız biz!"
,14,7,1107,153,وَالَّذِينَ عَمِلُوا السَّيِّئَاتِ ثُمَّ تَابُوا مِن بَعْدِهَا وَآمَنُوا إِنَّ رَبَّكَ مِن بَعْدِهَا لَغَفُورٌ رَّحِيمٌ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_153.png,"Günahlar işledikten sonra tövbe ile iman edenlere gelince, o tövbe ve imandan sonra Allah çok affedici, çok merhametli olacaktır."
,14,7,1108,154,وَلَمَّا سَكَتَ عَن مُّوسَى الْغَضَبُ أَخَذَ الْأَلْوَاحَ ۖ وَفِي نُسْخَتِهَا هُدًى وَرَحْمَةٌ لِّلَّذِينَ هُمْ لِرَبِّهِمْ يَرْهَبُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_154.png,"Öfke, Mûsa'yı rahat bırakınca, levhaları aldı. Onlardaki yazıda, yalnız Rableri karşısında ürperenler için bir rahmet ve bir kılavuz vardı."
,14,7,1109,155,وَاخْتَارَ مُوسَىٰ قَوْمَهُ سَبْعِينَ رَجُلًا لِّمِيقَاتِنَا ۖ فَلَمَّا أَخَذَتْهُمُ الرَّجْفَةُ قَالَ رَبِّ لَوْ شِئْتَ أَهْلَكْتَهُم مِّن قَبْلُ وَإِيَّايَ ۖ أَتُهْلِكُنَا بِمَا فَعَلَ السُّفَهَاءُ مِنَّا ۖ إِنْ هِيَ إِلَّا فِتْنَتُكَ تُضِلُّ بِهَا مَن تَشَاءُ وَتَهْدِي مَن تَشَاءُ ۖ أَنتَ وَلِيُّنَا فَاغْفِرْ لَنَا وَارْحَمْنَا ۖ وَأَنتَ خَيْرُ الْغَافِرِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_155.png,"Mûsa, bizimle buluşma vakti için toplumundan yetmiş adam seçti. O şiddetli sarsıntı/korkunç titreşim onları yakalayınca Mûsa şöyle dedi: ""Rabbim, dileseydin, onları da beni de daha önce helâk ederdin. İçimizdeki beyinsizlerin yaptıkları yüzünden bizi helâk mı edeceksin? Bu iş senin imtihanından başka bir şey değildir. Onunla dilediğini şaşırtır, dilediğine yol gösterirsin. Sen bizim Velî'mizsin! O halde affet bizi, acı bize! Sen affedenlerin en hayırlısısın!"""
,14,7,1110,156,۞ وَاكْتُبْ لَنَا فِي هَٰذِهِ الدُّنْيَا حَسَنَةً وَفِي الْآخِرَةِ إِنَّا هُدْنَا إِلَيْكَ ۚ قَالَ عَذَابِي أُصِيبُ بِهِ مَنْ أَشَاءُ ۖ وَرَحْمَتِي وَسِعَتْ كُلَّ شَيْءٍ ۚ فَسَأَكْتُبُهَا لِلَّذِينَ يَتَّقُونَ وَيُؤْتُونَ الزَّكَاةَ وَالَّذِينَ هُم بِآيَاتِنَا يُؤْمِنُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_156.png,"""Bize hem bu dünyada güzellik yaz hem de âhirette! Dönüp dolaşıp sana geldik."" Buyurdu ki: ""Azabıma dilediğimi çarptırırım. Rahmetime gelince, o her şeyi çepeçevre kuşatmıştır. Ben onu; sakınıp korunanlara, zekâtı verenlere, ayetlerimize inananlara yazacağım."""
,14,7,1111,157,الَّذِينَ يَتَّبِعُونَ الرَّسُولَ النَّبِيَّ الْأُمِّيَّ الَّذِي يَجِدُونَهُ مَكْتُوبًا عِندَهُمْ فِي التَّوْرَاةِ وَالْإِنجِيلِ يَأْمُرُهُم بِالْمَعْرُوفِ وَيَنْهَاهُمْ عَنِ الْمُنكَرِ وَيُحِلُّ لَهُمُ الطَّيِّبَاتِ وَيُحَرِّمُ عَلَيْهِمُ الْخَبَائِثَ وَيَضَعُ عَنْهُمْ إِصْرَهُمْ وَالْأَغْلَالَ الَّتِي كَانَتْ عَلَيْهِمْ ۚ فَالَّذِينَ آمَنُوا بِهِ وَعَزَّرُوهُ وَنَصَرُوهُ وَاتَّبَعُوا النُّورَ الَّذِي أُنزِلَ مَعَهُ ۙ أُولَٰئِكَ هُمُ الْمُفْلِحُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_157.png,"Onlar ki, yanlarındaki Tevrat ve İncil'de yazılmış bulacakları ümmî peygambere uyarlar; o onlara iyiliği emreder, kötü ve çirkinden onları alıkoyar. Güzel şeyleri onlara helal kılar, pis şeyleri onlara yasaklar. Sırtlarından ağırlıklarını indirir, üzerlerindeki zincirleri, bağları söküp atar. Ona inanan, onu destekleyen, ona yardım eden, onunla indirilen ışığa uyan kişiler, kurtuluşa erenlerin ta kendileridir."
,14,7,1112,158,قُلْ يَا أَيُّهَا النَّاسُ إِنِّي رَسُولُ اللَّهِ إِلَيْكُمْ جَمِيعًا الَّذِي لَهُ مُلْكُ السَّمَاوَاتِ وَالْأَرْضِ ۖ لَا إِلَٰهَ إِلَّا هُوَ يُحْيِي وَيُمِيتُ ۖ فَآمِنُوا بِاللَّهِ وَرَسُولِهِ النَّبِيِّ الْأُمِّيِّ الَّذِي يُؤْمِنُ بِاللَّهِ وَكَلِمَاتِهِ وَاتَّبِعُوهُ لَعَلَّكُمْ تَهْتَدُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_158.png,"De ki: ""Ey insanlar! Ben sizin tümünüze Allah'ın resulüyüm! Göklerin ve yerin mülkü o Allah'ındır! İlah yoktur O'ndan başka! O diriltir, O öldürür. O halde Allah'a ve resulüne iman edin; Allah'a ve onun sözlerine inanan o ümmî peygambere iman edip uyun ki, doğruya ve güzele ulaşabilesiniz."""
,14,7,1113,159,وَمِن قَوْمِ مُوسَىٰ أُمَّةٌ يَهْدُونَ بِالْحَقِّ وَبِهِ يَعْدِلُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_159.png,"Mûsa kavminden bir topluluk vardır ki, hakka kılavuzluk/hak ile kılavuzluk eder ve yalnız hakka dayanarak adaleti gözetir."
,14,7,1114,160,وَقَطَّعْنَاهُمُ اثْنَتَيْ عَشْرَةَ أَسْبَاطًا أُمَمًا ۚ وَأَوْحَيْنَا إِلَىٰ مُوسَىٰ إِذِ اسْتَسْقَاهُ قَوْمُهُ أَنِ اضْرِب بِّعَصَاكَ الْحَجَرَ ۖ فَانبَجَسَتْ مِنْهُ اثْنَتَا عَشْرَةَ عَيْنًا ۖ قَدْ عَلِمَ كُلُّ أُنَاسٍ مَّشْرَبَهُمْ ۚ وَظَلَّلْنَا عَلَيْهِمُ الْغَمَامَ وَأَنزَلْنَا عَلَيْهِمُ الْمَنَّ وَالسَّلْوَىٰ ۖ كُلُوا مِن طَيِّبَاتِ مَا رَزَقْنَاكُمْ ۚ وَمَا ظَلَمُونَا وَلَٰكِن كَانُوا أَنفُسَهُمْ يَظْلِمُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_160.png,"Biz onları, on iki torun kabileye ayırdık. Toplumu kendisinden su istediğinde de Mûsa'ya, ""Asanı taşa vur!"" diye vahyettik. Taştan, on iki göze fışkırdı. Her oymak, su içeceği yeri belledi. Onların üzerlerine bulutları gölgelik yaptık, kendilerine kudret helvası ve bıldırcın indirdik. ""Yiyiniz size verdiğimiz rızıkların temizlerinden."" Onlar bize zulmetmediler, ama öz benliklerine zulmediyorlardı."
,14,7,1115,161,وَإِذْ قِيلَ لَهُمُ اسْكُنُوا هَٰذِهِ الْقَرْيَةَ وَكُلُوا مِنْهَا حَيْثُ شِئْتُمْ وَقُولُوا حِطَّةٌ وَادْخُلُوا الْبَابَ سُجَّدًا نَّغْفِرْ لَكُمْ خَطِيئَاتِكُمْ ۚ سَنَزِيدُ الْمُحْسِنِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_161.png,"Onlara şöyle denildi: Şu kentte oturun, orada istediğiniz yerden yiyin. 'Affet!' diye yalvarın; kapıdan da secde ederek girin ki, hatalarınızı bağışlayalım. Güzel düşünüp güzel iş yapanlara daha fazlasını da vereceğiz."
,14,7,1116,162,فَبَدَّلَ الَّذِينَ ظَلَمُوا مِنْهُمْ قَوْلًا غَيْرَ الَّذِي قِيلَ لَهُمْ فَأَرْسَلْنَا عَلَيْهِمْ رِجْزًا مِّنَ السَّمَاءِ بِمَا كَانُوا يَظْلِمُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_162.png,"Onların zulme sapanları, bir sözü, kendilerine söylenenin dışında bir sözle değiştirdiler. Bunun üzerine biz de üzerlerine gökten bir pislik azabı saldık; çünkü zulmediyorlardı."
,14,7,1117,163,وَاسْأَلْهُمْ عَنِ الْقَرْيَةِ الَّتِي كَانَتْ حَاضِرَةَ الْبَحْرِ إِذْ يَعْدُونَ فِي السَّبْتِ إِذْ تَأْتِيهِمْ حِيتَانُهُمْ يَوْمَ سَبْتِهِمْ شُرَّعًا وَيَوْمَ لَا يَسْبِتُونَ ۙ لَا تَأْتِيهِمْ ۚ كَذَٰلِكَ نَبْلُوهُم بِمَا كَانُوا يَفْسُقُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_163.png,Sor onlara o deniz kıyısındaki kentin durumunu. Cumartesi günü azıp sınır tanımazlık ediyorlardı. Sebt yaptıkları gün balıkları onlara akın akın gelindi; sebt yapmadıklarında ise onlara gelmezdi. Yoldan sapmaları yüzünden onları böyle imtihan ediyorduk.
,14,7,1118,164,وَإِذْ قَالَتْ أُمَّةٌ مِّنْهُمْ لِمَ تَعِظُونَ قَوْمًا ۙ اللَّهُ مُهْلِكُهُمْ أَوْ مُعَذِّبُهُمْ عَذَابًا شَدِيدًا ۖ قَالُوا مَعْذِرَةً إِلَىٰ رَبِّكُمْ وَلَعَلَّهُمْ يَتَّقُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_164.png,"İçlerinden bir topluluk şöyle dedi: ""Allah'ın helâk edeceği yahut şiddetli bir azapla azaplandıracağı bir topluma ne diye öğüt verip duruyorsunuz?"" Dediler ki: ""Rabbinize karşı bir mazeret olsun diye ve bir de korunup sakınırlar ümidiyle."""
,14,7,1119,165,فَلَمَّا نَسُوا مَا ذُكِّرُوا بِهِ أَنجَيْنَا الَّذِينَ يَنْهَوْنَ عَنِ السُّوءِ وَأَخَذْنَا الَّذِينَ ظَلَمُوا بِعَذَابٍ بَئِيسٍ بِمَا كَانُوا يَفْسُقُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_165.png,"Kendilerine verilen öğüdü unuttuklarında, kötülükten alıkoyanları kurtarıp zulme sapanları, yoldan çıkmalarından ötürü, acı bir azapla yakalayıverdik."
,14,7,1120,166,فَلَمَّا عَتَوْا عَن مَّا نُهُوا عَنْهُ قُلْنَا لَهُمْ كُونُوا قِرَدَةً خَاسِئِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_166.png,"Ne zaman ki, yasaklandıkları şeylerden ötürü öfkelendiler, onlara şöyle dedik: ""Aşağılık, maskara maymunlar olun!"""
