Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_ar,sura name,meaning,sura images,ayah_image,content_tg
,15,84,5900,16,فَلَا أُقْسِمُ بِالشَّفَقِ,Al-Inshiqaq—الانشقاق,"The Sundering, Splitting Open",public://sura_images/84.png,public://quran_images/84_16.png,Пас ба шафақ савганд мехӯрам
,15,84,5901,17,وَاللَّيْلِ وَمَا وَسَقَ,Al-Inshiqaq—الانشقاق,"The Sundering, Splitting Open",public://sura_images/84.png,public://quran_images/84_17.png,ва савганд ба шабу ҳар чиро фурӯ пӯшад
,15,84,5902,18,وَالْقَمَرِ إِذَا اتَّسَقَ,Al-Inshiqaq—الانشقاق,"The Sundering, Splitting Open",public://sura_images/84.png,public://quran_images/84_18.png,"ва савганд ба моҳ, чун пурра шавад,"
,15,84,5903,19,لَتَرْكَبُنَّ طَبَقًا عَن طَبَقٍ,Al-Inshiqaq—الانشقاق,"The Sundering, Splitting Open",public://sura_images/84.png,public://quran_images/84_19.png,ки ба ҳоле баъд аз ҳоли дигар хоҳед расид.
,15,84,5904,20,فَمَا لَهُمْ لَا يُؤْمِنُونَ,Al-Inshiqaq—الانشقاق,"The Sundering, Splitting Open",public://sura_images/84.png,public://quran_images/84_20.png,"Чӣ мешавад онҳоро, ки имон намеоваранд?"
,15,84,5905,21,وَإِذَا قُرِئَ عَلَيْهِمُ الْقُرْآنُ لَا يَسْجُدُونَ ۩,Al-Inshiqaq—الانشقاق,"The Sundering, Splitting Open",public://sura_images/84.png,public://quran_images/84_21.png,"Ва чун Қуръон бар онҳо хонда шавад, саҷда намекунанд? (Саҷда)."
,15,84,5906,22,بَلِ الَّذِينَ كَفَرُوا يُكَذِّبُونَ,Al-Inshiqaq—الانشقاق,"The Sundering, Splitting Open",public://sura_images/84.png,public://quran_images/84_22.png,Балки кофирон такзиб мекунанд (дурӯғ мебароранд).
,15,84,5907,23,وَاللَّهُ أَعْلَمُ بِمَا يُوعُونَ,Al-Inshiqaq—الانشقاق,"The Sundering, Splitting Open",public://sura_images/84.png,public://quran_images/84_23.png,"Ва Худо ба он чӣ дар дил доранд, огоҳ аст."
,15,84,5908,24,فَبَشِّرْهُم بِعَذَابٍ أَلِيمٍ,Al-Inshiqaq—الانشقاق,"The Sundering, Splitting Open",public://sura_images/84.png,public://quran_images/84_24.png,Пас ононро ба азобе дардовар хушхабар деҳ
,15,84,5909,25,إِلَّا الَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ لَهُمْ أَجْرٌ غَيْرُ مَمْنُونٍ,Al-Inshiqaq—الانشقاق,"The Sundering, Splitting Open",public://sura_images/84.png,public://quran_images/84_25.png,"ғайри онон, ки имон овардаанд ва корҳои шоиста кардаанд, ки мукофоташонро поёне нест."
,15,85,5910,1,بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ وَالسَّمَاءِ ذَاتِ الْبُرُوجِ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_1.png,"Қасам ба осмон, ки дорандаи бурҷҳост"
,15,85,5911,2,وَالْيَوْمِ الْمَوْعُودِ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_2.png,ва қасам ба рӯзи мавъуд
,15,85,5912,3,وَشَاهِدٍ وَمَشْهُودٍ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_3.png,"ва қасам ба шоҳидидиҳанда ва он чӣ ба он шоҳидӣ диҳанд,"
,15,85,5913,4,قُتِلَ أَصْحَابُ الْأُخْدُودِ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_4.png,ки соҳибони уҳдуд ба ҳалокат расиданд.
,15,85,5914,5,النَّارِ ذَاتِ الْوَقُودِ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_5.png,Оташе афрӯхта аз ҳезумҳо
,15,85,5915,6,إِذْ هُمْ عَلَيْهَا قُعُودٌ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_6.png,он гоҳ ки бар канори он оташ нишаста буданд
,15,85,5916,7,وَهُمْ عَلَىٰ مَا يَفْعَلُونَ بِالْمُؤْمِنِينَ شُهُودٌ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_7.png,"ва бар он чӣ бар сари мӯъминон меоваранд, шоҳид буданд."
,15,85,5917,8,وَمَا نَقَمُوا مِنْهُمْ إِلَّا أَن يُؤْمِنُوا بِاللَّهِ الْعَزِيزِ الْحَمِيدِ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_8.png,"Ва ҳеҷ айбе дар онҳо наёфтанд, ҷуз он ки ба Худои ғолиби лоиқи ситоиш имон оварда буданд,"
,15,85,5918,9,الَّذِي لَهُ مُلْكُ السَّمَاوَاتِ وَالْأَرْضِ ۚ وَاللَّهُ عَلَىٰ كُلِّ شَيْءٍ شَهِيدٌ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_9.png,"он Худое, ки фармонравоии осмонҳову замин аз они Ӯст ва бар ҳар чизе нозир аст."
,15,85,5919,10,إِنَّ الَّذِينَ فَتَنُوا الْمُؤْمِنِينَ وَالْمُؤْمِنَاتِ ثُمَّ لَمْ يَتُوبُوا فَلَهُمْ عَذَابُ جَهَنَّمَ وَلَهُمْ عَذَابُ الْحَرِيقِ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_10.png,"Албатта онон, ки мардону занони мӯъминро шиканҷа карданд ва тавба накарданд, азоби ҷаҳаннам ва азоби оташ барои онҳост."
,15,85,5920,11,إِنَّ الَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ لَهُمْ جَنَّاتٌ تَجْرِي مِن تَحْتِهَا الْأَنْهَارُ ۚ ذَٰلِكَ الْفَوْزُ الْكَبِيرُ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_11.png,"Барои касоне, ки имон овардаанд ва корҳои шоиста кардаанд, биҳиштҳоест, ки дар он наҳрҳо ҷорист ва он комёбии бузургест!"
,15,85,5921,12,إِنَّ بَطْشَ رَبِّكَ لَشَدِيدٌ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_12.png,Ба азоб гирифтани Парвардигори ту сахт аст.
,15,85,5922,13,إِنَّهُ هُوَ يُبْدِئُ وَيُعِيدُ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_13.png,"Ӯст, ки нахуст меофаринад ва пас аз марг зинда месозад."
,15,85,5923,14,وَهُوَ الْغَفُورُ الْوَدُودُ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_14.png,Ӯ бахшояндаву дӯстдоранда аст.
,15,85,5924,15,ذُو الْعَرْشِ الْمَجِيدُ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_15.png,Ӯст соҳиби арши бузург.
,15,85,5925,16,فَعَّالٌ لِّمَا يُرِيدُ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_16.png,"Ҳар чиро ирода кунад, ба анҷом мерасонад."
,15,85,5926,17,هَلْ أَتَاكَ حَدِيثُ الْجُنُودِ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_17.png,Оё достони лашкарҳоро шунидаӣ?
,15,85,5927,18,فِرْعَوْنَ وَثَمُودَ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_18.png,"Лашкарҳои Фиръавну қавми Самуд,"
,15,85,5928,19,بَلِ الَّذِينَ كَفَرُوا فِي تَكْذِيبٍ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_19.png,"Оре, онон, ки роҳи куфр пеш гирифтаанд, ҳамчунон дар дурӯғбарорӣ ҳастанд;"
,15,85,5929,20,وَاللَّهُ مِن وَرَائِهِم مُّحِيطٌ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_20.png,ва Худо аз ҳама сӯ бар онҳо иҳота дорад.
,15,85,5930,21,بَلْ هُوَ قُرْآنٌ مَّجِيدٌ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_21.png,"Бале, ин Қуръони маҷид аст"
,15,85,5931,22,فِي لَوْحٍ مَّحْفُوظٍ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_22.png,дар лавҳи маҳфуз!
,15,86,5932,1,بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ وَالسَّمَاءِ وَالطَّارِقِ,At-Tariq—الطارق,The morning star,public://sura_images/86.png,public://quran_images/86_1.png,Савганд ба осмону ба он чӣ дар шаб ояд!
,15,86,5933,2,وَمَا أَدْرَاكَ مَا الطَّارِقُ,At-Tariq—الطارق,The morning star,public://sura_images/86.png,public://quran_images/86_2.png,"Ва ту чӣ донӣ, ки он чӣ дар шаб ояд, чист?"
,15,86,5934,3,النَّجْمُ الثَّاقِبُ,At-Tariq—الطارق,The morning star,public://sura_images/86.png,public://quran_images/86_3.png,Ситораест дурахшанда.
,15,86,5935,4,إِن كُلُّ نَفْسٍ لَّمَّا عَلَيْهَا حَافِظٌ,At-Tariq—الطارق,The morning star,public://sura_images/86.png,public://quran_images/86_4.png,"Ҳеҷ кас нест, кӣ бар ӯ нигаҳбоне набошад."
,15,86,5936,5,فَلْيَنظُرِ الْإِنسَانُ مِمَّ خُلِقَ,At-Tariq—الطارق,The morning star,public://sura_images/86.png,public://quran_images/86_5.png,"Пас одамӣ бингарад, ки аз чӣ чиз офариша шудааст."
,15,86,5937,6,خُلِقَ مِن مَّاءٍ دَافِقٍ,At-Tariq—الطارق,The morning star,public://sura_images/86.png,public://quran_images/86_6.png,"Аз обе ҷаҳанда офарида шудааст,"
,15,86,5938,7,يَخْرُجُ مِن بَيْنِ الصُّلْبِ وَالتَّرَائِبِ,At-Tariq—الطارق,The morning star,public://sura_images/86.png,public://quran_images/86_7.png,ки аз миёни пушту сина берун меояд.
,15,86,5939,8,إِنَّهُ عَلَىٰ رَجْعِهِ لَقَادِرٌ,At-Tariq—الطارق,The morning star,public://sura_images/86.png,public://quran_images/86_8.png,"Худо ба бозгардонидани ӯ тавоност,"
,15,86,5940,9,يَوْمَ تُبْلَى السَّرَائِرُ,At-Tariq—الطارق,The morning star,public://sura_images/86.png,public://quran_images/86_9.png,"рӯзе, ки розҳо (сирҳо) ошкор мешаванд."
,15,86,5941,10,فَمَا لَهُ مِن قُوَّةٍ وَلَا نَاصِرٍ,At-Tariq—الطارق,The morning star,public://sura_images/86.png,public://quran_images/86_10.png,"Ӯро на қувватест, ва на ёваре."
,15,86,5942,11,وَالسَّمَاءِ ذَاتِ الرَّجْعِ,At-Tariq—الطارق,The morning star,public://sura_images/86.png,public://quran_images/86_11.png,Қасам ба осмони бозборанда!
,15,86,5943,12,وَالْأَرْضِ ذَاتِ الصَّدْعِ,At-Tariq—الطارق,The morning star,public://sura_images/86.png,public://quran_images/86_12.png,"Қасам ба замини руёни шикофхӯрда, (барои гиёҳ)"
,15,86,5944,13,إِنَّهُ لَقَوْلٌ فَصْلٌ,At-Tariq—الطارق,The morning star,public://sura_images/86.png,public://quran_images/86_13.png,"ки ин китоб ҳақро аз ботил ҷудо кунад,"
,15,86,5945,14,وَمَا هُوَ بِالْهَزْلِ,At-Tariq—الطارق,The morning star,public://sura_images/86.png,public://quran_images/86_14.png,ва сухани ҳазл нест!
,15,86,5946,15,إِنَّهُمْ يَكِيدُونَ كَيْدًا,At-Tariq—الطارق,The morning star,public://sura_images/86.png,public://quran_images/86_15.png,Онон ҳилае меандешанд
,15,86,5947,16,وَأَكِيدُ كَيْدًا,At-Tariq—الطارق,The morning star,public://sura_images/86.png,public://quran_images/86_16.png,ва Ман ҳам ҳилае меандешам.
,15,86,5948,17,فَمَهِّلِ الْكَافِرِينَ أَمْهِلْهُمْ رُوَيْدًا,At-Tariq—الطارق,The morning star,public://sura_images/86.png,public://quran_images/86_17.png,Пас кофиронро мӯҳлат деҳ андак мӯҳлаташон деҳ!
,15,87,5949,1,بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ سَبِّحِ اسْمَ رَبِّكَ الْأَعْلَى,Al-Ala—الأعلى,The Most High,public://sura_images/87.png,public://quran_images/87_1.png,"Номи Парвардигори бузурги худро ба покӣ ёд кун,"
,15,87,5950,2,الَّذِي خَلَقَ فَسَوَّىٰ,Al-Ala—الأعلى,The Most High,public://sura_images/87.png,public://quran_images/87_2.png,"он ки офарид ва дурустандом кард,"
,15,87,5951,3,وَالَّذِي قَدَّرَ فَهَدَىٰ,Al-Ala—الأعلى,The Most High,public://sura_images/87.png,public://quran_images/87_3.png,Ва он ки андоза муъайян кард. Сипас роҳ намуд.
,15,87,5952,4,وَالَّذِي أَخْرَجَ الْمَرْعَىٰ,Al-Ala—الأعلى,The Most High,public://sura_images/87.png,public://quran_images/87_4.png,"Ва он ки чарогоҳҳоро рӯёнид,"
,15,87,5953,5,فَجَعَلَهُ غُثَاءً أَحْوَىٰ,Al-Ala—الأعلى,The Most High,public://sura_images/87.png,public://quran_images/87_5.png,сипас хушку сиёҳ гардонид.
,15,87,5954,6,سَنُقْرِئُكَ فَلَا تَنسَىٰ,Al-Ala—الأعلى,The Most High,public://sura_images/87.png,public://quran_images/87_6.png,"Ба зудӣ барои ту бихонем, мабод, ки фаромӯш кунӣ."
,15,87,5955,7,إِلَّا مَا شَاءَ اللَّهُ ۚ إِنَّهُ يَعْلَمُ الْجَهْرَ وَمَا يَخْفَىٰ,Al-Ala—الأعلى,The Most High,public://sura_images/87.png,public://quran_images/87_7.png,"ғайри он чи Худо бихоҳад. Ӯст, ки ошкорову ниҳонро медонад."
,15,87,5956,8,وَنُيَسِّرُكَ لِلْيُسْرَىٰ,Al-Ala—الأعلى,The Most High,public://sura_images/87.png,public://quran_images/87_8.png,Ва туро ба дини осон тавфиқ диҳем.
,15,87,5957,9,فَذَكِّرْ إِن نَّفَعَتِ الذِّكْرَىٰ,Al-Ala—الأعلى,The Most High,public://sura_images/87.png,public://quran_images/87_9.png,"Агар панд, доданат суд кунад, панд деҳ."
,15,87,5958,10,سَيَذَّكَّرُ مَن يَخْشَىٰ,Al-Ala—الأعلى,The Most High,public://sura_images/87.png,public://quran_images/87_10.png,"Он ки метарсад, панд мегирад."
,15,87,5959,11,وَيَتَجَنَّبُهَا الْأَشْقَى,Al-Ala—الأعلى,The Most High,public://sura_images/87.png,public://quran_images/87_11.png,"Ва бадбахт аз он дурӣ мегирад,"
,15,87,5960,12,الَّذِي يَصْلَى النَّارَ الْكُبْرَىٰ,Al-Ala—الأعلى,The Most High,public://sura_images/87.png,public://quran_images/87_12.png,он ки ба оташи бузурги ҷаҳаннам дарафтад
,15,87,5961,13,ثُمَّ لَا يَمُوتُ فِيهَا وَلَا يَحْيَىٰ,Al-Ala—الأعلى,The Most High,public://sura_images/87.png,public://quran_images/87_13.png,ва дар он ҷо на бимирад ва на зинда бошад.
,15,87,5962,14,قَدْ أَفْلَحَ مَن تَزَكَّىٰ,Al-Ala—الأعلى,The Most High,public://sura_images/87.png,public://quran_images/87_14.png,"Албатта покон наҷот ёфтанд,"
,15,87,5963,15,وَذَكَرَ اسْمَ رَبِّهِ فَصَلَّىٰ,Al-Ala—الأعلى,The Most High,public://sura_images/87.png,public://quran_images/87_15.png,"онон, ки номи Парвардигори худро бар забон оварданд ва намоз гузориданд."
,15,87,5964,16,بَلْ تُؤْثِرُونَ الْحَيَاةَ الدُّنْيَا,Al-Ala—الأعلى,The Most High,public://sura_images/87.png,public://quran_images/87_16.png,"Оре, шумо зиндагии ин ҷаҳонро ихтиёр мекунед,"
,15,87,5965,17,وَالْآخِرَةُ خَيْرٌ وَأَبْقَىٰ,Al-Ala—الأعلى,The Most High,public://sura_images/87.png,public://quran_images/87_17.png,ҳол он ки охират беҳтару пояндатар аст.
,15,87,5966,18,إِنَّ هَٰذَا لَفِي الصُّحُفِ الْأُولَىٰ,Al-Ala—الأعلى,The Most High,public://sura_images/87.png,public://quran_images/87_18.png,"Ин сухан дар саҳифаҳои нахустин аст,"
,15,87,5967,19,صُحُفِ إِبْرَاهِيمَ وَمُوسَىٰ,Al-Ala—الأعلى,The Most High,public://sura_images/87.png,public://quran_images/87_19.png,саҳифаҳои Иброҳиму Мӯсо!
,15,88,5968,1,بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ هَلْ أَتَاكَ حَدِيثُ الْغَاشِيَةِ,Al-Ghashiya—الغاشية,The Overwhelming,public://sura_images/88.png,public://quran_images/88_1.png,Оё достони ғошия ба ту расидааст?
,15,88,5969,2,وُجُوهٌ يَوْمَئِذٍ خَاشِعَةٌ,Al-Ghashiya—الغاشية,The Overwhelming,public://sura_images/88.png,public://quran_images/88_2.png,"Дар он рӯз ваҳшат дар чеҳраҳо падидор аст,"
,15,88,5970,3,عَامِلَةٌ نَّاصِبَةٌ,Al-Ghashiya—الغاشية,The Overwhelming,public://sura_images/88.png,public://quran_images/88_3.png,талошкардаву ранҷдида
,15,88,5971,4,تَصْلَىٰ نَارًا حَامِيَةً,Al-Ghashiya—الغاشية,The Overwhelming,public://sura_images/88.png,public://quran_images/88_4.png,"дар оташи сӯзон дарафтанд,"
,15,88,5972,5,تُسْقَىٰ مِنْ عَيْنٍ آنِيَةٍ,Al-Ghashiya—الغاشية,The Overwhelming,public://sura_images/88.png,public://quran_images/88_5.png,"аз он чашмаи бисёр гарм обашон диҳанд,"
,15,88,5973,6,لَّيْسَ لَهُمْ طَعَامٌ إِلَّا مِن ضَرِيعٍ,Al-Ghashiya—الغاشية,The Overwhelming,public://sura_images/88.png,public://quran_images/88_6.png,"таъоме ғайри хор надоранд,"
,15,88,5974,7,لَّا يُسْمِنُ وَلَا يُغْنِي مِن جُوعٍ,Al-Ghashiya—الغاشية,The Overwhelming,public://sura_images/88.png,public://quran_images/88_7.png,ки на фарбеҳ мекунад ва на дафъи гуруснагӣ.
,15,88,5975,8,وُجُوهٌ يَوْمَئِذٍ نَّاعِمَةٌ,Al-Ghashiya—الغاشية,The Overwhelming,public://sura_images/88.png,public://quran_images/88_8.png,"Ва дар он рӯз чеҳраҳое тоза бошанд,"
,15,88,5976,9,لِّسَعْيِهَا رَاضِيَةٌ,Al-Ghashiya—الغاشية,The Overwhelming,public://sura_images/88.png,public://quran_images/88_9.png,"аз кори худ хушнуд,"
,15,88,5977,10,فِي جَنَّةٍ عَالِيَةٍ,Al-Ghashiya—الغاشية,The Overwhelming,public://sura_images/88.png,public://quran_images/88_10.png,"дар биҳиште олимақом,"
,15,88,5978,11,لَّا تَسْمَعُ فِيهَا لَاغِيَةً,Al-Ghashiya—الغاشية,The Overwhelming,public://sura_images/88.png,public://quran_images/88_11.png,ки дар он сухани беҳуда нашнавӣ
,15,88,5979,12,فِيهَا عَيْنٌ جَارِيَةٌ,Al-Ghashiya—الغاشية,The Overwhelming,public://sura_images/88.png,public://quran_images/88_12.png,ва дар он чашмасорҳо равон бошад
,15,88,5980,13,فِيهَا سُرُرٌ مَّرْفُوعَةٌ,Al-Ghashiya—الغاشية,The Overwhelming,public://sura_images/88.png,public://quran_images/88_13.png,ва тахтҳое баланд зада
,15,88,5981,14,وَأَكْوَابٌ مَّوْضُوعَةٌ,Al-Ghashiya—الغاشية,The Overwhelming,public://sura_images/88.png,public://quran_images/88_14.png,ва кӯзаҳое ниҳода
,15,88,5982,15,وَنَمَارِقُ مَصْفُوفَةٌ,Al-Ghashiya—الغاشية,The Overwhelming,public://sura_images/88.png,public://quran_images/88_15.png,ва болишҳое дар канори ҳам чида
,15,88,5983,16,وَزَرَابِيُّ مَبْثُوثَةٌ,Al-Ghashiya—الغاشية,The Overwhelming,public://sura_images/88.png,public://quran_images/88_16.png,ва фаршҳое паҳн карда.
,15,88,5984,17,أَفَلَا يَنظُرُونَ إِلَى الْإِبِلِ كَيْفَ خُلِقَتْ,Al-Ghashiya—الغاشية,The Overwhelming,public://sura_images/88.png,public://quran_images/88_17.png,"Оё ба шутур наменигаранд, ки чӣ гуна офарида шуда?"
,15,88,5985,18,وَإِلَى السَّمَاءِ كَيْفَ رُفِعَتْ,Al-Ghashiya—الغاشية,The Overwhelming,public://sura_images/88.png,public://quran_images/88_18.png,"Ва ба осмон, ки чӣ гуна бардошташуда?"
,15,88,5986,19,وَإِلَى الْجِبَالِ كَيْفَ نُصِبَتْ,Al-Ghashiya—الغاشية,The Overwhelming,public://sura_images/88.png,public://quran_images/88_19.png,"Ва ба кӯҳҳо, ки чӣ гуна баланд кашидашуда?"
,15,88,5987,20,وَإِلَى الْأَرْضِ كَيْفَ سُطِحَتْ,Al-Ghashiya—الغاشية,The Overwhelming,public://sura_images/88.png,public://quran_images/88_20.png,"Ва ба замин, ки чӣ сон густурда шуда?"
,15,88,5988,21,فَذَكِّرْ إِنَّمَا أَنتَ مُذَكِّرٌ,Al-Ghashiya—الغاشية,The Overwhelming,public://sura_images/88.png,public://quran_images/88_21.png,Пас панд деҳ ки ту панддиҳандае ҳастӣ.
,15,88,5989,22,لَّسْتَ عَلَيْهِم بِمُصَيْطِرٍ,Al-Ghashiya—الغاشية,The Overwhelming,public://sura_images/88.png,public://quran_images/88_22.png,Ту бар онон фармонраво нестӣ.
,15,88,5990,23,إِلَّا مَن تَوَلَّىٰ وَكَفَرَ,Al-Ghashiya—الغاشية,The Overwhelming,public://sura_images/88.png,public://quran_images/88_23.png,Магар он кас кӣ рӯйгардон шуд ва кофир шуд.
,15,88,5991,24,فَيُعَذِّبُهُ اللَّهُ الْعَذَابَ الْأَكْبَرَ,Al-Ghashiya—الغاشية,The Overwhelming,public://sura_images/88.png,public://quran_images/88_24.png,Пас Худояш ба азоби бузургтар азоб мекунад.
,15,88,5992,25,إِنَّ إِلَيْنَا إِيَابَهُمْ,Al-Ghashiya—الغاشية,The Overwhelming,public://sura_images/88.png,public://quran_images/88_25.png,Албатта бозгашташон ба сӯи Мост.
,15,88,5993,26,ثُمَّ إِنَّ عَلَيْنَا حِسَابَهُم,Al-Ghashiya—الغاشية,The Overwhelming,public://sura_images/88.png,public://quran_images/88_26.png,Сипас ҳисобашон бо Мост.
,15,89,5994,1,بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ وَالْفَجْرِ,Al-Fajr—الفجر,The Dawn,public://sura_images/89.png,public://quran_images/89_1.png,Савганд ба сапедаи субҳ
,15,89,5995,2,وَلَيَالٍ عَشْرٍ,Al-Fajr—الفجر,The Dawn,public://sura_images/89.png,public://quran_images/89_2.png,ва савганд ба шабҳои даҳгона (даҳ шаби Зулҳиҷҷа)
,15,89,5996,3,وَالشَّفْعِ وَالْوَتْرِ,Al-Fajr—الفجر,The Dawn,public://sura_images/89.png,public://quran_images/89_3.png,ва савганд ба ҷуфту тоқ
,15,89,5997,4,وَاللَّيْلِ إِذَا يَسْرِ,Al-Fajr—الفجر,The Dawn,public://sura_images/89.png,public://quran_images/89_4.png,"ва савганд ба шаб, чун рӯй ба рафтан ниҳад."
,15,89,5998,5,هَلْ فِي ذَٰلِكَ قَسَمٌ لِّذِي حِجْرٍ,Al-Fajr—الفجر,The Dawn,public://sura_images/89.png,public://quran_images/89_5.png,Оё дар ин зикркардашудаҳо хирадмандро савгандҳои кофист?
,15,89,5999,6,أَلَمْ تَرَ كَيْفَ فَعَلَ رَبُّكَ بِعَادٍ,Al-Fajr—الفجر,The Dawn,public://sura_images/89.png,public://quran_images/89_6.png,"Оё надидаӣ, ки Парвардигори ту бо қавми Од чӣ кард?"
,15,89,6000,7,إِرَمَ ذَاتِ الْعِمَادِ,Al-Fajr—الفجر,The Dawn,public://sura_images/89.png,public://quran_images/89_7.png,"Бо Ирам, ки сутунҳо дошт?"
,15,89,6001,8,الَّتِي لَمْ يُخْلَقْ مِثْلُهَا فِي الْبِلَادِ,Al-Fajr—الفجر,The Dawn,public://sura_images/89.png,public://quran_images/89_8.png,Ва монанди он дар ҳеҷ шаҳре офарида нашуда буд.
,15,89,6002,9,وَثَمُودَ الَّذِينَ جَابُوا الصَّخْرَ بِالْوَادِ,Al-Fajr—الفجر,The Dawn,public://sura_images/89.png,public://quran_images/89_9.png,"Ва қавми Самуд, ки дар он водӣ сангро мебуриданд."
,15,89,6003,10,وَفِرْعَوْنَ ذِي الْأَوْتَادِ,Al-Fajr—الفجر,The Dawn,public://sura_images/89.png,public://quran_images/89_10.png,"Ва қавми Фиръавн, он дорандаи мехҳо,"
,15,89,6004,11,الَّذِينَ طَغَوْا فِي الْبِلَادِ,Al-Fajr—الفجر,The Dawn,public://sura_images/89.png,public://quran_images/89_11.png,онҳо дар шаҳрҳо аз ҳад таҷовуз карданд
,15,89,6005,12,فَأَكْثَرُوا فِيهَا الْفَسَادَ,Al-Fajr—الفجر,The Dawn,public://sura_images/89.png,public://quran_images/89_12.png,ва дар онҳо бисёр фасод карданд.
,15,89,6006,13,فَصَبَّ عَلَيْهِمْ رَبُّكَ سَوْطَ عَذَابٍ,Al-Fajr—الفجر,The Dawn,public://sura_images/89.png,public://quran_images/89_13.png,Ва Парвардигори ту тозиёнаи азобро бар сарашон фуруд овард.
,15,89,6007,14,إِنَّ رَبَّكَ لَبِالْمِرْصَادِ,Al-Fajr—الفجر,The Dawn,public://sura_images/89.png,public://quran_images/89_14.png,Зеро Парвардигорат дар камингоҳ аст.
,15,89,6008,15,فَأَمَّا الْإِنسَانُ إِذَا مَا ابْتَلَاهُ رَبُّهُ فَأَكْرَمَهُ وَنَعَّمَهُ فَيَقُولُ رَبِّي أَكْرَمَنِ,Al-Fajr—الفجر,The Dawn,public://sura_images/89.png,public://quran_images/89_15.png,"Аммо одамӣ, чута Парвардигораш биёзмояд ва гиромиаш дорад ва неъматаш диҳад, мегӯяд: «Парвардигори ман маро гиромӣ дошт»."
,15,89,6009,16,وَأَمَّا إِذَا مَا ابْتَلَاهُ فَقَدَرَ عَلَيْهِ رِزْقَهُ فَيَقُولُ رَبِّي أَهَانَنِ,Al-Fajr—الفجر,The Dawn,public://sura_images/89.png,public://quran_images/89_16.png,"Ва чун биёзмоядаш ва ризқ бар ӯ танг гирад, мегӯяд: «Парвардигори ман маро хор сохт»."
,15,89,6010,17,كَلَّا ۖ بَل لَّا تُكْرِمُونَ الْيَتِيمَ,Al-Fajr—الفجر,The Dawn,public://sura_images/89.png,public://quran_images/89_17.png,На чунон аст. Шумо ятимро гиромӣ намедоред
,15,89,6011,18,وَلَا تَحَاضُّونَ عَلَىٰ طَعَامِ الْمِسْكِينِ,Al-Fajr—الفجر,The Dawn,public://sura_images/89.png,public://quran_images/89_18.png,ва якдигарро ба таъом додани мискиш тарғиб намекунед
,15,89,6012,19,وَتَأْكُلُونَ التُّرَاثَ أَكْلًا لَّمًّا,Al-Fajr—الفجر,The Dawn,public://sura_images/89.png,public://quran_images/89_19.png,ва меросро ҳарисона мехӯред
,15,89,6013,20,وَتُحِبُّونَ الْمَالَ حُبًّا جَمًّا,Al-Fajr—الفجر,The Dawn,public://sura_images/89.png,public://quran_images/89_20.png,ва молро фаровон дӯст доред.
,15,89,6014,21,كَلَّا إِذَا دُكَّتِ الْأَرْضُ دَكًّا دَكًّا,Al-Fajr—الفجر,The Dawn,public://sura_images/89.png,public://quran_images/89_21.png,"Оре, чун замин шикаста шавад ва шикаста шавад"
