Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_ar,sura name,meaning,sura images,ayah_image,content_az
,26,4,558,65,فَلَا وَرَبِّكَ لَا يُؤْمِنُونَ حَتَّىٰ يُحَكِّمُوكَ فِيمَا شَجَرَ بَيْنَهُمْ ثُمَّ لَا يَجِدُوا فِي أَنفُسِهِمْ حَرَجًا مِّمَّا قَضَيْتَ وَيُسَلِّمُوا تَسْلِيمًا,An-Nisa--  النساء,The Women,public://sura_images/4.png,public://quran_images/4_65.png,"Amma, xeyr! (Ya Rəsulum!) Rəbbinə and olsun ki, onlar öz aralarında baş verən ixtilaflarda səni hakim (münsif) tə’yin etməyincə və verdiyi hökmlərə görə özlərində bir sıxıntı duymadan sənə tam bir itaətlə boyun əyməyincə, (həqiqi surətdə) iman gətirmiş olmazlar."
,26,4,559,66,وَلَوْ أَنَّا كَتَبْنَا عَلَيْهِمْ أَنِ اقْتُلُوا أَنفُسَكُمْ أَوِ اخْرُجُوا مِن دِيَارِكُم مَّا فَعَلُوهُ إِلَّا قَلِيلٌ مِّنْهُمْ ۖ وَلَوْ أَنَّهُمْ فَعَلُوا مَا يُوعَظُونَ بِهِ لَكَانَ خَيْرًا لَّهُمْ وَأَشَدَّ تَثْبِيتًا,An-Nisa--  النساء,The Women,public://sura_images/4.png,public://quran_images/4_66.png,"Əgər Biz onlara: “Özünüzü öldürün, yaxud yurdlarınızdan çıxın!” – deyə yazıb əmr etsəydik, içərilərində az bir hissəsi müstəsna olmaqla, (bu əmri) yerinə yetirməzdilər. Əgər onlar verilən nəsihətlərə əməl etsəydilər, əlbəttə, bu onlar üçün daha xeyirli və daha düzgün olardı. (imanda sabitqədəmlik baxımından daha möhkəm bir addım olardı)."
,26,4,560,67,وَإِذًا لَّآتَيْنَاهُم مِّن لَّدُنَّا أَجْرًا عَظِيمًا,An-Nisa--  النساء,The Women,public://sura_images/4.png,public://quran_images/4_67.png,O zaman Biz də onlara Öz tərəfimizdən böyük mükafat verərdik.
,26,4,561,68,وَلَهَدَيْنَاهُمْ صِرَاطًا مُّسْتَقِيمًا,An-Nisa--  النساء,The Women,public://sura_images/4.png,public://quran_images/4_68.png,Və onları düz yola yönəldərdik.
,26,4,562,69,وَمَن يُطِعِ اللَّهَ وَالرَّسُولَ فَأُولَٰئِكَ مَعَ الَّذِينَ أَنْعَمَ اللَّهُ عَلَيْهِم مِّنَ النَّبِيِّينَ وَالصِّدِّيقِينَ وَالشُّهَدَاءِ وَالصَّالِحِينَ ۚ وَحَسُنَ أُولَٰئِكَ رَفِيقًا,An-Nisa--  النساء,The Women,public://sura_images/4.png,public://quran_images/4_69.png,"Allaha və Peyğəmbərə itaət edənlər (axirətdə) Allahın ne’mətlər verdiyi nəbilər (peyğəmbərlər), siddiqlər (tamamilə doğru danışanlar, e’tiqadı dürüst, peyğəmbərləri hamıdan əvvəl təsdiq edən şəxslər), şəhidlər və salehlərlə (yaxşı əməl sahibləriylə) bir yerdə olacaqlar. Onlar necə də gözəl yoldaşlardır!"
,26,4,563,70,ذَٰلِكَ الْفَضْلُ مِنَ اللَّهِ ۚ وَكَفَىٰ بِاللَّهِ عَلِيمًا,An-Nisa--  النساء,The Women,public://sura_images/4.png,public://quran_images/4_70.png,Bu mükafat Allah tərəfindəndir. (Hər şeyi) bilən Allah (sizə) kifayət edər!
,26,4,564,71,يَا أَيُّهَا الَّذِينَ آمَنُوا خُذُوا حِذْرَكُمْ فَانفِرُوا ثُبَاتٍ أَوِ انفِرُوا جَمِيعًا,An-Nisa--  النساء,The Women,public://sura_images/4.png,public://quran_images/4_71.png,"Ey iman gətirənlər! Ehtiyatı əldən verməyib silahınızı götürün və (düşmənə qarşı cihada) ya dəstə-dəstə, ya da hamınız bir yerdə çıxın!"
,26,4,565,72,وَإِنَّ مِنكُمْ لَمَن لَّيُبَطِّئَنَّ فَإِنْ أَصَابَتْكُم مُّصِيبَةٌ قَالَ قَدْ أَنْعَمَ اللَّهُ عَلَيَّ إِذْ لَمْ أَكُن مَّعَهُمْ شَهِيدًا,An-Nisa--  النساء,The Women,public://sura_images/4.png,public://quran_images/4_72.png,"Aranızda elələri də (münafiqlər) vardır ki, (siz cihada çıxdıqda) ağır tərpənər və əgər sizə bir müsibət üz versə: “Allah mənə lütf etdi ki, onlarla birlikdə (döyüşdə) olmadım”, - deyər."
,26,4,566,73,وَلَئِنْ أَصَابَكُمْ فَضْلٌ مِّنَ اللَّهِ لَيَقُولَنَّ كَأَن لَّمْ تَكُن بَيْنَكُمْ وَبَيْنَهُ مَوَدَّةٌ يَا لَيْتَنِي كُنتُ مَعَهُمْ فَأَفُوزَ فَوْزًا عَظِيمًا,An-Nisa--  النساء,The Women,public://sura_images/4.png,public://quran_images/4_73.png,"Əgər Allah tərəfindən sizə bir ne’mət (qabiliyyət) yetişərsə, o zaman guya aranızda heç bir dosluq yoxmuş kimi: “Kaş ki, mən də onlarla birlikdə olub böyük bir qənimət əldə edəydim!” (söyləyərlər)."
,26,4,567,74,۞ فَلْيُقَاتِلْ فِي سَبِيلِ اللَّهِ الَّذِينَ يَشْرُونَ الْحَيَاةَ الدُّنْيَا بِالْآخِرَةِ ۚ وَمَن يُقَاتِلْ فِي سَبِيلِ اللَّهِ فَيُقْتَلْ أَوْ يَغْلِبْ فَسَوْفَ نُؤْتِيهِ أَجْرًا عَظِيمًا,An-Nisa--  النساء,The Women,public://sura_images/4.png,public://quran_images/4_74.png,"Elə isə, qoy dünyanı verib əvəzində axirəti satın alanlar Allah yolunda vuruşsunlar. Hər kim Allah yolunda vuruşaraq ölərsə və ya (düşmənə) qalib gələrsə, ona böyük mükafat verəcəyik."
,26,4,568,75,وَمَا لَكُمْ لَا تُقَاتِلُونَ فِي سَبِيلِ اللَّهِ وَالْمُسْتَضْعَفِينَ مِنَ الرِّجَالِ وَالنِّسَاءِ وَالْوِلْدَانِ الَّذِينَ يَقُولُونَ رَبَّنَا أَخْرِجْنَا مِنْ هَٰذِهِ الْقَرْيَةِ الظَّالِمِ أَهْلُهَا وَاجْعَل لَّنَا مِن لَّدُنكَ وَلِيًّا وَاجْعَل لَّنَا مِن لَّدُنكَ نَصِيرًا,An-Nisa--  النساء,The Women,public://sura_images/4.png,public://quran_images/4_75.png,"(Ey müsəlmanlar!) Sizə nə olub ki, Allah yolunda (hicrət etməyib, yaxud əsir kimi Məkkədə qalıb): “Ey Rəbbimiz, bizi əhalisi zalım olan bu şəhərdən (Məkkədən) kənara çıxart, bizə öz tərəfindən mühafizəçi göndər, yardımçı yolla!” – deyə dua edən aciz kişilər, qadınlar və uşaqlar uğrunda vuruşmursunuz?"
,26,4,569,76,الَّذِينَ آمَنُوا يُقَاتِلُونَ فِي سَبِيلِ اللَّهِ ۖ وَالَّذِينَ كَفَرُوا يُقَاتِلُونَ فِي سَبِيلِ الطَّاغُوتِ فَقَاتِلُوا أَوْلِيَاءَ الشَّيْطَانِ ۖ إِنَّ كَيْدَ الشَّيْطَانِ كَانَ ضَعِيفًا,An-Nisa--  النساء,The Women,public://sura_images/4.png,public://quran_images/4_76.png,"İman gətirənlər Allah yolunda, kafir olanlar isə Şeytan yolunda vuruşurlar. O halda Şeytanın dostlarıyla (kafirlərlə) vuruşun! Şübhəsiz ki, Şeytanın hiyləsi zəifdir!"
,26,4,570,77,أَلَمْ تَرَ إِلَى الَّذِينَ قِيلَ لَهُمْ كُفُّوا أَيْدِيَكُمْ وَأَقِيمُوا الصَّلَاةَ وَآتُوا الزَّكَاةَ فَلَمَّا كُتِبَ عَلَيْهِمُ الْقِتَالُ إِذَا فَرِيقٌ مِّنْهُمْ يَخْشَوْنَ النَّاسَ كَخَشْيَةِ اللَّهِ أَوْ أَشَدَّ خَشْيَةً ۚ وَقَالُوا رَبَّنَا لِمَ كَتَبْتَ عَلَيْنَا الْقِتَالَ لَوْلَا أَخَّرْتَنَا إِلَىٰ أَجَلٍ قَرِيبٍ ۗ قُلْ مَتَاعُ الدُّنْيَا قَلِيلٌ وَالْآخِرَةُ خَيْرٌ لِّمَنِ اتَّقَىٰ وَلَا تُظْلَمُونَ فَتِيلًا,An-Nisa--  النساء,The Women,public://sura_images/4.png,public://quran_images/4_77.png,"(Ya Rəsulum!) O şəxsləri görmürsənmi ki, onlara (vaxtilə): “(Müharibədən) əl çəkin, namaz qılın, zəkat verin!” – deyilmişdi. Onlara cihad etmək vacib olduqda isə, içərilərindən bir qismi Allahdan qorxan kimi və ya daha artıq bir qorxu ilə insanlardan qorxuya düşərək: “Ey Rəbbimiz! Cihad etməyi nə üçün bizə vacib etdin, nə olardı ki, bizi yaxın zamana qədər (öz əcəlimiz çatana qədər) yubandıraydın! (Daha bir müddət cihadı bizə vacib buyurmayaydın!)” – dedilər. Onlara söylə: ”Dünyanın ləzzəti və faydası azdır, lakin müttəqilər üçün axirət daha xeyirlidir. Sizə (müttəqilərə) xurma çərdəyində olan nazik tel qədər belə zülm olunmayacaq!”"
,26,4,571,78,أَيْنَمَا تَكُونُوا يُدْرِككُّمُ الْمَوْتُ وَلَوْ كُنتُمْ فِي بُرُوجٍ مُّشَيَّدَةٍ ۗ وَإِن تُصِبْهُمْ حَسَنَةٌ يَقُولُوا هَٰذِهِ مِنْ عِندِ اللَّهِ ۖ وَإِن تُصِبْهُمْ سَيِّئَةٌ يَقُولُوا هَٰذِهِ مِنْ عِندِكَ ۚ قُلْ كُلٌّ مِّنْ عِندِ اللَّهِ ۖ فَمَالِ هَٰؤُلَاءِ الْقَوْمِ لَا يَكَادُونَ يَفْقَهُونَ حَدِيثًا,An-Nisa--  النساء,The Women,public://sura_images/4.png,public://quran_images/4_78.png,"Harada olursunuz olun, hətta uca (möhkəm) qalalar içərisində olsanız belə, ölüm sizi haqlayacaq. (Ya Rəlulum!) Onlara (yəhudilərə və münafiqlərə) bir xeyir yetişdikdə: “Bu Allahdandır!” – deyərlər, bir pislik üz verdikdə isə: “Bu səndəndir!” – söyləyərlər. (Onlara) de: “Hamısı Allahdandır”. Bu camaata nə olub ki, az qala söz də anlamır!"
,26,4,572,79,مَّا أَصَابَكَ مِنْ حَسَنَةٍ فَمِنَ اللَّهِ ۖ وَمَا أَصَابَكَ مِن سَيِّئَةٍ فَمِن نَّفْسِكَ ۚ وَأَرْسَلْنَاكَ لِلنَّاسِ رَسُولًا ۚ وَكَفَىٰ بِاللَّهِ شَهِيدًا,An-Nisa--  النساء,The Women,public://sura_images/4.png,public://quran_images/4_79.png,"(Ey insan!) Sənə yetişən hər bir yaxşılıq Allahdandır, sənə üz verən hər bir pislik isə özündəndir. (Ya Rəsulum!) Biz səni insanlara peyğəmbər göndərdik. Allahın buna şahid olması (sənə) kifayət edər."
,26,4,573,80,مَّن يُطِعِ الرَّسُولَ فَقَدْ أَطَاعَ اللَّهَ ۖ وَمَن تَوَلَّىٰ فَمَا أَرْسَلْنَاكَ عَلَيْهِمْ حَفِيظًا,An-Nisa--  النساء,The Women,public://sura_images/4.png,public://quran_images/4_80.png,"Peyğəmbərə itaət edən kimsə, şübhəsiz ki, Allaha itaət etmiş olur. Kim üz döndərsə (qoy döndərsin)! Biz ki səni onların üzərində gözətçi olaraq göndərməmişik."
,26,4,574,81,وَيَقُولُونَ طَاعَةٌ فَإِذَا بَرَزُوا مِنْ عِندِكَ بَيَّتَ طَائِفَةٌ مِّنْهُمْ غَيْرَ الَّذِي تَقُولُ ۖ وَاللَّهُ يَكْتُبُ مَا يُبَيِّتُونَ ۖ فَأَعْرِضْ عَنْهُمْ وَتَوَكَّلْ عَلَى اللَّهِ ۚ وَكَفَىٰ بِاللَّهِ وَكِيلًا,An-Nisa--  النساء,The Women,public://sura_images/4.png,public://quran_images/4_81.png,"(Ya Rəsulum!) Onlar: (Sənə) itaət edirik!” – deyir, lakin sənin yanından çıxıb getdikləri zaman onların bir qismi dediyinin əksinə fikirləşir. Allah onların niyyətində olanları (əməl dəftərlərinə) yazır. Sən onlardan üz çevir, Allaha təvəkkül et! Allahın (sənə) vəkil olması kifayət edər!"
,26,4,575,82,أَفَلَا يَتَدَبَّرُونَ الْقُرْآنَ ۚ وَلَوْ كَانَ مِنْ عِندِ غَيْرِ اللَّهِ لَوَجَدُوا فِيهِ اخْتِلَافًا كَثِيرًا,An-Nisa--  النساء,The Women,public://sura_images/4.png,public://quran_images/4_82.png,"Onlar Qur’an barəsində (onun Allah kəlamı olması haqqında) düşünməzlərmi? Əgər o, Allahdan qeyrisi tərəfindən olsaydı, əlbəttə, onda çoxlu ziddiyyət (ixtilaf, uyğunsuzluq) tapardılar."
,26,4,576,83,وَإِذَا جَاءَهُمْ أَمْرٌ مِّنَ الْأَمْنِ أَوِ الْخَوْفِ أَذَاعُوا بِهِ ۖ وَلَوْ رَدُّوهُ إِلَى الرَّسُولِ وَإِلَىٰ أُولِي الْأَمْرِ مِنْهُمْ لَعَلِمَهُ الَّذِينَ يَسْتَنبِطُونَهُ مِنْهُمْ ۗ وَلَوْلَا فَضْلُ اللَّهِ عَلَيْكُمْ وَرَحْمَتُهُ لَاتَّبَعْتُمُ الشَّيْطَانَ إِلَّا قَلِيلًا,An-Nisa--  النساء,The Women,public://sura_images/4.png,public://quran_images/4_83.png,"Onlara (münafiqlərə bə’zi müsəlmanların sadəlövhlüyü üzündən döyuş meydanından) əmin-amanlıq və ya qorxu xəbəri gəldikdə dərhal onu yayarlar. Halbuki əgər (müsəlmanlar) bunu (münafiqlərə deyil), Peyğəmbərə və ya özlərindən (mö’minlərdən) olan ixtiyar (əmr) sahiblərinə demiş olsaydılar, əlbəttə, həmin xəbəri onun mahiyyətinə varan (belə bir xəbərin yayılmasının məqsədəuyğun olub-olmadığını tə’yin etməyə qadir olan) kimsələr bilərdilər. Əgər Allahın lütfü (mərhəməti) üzərinizdə olmasaydı, şübhəsiz ki, az bir qisminiz müstəsna olmaqla, Şeytana uyardınız."
,26,4,577,84,فَقَاتِلْ فِي سَبِيلِ اللَّهِ لَا تُكَلَّفُ إِلَّا نَفْسَكَ ۚ وَحَرِّضِ الْمُؤْمِنِينَ ۖ عَسَى اللَّهُ أَن يَكُفَّ بَأْسَ الَّذِينَ كَفَرُوا ۚ وَاللَّهُ أَشَدُّ بَأْسًا وَأَشَدُّ تَنكِيلًا,An-Nisa--  النساء,The Women,public://sura_images/4.png,public://quran_images/4_84.png,"(Ya Rəsulum!) Allah yolunda vuruş (cihad et). Sən yalnız özünə cavabdehsən, lakin mö’minləri də (cihada) təşviq et! Ola bilsin ki, Allah kafirlərin gücünü qırmış (sizi kafirlərin qəzəbindən saxlamış) olsun. Allahın qəzəbi (qəhri) də, əzabı da çox şiddətlidir!"
,26,4,578,85,مَّن يَشْفَعْ شَفَاعَةً حَسَنَةً يَكُن لَّهُ نَصِيبٌ مِّنْهَا ۖ وَمَن يَشْفَعْ شَفَاعَةً سَيِّئَةً يَكُن لَّهُ كِفْلٌ مِّنْهَا ۗ وَكَانَ اللَّهُ عَلَىٰ كُلِّ شَيْءٍ مُّقِيتًا,An-Nisa--  النساء,The Women,public://sura_images/4.png,public://quran_images/4_85.png,"Yaxşı işə vasitəçi olana (onun savabından), pis işə vasitəçi olana (onun günahından) bir pay düşür. Əlbəttə, Allah hər şeyə qadirdir. (Hər şeyin əvəzini verəndir)."
,26,4,579,86,وَإِذَا حُيِّيتُم بِتَحِيَّةٍ فَحَيُّوا بِأَحْسَنَ مِنْهَا أَوْ رُدُّوهَا ۗ إِنَّ اللَّهَ كَانَ عَلَىٰ كُلِّ شَيْءٍ حَسِيبًا,An-Nisa--  النساء,The Women,public://sura_images/4.png,public://quran_images/4_86.png,"Sizə salam verildiyi zaman onu daha gözəl alın və ya (eynilə sahibinə) qaytarın! Şübhəsiz, Allah hər şeyi hesaba alandır."
,26,4,580,87,اللَّهُ لَا إِلَٰهَ إِلَّا هُوَ ۚ لَيَجْمَعَنَّكُمْ إِلَىٰ يَوْمِ الْقِيَامَةِ لَا رَيْبَ فِيهِ ۗ وَمَنْ أَصْدَقُ مِنَ اللَّهِ حَدِيثًا,An-Nisa--  النساء,The Women,public://sura_images/4.png,public://quran_images/4_87.png,"Allahdan başqa heç bir tanrı yoxdur. Olacağına şübhə edilməyən qiyamət günü hamınızı (bir yerə), əlbəttə, O toplayacaqdır. Allahdan daha doğru danışan kim ola bilər?!"
,26,4,581,88,۞ فَمَا لَكُمْ فِي الْمُنَافِقِينَ فِئَتَيْنِ وَاللَّهُ أَرْكَسَهُم بِمَا كَسَبُوا ۚ أَتُرِيدُونَ أَن تَهْدُوا مَنْ أَضَلَّ اللَّهُ ۖ وَمَن يُضْلِلِ اللَّهُ فَلَن تَجِدَ لَهُ سَبِيلًا,An-Nisa--  النساء,The Women,public://sura_images/4.png,public://quran_images/4_88.png,"Siz nə üçün münafiqlər barəsində iki hissəyə ayrıldınız? Halbuki Allah onları etdikləri əməllərinə görə əvvəlki hallarına (kafirliyə) qaytarmışdır. Siz Allahın (öz istəyi, öz iradəsi ilə küfr edəcəyini, azğın yola düşəcəyini, haqq yoldan azacağını əzəldən bildiyi üçün) azdırdığı kimsəni doğru yolamı gətirmək istəyirsiniz? Allahın sapdırdığı kimsə üçün heç bir (doğru) yol tapa bilməzsən!"
,26,4,582,89,وَدُّوا لَوْ تَكْفُرُونَ كَمَا كَفَرُوا فَتَكُونُونَ سَوَاءً ۖ فَلَا تَتَّخِذُوا مِنْهُمْ أَوْلِيَاءَ حَتَّىٰ يُهَاجِرُوا فِي سَبِيلِ اللَّهِ ۚ فَإِن تَوَلَّوْا فَخُذُوهُمْ وَاقْتُلُوهُمْ حَيْثُ وَجَدتُّمُوهُمْ ۖ وَلَا تَتَّخِذُوا مِنْهُمْ وَلِيًّا وَلَا نَصِيرًا,An-Nisa--  النساء,The Women,public://sura_images/4.png,public://quran_images/4_89.png,"Onlar özləri kafir olduqları kimi, sizin də kafir olub özlərilə bərabər olmanızı istərlər. Onlar Allah yolunda (Məkkədən) hicrət etməyənə qədər onlardan (özünüzə) dost tutmayın! Əgər onlardan (tövhiddən və hicrət etməkdən) üz çevirsələr, onları harada görsəniz, tutub öldürün. Onlardan özünüzə nə bir dost, nə də bir köməkçi tutun!"
,26,4,583,90,إِلَّا الَّذِينَ يَصِلُونَ إِلَىٰ قَوْمٍ بَيْنَكُمْ وَبَيْنَهُم مِّيثَاقٌ أَوْ جَاءُوكُمْ حَصِرَتْ صُدُورُهُمْ أَن يُقَاتِلُوكُمْ أَوْ يُقَاتِلُوا قَوْمَهُمْ ۚ وَلَوْ شَاءَ اللَّهُ لَسَلَّطَهُمْ عَلَيْكُمْ فَلَقَاتَلُوكُمْ ۚ فَإِنِ اعْتَزَلُوكُمْ فَلَمْ يُقَاتِلُوكُمْ وَأَلْقَوْا إِلَيْكُمُ السَّلَمَ فَمَا جَعَلَ اللَّهُ لَكُمْ عَلَيْهِمْ سَبِيلًا,An-Nisa--  النساء,The Women,public://sura_images/4.png,public://quran_images/4_90.png,"Ancaq sizinlə aralarında əhd olan bir tayfaya sığınanlar, yaxud sizinlə və ya öz qövmlərilə (Məkkə müşriklərilə) vuruşmaqdan ürəkləri sıxılaraq (xoşlanmayaraq) sizin yanınıza gələn şəxslər müstəsnadır. Əgər Allah istəsəydi, onları sizin üstünüzə qaldırardı və onlar da sizinlə vuruşardılar. Əgər onlar sizdən aralanıb bir tərəfə çəkilsələr və sizinlə vuruşmayıb sülh təklif etsələr, o zaman Allah sizin üçün onların əleyhinə çıxmağa heç bir yol qoymaz."
,26,4,584,91,سَتَجِدُونَ آخَرِينَ يُرِيدُونَ أَن يَأْمَنُوكُمْ وَيَأْمَنُوا قَوْمَهُمْ كُلَّ مَا رُدُّوا إِلَى الْفِتْنَةِ أُرْكِسُوا فِيهَا ۚ فَإِن لَّمْ يَعْتَزِلُوكُمْ وَيُلْقُوا إِلَيْكُمُ السَّلَمَ وَيَكُفُّوا أَيْدِيَهُمْ فَخُذُوهُمْ وَاقْتُلُوهُمْ حَيْثُ ثَقِفْتُمُوهُمْ ۚ وَأُولَٰئِكُمْ جَعَلْنَا لَكُمْ عَلَيْهِمْ سُلْطَانًا مُّبِينًا,An-Nisa--  النساء,The Women,public://sura_images/4.png,public://quran_images/4_91.png,"Siz elə kəslərə də rast gələcəksiniz ki, onlar həm sizdən, həm də öz camaatından arxayın olmaq istərlər. (Sizin yanınızda özlərini müsəlman kimi, qəbilələrinə qayıtdıqda isə kafir kimi aparırlar). Bunlar da hər dəfə fitnə-fəsad törətməyə sövq edildikdə başıaşağı ora atılarlar (cani-dildən bu işə qoşularlar). Əgər onlar sizi tərk edib getməsələr, sülh təklif etməsələr və sizdən əl çəkməsələr, onda onlara harada rast gəlsəniz, tutub öldürün. Biz onların əleyhinə çıxmaq üçün sizə açıq fərman verdik."
,26,4,585,92,وَمَا كَانَ لِمُؤْمِنٍ أَن يَقْتُلَ مُؤْمِنًا إِلَّا خَطَأً ۚ وَمَن قَتَلَ مُؤْمِنًا خَطَأً فَتَحْرِيرُ رَقَبَةٍ مُّؤْمِنَةٍ وَدِيَةٌ مُّسَلَّمَةٌ إِلَىٰ أَهْلِهِ إِلَّا أَن يَصَّدَّقُوا ۚ فَإِن كَانَ مِن قَوْمٍ عَدُوٍّ لَّكُمْ وَهُوَ مُؤْمِنٌ فَتَحْرِيرُ رَقَبَةٍ مُّؤْمِنَةٍ ۖ وَإِن كَانَ مِن قَوْمٍ بَيْنَكُمْ وَبَيْنَهُم مِّيثَاقٌ فَدِيَةٌ مُّسَلَّمَةٌ إِلَىٰ أَهْلِهِ وَتَحْرِيرُ رَقَبَةٍ مُّؤْمِنَةٍ ۖ فَمَن لَّمْ يَجِدْ فَصِيَامُ شَهْرَيْنِ مُتَتَابِعَيْنِ تَوْبَةً مِّنَ اللَّهِ ۗ وَكَانَ اللَّهُ عَلِيمًا حَكِيمًا,An-Nisa--  النساء,The Women,public://sura_images/4.png,public://quran_images/4_92.png,"Heç bir mö’minə başqa bir mö’mini öldürmək yaraşmaz. Bu ,səhvən (xəta üzündən) olduqda müstəsnadır. Hər kəs bir mö’mini səhvən öldürərsə, o zaman o, mö’min bir qul azad etməli və öldürülmüş şəxsin ailəsi qanbahasını sədəqə olaraq bağışlamadıqda, onlara (ölən şəxsin varislərinə) tam şəkildə qanbahası verməlidir. Əgər (öldürülən şəxsin özü) mö’min olduğu halda, sizə düşmən olan bir tayfadandırsa, o vaxt (öldürülən şəxs) mö’min bir qul azad etməlidir. Əgər (öldürülən şəxs) sizinlə əhd (müqavilə) bağlamış bir tayfadan olarsa, o zaman onun ailəsinə qanbahası verməklə bərabər, mö’min bir qul dəxi azad etmək lazımdır. Hər kəs (azad etməyə qul) tapa bilməsə, o, Allah tərəfindən tövbəsinin qəbul edilməsi üçün bir-birinin ardınca (arası kəsilmədən) iki ay oruc tutmalıdır. Allah (hər şeyi) biləndir, hikmət sahibidir!"
,26,4,586,93,وَمَن يَقْتُلْ مُؤْمِنًا مُّتَعَمِّدًا فَجَزَاؤُهُ جَهَنَّمُ خَالِدًا فِيهَا وَغَضِبَ اللَّهُ عَلَيْهِ وَلَعَنَهُ وَأَعَدَّ لَهُ عَذَابًا عَظِيمًا,An-Nisa--  النساء,The Women,public://sura_images/4.png,public://quran_images/4_93.png,"Hər kəs bir mö’min şəxsi qəsdən öldürərsə, onun cəzası əbədi qalacağı Cəhənnəmdir. Allah ona qəzəb və lə’nət edər, (axirətdə) onun üçün böyük əzab hazırlar!"
,26,4,587,94,يَا أَيُّهَا الَّذِينَ آمَنُوا إِذَا ضَرَبْتُمْ فِي سَبِيلِ اللَّهِ فَتَبَيَّنُوا وَلَا تَقُولُوا لِمَنْ أَلْقَىٰ إِلَيْكُمُ السَّلَامَ لَسْتَ مُؤْمِنًا تَبْتَغُونَ عَرَضَ الْحَيَاةِ الدُّنْيَا فَعِندَ اللَّهِ مَغَانِمُ كَثِيرَةٌ ۚ كَذَٰلِكَ كُنتُم مِّن قَبْلُ فَمَنَّ اللَّهُ عَلَيْكُمْ فَتَبَيَّنُوا ۚ إِنَّ اللَّهَ كَانَ بِمَا تَعْمَلُونَ خَبِيرًا,An-Nisa--  النساء,The Women,public://sura_images/4.png,public://quran_images/4_94.png,"Ey iman gətirənlər! Allah yolunda (cihad etmək üçün) səfərə çıxdığınız zaman diqqətli olun! Sizə müsəlman olduğunu bildirən (salam verən) bir kimsəyə dünya həyatının puç mənfəətinə tamahsılanaraq: “Sən mö’min deyilsən!” deməyin! Halbuki çox qənimətlər Allah yanındadır. Siz özünüz də bundan əvvəl onlar kimi idiniz, lakin Allah sizə mərhəmət etdi. Elə isə, siz də (insanları bir-birindən fərqləndirməkdə) diqqətli olun! Şübhəsiz ki, Allah bütün etdiklərinizdən xəbərdardır!"
,26,4,588,95,لَّا يَسْتَوِي الْقَاعِدُونَ مِنَ الْمُؤْمِنِينَ غَيْرُ أُولِي الضَّرَرِ وَالْمُجَاهِدُونَ فِي سَبِيلِ اللَّهِ بِأَمْوَالِهِمْ وَأَنفُسِهِمْ ۚ فَضَّلَ اللَّهُ الْمُجَاهِدِينَ بِأَمْوَالِهِمْ وَأَنفُسِهِمْ عَلَى الْقَاعِدِينَ دَرَجَةً ۚ وَكُلًّا وَعَدَ اللَّهُ الْحُسْنَىٰ ۚ وَفَضَّلَ اللَّهُ الْمُجَاهِدِينَ عَلَى الْقَاعِدِينَ أَجْرًا عَظِيمًا,An-Nisa--  النساء,The Women,public://sura_images/4.png,public://quran_images/4_95.png,Zərər çəkmədən (üzürsüz səbəbə görə evlərində) əyləşən mö’minlərlə Allah yolunda öz malları və canları ilə cihad edən (vuruşan) kimsələr bir olmazlar. Allah malları və canları ilə vuruşanları (evlərində) əyləşənlərdən (cihada getməyənlərdən) dərəcə e’tibarilə üstün tutdu. Allah bunların hamısına (hər ikisinə savab) və’d etmişdir. (Lakin) Allah mücahidlərə (evlərində) oturanlardan daha böyük mükafatlarla imtiyaz vermişdir.
,26,4,589,96,دَرَجَاتٍ مِّنْهُ وَمَغْفِرَةً وَرَحْمَةً ۚ وَكَانَ اللَّهُ غَفُورًا رَّحِيمًا,An-Nisa--  النساء,The Women,public://sura_images/4.png,public://quran_images/4_96.png,"(Onları) Allah tərəfindən yüksək dərəcələr, bağışlanma və mərhəmət gözləyir. Allah bağışlayandır, rəhm edəndir."
,26,4,590,97,إِنَّ الَّذِينَ تَوَفَّاهُمُ الْمَلَائِكَةُ ظَالِمِي أَنفُسِهِمْ قَالُوا فِيمَ كُنتُمْ ۖ قَالُوا كُنَّا مُسْتَضْعَفِينَ فِي الْأَرْضِ ۚ قَالُوا أَلَمْ تَكُنْ أَرْضُ اللَّهِ وَاسِعَةً فَتُهَاجِرُوا فِيهَا ۚ فَأُولَٰئِكَ مَأْوَاهُمْ جَهَنَّمُ ۖ وَسَاءَتْ مَصِيرًا,An-Nisa--  النساء,The Women,public://sura_images/4.png,public://quran_images/4_97.png,"Mələklər öz nəfslərinə zülm edənlərin (Məkkədə kafirlər içərisində qalıb hicrət etməyənlərin) canlarını alarkən (onlara) deyəcəklər: “Siz (hicrət zamanı) nə işdə idiniz?” Onlar söyləyəcəklər: “Biz yer üzərində zəif (aciz) kəslər idik.” (Mələklər də onlara: ) “Allahın torpağı geniş deyildimi ki, siz də hicrət edəydiniz?” – deyəcəklər. Onların sığınacaqları yer Cəhənnəmdir. O necə də pis yerdir!"
