Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_ar,sura name,meaning,sura images,ayah_image,content_sw
,29,7,1028,74,وَاذْكُرُوا إِذْ جَعَلَكُمْ خُلَفَاءَ مِن بَعْدِ عَادٍ وَبَوَّأَكُمْ فِي الْأَرْضِ تَتَّخِذُونَ مِن سُهُولِهَا قُصُورًا وَتَنْحِتُونَ الْجِبَالَ بُيُوتًا ۖ فَاذْكُرُوا آلَاءَ اللَّهِ وَلَا تَعْثَوْا فِي الْأَرْضِ مُفْسِدِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_74.png,"Na kumbukeni alivyo kufanyeni wa kushika pahala pa A'adi na akakuwekeni vizuri katika nchi, mnajenga majumba ya fakhari katika nyanda zake, na mnachonga majumba katika milima. Basi zikumbukeni neema za Mwenyezi Mungu wala msitende uovu katika nchi kwa ufisadi."
,29,7,1029,75,قَالَ الْمَلَأُ الَّذِينَ اسْتَكْبَرُوا مِن قَوْمِهِ لِلَّذِينَ اسْتُضْعِفُوا لِمَنْ آمَنَ مِنْهُمْ أَتَعْلَمُونَ أَنَّ صَالِحًا مُّرْسَلٌ مِّن رَّبِّهِ ۚ قَالُوا إِنَّا بِمَا أُرْسِلَ بِهِ مُؤْمِنُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_75.png,"Waheshimiwa wa kaumu yake wanao jivuna waliwaambia wanao onewa wenye kuamini miongoni mwao: Je, mnaitakidi ya kwamba Saleh ametumwa na Mola Mlezi wake? Wakasema: Hakika sisi tunayaamini yale aliyo tumwa."
,29,7,1030,76,قَالَ الَّذِينَ اسْتَكْبَرُوا إِنَّا بِالَّذِي آمَنتُم بِهِ كَافِرُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_76.png,Wakasema wale wanao jivuna: Sisi tunayakataa hayo mnayo yaamini.
,29,7,1031,77,فَعَقَرُوا النَّاقَةَ وَعَتَوْا عَنْ أَمْرِ رَبِّهِمْ وَقَالُوا يَا صَالِحُ ائْتِنَا بِمَا تَعِدُنَا إِن كُنتَ مِنَ الْمُرْسَلِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_77.png,"Na wakamuuwa yule ngamia, na wakaasi amri ya Mola Mlezi wao, na wakasema: Ewe Saleh! Tuletee unayo tuahidi ikiwa wewe ni miongoni mwa Mitume."
,29,7,1032,78,فَأَخَذَتْهُمُ الرَّجْفَةُ فَأَصْبَحُوا فِي دَارِهِمْ جَاثِمِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_78.png,"Basi tetemeko la ardhi likawanyakua, na kulipo kucha wakawa majumbani mwao kifudifudi wamekwisha kufa."
,29,7,1033,79,فَتَوَلَّىٰ عَنْهُمْ وَقَالَ يَا قَوْمِ لَقَدْ أَبْلَغْتُكُمْ رِسَالَةَ رَبِّي وَنَصَحْتُ لَكُمْ وَلَٰكِن لَّا تُحِبُّونَ النَّاصِحِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_79.png,"Basi Saleh akwaacha na akasema: Enyi watu wangu! Nilikufikishieni Ujumbe wa Mola wangu Mlezi, na nikakunasihini, lakini nyinyi hamwapendi wenye nasaha."
,29,7,1034,80,وَلُوطًا إِذْ قَالَ لِقَوْمِهِ أَتَأْتُونَ الْفَاحِشَةَ مَا سَبَقَكُم بِهَا مِنْ أَحَدٍ مِّنَ الْعَالَمِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_80.png,"Na tulimtuma Lut', alipo waambia watu wake: Je, mnafanya uchafu ambao hajakutangulieni yeyote kwa uchafu huo katika viumbe vyote!"
,29,7,1035,81,إِنَّكُمْ لَتَأْتُونَ الرِّجَالَ شَهْوَةً مِّن دُونِ النِّسَاءِ ۚ بَلْ أَنتُمْ قَوْمٌ مُّسْرِفُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_81.png,Hivyo nyinyi mnawaingilia wanaume kwa matamanio mkwawacha wanawake? Kumbe nyinyi ni watu wafujaji!
,29,7,1036,82,وَمَا كَانَ جَوَابَ قَوْمِهِ إِلَّا أَن قَالُوا أَخْرِجُوهُم مِّن قَرْيَتِكُمْ ۖ إِنَّهُمْ أُنَاسٌ يَتَطَهَّرُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_82.png,"Na haikuwa jawabu ya kaumu yake isipo kuwa kuambizana: Wafukuzeni katika mji wenu, maana hao ni watu wanao jitakasa."
,29,7,1037,83,فَأَنجَيْنَاهُ وَأَهْلَهُ إِلَّا امْرَأَتَهُ كَانَتْ مِنَ الْغَابِرِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_83.png,"Basi tukamwokoa yeye na watu wake, isipo kuwa mkewe, alikuwa miongoni mwa walio bakia nyuma."
,29,7,1038,84,وَأَمْطَرْنَا عَلَيْهِم مَّطَرًا ۖ فَانظُرْ كَيْفَ كَانَ عَاقِبَةُ الْمُجْرِمِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_84.png,Na tukawamiminia mvua. Basi tazama jinsi ulivyo kuwa mwisho wa wakosefu.
,29,7,1039,85,وَإِلَىٰ مَدْيَنَ أَخَاهُمْ شُعَيْبًا ۗ قَالَ يَا قَوْمِ اعْبُدُوا اللَّهَ مَا لَكُم مِّنْ إِلَٰهٍ غَيْرُهُ ۖ قَدْ جَاءَتْكُم بَيِّنَةٌ مِّن رَّبِّكُمْ ۖ فَأَوْفُوا الْكَيْلَ وَالْمِيزَانَ وَلَا تَبْخَسُوا النَّاسَ أَشْيَاءَهُمْ وَلَا تُفْسِدُوا فِي الْأَرْضِ بَعْدَ إِصْلَاحِهَا ۚ ذَٰلِكُمْ خَيْرٌ لَّكُمْ إِن كُنتُم مُّؤْمِنِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_85.png,"Na kwa watu wa Madyana tulimtuma ndugu yao Shua'ib. Akasema: Enyi watu wangu! Muabuduni Mwenyezi Mungu. Hamna mungu mwengine isipo kuwa Yeye. Imekwisha kufikieni hoja wazi kutoka kwa Mola Mlezi wenu. Basi timizeni sawasawa vipimo na mizani, wala msiwapunje watu vitu vyao, wala msifanye uharibifu katika nchi, baada ya kuwa imekwisha tengenea. Hivi ndivyo bora kwenu ikiwa nyinyi ni Waumini."
,29,7,1040,86,وَلَا تَقْعُدُوا بِكُلِّ صِرَاطٍ تُوعِدُونَ وَتَصُدُّونَ عَن سَبِيلِ اللَّهِ مَنْ آمَنَ بِهِ وَتَبْغُونَهَا عِوَجًا ۚ وَاذْكُرُوا إِذْ كُنتُمْ قَلِيلًا فَكَثَّرَكُمْ ۖ وَانظُرُوا كَيْفَ كَانَ عَاقِبَةُ الْمُفْسِدِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_86.png,"Wala msikae katika kila njia mkitisha watu, na kuwazuilia na Njia ya Mwenyezi Mungu wale wenye kumuamini, na mkataka njia ipotoke. Na kumbukeni mlipo kuwa wachache, naye akakufanyeni kuwa wengi. Na tazameni jinsi ulivyo kuwa mwisho wa mafisadi."
,29,7,1041,87,وَإِن كَانَ طَائِفَةٌ مِّنكُمْ آمَنُوا بِالَّذِي أُرْسِلْتُ بِهِ وَطَائِفَةٌ لَّمْ يُؤْمِنُوا فَاصْبِرُوا حَتَّىٰ يَحْكُمَ اللَّهُ بَيْنَنَا ۚ وَهُوَ خَيْرُ الْحَاكِمِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_87.png,"Na kama liko kundi miongoni mwenu lililo amini haya niliyo tumwa, na kundi jengine halikuamini, basi subirini mpaka Mwenyezi Mungu ahukumu baina yetu. Naye ndiye Mbora wa wenye kuhukumu."
,29,7,1042,88,۞ قَالَ الْمَلَأُ الَّذِينَ اسْتَكْبَرُوا مِن قَوْمِهِ لَنُخْرِجَنَّكَ يَا شُعَيْبُ وَالَّذِينَ آمَنُوا مَعَكَ مِن قَرْيَتِنَا أَوْ لَتَعُودُنَّ فِي مِلَّتِنَا ۚ قَالَ أَوَلَوْ كُنَّا كَارِهِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_88.png,"WAHESHIMIWA WALIO TAKABARI katika kaumu yake wakasema: Ewe Shua'ib! Tutakutoa wewe pamoja na wale walio kuamini katika mji wetu, au mrejee katika mila yetu. Akasema: Je, ingawa tunaichukia?"
,29,7,1043,89,قَدِ افْتَرَيْنَا عَلَى اللَّهِ كَذِبًا إِنْ عُدْنَا فِي مِلَّتِكُم بَعْدَ إِذْ نَجَّانَا اللَّهُ مِنْهَا ۚ وَمَا يَكُونُ لَنَا أَن نَّعُودَ فِيهَا إِلَّا أَن يَشَاءَ اللَّهُ رَبُّنَا ۚ وَسِعَ رَبُّنَا كُلَّ شَيْءٍ عِلْمًا ۚ عَلَى اللَّهِ تَوَكَّلْنَا ۚ رَبَّنَا افْتَحْ بَيْنَنَا وَبَيْنَ قَوْمِنَا بِالْحَقِّ وَأَنتَ خَيْرُ الْفَاتِحِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_89.png,"Bila ya shaka itakuwa tumemzulia uwongo Mwenyezi Mungu tukirudi katika mila yenu baada ya kwisha tuokoa nayo Mwenyezi Mungu. Wala haiwi kwetu sisi kuirejea mila hiyo, ila akitaka Mwenyezi Mungu, Mola Mlezi wetu. Ujuzi wa Mola Mlezi wetu umeenea katika kila kitu. Kwa Mwenyezi Mungu tunategemea. Ewe Mola Mlezi wetu! Tuhukumie baina yetu na kaumu yetu kwa haki, nawe ndiye mbora wa wanao hukumu."
,29,7,1044,90,وَقَالَ الْمَلَأُ الَّذِينَ كَفَرُوا مِن قَوْمِهِ لَئِنِ اتَّبَعْتُمْ شُعَيْبًا إِنَّكُمْ إِذًا لَّخَاسِرُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_90.png,"Na waheshimiwa walio kufuru katika kaumu yake wakasema: Mkimfuata Shua'ib, basi hakika hapo nyinyi mtakuwa mlio khasiri."
,29,7,1045,91,فَأَخَذَتْهُمُ الرَّجْفَةُ فَأَصْبَحُوا فِي دَارِهِمْ جَاثِمِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_91.png,"Basi tetemeko la ardhi likawanyakua, na wakaamkia majumbani mwao wamejifudikiza, wamekwisha kufa."
,29,7,1046,92,الَّذِينَ كَذَّبُوا شُعَيْبًا كَأَن لَّمْ يَغْنَوْا فِيهَا ۚ الَّذِينَ كَذَّبُوا شُعَيْبًا كَانُوا هُمُ الْخَاسِرِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_92.png,Wale walio mkanusha Shua'ib wakawa kama kwamba hawakuwako. Walio mkanusha Shua'ib ndio walio kuwa wenye kukhasiri.
,29,7,1047,93,فَتَوَلَّىٰ عَنْهُمْ وَقَالَ يَا قَوْمِ لَقَدْ أَبْلَغْتُكُمْ رِسَالَاتِ رَبِّي وَنَصَحْتُ لَكُمْ ۖ فَكَيْفَ آسَىٰ عَلَىٰ قَوْمٍ كَافِرِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_93.png,"Basi akawaachilia mbali na akasema: Enyi kaumu yangu! Nimekufikishieni Ujumbe wa Mola Mlezi wangu, na nimekunasihini; basi vipi niwahuzunikie watu makafiri?"
,29,7,1048,94,وَمَا أَرْسَلْنَا فِي قَرْيَةٍ مِّن نَّبِيٍّ إِلَّا أَخَذْنَا أَهْلَهَا بِالْبَأْسَاءِ وَالضَّرَّاءِ لَعَلَّهُمْ يَضَّرَّعُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_94.png,Na hatukumtuma Nabii yeyote katika mji ila tuliwapatiliza wakaazi wake kwa taabu na mashaka ili wapate kunyenyekea.
,29,7,1049,95,ثُمَّ بَدَّلْنَا مَكَانَ السَّيِّئَةِ الْحَسَنَةَ حَتَّىٰ عَفَوا وَّقَالُوا قَدْ مَسَّ آبَاءَنَا الضَّرَّاءُ وَالسَّرَّاءُ فَأَخَذْنَاهُم بَغْتَةً وَهُمْ لَا يَشْعُرُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_95.png,"Kisha Sisi hubadilisha mahala pa ubaya kwa wema, hata wakazidi, na wakasema: Taabu na raha ziliwafikia baba zetu. Basi kwa ghafla tukawashika, hali ya kuwa hawajatambua."
,29,7,1050,96,وَلَوْ أَنَّ أَهْلَ الْقُرَىٰ آمَنُوا وَاتَّقَوْا لَفَتَحْنَا عَلَيْهِم بَرَكَاتٍ مِّنَ السَّمَاءِ وَالْأَرْضِ وَلَٰكِن كَذَّبُوا فَأَخَذْنَاهُم بِمَا كَانُوا يَكْسِبُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_96.png,"Na lau kuwa watu wa miji wangeli amini na wakamchamngu, kwa yakini tungeli wafungulia baraka kutoka mbinguni na katika ardhi. Lakini walikanusha basi tukawapatiliza kwa sababu ya yale waliyo kuwa wakiyachuma."
,29,7,1051,97,أَفَأَمِنَ أَهْلُ الْقُرَىٰ أَن يَأْتِيَهُم بَأْسُنَا بَيَاتًا وَهُمْ نَائِمُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_97.png,"Je, watu wa mijini wameaminisha ya kuwa adhabu yetu haitawafika usiku, nao wamelala?"
,29,7,1052,98,أَوَأَمِنَ أَهْلُ الْقُرَىٰ أَن يَأْتِيَهُم بَأْسُنَا ضُحًى وَهُمْ يَلْعَبُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_98.png,"Au watu wa mijini wameaminisha ya kuwa adhabu yetu haitawafika mchana, nao wanacheza?"
,29,7,1053,99,أَفَأَمِنُوا مَكْرَ اللَّهِ ۚ فَلَا يَأْمَنُ مَكْرَ اللَّهِ إِلَّا الْقَوْمُ الْخَاسِرُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_99.png,"Je, wamejiaminisha na mipango ya Mwenyezi Mungu? Kwani hawajiaminishi na mipango ya Mwenyezi Mungu ila watu wenye kukhasiri."
,29,7,1054,100,أَوَلَمْ يَهْدِ لِلَّذِينَ يَرِثُونَ الْأَرْضَ مِن بَعْدِ أَهْلِهَا أَن لَّوْ نَشَاءُ أَصَبْنَاهُم بِذُنُوبِهِمْ ۚ وَنَطْبَعُ عَلَىٰ قُلُوبِهِمْ فَهُمْ لَا يَسْمَعُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_100.png,"Je, hawahidiki hawa wanao rithi ardhi baada ya wale wenyewe kwamba tukitaka tutawapatiliza kwa madhambi yao, na tutapiga muhuri juu ya nyoyo zao, na kwa hivyo hawatasikia?"
,29,7,1055,101,تِلْكَ الْقُرَىٰ نَقُصُّ عَلَيْكَ مِنْ أَنبَائِهَا ۚ وَلَقَدْ جَاءَتْهُمْ رُسُلُهُم بِالْبَيِّنَاتِ فَمَا كَانُوا لِيُؤْمِنُوا بِمَا كَذَّبُوا مِن قَبْلُ ۚ كَذَٰلِكَ يَطْبَعُ اللَّهُ عَلَىٰ قُلُوبِ الْكَافِرِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_101.png,"Miji hiyo, tunakusimulia baadhi ya khabari zake. Na hapana shaka Mitume wao waliwafikia kwa hoja zilizo waziwazi. Lakini hawakuwa wenye kuamini waliyo yakanusha zamani. Namna hivi Mwenyezi Mungu anazipiga muhuri nyoyo za makafiri."
,29,7,1056,102,وَمَا وَجَدْنَا لِأَكْثَرِهِم مِّنْ عَهْدٍ ۖ وَإِن وَجَدْنَا أَكْثَرَهُمْ لَفَاسِقِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_102.png,Wala hatukuwaona wengi wao kuwa wanatimiza ahadi; bali kwa hakika tuliwakuta wengi wao ni wapotofu.
,29,7,1057,103,ثُمَّ بَعَثْنَا مِن بَعْدِهِم مُّوسَىٰ بِآيَاتِنَا إِلَىٰ فِرْعَوْنَ وَمَلَئِهِ فَظَلَمُوا بِهَا ۖ فَانظُرْ كَيْفَ كَانَ عَاقِبَةُ الْمُفْسِدِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_103.png,Kisha baada yao tukamtuma Musa na Ishara zetu kwa Firauni na waheshimiwa wake. Nao wakazikataa. Basi tazama ulikuwaje mwisho wa waharibifu.
,29,7,1058,104,وَقَالَ مُوسَىٰ يَا فِرْعَوْنُ إِنِّي رَسُولٌ مِّن رَّبِّ الْعَالَمِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_104.png,Na Musa alisema: Ewe Firauni! Hakika mimi ni Mtume nitokaye kwa Mola Mlezi wa viumbe vyote.
,29,7,1059,105,حَقِيقٌ عَلَىٰ أَن لَّا أَقُولَ عَلَى اللَّهِ إِلَّا الْحَقَّ ۚ قَدْ جِئْتُكُم بِبَيِّنَةٍ مِّن رَّبِّكُمْ فَأَرْسِلْ مَعِيَ بَنِي إِسْرَائِيلَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_105.png,Inafaa nisiseme juu ya Mwenyezi Mungu ila lilio la Haki. Nami hakika nimekujieni na dalili waziwazi kutokana na Mola Mlezi wenu. Basi waache Wana wa Israili wende nami.
,29,7,1060,106,قَالَ إِن كُنتَ جِئْتَ بِآيَةٍ فَأْتِ بِهَا إِن كُنتَ مِنَ الصَّادِقِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_106.png,"Akasema Firauni: Ikiwa umekuja na Ishara, basi ilete ukiwa ni katika wasemao kweli."
,29,7,1061,107,فَأَلْقَىٰ عَصَاهُ فَإِذَا هِيَ ثُعْبَانٌ مُّبِينٌ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_107.png,"Basi akaitupa fimbo yake, na mara ikawa nyoka dhaahiri."
,29,7,1062,108,وَنَزَعَ يَدَهُ فَإِذَا هِيَ بَيْضَاءُ لِلنَّاظِرِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_108.png,"Na akatoa mkono wake, mara ukawa mweupe kwa watazamao."
,29,7,1063,109,قَالَ الْمَلَأُ مِن قَوْمِ فِرْعَوْنَ إِنَّ هَٰذَا لَسَاحِرٌ عَلِيمٌ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_109.png,Wakasema waheshimiwa wa kaumu ya Firauni: Hakika huyo ni mchawi mjuzi.
,29,7,1064,110,يُرِيدُ أَن يُخْرِجَكُم مِّنْ أَرْضِكُمْ ۖ فَمَاذَا تَأْمُرُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_110.png,Anataka kukutoeni katika nchi yenu. Basi mnatoa shauri gani?
,29,7,1065,111,قَالُوا أَرْجِهْ وَأَخَاهُ وَأَرْسِلْ فِي الْمَدَائِنِ حَاشِرِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_111.png,"Wakasema: Mwache kidogo yeye na nduguye, na watume mijini wakusanyao,"
,29,7,1066,112,يَأْتُوكَ بِكُلِّ سَاحِرٍ عَلِيمٍ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_112.png,Wakuletee kila mchawi mjuzi.
,29,7,1067,113,وَجَاءَ السَّحَرَةُ فِرْعَوْنَ قَالُوا إِنَّ لَنَا لَأَجْرًا إِن كُنَّا نَحْنُ الْغَالِبِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_113.png,"Wakaja wachawi kwa Firauni, wakasema: Hakika tutapata ujira ikiwa tutashinda."
,29,7,1068,114,قَالَ نَعَمْ وَإِنَّكُمْ لَمِنَ الْمُقَرَّبِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_114.png,Akasema: Naam! Nanyi bila ya shaka mtakuwa katika wa karibu nami.
,29,7,1069,115,قَالُوا يَا مُوسَىٰ إِمَّا أَن تُلْقِيَ وَإِمَّا أَن نَّكُونَ نَحْنُ الْمُلْقِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_115.png,"Wakasema: Ewe Musa! Je, utatupa wewe, au tutakuwa sisi tutao tupa?"
,29,7,1070,116,قَالَ أَلْقُوا ۖ فَلَمَّا أَلْقَوْا سَحَرُوا أَعْيُنَ النَّاسِ وَاسْتَرْهَبُوهُمْ وَجَاءُوا بِسِحْرٍ عَظِيمٍ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_116.png,"Akasema: Tupeni! Basi walipo tupa waliyazuga macho ya watu na wakawatia khofu, na wakaleta uchawi mkubwa."
,29,7,1071,117,۞ وَأَوْحَيْنَا إِلَىٰ مُوسَىٰ أَنْ أَلْقِ عَصَاكَ ۖ فَإِذَا هِيَ تَلْقَفُ مَا يَأْفِكُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_117.png,Nasi tukamfunulia Musa kumwambia: Tupa fimbo yako. Mara ikavimeza vyote vile walivyo vibuni.
,29,7,1072,118,فَوَقَعَ الْحَقُّ وَبَطَلَ مَا كَانُوا يَعْمَلُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_118.png,Kweli ikathibiti na yakabat'ilika waliyo kuwa wakiyatenda.
,29,7,1073,119,فَغُلِبُوا هُنَالِكَ وَانقَلَبُوا صَاغِرِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_119.png,"Kwa hivyo walishindwa hapo, na wakageuka kuwa wadogo."
,29,7,1074,120,وَأُلْقِيَ السَّحَرَةُ سَاجِدِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_120.png,Na wachawi wakapoomoka wakisujudu.
,29,7,1075,121,قَالُوا آمَنَّا بِرَبِّ الْعَالَمِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_121.png,"Wakasema: Tumemuamini Mola Mlezi wa viumbe vyote,"
,29,7,1076,122,رَبِّ مُوسَىٰ وَهَارُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_122.png,Mola Mlezi wa Musa na Haarun.
,29,7,1077,123,قَالَ فِرْعَوْنُ آمَنتُم بِهِ قَبْلَ أَنْ آذَنَ لَكُمْ ۖ إِنَّ هَٰذَا لَمَكْرٌ مَّكَرْتُمُوهُ فِي الْمَدِينَةِ لِتُخْرِجُوا مِنْهَا أَهْلَهَا ۖ فَسَوْفَ تَعْلَمُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_123.png,Akasema Firauni: Mmemuamini kabla sijakupeni idhini? Hizi ni njama mlizo panga mjini mpate kuwatoa wenyewe. Lakini karibu mtajua!
,29,7,1078,124,لَأُقَطِّعَنَّ أَيْدِيَكُمْ وَأَرْجُلَكُم مِّنْ خِلَافٍ ثُمَّ لَأُصَلِّبَنَّكُمْ أَجْمَعِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_124.png,Lazima nitaikata mikono yenu na miguu yenu mbali mbali. Kisha nitakutundikeni misalabani.
,29,7,1079,125,قَالُوا إِنَّا إِلَىٰ رَبِّنَا مُنقَلِبُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_125.png,Wakasema: Sisi ni wenye kurejea kwa Mola wetu Mlezi.
,29,7,1080,126,وَمَا تَنقِمُ مِنَّا إِلَّا أَنْ آمَنَّا بِآيَاتِ رَبِّنَا لَمَّا جَاءَتْنَا ۚ رَبَّنَا أَفْرِغْ عَلَيْنَا صَبْرًا وَتَوَفَّنَا مُسْلِمِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_126.png,Nawe hukuudhika nasi ila kwa kuwa tumeziamini Ishara za Mola Mlezi wetu zilipo tujia. Ewe Mola Mlezi wetu! Tumiminie uvumilivu na utufishe hali ni Waislamu.
,29,7,1081,127,وَقَالَ الْمَلَأُ مِن قَوْمِ فِرْعَوْنَ أَتَذَرُ مُوسَىٰ وَقَوْمَهُ لِيُفْسِدُوا فِي الْأَرْضِ وَيَذَرَكَ وَآلِهَتَكَ ۚ قَالَ سَنُقَتِّلُ أَبْنَاءَهُمْ وَنَسْتَحْيِي نِسَاءَهُمْ وَإِنَّا فَوْقَهُمْ قَاهِرُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_127.png,"Wakasema waheshimiwa wa kaumu ya Firauni: Unamuacha Musa na watu wake walete uharibifu katika nchi na wakuache wewe na miungu yako? Akasema: Tutawauwa wavulana wao, na tutawaacha hai wanawake wao. Na bila ya shaka sisi ni wenye nguvu juu yao."
,29,7,1082,128,قَالَ مُوسَىٰ لِقَوْمِهِ اسْتَعِينُوا بِاللَّهِ وَاصْبِرُوا ۖ إِنَّ الْأَرْضَ لِلَّهِ يُورِثُهَا مَن يَشَاءُ مِنْ عِبَادِهِ ۖ وَالْعَاقِبَةُ لِلْمُتَّقِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_128.png,"Musa akawaambia watu wake: Ombeni msaada kwa Mwenyezi Mungu, na subirini. Hakika ardhi ni ya Mwenyezi Mungu. Naye humrithisha amtakaye katika waja wake. Na mwisho ni wa wachamngu."
,29,7,1083,129,قَالُوا أُوذِينَا مِن قَبْلِ أَن تَأْتِيَنَا وَمِن بَعْدِ مَا جِئْتَنَا ۚ قَالَ عَسَىٰ رَبُّكُمْ أَن يُهْلِكَ عَدُوَّكُمْ وَيَسْتَخْلِفَكُمْ فِي الْأَرْضِ فَيَنظُرَ كَيْفَ تَعْمَلُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_129.png,"Wakasema: Tumeudhiwa kabla hujatufikia, na baada ya wewe kutujia! Musa akasema: Huenda Mola wenu Mlezi akamhiliki adui wenu, na akakufanyeni nyinyi ndio wa kufuatia kushika nchi, ili atazame mtavyo kuja tenda nyinyi."
,29,7,1084,130,وَلَقَدْ أَخَذْنَا آلَ فِرْعَوْنَ بِالسِّنِينَ وَنَقْصٍ مِّنَ الثَّمَرَاتِ لَعَلَّهُمْ يَذَّكَّرُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_130.png,"Na hakika tuliwaadhibu watu wa Firauni kwa miyaka (ya ukame) na kwa upungufu wa mazao, ili wapate kukumbuka."
,29,7,1085,131,فَإِذَا جَاءَتْهُمُ الْحَسَنَةُ قَالُوا لَنَا هَٰذِهِ ۖ وَإِن تُصِبْهُمْ سَيِّئَةٌ يَطَّيَّرُوا بِمُوسَىٰ وَمَن مَّعَهُ ۗ أَلَا إِنَّمَا طَائِرُهُمْ عِندَ اللَّهِ وَلَٰكِنَّ أَكْثَرَهُمْ لَا يَعْلَمُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_131.png,Likiwafika jema wakisema: Haya ni haki yetu. Na likiwafika ovu husema: Musa na walio pamoja naye ni wakorofi. Hakika ukorofi wao huo unao wafikia unatoka kwa Mwenyezi Mungu. Lakini wengi wao hawajui.
