Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_ar,sura name,meaning,sura images,ayah_image,content_nl
,6,5,780,111,وَإِذْ أَوْحَيْتُ إِلَى الْحَوَارِيِّينَ أَنْ آمِنُوا بِي وَبِرَسُولِي قَالُوا آمَنَّا وَاشْهَدْ بِأَنَّنَا مُسْلِمُونَ,Al-Maeda--  المائدة,The Table Spread,public://sura_images/5.png,public://quran_images/5_111.png,"En toen ik de apostelen gebood, zeggende: Gelooft in mij en in mijn gezant, antwoordden zij: Wij gelooven, en gij zijt getuige, dat wij Gode zijn onderworpen."
,6,5,781,112,إِذْ قَالَ الْحَوَارِيُّونَ يَا عِيسَى ابْنَ مَرْيَمَ هَلْ يَسْتَطِيعُ رَبُّكَ أَن يُنَزِّلَ عَلَيْنَا مَائِدَةً مِّنَ السَّمَاءِ ۖ قَالَ اتَّقُوا اللَّهَ إِن كُنتُم مُّؤْمِنِينَ,Al-Maeda--  المائدة,The Table Spread,public://sura_images/5.png,public://quran_images/5_112.png,"Gedenk, toen de apostelen zeiden: O, Jezus, zoon van Maria! is uw Heer in staat, ons eene tafel uit den hemel te doen nederdalen? Hij antwoordde: Vreest God, indien gij ware geloovigen zijt."
,6,5,782,113,قَالُوا نُرِيدُ أَن نَّأْكُلَ مِنْهَا وَتَطْمَئِنَّ قُلُوبُنَا وَنَعْلَمَ أَن قَدْ صَدَقْتَنَا وَنَكُونَ عَلَيْهَا مِنَ الشَّاهِدِينَ,Al-Maeda--  المائدة,The Table Spread,public://sura_images/5.png,public://quran_images/5_113.png,"Zij zeiden: Wij verlangen er van te eten, en dat onze harten voldaan mogen worden, en dat wij mogen weten, of gij ons de waarheid hebt verhaald, en dat wij er getuigen van mogen zijn."
,6,5,783,114,قَالَ عِيسَى ابْنُ مَرْيَمَ اللَّهُمَّ رَبَّنَا أَنزِلْ عَلَيْنَا مَائِدَةً مِّنَ السَّمَاءِ تَكُونُ لَنَا عِيدًا لِّأَوَّلِنَا وَآخِرِنَا وَآيَةً مِّنكَ ۖ وَارْزُقْنَا وَأَنتَ خَيْرُ الرَّازِقِينَ,Al-Maeda--  المائدة,The Table Spread,public://sura_images/5.png,public://quran_images/5_114.png,"Jezus de zoon van Maria, zeide: O God, onze Heer! laat eene tafel tot ons uit den hemel nederdalen; dat de dag van hare nederdaling een feestdag voor ons worde: voor den eerste van ons en voor den laatste van ons, en een teeken van u; en voorzie haar van voedsel voor ons; want gij zijt de beste voorziener."
,6,5,784,115,قَالَ اللَّهُ إِنِّي مُنَزِّلُهَا عَلَيْكُمْ ۖ فَمَن يَكْفُرْ بَعْدُ مِنكُمْ فَإِنِّي أُعَذِّبُهُ عَذَابًا لَّا أُعَذِّبُهُ أَحَدًا مِّنَ الْعَالَمِينَ,Al-Maeda--  المائدة,The Table Spread,public://sura_images/5.png,public://quran_images/5_115.png,"God zeide: Waarlijk ik zal haar tot u doen nederdalen; maar hij van u, die daarna nog ongeloovig zal zijn, zekerlijk zal ik hem straffen met eene straf, en ik zal de andere schepselen ongestraft laten."
,6,5,785,116,وَإِذْ قَالَ اللَّهُ يَا عِيسَى ابْنَ مَرْيَمَ أَأَنتَ قُلْتَ لِلنَّاسِ اتَّخِذُونِي وَأُمِّيَ إِلَٰهَيْنِ مِن دُونِ اللَّهِ ۖ قَالَ سُبْحَانَكَ مَا يَكُونُ لِي أَنْ أَقُولَ مَا لَيْسَ لِي بِحَقٍّ ۚ إِن كُنتُ قُلْتُهُ فَقَدْ عَلِمْتَهُ ۚ تَعْلَمُ مَا فِي نَفْسِي وَلَا أَعْلَمُ مَا فِي نَفْسِكَ ۚ إِنَّكَ أَنتَ عَلَّامُ الْغُيُوبِ,Al-Maeda--  المائدة,The Table Spread,public://sura_images/5.png,public://quran_images/5_116.png,"En als God tot Jezus zal zeggen: O Jezus, zoon van Maria! hebt gij tot de menschen gezegd: Neemt mij en mijne moeder als twee goden naast God? zal hij antwoorden: Geloofd zijt gij: verre zij het het van mij, te zeggen wat niet waar is; indien ik dit had gezegd, zoudt gij het zekerlijk weten; gij weet wat in mij is, maar ik weet niet wat in u is; want gij kent alle geheimen."
,6,5,786,117,مَا قُلْتُ لَهُمْ إِلَّا مَا أَمَرْتَنِي بِهِ أَنِ اعْبُدُوا اللَّهَ رَبِّي وَرَبَّكُمْ ۚ وَكُنتُ عَلَيْهِمْ شَهِيدًا مَّا دُمْتُ فِيهِمْ ۖ فَلَمَّا تَوَفَّيْتَنِي كُنتَ أَنتَ الرَّقِيبَ عَلَيْهِمْ ۚ وَأَنتَ عَلَىٰ كُلِّ شَيْءٍ شَهِيدٌ,Al-Maeda--  المائدة,The Table Spread,public://sura_images/5.png,public://quran_images/5_117.png,"Ik heb hun niets gezegd, dan wat gij mij hebt geboden; namelijk: Aanbidt God, mijn Heer, en ùw Heer; en ik was getuige van hunne daden, zoo lang ik onder hen bleef; doch sedert gij mij tot u hebt opgenomen, waart gij hun bewaker; want gij zijt getuige van alle dingen."
,6,5,787,118,إِن تُعَذِّبْهُمْ فَإِنَّهُمْ عِبَادُكَ ۖ وَإِن تَغْفِرْ لَهُمْ فَإِنَّكَ أَنتَ الْعَزِيزُ الْحَكِيمُ,Al-Maeda--  المائدة,The Table Spread,public://sura_images/5.png,public://quran_images/5_118.png,"Indien gij hen straft; gij hebt de macht en zij zijne uwe dienaren, en indien gij hun vergeeft; gij kunt het; want gij zijt machtig en wijs."
,6,5,788,119,قَالَ اللَّهُ هَٰذَا يَوْمُ يَنفَعُ الصَّادِقِينَ صِدْقُهُمْ ۚ لَهُمْ جَنَّاتٌ تَجْرِي مِن تَحْتِهَا الْأَنْهَارُ خَالِدِينَ فِيهَا أَبَدًا ۚ رَّضِيَ اللَّهُ عَنْهُمْ وَرَضُوا عَنْهُ ۚ ذَٰلِكَ الْفَوْزُ الْعَظِيمُ,Al-Maeda--  المائدة,The Table Spread,public://sura_images/5.png,public://quran_images/5_119.png,"God zal zeggen: Deze dag is een dag waarop de rechtvaardigen hunne rechtvaardigheid zullen vermeerderd zien: zij zullen tuinen bezitten met wateren doorsneden; eeuwig zullen zij daarin verblijven. God heeft behagen in hen geschept, en zij hebben behagen in hem geschept. Dit zal een groot geluk zijn."
,6,5,789,120,لِلَّهِ مُلْكُ السَّمَاوَاتِ وَالْأَرْضِ وَمَا فِيهِنَّ ۚ وَهُوَ عَلَىٰ كُلِّ شَيْءٍ قَدِيرٌ,Al-Maeda--  المائدة,The Table Spread,public://sura_images/5.png,public://quran_images/5_120.png,"Gode behoort de heerschappij over hemel en aarde en al wat zij bevatten, en hij is almachtig."
,6,6,790,1,بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ الْحَمْدُ لِلَّهِ الَّذِي خَلَقَ السَّمَاوَاتِ وَالْأَرْضَ وَجَعَلَ الظُّلُمَاتِ وَالنُّورَ ۖ ثُمَّ الَّذِينَ كَفَرُوا بِرَبِّهِمْ يَعْدِلُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_1.png,"Geloofd zij God, die de hemelen en de aarde heeft geschapen, en de duisternis en het licht heeft ingesteld: desniettegenstaande plaatsen zij, die niet in den Heer gelooven, andere goden naast hem."
,6,6,791,2,هُوَ الَّذِي خَلَقَكُم مِّن طِينٍ ثُمَّ قَضَىٰ أَجَلًا ۖ وَأَجَلٌ مُّسَمًّى عِندَهُ ۖ ثُمَّ أَنتُمْ تَمْتَرُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_2.png,"Hij is het, die u uit slijk heeft geschapen, en daarna het einde van uw leven heeft bepaald. Dat vooruit bepaalde einde is in zijne macht; nog twijfelt gij er aan."
,6,6,792,3,وَهُوَ اللَّهُ فِي السَّمَاوَاتِ وَفِي الْأَرْضِ ۖ يَعْلَمُ سِرَّكُمْ وَجَهْرَكُمْ وَيَعْلَمُ مَا تَكْسِبُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_3.png,"Hij is God in den hemel en op aarde; hij weet wat gij heimelijk doet; en wat gij openbaart, en weet wat gij verdient."
,6,6,793,4,وَمَا تَأْتِيهِم مِّنْ آيَةٍ مِّنْ آيَاتِ رَبِّهِمْ إِلَّا كَانُوا عَنْهَا مُعْرِضِينَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_4.png,"Er kwam geen enkel teeken tot hen, van de teekenen van hunnen Heer, of zij wendden zich er af."
,6,6,794,5,فَقَدْ كَذَّبُوا بِالْحَقِّ لَمَّا جَاءَهُمْ ۖ فَسَوْفَ يَأْتِيهِمْ أَنبَاءُ مَا كَانُوا بِهِ يَسْتَهْزِئُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_5.png,"En zij hebben de waarheid geloochend, nadat zij tot hen was gekomen: maar eene boodschap zal tot hen komen, nopens hetgeen zij bespot hebben."
,6,6,795,6,أَلَمْ يَرَوْا كَمْ أَهْلَكْنَا مِن قَبْلِهِم مِّن قَرْنٍ مَّكَّنَّاهُمْ فِي الْأَرْضِ مَا لَمْ نُمَكِّن لَّكُمْ وَأَرْسَلْنَا السَّمَاءَ عَلَيْهِم مِّدْرَارًا وَجَعَلْنَا الْأَنْهَارَ تَجْرِي مِن تَحْتِهِمْ فَأَهْلَكْنَاهُم بِذُنُوبِهِمْ وَأَنشَأْنَا مِن بَعْدِهِمْ قَرْنًا آخَرِينَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_6.png,"Hebben zij niet opgemerkt, hoe vele geslachten wij vóór hen hebben vernietigd. Wij hebben hen op de aarde geplaatst op eene wijze zooals wij u niet hebben geplaatst. Wij hebben den hemel gezonden om overvloed op hen te doen regenen, en gaven hun rivieren, die onder hunnen voet stroomden; daarna hebben wij hen om hunne zonden vernietigd, en hebben andere geslachten na hen doen opstaan."
,6,6,796,7,وَلَوْ نَزَّلْنَا عَلَيْكَ كِتَابًا فِي قِرْطَاسٍ فَلَمَسُوهُ بِأَيْدِيهِمْ لَقَالَ الَّذِينَ كَفَرُوا إِنْ هَٰذَا إِلَّا سِحْرٌ مُّبِينٌ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_7.png,"Zelfs indien wij hun een boek hadden nedergezonden, op papier geschreven, en zij hadden het met hunne handen aangeraakt, zouden de ongeloovigen zekerlijk hebben gezegd: Dit is slechts tooverij."
,6,6,797,8,وَقَالُوا لَوْلَا أُنزِلَ عَلَيْهِ مَلَكٌ ۖ وَلَوْ أَنزَلْنَا مَلَكًا لَّقُضِيَ الْأَمْرُ ثُمَّ لَا يُنظَرُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_8.png,"Zij zeggen, dat zoolang geen engel tot hen werd nedergezonden, zij niet zullen gelooven. Maar indien wij een engel hadden nedergezonden, zou hunne zaak reeds bepaald zijn, en zij zouden geen oogenblik berouw gevoeld hebben."
,6,6,798,9,وَلَوْ جَعَلْنَاهُ مَلَكًا لَّجَعَلْنَاهُ رَجُلًا وَلَلَبَسْنَا عَلَيْهِم مَّا يَلْبِسُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_9.png,"En indien wij een engel als onzen boodschapper hadden aangewezen, zouden wij hem in den vorm van een mensch gezonden hebben; en wij zouden dien voor hen hebben gekleed, gelijk zij gekleed zijn."
,6,6,799,10,وَلَقَدِ اسْتُهْزِئَ بِرُسُلٍ مِّن قَبْلِكَ فَحَاقَ بِالَّذِينَ سَخِرُوا مِنْهُم مَّا كَانُوا بِهِ يَسْتَهْزِئُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_10.png,"Andere apostelen zijn vóór u bespot, maar de straf waarmede zij spotten, heeft de spotters bereikt."
,6,6,800,11,قُلْ سِيرُوا فِي الْأَرْضِ ثُمَّ انظُرُوا كَيْفَ كَانَ عَاقِبَةُ الْمُكَذِّبِينَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_11.png,"Zeg hun: Doorloopt de aarde en ziet wat het einde van hen was, die onze profeten van bedrog beschuldigden."
,6,6,801,12,قُل لِّمَن مَّا فِي السَّمَاوَاتِ وَالْأَرْضِ ۖ قُل لِّلَّهِ ۚ كَتَبَ عَلَىٰ نَفْسِهِ الرَّحْمَةَ ۚ لَيَجْمَعَنَّكُمْ إِلَىٰ يَوْمِ الْقِيَامَةِ لَا رَيْبَ فِيهِ ۚ الَّذِينَ خَسِرُوا أَنفُسَهُمْ فَهُمْ لَا يُؤْمِنُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_12.png,"Zeg: Wien behoort wat hemel en aarde bevatten? Zeg: Aan God. Hij heeft zich zelven barmhartigheid voorgeschreven. Hij zal u zeker op den dag der opstanding verzamelen; daaraan is geen twijfel. Zij, die niet gelooven, verwoesten hunne eigene zielen."
,6,6,802,13,۞ وَلَهُ مَا سَكَنَ فِي اللَّيْلِ وَالنَّهَارِ ۚ وَهُوَ السَّمِيعُ الْعَلِيمُ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_13.png,Hem behoort alles wat bij nacht of bij dag gebeurt; hij hoort en ziet alles.
,6,6,803,14,قُلْ أَغَيْرَ اللَّهِ أَتَّخِذُ وَلِيًّا فَاطِرِ السَّمَاوَاتِ وَالْأَرْضِ وَهُوَ يُطْعِمُ وَلَا يُطْعَمُ ۗ قُلْ إِنِّي أُمِرْتُ أَنْ أَكُونَ أَوَّلَ مَنْ أَسْلَمَ ۖ وَلَا تَكُونَنَّ مِنَ الْمُشْرِكِينَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_14.png,"Zeg: Zal ik een anderen beschermer kiezen dan God, de schepper van hemel en aarde, die alles voedt en door niemand gevoed wordt? Zeg: Waarlijk, mij is bevolen, de eerste te zijn die den Islam belijdt en het werd mij gezegd: Gij zult op geenerlei wijze een afgodendienaar zijn."
,6,6,804,15,قُلْ إِنِّي أَخَافُ إِنْ عَصَيْتُ رَبِّي عَذَابَ يَوْمٍ عَظِيمٍ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_15.png,"Zeg: Waarlijk, ik vrees de straf van den grooten dag, indien ik ongehoorzaam jegens mijnen Heer mocht zijn."
,6,6,805,16,مَّن يُصْرَفْ عَنْهُ يَوْمَئِذٍ فَقَدْ رَحِمَهُ ۚ وَذَٰلِكَ الْفَوْزُ الْمُبِينُ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_16.png,"Indien zij van iemand op dien dag wordt afgewend, zal God genadig omtrent hen zijn geweest, en dat eene blijkbare verlossing zijn."
,6,6,806,17,وَإِن يَمْسَسْكَ اللَّهُ بِضُرٍّ فَلَا كَاشِفَ لَهُ إِلَّا هُوَ ۖ وَإِن يَمْسَسْكَ بِخَيْرٍ فَهُوَ عَلَىٰ كُلِّ شَيْءٍ قَدِيرٌ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_17.png,"Indien God u door eenig leed bedroeft, zal niemand het van u kunnen afnemen, uitgezonderd hij zelf; indien hij echter eene weldaad bewijst, is het omdat hij almachtig is."
,6,6,807,18,وَهُوَ الْقَاهِرُ فَوْقَ عِبَادِهِ ۚ وَهُوَ الْحَكِيمُ الْخَبِيرُ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_18.png,Hij is de opperheer over zijne dienaren; en hij is wijs en alwetend.
,6,6,808,19,قُلْ أَيُّ شَيْءٍ أَكْبَرُ شَهَادَةً ۖ قُلِ اللَّهُ ۖ شَهِيدٌ بَيْنِي وَبَيْنَكُمْ ۚ وَأُوحِيَ إِلَيَّ هَٰذَا الْقُرْآنُ لِأُنذِرَكُم بِهِ وَمَن بَلَغَ ۚ أَئِنَّكُمْ لَتَشْهَدُونَ أَنَّ مَعَ اللَّهِ آلِهَةً أُخْرَىٰ ۚ قُل لَّا أَشْهَدُ ۚ قُلْ إِنَّمَا هُوَ إِلَٰهٌ وَاحِدٌ وَإِنَّنِي بَرِيءٌ مِّمَّا تُشْرِكُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_19.png,"Zeg: Wat is het sterkste bij het afleggen van getuigenis? Zeg: God; hij is getuige tusschen mij en u. En deze Koran werd mij geopenbaard, opdat ik u daardoor zou waarschuwen, en ook hen tot welke hij zal komen. Gelooft gij inderdaad dat er andere goden behalve God zijn? Zeg: Ik belijd dit niet. Zeg: Waarlijk, hij is eén God en ik ben onschuldig aan hetgeen gij met hem vereenigt."
,6,6,809,20,الَّذِينَ آتَيْنَاهُمُ الْكِتَابَ يَعْرِفُونَهُ كَمَا يَعْرِفُونَ أَبْنَاءَهُمُ ۘ الَّذِينَ خَسِرُوا أَنفُسَهُمْ فَهُمْ لَا يُؤْمِنُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_20.png,"Zij, wie wij de schrift hebben gegeven, kennen onzen apostel zooals zij hunne eigene kinderen kennen: maar zij, die hunne eigene zielen verwoesten, zullen niet gelooven."
,6,6,810,21,وَمَنْ أَظْلَمُ مِمَّنِ افْتَرَىٰ عَلَى اللَّهِ كَذِبًا أَوْ كَذَّبَ بِآيَاتِهِ ۗ إِنَّهُ لَا يُفْلِحُ الظَّالِمُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_21.png,"Wie is onrechtvaardiger dan hij, die eene leugen omtrent God verzint, of zijne teekenen van bedrog beschuldigt? Waarlijk, de booze zal niet bloeien."
,6,6,811,22,وَيَوْمَ نَحْشُرُهُمْ جَمِيعًا ثُمَّ نَقُولُ لِلَّذِينَ أَشْرَكُوا أَيْنَ شُرَكَاؤُكُمُ الَّذِينَ كُنتُمْ تَزْعُمُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_22.png,"En op den dag der opstanding zullen wij hen allen verzamelen, en dan zullen wij zeggen tot hen, die anderen met God vereenigen: Waar zijn uwe makkers, van wien gij u verbeeldt, dat zij het van God zijn?"
,6,6,812,23,ثُمَّ لَمْ تَكُن فِتْنَتُهُمْ إِلَّا أَن قَالُوا وَاللَّهِ رَبِّنَا مَا كُنَّا مُشْرِكِينَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_23.png,"Maar zij zullen geene andere verontschuldiging hebben, dan dat zij zullen zeggen: Bij God, onzen Heer, zweren wij, dat wij geene afgodendienaars waren."
,6,6,813,24,انظُرْ كَيْفَ كَذَبُوا عَلَىٰ أَنفُسِهِمْ ۚ وَضَلَّ عَنْهُم مَّا كَانُوا يَفْتَرُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_24.png,"Zie hoe zij tegen zich zelven liegen, en hoe de goden zich hebben verborgen, die door hen werden uitgevonden."
,6,6,814,25,وَمِنْهُم مَّن يَسْتَمِعُ إِلَيْكَ ۖ وَجَعَلْنَا عَلَىٰ قُلُوبِهِمْ أَكِنَّةً أَن يَفْقَهُوهُ وَفِي آذَانِهِمْ وَقْرًا ۚ وَإِن يَرَوْا كُلَّ آيَةٍ لَّا يُؤْمِنُوا بِهَا ۚ حَتَّىٰ إِذَا جَاءُوكَ يُجَادِلُونَكَ يَقُولُ الَّذِينَ كَفَرُوا إِنْ هَٰذَا إِلَّا أَسَاطِيرُ الْأَوَّلِينَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_25.png,"Er zijn er onder hen, die luisteren, als gij den Koran leest, maar wij hebben sluiers over hunne harten geworpen, dat zij het niet zouden verstaan, en eene doofheid in hunne ooren; en indien zij zelfs alle soorten van teekens zagen, zouden zij er niet aan gelooven; en hunne ongeloovigheid zal zoo groot worden, dat zij zelfs tot u zullen komen om met u te twisten. De ongeloovigen zullen zeggen: Dit zijn niets anders dan dwaze fabelen uit oude tijden."
,6,6,815,26,وَهُمْ يَنْهَوْنَ عَنْهُ وَيَنْأَوْنَ عَنْهُ ۖ وَإِن يُهْلِكُونَ إِلَّا أَنفُسَهُمْ وَمَا يَشْعُرُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_26.png,"En zij zullen anderen verbieden er aan te gelooven, en zich er verre van verwijderen; maar zij zullen hunne eigene zielen slechts vernietigen, en dat gevoelen zij niet."
,6,6,816,27,وَلَوْ تَرَىٰ إِذْ وُقِفُوا عَلَى النَّارِ فَقَالُوا يَا لَيْتَنَا نُرَدُّ وَلَا نُكَذِّبَ بِآيَاتِ رَبِّنَا وَنَكُونَ مِنَ الْمُؤْمِنِينَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_27.png,"Indien gij hen zaagt, als zij in het vuur der hel zullen worden geplaatst, en zij zullen zeggen: Gave God dat wij in de wereld mochten worden teruggezonden; wij zouden dan de teekens van onzen Heer niet van bedrog beschuldigen, en wij zouden ware geloovigen worden."
,6,6,817,28,بَلْ بَدَا لَهُم مَّا كَانُوا يُخْفُونَ مِن قَبْلُ ۖ وَلَوْ رُدُّوا لَعَادُوا لِمَا نُهُوا عَنْهُ وَإِنَّهُمْ لَكَاذِبُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_28.png,"Ja, het is hun duidelijk geworden, wat zij vroeger verborgen, en indien zij zelfs in de wereld werden teruggezonden, zouden zij zekerlijk terugkeeren tot datgene wat hun verboden werd; en zij zijn zekerlijk leugenaars."
,6,6,818,29,وَقَالُوا إِنْ هِيَ إِلَّا حَيَاتُنَا الدُّنْيَا وَمَا نَحْنُ بِمَبْعُوثِينَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_29.png,En zij zeggen: Er is geen ander leven dan dit leven; nimmer zullen wij opgewekt worden.
,6,6,819,30,وَلَوْ تَرَىٰ إِذْ وُقِفُوا عَلَىٰ رَبِّهِمْ ۚ قَالَ أَلَيْسَ هَٰذَا بِالْحَقِّ ۚ قَالُوا بَلَىٰ وَرَبِّنَا ۚ قَالَ فَذُوقُوا الْعَذَابَ بِمَا كُنتُمْ تَكْفُرُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_30.png,"Maar indien gij kondet zien, als zij voor hunnen Heer zullen worden geplaatst! Hij zal tot hen zeggen: Was dit niet de waarheid? Zij zullen antwoorden: Ja, bij onzen Heer! God zal zeggen; Onderga dus de straf, omdat gij niet hebt geloofd."
,6,6,820,31,قَدْ خَسِرَ الَّذِينَ كَذَّبُوا بِلِقَاءِ اللَّهِ ۖ حَتَّىٰ إِذَا جَاءَتْهُمُ السَّاعَةُ بَغْتَةً قَالُوا يَا حَسْرَتَنَا عَلَىٰ مَا فَرَّطْنَا فِيهَا وَهُمْ يَحْمِلُونَ أَوْزَارَهُمْ عَلَىٰ ظُهُورِهِمْ ۚ أَلَا سَاءَ مَا يَزِرُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_31.png,"Zij zijn verloren, die de verschijning voor God in het volgende leven als eene onwaarheid verwerpen, tot op het uur dat hen onvermijdelijk zal verrassen. Dan zullen zij zeggen: Helaas dat wij gedurende onzen leeftijd ons zelven achteloos hebben vergeten, en zij zullen hunne lasten op hunne schouders dragen; en zal het niet kwaad zijn, waarmede zij beladen zullen wezen?"
,6,6,821,32,وَمَا الْحَيَاةُ الدُّنْيَا إِلَّا لَعِبٌ وَلَهْوٌ ۖ وَلَلدَّارُ الْآخِرَةُ خَيْرٌ لِّلَّذِينَ يَتَّقُونَ ۗ أَفَلَا تَعْقِلُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_32.png,"Dit tegenwoordige leven is niets anders dan een spel en een ijdel vermaak; maar, waarlijk, het volgende leven, zal beter zijn voor hen die God vreezen. Zult gij dat niet begrijpen?"
,6,6,822,33,قَدْ نَعْلَمُ إِنَّهُ لَيَحْزُنُكَ الَّذِي يَقُولُونَ ۖ فَإِنَّهُمْ لَا يُكَذِّبُونَكَ وَلَٰكِنَّ الظَّالِمِينَ بِآيَاتِ اللَّهِ يَجْحَدُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_33.png,"Nu weten wij, o Mahomet! dat het u grieft wat zij spreken! men beschuldigt niet u van valschheid; maar de ongeloovigen loochenen Gods teekenen."
,6,6,823,34,وَلَقَدْ كُذِّبَتْ رُسُلٌ مِّن قَبْلِكَ فَصَبَرُوا عَلَىٰ مَا كُذِّبُوا وَأُوذُوا حَتَّىٰ أَتَاهُمْ نَصْرُنَا ۚ وَلَا مُبَدِّلَ لِكَلِمَاتِ اللَّهِ ۚ وَلَقَدْ جَاءَكَ مِن نَّبَإِ الْمُرْسَلِينَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_34.png,"En reeds vóór u werden er apostelen voor leugenaars gehouden; zij verdroegen de beschuldigingen en de onrechtvaardigheid, tot op het oogenblik dat onze hulp tot hen kwam; want niemand kan Gods woorden veranderen; en gij hebt eenige inlichting ontvangen omtrent hen, die vroeger door hem werden gezonden."
,6,6,824,35,وَإِن كَانَ كَبُرَ عَلَيْكَ إِعْرَاضُهُمْ فَإِنِ اسْتَطَعْتَ أَن تَبْتَغِيَ نَفَقًا فِي الْأَرْضِ أَوْ سُلَّمًا فِي السَّمَاءِ فَتَأْتِيَهُم بِآيَةٍ ۚ وَلَوْ شَاءَ اللَّهُ لَجَمَعَهُمْ عَلَى الْهُدَىٰ ۚ فَلَا تَكُونَنَّ مِنَ الْجَاهِلِينَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_35.png,"Indien hun afkeer u grieft, indien gij een holte kondet opzoeken, waardoor gij tot het binnenste der aarde zoudt kunnen doordringen, of eene ladder, waardoor gij tot in den hemel zoudt kunnen opklimmen, om hun een teeken te kunnen toonen, dan zoudt gij het doen; doch uwe pogingen zouden vruchteloos zijn; want indien het Gode behaagde, zou hij hen allen in de ware richting kunnen leiden; wees dus geen der onwetenden."
,6,6,825,36,۞ إِنَّمَا يَسْتَجِيبُ الَّذِينَ يَسْمَعُونَ ۘ وَالْمَوْتَىٰ يَبْعَثُهُمُ اللَّهُ ثُمَّ إِلَيْهِ يُرْجَعُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_36.png,"Hij zal alleen hun een gunstig antwoord geven, die met aandacht zullen luisteren; en God zal de dooden opwekken; want tot hem zullen zij terugkeeren."
,6,6,826,37,وَقَالُوا لَوْلَا نُزِّلَ عَلَيْهِ آيَةٌ مِّن رَّبِّهِ ۚ قُلْ إِنَّ اللَّهَ قَادِرٌ عَلَىٰ أَن يُنَزِّلَ آيَةً وَلَٰكِنَّ أَكْثَرَهُمْ لَا يَعْلَمُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_37.png,"De ongeloovigen zeggen, dat, zoo lang hun geen wonder van den Heer zal worden geopenbaard, zij niet zullen gelooven. Antwoordt: Waarlijk, God is in staat een wonder te doen; maar het grootste deel hunner weet het niet."
