Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_ar,sura name,meaning,sura images,ayah_image,content_zh
,9,8,1204,44,وَإِذْ يُرِيكُمُوهُمْ إِذِ الْتَقَيْتُمْ فِي أَعْيُنِكُمْ قَلِيلًا وَيُقَلِّلُكُمْ فِي أَعْيُنِهِمْ لِيَقْضِيَ اللَّهُ أَمْرًا كَانَ مَفْعُولًا ۗ وَإِلَى اللَّهِ تُرْجَعُ الْأُمُورُ,Al-Anfal--الأنفال,"Spoils of war, booty",public://sura_images/8.png,public://quran_images/8_44.png,当你们相遇的时候，他使你们眼见敌军是少数的，又使你们在他们的眼里变成少数的；以便真主判决一件必行的事。万事只归真主裁决。
,9,8,1205,45,يَا أَيُّهَا الَّذِينَ آمَنُوا إِذَا لَقِيتُمْ فِئَةً فَاثْبُتُوا وَاذْكُرُوا اللَّهَ كَثِيرًا لَّعَلَّكُمْ تُفْلِحُونَ,Al-Anfal--الأنفال,"Spoils of war, booty",public://sura_images/8.png,public://quran_images/8_45.png,信道的人们啊！当你们遇见一伙敌军的时候，你们应当坚定，应当多多记念真主，以便你们成功。
,9,8,1206,46,وَأَطِيعُوا اللَّهَ وَرَسُولَهُ وَلَا تَنَازَعُوا فَتَفْشَلُوا وَتَذْهَبَ رِيحُكُمْ ۖ وَاصْبِرُوا ۚ إِنَّ اللَّهَ مَعَ الصَّابِرِينَ,Al-Anfal--الأنفال,"Spoils of war, booty",public://sura_images/8.png,public://quran_images/8_46.png,你们当服从真主及其使者，你们不要纷争，否则，你们必定胆怯，你们的实力必定消失；你们应当坚忍，真主确是同坚忍者同在的。
,9,8,1207,47,وَلَا تَكُونُوا كَالَّذِينَ خَرَجُوا مِن دِيَارِهِم بَطَرًا وَرِئَاءَ النَّاسِ وَيَصُدُّونَ عَن سَبِيلِ اللَّهِ ۚ وَاللَّهُ بِمَا يَعْمَلُونَ مُحِيطٌ,Al-Anfal--الأنفال,"Spoils of war, booty",public://sura_images/8.png,public://quran_images/8_47.png,你们不要仿效那等人，他们骄傲自满地、沽名钓誉地从家乡出去，并阻止别人遵循真主的大道。真主是洞察他们的行为的。
,9,8,1208,48,وَإِذْ زَيَّنَ لَهُمُ الشَّيْطَانُ أَعْمَالَهُمْ وَقَالَ لَا غَالِبَ لَكُمُ الْيَوْمَ مِنَ النَّاسِ وَإِنِّي جَارٌ لَّكُمْ ۖ فَلَمَّا تَرَاءَتِ الْفِئَتَانِ نَكَصَ عَلَىٰ عَقِبَيْهِ وَقَالَ إِنِّي بَرِيءٌ مِّنكُمْ إِنِّي أَرَىٰ مَا لَا تَرَوْنَ إِنِّي أَخَافُ اللَّهَ ۚ وَاللَّهُ شَدِيدُ الْعِقَابِ,Al-Anfal--الأنفال,"Spoils of war, booty",public://sura_images/8.png,public://quran_images/8_48.png,当时，恶魔以他们的行为蛊惑他们，他说：今天，任何人不能战胜你们，我确是你们的保护者。当两军对垒的时候，他向后转，他说：我与你们确是无干的，我的确能看见你们所不能看见的，我的确畏惧真主。真主的刑罚是严厉的。
,9,8,1209,49,إِذْ يَقُولُ الْمُنَافِقُونَ وَالَّذِينَ فِي قُلُوبِهِم مَّرَضٌ غَرَّ هَٰؤُلَاءِ دِينُهُمْ ۗ وَمَن يَتَوَكَّلْ عَلَى اللَّهِ فَإِنَّ اللَّهَ عَزِيزٌ حَكِيمٌ,Al-Anfal--الأنفال,"Spoils of war, booty",public://sura_images/8.png,public://quran_images/8_49.png,当时，伪信的人和心中有病的人都说：这等人的宗教已欺骗他们了。谁信赖真主，（谁必胜利），因为真主确是强大的，确是至睿的。
,9,8,1210,50,وَلَوْ تَرَىٰ إِذْ يَتَوَفَّى الَّذِينَ كَفَرُوا ۙ الْمَلَائِكَةُ يَضْرِبُونَ وُجُوهَهُمْ وَأَدْبَارَهُمْ وَذُوقُوا عَذَابَ الْحَرِيقِ,Al-Anfal--الأنفال,"Spoils of war, booty",public://sura_images/8.png,public://quran_images/8_50.png,众天神将鞭挞不信道者的脸部和脊背，而使他们死去，（并且说）：你们尝试烈火的刑罚吧！当时，假若你看见他们的情状，。
,9,8,1211,51,ذَٰلِكَ بِمَا قَدَّمَتْ أَيْدِيكُمْ وَأَنَّ اللَّهَ لَيْسَ بِظَلَّامٍ لِّلْعَبِيدِ,Al-Anfal--الأنفال,"Spoils of war, booty",public://sura_images/8.png,public://quran_images/8_51.png,这是因为你们所犯的罪恶，又因为真主绝不是亏枉众仆的。
,9,8,1212,52,كَدَأْبِ آلِ فِرْعَوْنَ ۙ وَالَّذِينَ مِن قَبْلِهِمْ ۚ كَفَرُوا بِآيَاتِ اللَّهِ فَأَخَذَهُمُ اللَّهُ بِذُنُوبِهِمْ ۗ إِنَّ اللَّهَ قَوِيٌّ شَدِيدُ الْعِقَابِ,Al-Anfal--الأنفال,"Spoils of war, booty",public://sura_images/8.png,public://quran_images/8_52.png,（他们的常态）犹如法老的百姓和以前的民族的常态一样，他们不信真主的迹象，故真主因他们的罪行而惩治他们。真主确是全能的，他的刑罚确是严厉的。
,9,8,1213,53,ذَٰلِكَ بِأَنَّ اللَّهَ لَمْ يَكُ مُغَيِّرًا نِّعْمَةً أَنْعَمَهَا عَلَىٰ قَوْمٍ حَتَّىٰ يُغَيِّرُوا مَا بِأَنفُسِهِمْ ۙ وَأَنَّ اللَّهَ سَمِيعٌ عَلِيمٌ,Al-Anfal--الأنفال,"Spoils of war, booty",public://sura_images/8.png,public://quran_images/8_53.png,这是因为真主不变更他所施于任何民众的恩典，直到他们变更自己的情况，又因为真主是全聪的，是全知的。
,9,8,1214,54,كَدَأْبِ آلِ فِرْعَوْنَ ۙ وَالَّذِينَ مِن قَبْلِهِمْ ۚ كَذَّبُوا بِآيَاتِ رَبِّهِمْ فَأَهْلَكْنَاهُم بِذُنُوبِهِمْ وَأَغْرَقْنَا آلَ فِرْعَوْنَ ۚ وَكُلٌّ كَانُوا ظَالِمِينَ,Al-Anfal--الأنفال,"Spoils of war, booty",public://sura_images/8.png,public://quran_images/8_54.png,（他们的常态）犹如法老的百姓和以前的民族的常态一样，他们否认自己的主的迹象。故我因他们的罪恶而毁灭他们，把法老的百姓淹死在海里，他们原是不义者。
,9,8,1215,55,إِنَّ شَرَّ الدَّوَابِّ عِندَ اللَّهِ الَّذِينَ كَفَرُوا فَهُمْ لَا يُؤْمِنُونَ,Al-Anfal--الأنفال,"Spoils of war, booty",public://sura_images/8.png,public://quran_images/8_55.png,在真主看来，最劣等的动物确是不信道的人，他们是不信道的。
,9,8,1216,56,الَّذِينَ عَاهَدتَّ مِنْهُمْ ثُمَّ يَنقُضُونَ عَهْدَهُمْ فِي كُلِّ مَرَّةٍ وَهُمْ لَا يَتَّقُونَ,Al-Anfal--الأنفال,"Spoils of war, booty",public://sura_images/8.png,public://quran_images/8_56.png,你和他们中的某些人缔结盟约，而他们每次都违反他们的盟约，他们并不敬畏。
,9,8,1217,57,فَإِمَّا تَثْقَفَنَّهُمْ فِي الْحَرْبِ فَشَرِّدْ بِهِم مَّنْ خَلْفَهُمْ لَعَلَّهُمْ يَذَّكَّرُونَ,Al-Anfal--الأنفال,"Spoils of war, booty",public://sura_images/8.png,public://quran_images/8_57.png,如果你在战争中遇见他们，你就应当以（惩治）他们而驱散在他们后面的人，以便他们觉悟。
,9,8,1218,58,وَإِمَّا تَخَافَنَّ مِن قَوْمٍ خِيَانَةً فَانبِذْ إِلَيْهِمْ عَلَىٰ سَوَاءٍ ۚ إِنَّ اللَّهَ لَا يُحِبُّ الْخَائِنِينَ,Al-Anfal--الأنفال,"Spoils of war, booty",public://sura_images/8.png,public://quran_images/8_58.png,如果你怕某部落不忠于盟约，你就应当公开地把他们的盟约掷还他们。真主确是不喜欢欺诈者的。
,9,8,1219,59,وَلَا يَحْسَبَنَّ الَّذِينَ كَفَرُوا سَبَقُوا ۚ إِنَّهُمْ لَا يُعْجِزُونَ,Al-Anfal--الأنفال,"Spoils of war, booty",public://sura_images/8.png,public://quran_images/8_59.png,不信道的人绝不要以为自己已逃避了天谴；他们确是不能逃避天谴的。
,9,8,1220,60,وَأَعِدُّوا لَهُم مَّا اسْتَطَعْتُم مِّن قُوَّةٍ وَمِن رِّبَاطِ الْخَيْلِ تُرْهِبُونَ بِهِ عَدُوَّ اللَّهِ وَعَدُوَّكُمْ وَآخَرِينَ مِن دُونِهِمْ لَا تَعْلَمُونَهُمُ اللَّهُ يَعْلَمُهُمْ ۚ وَمَا تُنفِقُوا مِن شَيْءٍ فِي سَبِيلِ اللَّهِ يُوَفَّ إِلَيْكُمْ وَأَنتُمْ لَا تُظْلَمُونَ,Al-Anfal--الأنفال,"Spoils of war, booty",public://sura_images/8.png,public://quran_images/8_60.png,你们应当为他们而准备你们所能准备的武力和战马，你们借此威胁真主的敌人和你们的敌人，以及他们以外的别的敌人，你们不认识那些敌人，真主却认识他们。凡你们为主道而花费的，无论是什么，都将得到完全的报酬，你们不会吃亏。
,9,8,1221,61,۞ وَإِن جَنَحُوا لِلسَّلْمِ فَاجْنَحْ لَهَا وَتَوَكَّلْ عَلَى اللَّهِ ۚ إِنَّهُ هُوَ السَّمِيعُ الْعَلِيمُ,Al-Anfal--الأنفال,"Spoils of war, booty",public://sura_images/8.png,public://quran_images/8_61.png,如果他们倾向和平，你也应当倾向和平，应当信赖真主。他确是全聪的，确是全知的。
,9,8,1222,62,وَإِن يُرِيدُوا أَن يَخْدَعُوكَ فَإِنَّ حَسْبَكَ اللَّهُ ۚ هُوَ الَّذِي أَيَّدَكَ بِنَصْرِهِ وَبِالْمُؤْمِنِينَ,Al-Anfal--الأنفال,"Spoils of war, booty",public://sura_images/8.png,public://quran_images/8_62.png,如果他们想欺骗你，那末，真主必能使你满足，他将以他的援助和信士们辅助你。
,9,8,1223,63,وَأَلَّفَ بَيْنَ قُلُوبِهِمْ ۚ لَوْ أَنفَقْتَ مَا فِي الْأَرْضِ جَمِيعًا مَّا أَلَّفْتَ بَيْنَ قُلُوبِهِمْ وَلَٰكِنَّ اللَّهَ أَلَّفَ بَيْنَهُمْ ۚ إِنَّهُ عَزِيزٌ حَكِيمٌ,Al-Anfal--الأنفال,"Spoils of war, booty",public://sura_images/8.png,public://quran_images/8_63.png,他曾联合信士们的心；假若你费尽大地上所有的财富，你仍不能联合他们的心；但真主已联合他们了。他确是万能的，确是至睿的。
,9,8,1224,64,يَا أَيُّهَا النَّبِيُّ حَسْبُكَ اللَّهُ وَمَنِ اتَّبَعَكَ مِنَ الْمُؤْمِنِينَ,Al-Anfal--الأنفال,"Spoils of war, booty",public://sura_images/8.png,public://quran_images/8_64.png,先知啊！真主能使你满足，能使追随你的信士们满足。
,9,8,1225,65,يَا أَيُّهَا النَّبِيُّ حَرِّضِ الْمُؤْمِنِينَ عَلَى الْقِتَالِ ۚ إِن يَكُن مِّنكُمْ عِشْرُونَ صَابِرُونَ يَغْلِبُوا مِائَتَيْنِ ۚ وَإِن يَكُن مِّنكُم مِّائَةٌ يَغْلِبُوا أَلْفًا مِّنَ الَّذِينَ كَفَرُوا بِأَنَّهُمْ قَوْمٌ لَّا يَفْقَهُونَ,Al-Anfal--الأنفال,"Spoils of war, booty",public://sura_images/8.png,public://quran_images/8_65.png,先知啊！你应当鼓励信士们奋勇抗战，如果你们中有2十个坚忍的人，就能战胜二百个敌人；如果你们中有一百个人，就能战胜一千个不信道的人；因为不信道者是不精明的民众。
,9,8,1226,66,الْآنَ خَفَّفَ اللَّهُ عَنكُمْ وَعَلِمَ أَنَّ فِيكُمْ ضَعْفًا ۚ فَإِن يَكُن مِّنكُم مِّائَةٌ صَابِرَةٌ يَغْلِبُوا مِائَتَيْنِ ۚ وَإِن يَكُن مِّنكُمْ أَلْفٌ يَغْلِبُوا أَلْفَيْنِ بِإِذْنِ اللَّهِ ۗ وَاللَّهُ مَعَ الصَّابِرِينَ,Al-Anfal--الأنفال,"Spoils of war, booty",public://sura_images/8.png,public://quran_images/8_66.png,现在，真主已减轻你们的负担，他知道你们中有点虚弱，如果你们中如有一百个坚忍的人，就能战胜二百个敌人；如你们中有一千个人，就能本真主的意旨而战胜两千个敌人。真主是与坚忍者同在的。
,9,8,1227,67,مَا كَانَ لِنَبِيٍّ أَن يَكُونَ لَهُ أَسْرَىٰ حَتَّىٰ يُثْخِنَ فِي الْأَرْضِ ۚ تُرِيدُونَ عَرَضَ الدُّنْيَا وَاللَّهُ يُرِيدُ الْآخِرَةَ ۗ وَاللَّهُ عَزِيزٌ حَكِيمٌ,Al-Anfal--الأنفال,"Spoils of war, booty",public://sura_images/8.png,public://quran_images/8_67.png,先知在大地上重惩敌人之前，不该有俘虏。你们欲得尘世的浮利，而真主愿你们得享后世的报酬。真主是万能的，是至睿的。
,9,8,1228,68,لَّوْلَا كِتَابٌ مِّنَ اللَّهِ سَبَقَ لَمَسَّكُمْ فِيمَا أَخَذْتُمْ عَذَابٌ عَظِيمٌ,Al-Anfal--الأنفال,"Spoils of war, booty",public://sura_images/8.png,public://quran_images/8_68.png,假若没有从真主发出的以往的判决，那末，你们必为收纳赎金而遭受重大的刑罚。
,9,8,1229,69,فَكُلُوا مِمَّا غَنِمْتُمْ حَلَالًا طَيِّبًا ۚ وَاتَّقُوا اللَّهَ ۚ إِنَّ اللَّهَ غَفُورٌ رَّحِيمٌ,Al-Anfal--الأنفال,"Spoils of war, booty",public://sura_images/8.png,public://quran_images/8_69.png,你们可以吃自己所获得的合法而佳美的战利品，你们当敬畏真主。真主确是至赦的，确是至慈的。
,9,8,1230,70,يَا أَيُّهَا النَّبِيُّ قُل لِّمَن فِي أَيْدِيكُم مِّنَ الْأَسْرَىٰ إِن يَعْلَمِ اللَّهُ فِي قُلُوبِكُمْ خَيْرًا يُؤْتِكُمْ خَيْرًا مِّمَّا أُخِذَ مِنكُمْ وَيَغْفِرْ لَكُمْ ۗ وَاللَّهُ غَفُورٌ رَّحِيمٌ,Al-Anfal--الأنفال,"Spoils of war, booty",public://sura_images/8.png,public://quran_images/8_70.png,先知啊！你对你们手中的俘虏们说：如果真主知道你们心中有善意，那末，他要把比你们所纳的赎金更好的东西赏赐你们，而且要饶恕你们。真主是至赦的，至慈的。
,9,8,1231,71,وَإِن يُرِيدُوا خِيَانَتَكَ فَقَدْ خَانُوا اللَّهَ مِن قَبْلُ فَأَمْكَنَ مِنْهُمْ ۗ وَاللَّهُ عَلِيمٌ حَكِيمٌ,Al-Anfal--الأنفال,"Spoils of war, booty",public://sura_images/8.png,public://quran_images/8_71.png,如果他们想欺骗你，那末，他们以前对于真主确已表示欺骗了；但真主使你战胜他们。真主是全知的，至睿的。
,9,8,1232,72,إِنَّ الَّذِينَ آمَنُوا وَهَاجَرُوا وَجَاهَدُوا بِأَمْوَالِهِمْ وَأَنفُسِهِمْ فِي سَبِيلِ اللَّهِ وَالَّذِينَ آوَوا وَّنَصَرُوا أُولَٰئِكَ بَعْضُهُمْ أَوْلِيَاءُ بَعْضٍ ۚ وَالَّذِينَ آمَنُوا وَلَمْ يُهَاجِرُوا مَا لَكُم مِّن وَلَايَتِهِم مِّن شَيْءٍ حَتَّىٰ يُهَاجِرُوا ۚ وَإِنِ اسْتَنصَرُوكُمْ فِي الدِّينِ فَعَلَيْكُمُ النَّصْرُ إِلَّا عَلَىٰ قَوْمٍ بَيْنَكُمْ وَبَيْنَهُم مِّيثَاقٌ ۗ وَاللَّهُ بِمَا تَعْمَلُونَ بَصِيرٌ,Al-Anfal--الأنفال,"Spoils of war, booty",public://sura_images/8.png,public://quran_images/8_72.png,信道而且迁居，并以自己的财产和生命为真主而奋斗的人和款留（使者），赞助（正道）的人，这等人互为监护者。信道而未迁居的人，绝不得与你们互为监护人，直到他们迁居；如果他们为宗教事而向你们求援，那末，你们应当援助他们，除非他们的敌人与你们有盟约关系。真主是明察你们的行为的。
,9,8,1233,73,وَالَّذِينَ كَفَرُوا بَعْضُهُمْ أَوْلِيَاءُ بَعْضٍ ۚ إِلَّا تَفْعَلُوهُ تَكُن فِتْنَةٌ فِي الْأَرْضِ وَفَسَادٌ كَبِيرٌ,Al-Anfal--الأنفال,"Spoils of war, booty",public://sura_images/8.png,public://quran_images/8_73.png,不信道的人互为监护人。如果你们不遵守这个命令，那末，地方上将要发生迫害和大乱。
,9,8,1234,74,وَالَّذِينَ آمَنُوا وَهَاجَرُوا وَجَاهَدُوا فِي سَبِيلِ اللَّهِ وَالَّذِينَ آوَوا وَّنَصَرُوا أُولَٰئِكَ هُمُ الْمُؤْمِنُونَ حَقًّا ۚ لَّهُم مَّغْفِرَةٌ وَرِزْقٌ كَرِيمٌ,Al-Anfal--الأنفال,"Spoils of war, booty",public://sura_images/8.png,public://quran_images/8_74.png,信道而且迁居，并且为真主而奋斗的人和款留（使者），赞助（正道）的人，这等人确是真实的信士，他们将获赦宥和优厚的给养。
,9,8,1235,75,وَالَّذِينَ آمَنُوا مِن بَعْدُ وَهَاجَرُوا وَجَاهَدُوا مَعَكُمْ فَأُولَٰئِكَ مِنكُمْ ۚ وَأُولُو الْأَرْحَامِ بَعْضُهُمْ أَوْلَىٰ بِبَعْضٍ فِي كِتَابِ اللَّهِ ۗ إِنَّ اللَّهَ بِكُلِّ شَيْءٍ عَلِيمٌ,Al-Anfal--الأنفال,"Spoils of war, booty",public://sura_images/8.png,public://quran_images/8_75.png,此后信道而且迁居，并与你们共同奋斗的人，这等人是你们的同道。骨肉至亲互为监护人，这是载在天经中的，真主确是全知万物的。
,9,9,1236,1,بَرَاءَةٌ مِّنَ اللَّهِ وَرَسُولِهِ إِلَى الَّذِينَ عَاهَدتُّم مِّنَ الْمُشْرِكِينَ,At-Taubah--التوبة,Repentance,public://sura_images/9.png,public://quran_images/9_1.png,（这是）一篇解除盟约的宣言，从真主及其使者传示那些曾与你们缔约的以物配主者。
,9,9,1237,2,فَسِيحُوا فِي الْأَرْضِ أَرْبَعَةَ أَشْهُرٍ وَاعْلَمُوا أَنَّكُمْ غَيْرُ مُعْجِزِي اللَّهِ ۙ وَأَنَّ اللَّهَ مُخْزِي الْكَافِرِينَ,At-Taubah--التوبة,Repentance,public://sura_images/9.png,public://quran_images/9_2.png,（以物配主者啊！）你们可以在地面上漫游4个月，你们须知自己不能逃避真主的谴责，（须知）真主是要凌辱不信道者的。
,9,9,1238,3,وَأَذَانٌ مِّنَ اللَّهِ وَرَسُولِهِ إِلَى النَّاسِ يَوْمَ الْحَجِّ الْأَكْبَرِ أَنَّ اللَّهَ بَرِيءٌ مِّنَ الْمُشْرِكِينَ ۙ وَرَسُولُهُ ۚ فَإِن تُبْتُمْ فَهُوَ خَيْرٌ لَّكُمْ ۖ وَإِن تَوَلَّيْتُمْ فَاعْلَمُوا أَنَّكُمْ غَيْرُ مُعْجِزِي اللَّهِ ۗ وَبَشِّرِ الَّذِينَ كَفَرُوا بِعَذَابٍ أَلِيمٍ,At-Taubah--التوبة,Repentance,public://sura_images/9.png,public://quran_images/9_3.png,（这是）从真主及其使者在大朝之日传示众人的通告：真主及其使者对于以物配主者是无干的。如果你们悔过，那对于你们是更好的，如果你们背离，那末，须知你们不能逃避真主的谴责。你以痛苦的刑罚向不信道者报喜吧。
,9,9,1239,4,إِلَّا الَّذِينَ عَاهَدتُّم مِّنَ الْمُشْرِكِينَ ثُمَّ لَمْ يَنقُصُوكُمْ شَيْئًا وَلَمْ يُظَاهِرُوا عَلَيْكُمْ أَحَدًا فَأَتِمُّوا إِلَيْهِمْ عَهْدَهُمْ إِلَىٰ مُدَّتِهِمْ ۚ إِنَّ اللَّهَ يُحِبُّ الْمُتَّقِينَ,At-Taubah--التوبة,Repentance,public://sura_images/9.png,public://quran_images/9_4.png,但以物配主的人们中曾与你们缔结盟约，而没有任何违背，也没有资助任何敌人者，你们应当遵守与他们缔结的盟约，直至满期。真主确是喜爱敬畏者的。
,9,9,1240,5,فَإِذَا انسَلَخَ الْأَشْهُرُ الْحُرُمُ فَاقْتُلُوا الْمُشْرِكِينَ حَيْثُ وَجَدتُّمُوهُمْ وَخُذُوهُمْ وَاحْصُرُوهُمْ وَاقْعُدُوا لَهُمْ كُلَّ مَرْصَدٍ ۚ فَإِن تَابُوا وَأَقَامُوا الصَّلَاةَ وَآتَوُا الزَّكَاةَ فَخَلُّوا سَبِيلَهُمْ ۚ إِنَّ اللَّهَ غَفُورٌ رَّحِيمٌ,At-Taubah--التوبة,Repentance,public://sura_images/9.png,public://quran_images/9_5.png,当禁月逝去的时候，你们在哪里发现以物配主者，就在那里杀戮他们，俘虏他们，围攻他们，在各个要隘侦候他们。如果他们悔过自新，谨守拜功，完纳天课，你们就放走他们。真主确是至赦的，确是至慈的。
,9,9,1241,6,وَإِنْ أَحَدٌ مِّنَ الْمُشْرِكِينَ اسْتَجَارَكَ فَأَجِرْهُ حَتَّىٰ يَسْمَعَ كَلَامَ اللَّهِ ثُمَّ أَبْلِغْهُ مَأْمَنَهُ ۚ ذَٰلِكَ بِأَنَّهُمْ قَوْمٌ لَّا يَعْلَمُونَ,At-Taubah--التوبة,Repentance,public://sura_images/9.png,public://quran_images/9_6.png,以物配主者当中如果有人求你保护，你应当保护他，直到他听到真主的言语，然后把他送到安全的地方。这是因为他们是无知的民众。
,9,9,1242,7,كَيْفَ يَكُونُ لِلْمُشْرِكِينَ عَهْدٌ عِندَ اللَّهِ وَعِندَ رَسُولِهِ إِلَّا الَّذِينَ عَاهَدتُّمْ عِندَ الْمَسْجِدِ الْحَرَامِ ۖ فَمَا اسْتَقَامُوا لَكُمْ فَاسْتَقِيمُوا لَهُمْ ۚ إِنَّ اللَّهَ يُحِبُّ الْمُتَّقِينَ,At-Taubah--التوبة,Repentance,public://sura_images/9.png,public://quran_images/9_7.png,在真主及其使者看来，以物配主者怎么会有盟约呢？但在禁寺附近与你们缔结盟约的人，在他们为你们遵守盟约的期间，你们当为他们遵守盟约。真主确是喜爱敬畏者的。
,9,9,1243,8,كَيْفَ وَإِن يَظْهَرُوا عَلَيْكُمْ لَا يَرْقُبُوا فِيكُمْ إِلًّا وَلَا ذِمَّةً ۚ يُرْضُونَكُم بِأَفْوَاهِهِمْ وَتَأْبَىٰ قُلُوبُهُمْ وَأَكْثَرُهُمْ فَاسِقُونَ,At-Taubah--التوبة,Repentance,public://sura_images/9.png,public://quran_images/9_8.png,他们怎么会有盟约呢？如果他们战胜你们，他们对你们就不顾戚谊，不重盟约。他们用甜言蜜语使你们喜欢，他们的内心却不肯实践诺言，他们大半是违约的。
,9,9,1244,9,اشْتَرَوْا بِآيَاتِ اللَّهِ ثَمَنًا قَلِيلًا فَصَدُّوا عَن سَبِيلِهِ ۚ إِنَّهُمْ سَاءَ مَا كَانُوا يَعْمَلُونَ,At-Taubah--التوبة,Repentance,public://sura_images/9.png,public://quran_images/9_9.png,他们以真主的迹象换取轻微的代价，因而背离真主的大道。他们的行为确是恶劣的。
,9,9,1245,10,لَا يَرْقُبُونَ فِي مُؤْمِنٍ إِلًّا وَلَا ذِمَّةً ۚ وَأُولَٰئِكَ هُمُ الْمُعْتَدُونَ,At-Taubah--التوبة,Repentance,public://sura_images/9.png,public://quran_images/9_10.png,他们对信士不顾戚谊，不重盟约。这等人确是过分的。
,9,9,1246,11,فَإِن تَابُوا وَأَقَامُوا الصَّلَاةَ وَآتَوُا الزَّكَاةَ فَإِخْوَانُكُمْ فِي الدِّينِ ۗ وَنُفَصِّلُ الْآيَاتِ لِقَوْمٍ يَعْلَمُونَ,At-Taubah--التوبة,Repentance,public://sura_images/9.png,public://quran_images/9_11.png,如果他们悔过自新，谨守拜功，完纳天课，他们就是你们的教胞。我为有知识的民众解释许多迹象。
,9,9,1247,12,وَإِن نَّكَثُوا أَيْمَانَهُم مِّن بَعْدِ عَهْدِهِمْ وَطَعَنُوا فِي دِينِكُمْ فَقَاتِلُوا أَئِمَّةَ الْكُفْرِ ۙ إِنَّهُمْ لَا أَيْمَانَ لَهُمْ لَعَلَّهُمْ يَنتَهُونَ,At-Taubah--التوبة,Repentance,public://sura_images/9.png,public://quran_images/9_12.png,如果他们在缔约之后违反盟约，而且诽谤你们的宗教，你们就应当讨伐迷信的头子们其实，他们并无所谓盟约以便他们停止罪行。
,9,9,1248,13,أَلَا تُقَاتِلُونَ قَوْمًا نَّكَثُوا أَيْمَانَهُمْ وَهَمُّوا بِإِخْرَاجِ الرَّسُولِ وَهُم بَدَءُوكُمْ أَوَّلَ مَرَّةٍ ۚ أَتَخْشَوْنَهُمْ ۚ فَاللَّهُ أَحَقُّ أَن تَخْشَوْهُ إِن كُنتُم مُّؤْمِنِينَ,At-Taubah--التوبة,Repentance,public://sura_images/9.png,public://quran_images/9_13.png,有一族人已经违反盟约，要想驱逐先知，而且首先进攻你们。你们怎么还不讨伐他们呢？难道你们畏惧他们吗？真主是你们更应当畏惧的，如果你们确是信士。
,9,9,1249,14,قَاتِلُوهُمْ يُعَذِّبْهُمُ اللَّهُ بِأَيْدِيكُمْ وَيُخْزِهِمْ وَيَنصُرْكُمْ عَلَيْهِمْ وَيَشْفِ صُدُورَ قَوْمٍ مُّؤْمِنِينَ,At-Taubah--التوبة,Repentance,public://sura_images/9.png,public://quran_images/9_14.png,你们应当讨伐他们，真主要借你们的手来惩治他们，凌辱他们，并相助你们制服他们，以安慰信道的民众，
,9,9,1250,15,وَيُذْهِبْ غَيْظَ قُلُوبِهِمْ ۗ وَيَتُوبُ اللَّهُ عَلَىٰ مَن يَشَاءُ ۗ وَاللَّهُ عَلِيمٌ حَكِيمٌ,At-Taubah--التوبة,Repentance,public://sura_images/9.png,public://quran_images/9_15.png,而消除他们心中的义愤。真主将准许他所意欲的人悔过自新。真主是全知的，是至睿的。
,9,9,1251,16,أَمْ حَسِبْتُمْ أَن تُتْرَكُوا وَلَمَّا يَعْلَمِ اللَّهُ الَّذِينَ جَاهَدُوا مِنكُمْ وَلَمْ يَتَّخِذُوا مِن دُونِ اللَّهِ وَلَا رَسُولِهِ وَلَا الْمُؤْمِنِينَ وَلِيجَةً ۚ وَاللَّهُ خَبِيرٌ بِمَا تَعْمَلُونَ,At-Taubah--التوبة,Repentance,public://sura_images/9.png,public://quran_images/9_16.png,真主还没有认识你们中那些人是为主道而奋斗，并且未舍真主及其使者和信士们而以他人为心腹的人，难道你们就以为自己得自由自在的（不受考验了）吗？真主是熟悉你们的行为的。
,9,9,1252,17,مَا كَانَ لِلْمُشْرِكِينَ أَن يَعْمُرُوا مَسَاجِدَ اللَّهِ شَاهِدِينَ عَلَىٰ أَنفُسِهِم بِالْكُفْرِ ۚ أُولَٰئِكَ حَبِطَتْ أَعْمَالُهُمْ وَفِي النَّارِ هُمْ خَالِدُونَ,At-Taubah--التوبة,Repentance,public://sura_images/9.png,public://quran_images/9_17.png,以物配主者，在供认迷信情况下，不宜管理真主的清真寺，这等人的善功已无效果，他们将来要永居火狱之中。
,9,9,1253,18,إِنَّمَا يَعْمُرُ مَسَاجِدَ اللَّهِ مَنْ آمَنَ بِاللَّهِ وَالْيَوْمِ الْآخِرِ وَأَقَامَ الصَّلَاةَ وَآتَى الزَّكَاةَ وَلَمْ يَخْشَ إِلَّا اللَّهَ ۖ فَعَسَىٰ أُولَٰئِكَ أَن يَكُونُوا مِنَ الْمُهْتَدِينَ,At-Taubah--التوبة,Repentance,public://sura_images/9.png,public://quran_images/9_18.png,只有笃信真主和末日，并谨守拜功，完纳天课，并畏惧真主者，才配管理真主的清真寺；这等人或许是遵循正道的。
