Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_so,content_ar,sura name,meaning,sura images,ayah_image
Ayah 1430so,4,10,1430,66,"Eebaa iska leh waxa samooyinka iyo Dhulka ku sugan, waxay raacayaan oy Caabudi Eebe ka sokow wa Shurako (Sanamyo) waxaan mala ahayna ma raacayaan, waxaan heenaalayaal ahaynna ma aha.",أَلَا إِنَّ لِلَّهِ مَن فِي السَّمَاوَاتِ وَمَن فِي الْأَرْضِ ۗ وَمَا يَتَّبِعُ الَّذِينَ يَدْعُونَ مِن دُونِ اللَّهِ شُرَكَاءَ ۚ إِن يَتَّبِعُونَ إِلَّا الظَّنَّ وَإِنْ هُمْ إِلَّا يَخْرُصُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_66.png
Ayah 1431so,4,10,1431,67,"Eebe waa kan idiin yeelay Habeenka inaad xasishaan, Maalintana Arag (Ka yeelay) arrintaasna waxaa ugu sugan calaamooyin qoomkii wax maqli.",هُوَ الَّذِي جَعَلَ لَكُمُ اللَّيْلَ لِتَسْكُنُوا فِيهِ وَالنَّهَارَ مُبْصِرًا ۚ إِنَّ فِي ذَٰلِكَ لَآيَاتٍ لِّقَوْمٍ يَسْمَعُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_67.png
Ayah 1432so,4,10,1432,68,"waxay dheheen wuxuu yeeshay Eebe Ilmo, waa nasahanyahay, Eebana waa uun Hodan, wuxuuna leeyahay waxa samooyinka iyo dhulka ku sugan, agtiinna xujo uma taal waxaas (Beenta) mise Eebaad ku sheegaysaan waxaydaan ogayn.",قَالُوا اتَّخَذَ اللَّهُ وَلَدًا ۗ سُبْحَانَهُ ۖ هُوَ الْغَنِيُّ ۖ لَهُ مَا فِي السَّمَاوَاتِ وَمَا فِي الْأَرْضِ ۚ إِنْ عِندَكُم مِّن سُلْطَانٍ بِهَٰذَا ۚ أَتَقُولُونَ عَلَى اللَّهِ مَا لَا تَعْلَمُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_68.png
Ayah 1433so,4,10,1433,69,waxaad dhahdaa kuwa Eebe ku abuurta beenta ma libaanaan.,قُلْ إِنَّ الَّذِينَ يَفْتَرُونَ عَلَى اللَّهِ الْكَذِبَ لَا يُفْلِحُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_69.png
Ayah 1434so,4,10,1434,70,"waa uun waaxada adduunyo markaas xagganagaa noqoshadoodu noqon, markaasaan Dhadhansiinaynaa cadaab daran gaalnimadooda darteed.",مَتَاعٌ فِي الدُّنْيَا ثُمَّ إِلَيْنَا مَرْجِعُهُمْ ثُمَّ نُذِيقُهُمُ الْعَذَابَ الشَّدِيدَ بِمَا كَانُوا يَكْفُرُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_70.png
Ayah 1435so,4,10,1435,71,ku akhri korkooda warkii Nabi Nuux markuu ku yidhi qoomkiisii qoomkayow hadday idin la waynaatay Nagaadigayga iyo ku waanintayada aayaadka Eebe waxaan tala saartay Eebe ee kulmiya amarkiinna iyo shurakadinnaa yuuna ahaan amarkiinna wax qarsoon (oo dhiba) markaas i xukuma hana i sugina.,۞ وَاتْلُ عَلَيْهِمْ نَبَأَ نُوحٍ إِذْ قَالَ لِقَوْمِهِ يَا قَوْمِ إِن كَانَ كَبُرَ عَلَيْكُم مَّقَامِي وَتَذْكِيرِي بِآيَاتِ اللَّهِ فَعَلَى اللَّهِ تَوَكَّلْتُ فَأَجْمِعُوا أَمْرَكُمْ وَشُرَكَاءَكُمْ ثُمَّ لَا يَكُنْ أَمْرُكُمْ عَلَيْكُمْ غُمَّةً ثُمَّ اقْضُوا إِلَيَّ وَلَا تُنظِرُونِ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_71.png
Ayah 1436so,4,10,1436,72,"haddaad jeedsataan idin warsanmaayo ujuuro, ujuuradayda waxaa idiin Eebe, waxaana lay faray inaan ka mid ahaado Muslimiinta.",فَإِن تَوَلَّيْتُمْ فَمَا سَأَلْتُكُم مِّنْ أَجْرٍ ۖ إِنْ أَجْرِيَ إِلَّا عَلَى اللَّهِ ۖ وَأُمِرْتُ أَنْ أَكُونَ مِنَ الْمُسْلِمِينَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_72.png
Ayah 1437so,4,10,1437,73,"Wayna beeniyeen waxaana ku korinnay Nabi Nuux iyo intii la jirtay Doontii, waxaana ka yeelay kuwo u hadha dhulka, waxaana maanshaynay kuwii beeniyey Aayaadkannaga ee day siday noqotay cidhibtii kuwii loo digay.",فَكَذَّبُوهُ فَنَجَّيْنَاهُ وَمَن مَّعَهُ فِي الْفُلْكِ وَجَعَلْنَاهُمْ خَلَائِفَ وَأَغْرَقْنَا الَّذِينَ كَذَّبُوا بِآيَاتِنَا ۖ فَانظُرْ كَيْفَ كَانَ عَاقِبَةُ الْمُنذَرِينَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_73.png
Ayah 1438so,4,10,1438,74,"markaas kadib waxaan u Bixinnay Rasuullo Qoomkoodii Waxayna ula yimaadeen xujooyin, mana Rumayn beenintoodii darteed ee horraysay Saasaan u Daabacnaa «daboollaa» Quluubta xadgudbayaasha.",ثُمَّ بَعَثْنَا مِن بَعْدِهِ رُسُلًا إِلَىٰ قَوْمِهِمْ فَجَاءُوهُم بِالْبَيِّنَاتِ فَمَا كَانُوا لِيُؤْمِنُوا بِمَا كَذَّبُوا بِهِ مِن قَبْلُ ۚ كَذَٰلِكَ نَطْبَعُ عَلَىٰ قُلُوبِ الْمُعْتَدِينَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_74.png
Ayah 1439so,4,10,1439,75,"markaasaan u Bixinay gadaashood (Nabi) Muuse iyo (Nabi) Haaruun fircoon iyo colkiisii iyagoo Wata aayaadkannagii, wayna Isla waynaadeen waxayna Noqdeen Qoom dambiilayaal ah.",ثُمَّ بَعَثْنَا مِن بَعْدِهِم مُّوسَىٰ وَهَارُونَ إِلَىٰ فِرْعَوْنَ وَمَلَئِهِ بِآيَاتِنَا فَاسْتَكْبَرُوا وَكَانُوا قَوْمًا مُّجْرِمِينَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_75.png
Ayah 1440so,4,10,1440,76,markuu uga yimid Xaqu Caggannaga waxay Dhaheen kani waa sixir cad.,فَلَمَّا جَاءَهُمُ الْحَقُّ مِنْ عِندِنَا قَالُوا إِنَّ هَٰذَا لَسِحْرٌ مُّبِينٌ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_76.png
Ayah 1441so,4,10,1441,77,Wuxuuna yidhi (Nabi) Muuse ma waxaad ku Dhahaysaan Xaqa markuu idiin yimid ma Sixirbaa kani? isagoosan Liibaanin saaxiriintu.,قَالَ مُوسَىٰ أَتَقُولُونَ لِلْحَقِّ لَمَّا جَاءَكُمْ ۖ أَسِحْرٌ هَٰذَا وَلَا يُفْلِحُ السَّاحِرُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_77.png
Ayah 1442so,4,10,1442,78,Waxayna dhaheen ma waxaad noogu timid inaad naga leexisid waxaan ka hellay Aabayaalkanni oy idiin Ahaato waynaanta Dhulka (xukunka) annagu idinka idin Rumaynnaynno.,قَالُوا أَجِئْتَنَا لِتَلْفِتَنَا عَمَّا وَجَدْنَا عَلَيْهِ آبَاءَنَا وَتَكُونَ لَكُمَا الْكِبْرِيَاءُ فِي الْأَرْضِ وَمَا نَحْنُ لَكُمَا بِمُؤْمِنِينَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_78.png
Ayah 1443so,4,10,1443,79,wuxuu yidhi fircoon ii keena saaxir cilmi badan oo dhan.,وَقَالَ فِرْعَوْنُ ائْتُونِي بِكُلِّ سَاحِرٍ عَلِيمٍ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_79.png
Ayah 1444so,4,10,1444,80,markay yimaadeen saaxiriintiina wuxuu ku yidhi (Nabi) Muuse Tuura waxaad Tuuraysaan.,فَلَمَّا جَاءَ السَّحَرَةُ قَالَ لَهُم مُّوسَىٰ أَلْقُوا مَا أَنتُم مُّلْقُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_80.png
Ayah 1445so,4,10,1445,81,"markay tuureenna wuxuu yidhi (Nabi) Muuse sixir baad la timaadeen Eebaana Burin, Eebana ma hagaajiyo camalka fasaadiyayaasha.",فَلَمَّا أَلْقَوْا قَالَ مُوسَىٰ مَا جِئْتُم بِهِ السِّحْرُ ۖ إِنَّ اللَّهَ سَيُبْطِلُهُ ۖ إِنَّ اللَّهَ لَا يُصْلِحُ عَمَلَ الْمُفْسِدِينَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_81.png
Ayah 1446so,4,10,1446,82,wuxuuna ku sugaa Eebe xaqa kalimadiisa haba naceen Dambiilayaashuye.,وَيُحِقُّ اللَّهُ الْحَقَّ بِكَلِمَاتِهِ وَلَوْ كَرِهَ الْمُجْرِمُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_82.png
Ayah 1447so,4,10,1447,83,"ma rumaymn Nabi Muuse Farac yar oo Qoomkiisii ka mida mooyee iyagoo ka Cabsan fircoon fyo Kooxdiisii inay fidmeeyaan, fircoonna wuu isku kibriyey dhulka wuxuuna ka mid ahaa xadgudbayaaaha.",فَمَا آمَنَ لِمُوسَىٰ إِلَّا ذُرِّيَّةٌ مِّن قَوْمِهِ عَلَىٰ خَوْفٍ مِّن فِرْعَوْنَ وَمَلَئِهِمْ أَن يَفْتِنَهُمْ ۚ وَإِنَّ فِرْعَوْنَ لَعَالٍ فِي الْأَرْضِ وَإِنَّهُ لَمِنَ الْمُسْرِفِينَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_83.png
Ayah 1448so,4,10,1448,84,wuxuu yidhi (Nabi) Muuse Qoomkayow haddaad tihiin kuwa rumeeyey Eebe isaga uun tala saarta haddaad MusIimiin Tihiin.,وَقَالَ مُوسَىٰ يَا قَوْمِ إِن كُنتُمْ آمَنتُم بِاللَّهِ فَعَلَيْهِ تَوَكَّلُوا إِن كُنتُم مُّسْلِمِينَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_84.png
Ayah 1449so,4,10,1449,85,"waxayna dheheen Ilaahay yaan lalo saarannay, Eebahannow hanooga yeelina fidmo Qoomka Daalimiinta ah.",فَقَالُوا عَلَى اللَّهِ تَوَكَّلْنَا رَبَّنَا لَا تَجْعَلْنَا فِتْنَةً لِّلْقَوْمِ الظَّالِمِينَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_85.png
Ayah 1450so,4,10,1450,86,nagana kori naxariistaada darteed qoomka gaalada ah.,وَنَجِّنَا بِرَحْمَتِكَ مِنَ الْقَوْمِ الْكَافِرِينَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_86.png
Ayah 1451so,4,10,1451,87,waxaana u waxyoonay (Nabi) Muuse iyo walaalkiis inaad uga yeeshaan Qoomkiina Masar Guryo kana yeesha guryihiinna Qiblada (Ku tukada) ooga salaadda Lina bishaaree Mu'miniinta.,وَأَوْحَيْنَا إِلَىٰ مُوسَىٰ وَأَخِيهِ أَن تَبَوَّآ لِقَوْمِكُمَا بِمِصْرَ بُيُوتًا وَاجْعَلُوا بُيُوتَكُمْ قِبْلَةً وَأَقِيمُوا الصَّلَاةَ ۗ وَبَشِّرِ الْمُؤْمِنِينَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_87.png
Ayah 1452so,4,10,1452,88,wuxuuna yidhi (Nabi) Muuse Eebahannow adaa siiyey Fircoon iyo Kooxdiisa Qurux iyo Xoolo Nolosha Adduunka Eebow inay ka dhumiyaan Jidkaaga Eebow halaag (Tirtir) Xoolahooda Adkeena Quluubtooda oo yeyna rumeynin intay ka arkaan Cadaab daran.,وَقَالَ مُوسَىٰ رَبَّنَا إِنَّكَ آتَيْتَ فِرْعَوْنَ وَمَلَأَهُ زِينَةً وَأَمْوَالًا فِي الْحَيَاةِ الدُّنْيَا رَبَّنَا لِيُضِلُّوا عَن سَبِيلِكَ ۖ رَبَّنَا اطْمِسْ عَلَىٰ أَمْوَالِهِمْ وَاشْدُدْ عَلَىٰ قُلُوبِهِمْ فَلَا يُؤْمِنُوا حَتَّىٰ يَرَوُا الْعَذَابَ الْأَلِيمَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_88.png
Ayah 1453so,4,10,1453,89,Eebe wuxuu yidhi waa la ajiibay Baryadiinna ee toosnaada hana raacina Jidka kuwaan wax ogayn.,قَالَ قَدْ أُجِيبَت دَّعْوَتُكُمَا فَاسْتَقِيمَا وَلَا تَتَّبِعَانِّ سَبِيلَ الَّذِينَ لَا يَعْلَمُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_89.png
Ayah 1454so,4,10,1454,90,"waxaan tallaabinay Banii Israa'iil Badda waxayna u raaceen Fircoon iyo Qoomkiisii kibir iyo cadaawanimo, markay haleeshay maansheyntiina wuxuu yidhi (Fircoon) waxaan rumeeyey inaan Eebahay rumeeyeen Bani Israa'iil mooyee Ilaah kale jirin waxaana ka mid ahay Muslimiinta.",۞ وَجَاوَزْنَا بِبَنِي إِسْرَائِيلَ الْبَحْرَ فَأَتْبَعَهُمْ فِرْعَوْنُ وَجُنُودُهُ بَغْيًا وَعَدْوًا ۖ حَتَّىٰ إِذَا أَدْرَكَهُ الْغَرَقُ قَالَ آمَنتُ أَنَّهُ لَا إِلَٰهَ إِلَّا الَّذِي آمَنَتْ بِهِ بَنُو إِسْرَائِيلَ وَأَنَا مِنَ الْمُسْلِمِينَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_90.png
Ayah 1455so,4,10,1455,91,(Eebe wuxuu yidhi) hadda (Miyaad rumeyn) adoo horay u caasiyey oodna ka mid ahayd kuwa wax fasaadiya.,آلْآنَ وَقَدْ عَصَيْتَ قَبْلُ وَكُنتَ مِنَ الْمُفْسِدِينَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_91.png
Ayah 1456so,4,10,1456,92,Maanta waxaannu korin badankaaga inaad u noqotid Cidda kaa dambaysa Calaamo wax badan oo Dadka ka mida Aayaadkannaga waa halmaansanyihiin.,فَالْيَوْمَ نُنَجِّيكَ بِبَدَنِكَ لِتَكُونَ لِمَنْ خَلْفَكَ آيَةً ۚ وَإِنَّ كَثِيرًا مِّنَ النَّاسِ عَنْ آيَاتِنَا لَغَافِلُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_92.png
Ayah 1457so,4,10,1457,93,"waxaan dejinay Bani Israa'iil Dejin runa (meel fiican) waxaana ku arsaaqnay wanaag, waxayna is khilaafeen markuu cilmigi u yimid, Eebahaana wuu kala xukumi maalinia Qiyaame waxay isku khilaafeen.",وَلَقَدْ بَوَّأْنَا بَنِي إِسْرَائِيلَ مُبَوَّأَ صِدْقٍ وَرَزَقْنَاهُم مِّنَ الطَّيِّبَاتِ فَمَا اخْتَلَفُوا حَتَّىٰ جَاءَهُمُ الْعِلْمُ ۚ إِنَّ رَبَّكَ يَقْضِي بَيْنَهُمْ يَوْمَ الْقِيَامَةِ فِيمَا كَانُوا فِيهِ يَخْتَلِفُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_93.png
Ayah 1458so,4,10,1458,94,"haddaad Shakisantahay waxaan kugu soo Dejinay warso kuwa Akhriya Kitaabka hortaa, waxaa kaaga yimid xagga Eebe Xaq, ee ha Noqonin kuwa Shakiya.",فَإِن كُنتَ فِي شَكٍّ مِّمَّا أَنزَلْنَا إِلَيْكَ فَاسْأَلِ الَّذِينَ يَقْرَءُونَ الْكِتَابَ مِن قَبْلِكَ ۚ لَقَدْ جَاءَكَ الْحَقُّ مِن رَّبِّكَ فَلَا تَكُونَنَّ مِنَ الْمُمْتَرِينَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_94.png
Ayah 1459so,4,10,1459,95,hana ka mid noqon kuwa beeniya Aayaadka Eebe ood ka mid noqoto kuwa Khasaaray.,وَلَا تَكُونَنَّ مِنَ الَّذِينَ كَذَّبُوا بِآيَاتِ اللَّهِ فَتَكُونَ مِنَ الْخَاسِرِينَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_95.png
Ayah 1460so,4,10,1460,96,kuwa ku waajibtay Kalimadii Eebahaa (Ciqaab) rumeynmaayaan.,إِنَّ الَّذِينَ حَقَّتْ عَلَيْهِمْ كَلِمَتُ رَبِّكَ لَا يُؤْمِنُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_96.png
Ayah 1461so,4,10,1461,97,"xataa huddaad ula timaaddid Aayad kasta, inlay ka arkaan Cadaab Daran.",وَلَوْ جَاءَتْهُمْ كُلُّ آيَةٍ حَتَّىٰ يَرَوُا الْعَذَابَ الْأَلِيمَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_97.png
Ayah 1462so,4,10,1462,98,"maxay u jiriwayday Magaalo rumeysa (Xaqa) oo uu anfaco Iimaankeedu, laakiin Qoomkii (Nabi) Yuunus markay nimeeyeen waxaan ka faydnay Cadaabkii dulliga ee Adduunka, waxaana u raaxaynay tan iyo Muddo.",فَلَوْلَا كَانَتْ قَرْيَةٌ آمَنَتْ فَنَفَعَهَا إِيمَانُهَا إِلَّا قَوْمَ يُونُسَ لَمَّا آمَنُوا كَشَفْنَا عَنْهُمْ عَذَابَ الْخِزْيِ فِي الْحَيَاةِ الدُّنْيَا وَمَتَّعْنَاهُمْ إِلَىٰ حِينٍ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_98.png
Ayah 1463so,4,10,1463,99,"haddwi doono Eebabaa waxaa rumayn tahaa waxa Dhulka ku sugan oo dhan, ee ma adaa Dad ku qasbi inlay ka rumeeyaan (Xaqa).",وَلَوْ شَاءَ رَبُّكَ لَآمَنَ مَن فِي الْأَرْضِ كُلُّهُمْ جَمِيعًا ۚ أَفَأَنتَ تُكْرِهُ النَّاسَ حَتَّىٰ يَكُونُوا مُؤْمِنِينَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_99.png
Ayah 1464so,4,10,1464,100,"nafuna ma rumeyso idanka Eebe ka dib mooyee, wuxuuna Eebe yeelaa xumaanta kuwaan wax kasayn korkooda.",وَمَا كَانَ لِنَفْسٍ أَن تُؤْمِنَ إِلَّا بِإِذْنِ اللَّهِ ۚ وَيَجْعَلُ الرِّجْسَ عَلَى الَّذِينَ لَا يَعْقِلُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_100.png
Ayah 1465so,4,10,1465,101,waxaad dhahdaa daya waxa ku sugan Samooyinka iyo Dhulka waxna kama deeqaan Aayado (Calaamooyin) iyo Digid qoom aan rumeyn (Xaqa).,قُلِ انظُرُوا مَاذَا فِي السَّمَاوَاتِ وَالْأَرْضِ ۚ وَمَا تُغْنِي الْآيَاتُ وَالنُّذُرُ عَن قَوْمٍ لَّا يُؤْمِنُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_101.png
Ayah 1466so,4,10,1466,102,"ma waxay sugi waxaan ahayn Ayaamihii kuwii tagay hortood oo kale, waxaad dhahdaa suga anna waan idinla sugiye.",فَهَلْ يَنتَظِرُونَ إِلَّا مِثْلَ أَيَّامِ الَّذِينَ خَلَوْا مِن قَبْلِهِمْ ۚ قُلْ فَانتَظِرُوا إِنِّي مَعَكُم مِّنَ الْمُنتَظِرِينَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_102.png
Ayah 1467so,4,10,1467,103,"markaasaan korinnaa Rasuulada iyo kuwa rumeeyey saasaana Xaq nagu ah, inaan u korinno Mu'miniinta.",ثُمَّ نُنَجِّي رُسُلَنَا وَالَّذِينَ آمَنُوا ۚ كَذَٰلِكَ حَقًّا عَلَيْنَا نُنجِ الْمُؤْمِنِينَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_103.png
Ayah 1468so,4,10,1468,104,"waxaad dhahdaa Dadow hadaad tihiin kuwo shakisan diintayda Caabudi maayo waxaad caabudaysaan oo Eebe ka soo hadhay waxaanse Caabudi Eebaha idin Dili, waxaana lay faray inaan ka mid noqdo Mu'iniinta.",قُلْ يَا أَيُّهَا النَّاسُ إِن كُنتُمْ فِي شَكٍّ مِّن دِينِي فَلَا أَعْبُدُ الَّذِينَ تَعْبُدُونَ مِن دُونِ اللَّهِ وَلَٰكِنْ أَعْبُدُ اللَّهَ الَّذِي يَتَوَفَّاكُمْ ۖ وَأُمِرْتُ أَنْ أَكُونَ مِنَ الْمُؤْمِنِينَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_104.png
Ayah 1469so,4,10,1469,105,iyo inaan u jeediyo wajiga Diinta anoo Toosan hana ka mid noqonin Mushrikiinta.,وَأَنْ أَقِمْ وَجْهَكَ لِلدِّينِ حَنِيفًا وَلَا تَكُونَنَّ مِنَ الْمُشْرِكِينَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_105.png
Ayah 1470so,4,10,1470,106,"Hana caabudin Eebe ka Sokow waxaan wax ku Tarayn kuna dhibayn, Haddaad fasho waxaad ka mid Noqon Daalimiinta.",وَلَا تَدْعُ مِن دُونِ اللَّهِ مَا لَا يَنفَعُكَ وَلَا يَضُرُّكَ ۖ فَإِن فَعَلْتَ فَإِنَّكَ إِذًا مِّنَ الظَّالِمِينَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_106.png
Ayah 1471so,4,10,1471,107,"Hadduu ku taabsiiyo Eebe dhib wax faydi oon isaga Ahayn ma jiro, Hadduu kula doono Khayra wax celin kara fadligiisa ma jiro, Wuxuuna gaadhsiiyaa cidduu doono oo Addoomadiisa ka mida, waana Dambi dhaafe Naxariista.",وَإِن يَمْسَسْكَ اللَّهُ بِضُرٍّ فَلَا كَاشِفَ لَهُ إِلَّا هُوَ ۖ وَإِن يُرِدْكَ بِخَيْرٍ فَلَا رَادَّ لِفَضْلِهِ ۚ يُصِيبُ بِهِ مَن يَشَاءُ مِنْ عِبَادِهِ ۚ وَهُوَ الْغَفُورُ الرَّحِيمُ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_107.png
Ayah 1472so,4,10,1472,108,"Waxaad dhahdaa Dadow waxaa idiinka yimid xagga Eebe Xaqii, ciddii Hanuuntana wuxuu uun u Hanuunay Naftiisa, cidii dhuntana wuxuu uun u Dhumay Naftiisa (Dhibkeeda) Anna korkiinna Wakiil uma ihi.",قُلْ يَا أَيُّهَا النَّاسُ قَدْ جَاءَكُمُ الْحَقُّ مِن رَّبِّكُمْ ۖ فَمَنِ اهْتَدَىٰ فَإِنَّمَا يَهْتَدِي لِنَفْسِهِ ۖ وَمَن ضَلَّ فَإِنَّمَا يَضِلُّ عَلَيْهَا ۖ وَمَا أَنَا عَلَيْكُم بِوَكِيلٍ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_108.png
Ayah 1473so,4,10,1473,109,Ee raac waxa laguu waxyooday Samirna inta Eebe ka kala Xukmin (Dadka) isagaa u Wanaagson Xaakime.,وَاتَّبِعْ مَا يُوحَىٰ إِلَيْكَ وَاصْبِرْ حَتَّىٰ يَحْكُمَ اللَّهُ ۚ وَهُوَ خَيْرُ الْحَاكِمِينَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_109.png
Ayah 1474so,4,11,1474,1,"Erayga hore wuxuu ku Tusin Mujisada Quraanka, Kitaabka Quraanka alma waa mid la sugay Aayadihiisa, markaas lagana Caddeeyey Eebaha Falka san ee wax walba og Xaggiisa.",بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ الر ۚ كِتَابٌ أُحْكِمَتْ آيَاتُهُ ثُمَّ فُصِّلَتْ مِن لَّدُنْ حَكِيمٍ خَبِيرٍ,Hud—هود,Hud,public://sura_images/11.png,public://quran_images/11_1.png
Ayah 1475so,4,11,1475,2,"inaydaan Caabudin Eebe mooyee wax kale, anugu waxaan idiinka ahay xagga Eebe Dige Bishaareeya.",أَلَّا تَعْبُدُوا إِلَّا اللَّهَ ۚ إِنَّنِي لَكُم مِّنْهُ نَذِيرٌ وَبَشِيرٌ,Hud—هود,Hud,public://sura_images/11.png,public://quran_images/11_2.png
Ayah 1476so,4,11,1476,3,"dambi dhaafna warsada Eebe una toobad keena wuxuu idiinku raaxayn nolol wanaagsan tan iyo muddo, wuxuuna siin cid kasta dheeraad leh (Fadli) dheeraadkiisa (Fadligiisa) haddaad jeedsataanna anugu waxaan idiinka cabsan Cadaab Maalin wayn.",وَأَنِ اسْتَغْفِرُوا رَبَّكُمْ ثُمَّ تُوبُوا إِلَيْهِ يُمَتِّعْكُم مَّتَاعًا حَسَنًا إِلَىٰ أَجَلٍ مُّسَمًّى وَيُؤْتِ كُلَّ ذِي فَضْلٍ فَضْلَهُ ۖ وَإِن تَوَلَّوْا فَإِنِّي أَخَافُ عَلَيْكُمْ عَذَابَ يَوْمٍ كَبِيرٍ,Hud—هود,Hud,public://sura_images/11.png,public://quran_images/11_3.png
Ayah 1477so,4,11,1477,4,xagga Eebaa noqoshadiinnu tahay wax kastana wuu karaa.,إِلَى اللَّهِ مَرْجِعُكُمْ ۖ وَهُوَ عَلَىٰ كُلِّ شَيْءٍ قَدِيرٌ,Hud—هود,Hud,public://sura_images/11.png,public://quran_images/11_4.png
Ayah 1478so,4,11,1478,5,"waxay iilayaan Laabtooda inay iska qariyaan Eebe, markay isku dadi maryahooda waa ogyahay Eebe waxay qarsan iyo waxay Muujin, illeen Eebe waa igyahay waxa laabta ku sugane.",أَلَا إِنَّهُمْ يَثْنُونَ صُدُورَهُمْ لِيَسْتَخْفُوا مِنْهُ ۚ أَلَا حِينَ يَسْتَغْشُونَ ثِيَابَهُمْ يَعْلَمُ مَا يُسِرُّونَ وَمَا يُعْلِنُونَ ۚ إِنَّهُ عَلِيمٌ بِذَاتِ الصُّدُورِ,Hud—هود,Hud,public://sura_images/11.png,public://quran_images/11_5.png
Ayah 1479so,4,11,1479,6,Dhul socod kasta Risqigeedu wuxuu saaranyahay Eebe wuxuuna ogyahay meejey ku Hoyan ooy u dheelman dhammaanna Kitaab Cad yey ku suganyihiin.,۞ وَمَا مِن دَابَّةٍ فِي الْأَرْضِ إِلَّا عَلَى اللَّهِ رِزْقُهَا وَيَعْلَمُ مُسْتَقَرَّهَا وَمُسْتَوْدَعَهَا ۚ كُلٌّ فِي كِتَابٍ مُّبِينٍ,Hud—هود,Hud,public://sura_images/11.png,public://quran_images/11_6.png
