Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_ar,sura name,meaning,sura images,ayah_image,content_ja
,19,6,915,126,وَهَٰذَا صِرَاطُ رَبِّكَ مُسْتَقِيمًا ۗ قَدْ فَصَّلْنَا الْآيَاتِ لِقَوْمٍ يَذَّكَّرُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_126.png,これがあなたの主の道，正しい道である。われは訓戒を受け入れようとする民のために，印を詳細に示す。
,19,6,916,127,۞ لَهُمْ دَارُ السَّلَامِ عِندَ رَبِّهِمْ ۖ وَهُوَ وَلِيُّهُم بِمَا كَانُوا يَعْمَلُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_127.png,かれらは，主の御許に平安な住まいを得る。かれは，かれらの行った（正しい行いの）ためにかれらの保護者となられる。
,19,6,917,128,وَيَوْمَ يَحْشُرُهُمْ جَمِيعًا يَا مَعْشَرَ الْجِنِّ قَدِ اسْتَكْثَرْتُم مِّنَ الْإِنسِ ۖ وَقَالَ أَوْلِيَاؤُهُم مِّنَ الْإِنسِ رَبَّنَا اسْتَمْتَعَ بَعْضُنَا بِبَعْضٍ وَبَلَغْنَا أَجَلَنَا الَّذِي أَجَّلْتَ لَنَا ۚ قَالَ النَّارُ مَثْوَاكُمْ خَالِدِينَ فِيهَا إِلَّا مَا شَاءَ اللَّهُ ۗ إِنَّ رَبَّكَ حَكِيمٌ عَلِيمٌ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_128.png,かれが一斉にかれらを召集される日，（主は）「ジンの方々よ，あなたがたは人びとの多くを惑わせたのである。」（と仰せられよう。）人びとの中，かれら（ジン）の友がいて言う。「主よ，あたしたちは互いに利用し合いましたが，あなたがわたしたちに定められた期限が到来しました。」かれは仰せられよう。「業火があなたがたの住まいである。」アッラーの御好みになる限り，永遠にその中に住むであろう。本当にあなたの主は英明にして全知であられる。
,19,6,918,129,وَكَذَٰلِكَ نُوَلِّي بَعْضَ الظَّالِمِينَ بَعْضًا بِمَا كَانُوا يَكْسِبُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_129.png,このようにわれは，かれらが行ったことのために，不義の徒は不義の徒同志で近寄らせる。
,19,6,919,130,يَا مَعْشَرَ الْجِنِّ وَالْإِنسِ أَلَمْ يَأْتِكُمْ رُسُلٌ مِّنكُمْ يَقُصُّونَ عَلَيْكُمْ آيَاتِي وَيُنذِرُونَكُمْ لِقَاءَ يَوْمِكُمْ هَٰذَا ۚ قَالُوا شَهِدْنَا عَلَىٰ أَنفُسِنَا ۖ وَغَرَّتْهُمُ الْحَيَاةُ الدُّنْيَا وَشَهِدُوا عَلَىٰ أَنفُسِهِمْ أَنَّهُمْ كَانُوا كَافِرِينَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_130.png,「ジンと人間の方々よ，あなたがたの間から挙られた使徒たちが，あなたがたの許に来て，わが印をあなたがたのもとに復唱し，あなたがたのこの日の会見に就いて，警告しなかったのか。」かれらは申し上げるであろう。「わたしたちは，自分の意に反し証言いたします。」本当に現世の生活がかられを感わせ，自分が不信者であったことを，自分の意に反して証言する。
,19,6,920,131,ذَٰلِكَ أَن لَّمْ يَكُن رَّبُّكَ مُهْلِكَ الْقُرَىٰ بِظُلْمٍ وَأَهْلُهَا غَافِلُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_131.png,これはあなたの主がその民の（犯した不義を自ら）意識しない中に，乱りに町を滅ぼされないためである。
,19,6,921,132,وَلِكُلٍّ دَرَجَاتٌ مِّمَّا عَمِلُوا ۚ وَمَا رَبُّكَ بِغَافِلٍ عَمَّا يَعْمَلُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_132.png,各人にはその行ったことに応じて，種々の等級があろう。あなたの主は，かれらの行ったことを見逃しになさらない。
,19,6,922,133,وَرَبُّكَ الْغَنِيُّ ذُو الرَّحْمَةِ ۚ إِن يَشَأْ يُذْهِبْكُمْ وَيَسْتَخْلِفْ مِن بَعْدِكُم مَّا يَشَاءُ كَمَا أَنشَأَكُم مِّن ذُرِّيَّةِ قَوْمٍ آخَرِينَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_133.png,あなたの主は満ち足られる御方，慈悲深き主であられる。もしかれが御好みになられるならば，あなたがたを追放することも出采，御心に適う者にあなたがたを継がせられる。丁度外の民の子孫から，あなたがたを興されたように。
,19,6,923,134,إِنَّ مَا تُوعَدُونَ لَآتٍ ۖ وَمَا أَنتُم بِمُعْجِزِينَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_134.png,本当にあなたがたに約束されたことは必ず到来する。あなたがたは（それを）逃がれることは出来ない。
,19,6,924,135,قُلْ يَا قَوْمِ اعْمَلُوا عَلَىٰ مَكَانَتِكُمْ إِنِّي عَامِلٌ ۖ فَسَوْفَ تَعْلَمُونَ مَن تَكُونُ لَهُ عَاقِبَةُ الدَّارِ ۗ إِنَّهُ لَا يُفْلِحُ الظَّالِمُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_135.png,言ってやるがいい。「わたしの人びとよ，あなたがたの仕方で行いなさい。わたしもまた（わたしの務めを）行う。あなたがたはこの終局の住まいが，誰のものかをやがて知ろう。不義を行う者は，決して成功しないであろう。」
,19,6,925,136,وَجَعَلُوا لِلَّهِ مِمَّا ذَرَأَ مِنَ الْحَرْثِ وَالْأَنْعَامِ نَصِيبًا فَقَالُوا هَٰذَا لِلَّهِ بِزَعْمِهِمْ وَهَٰذَا لِشُرَكَائِنَا ۖ فَمَا كَانَ لِشُرَكَائِهِمْ فَلَا يَصِلُ إِلَى اللَّهِ ۖ وَمَا كَانَ لِلَّهِ فَهُوَ يَصِلُ إِلَىٰ شُرَكَائِهِمْ ۗ سَاءَ مَا يَحْكُمُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_136.png,かれらは，アッラーが創られた穀物と家畜の一部分を勝手な空想によって（供えて），「これはアッラーに，そしてこれはわたしたちの神々に。」と言う。だが神々に供えたものはアッラーには達しない。そしてアッラーに供えたものが，かれらの神々に達する。かれらの判断こそ災いである。
,19,6,926,137,وَكَذَٰلِكَ زَيَّنَ لِكَثِيرٍ مِّنَ الْمُشْرِكِينَ قَتْلَ أَوْلَادِهِمْ شُرَكَاؤُهُمْ لِيُرْدُوهُمْ وَلِيَلْبِسُوا عَلَيْهِمْ دِينَهُمْ ۖ وَلَوْ شَاءَ اللَّهُ مَا فَعَلُوهُ ۖ فَذَرْهُمْ وَمَا يَفْتَرُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_137.png,こうしてかれらの神々は，多くの多神教徒を魅了してかれらの子女を殺すようにしむけた。これはかれらを滅ぼし，また人々の宗教を混乱させるためである。もしアッラーの御心があれば，かれらはそうしなかったであろう。だからかれらとその捏造したものを放って置け。
,19,6,927,138,وَقَالُوا هَٰذِهِ أَنْعَامٌ وَحَرْثٌ حِجْرٌ لَّا يَطْعَمُهَا إِلَّا مَن نَّشَاءُ بِزَعْمِهِمْ وَأَنْعَامٌ حُرِّمَتْ ظُهُورُهَا وَأَنْعَامٌ لَّا يَذْكُرُونَ اسْمَ اللَّهِ عَلَيْهَا افْتِرَاءً عَلَيْهِ ۚ سَيَجْزِيهِم بِمَا كَانُوا يَفْتَرُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_138.png,またかれらは「これこれの家畜と穀物は禁じられる。わたしたちが許す者の外に，誰も食べることは出来ない。」などとかれらの勝手な決断により，背中が禁忌になっている家蓄，また（屠殺にさいし）それに，アッラーの御名を唱えない家畜などと（捏造して）言う。（これらは凡て）かれに対する捏造である。かれはこの捏造に照らし，やがて報われるであろう。
,19,6,928,139,وَقَالُوا مَا فِي بُطُونِ هَٰذِهِ الْأَنْعَامِ خَالِصَةٌ لِّذُكُورِنَا وَمُحَرَّمٌ عَلَىٰ أَزْوَاجِنَا ۖ وَإِن يَكُن مَّيْتَةً فَهُمْ فِيهِ شُرَكَاءُ ۚ سَيَجْزِيهِمْ وَصْفَهُمْ ۚ إِنَّهُ حَكِيمٌ عَلِيمٌ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_139.png,またかれらは言う。「この家畜の胎内にあるものは，わたしたち男の専用であり，わたしたちの女には禁じられる。だが死産の場合は，誰でも皆それにあずかれる。」かれは，かれらの虚構に対しやがて報われる。本当にかれは英明にして全知であられる。
,19,6,929,140,قَدْ خَسِرَ الَّذِينَ قَتَلُوا أَوْلَادَهُمْ سَفَهًا بِغَيْرِ عِلْمٍ وَحَرَّمُوا مَا رَزَقَهُمُ اللَّهُ افْتِرَاءً عَلَى اللَّهِ ۚ قَدْ ضَلُّوا وَمَا كَانُوا مُهْتَدِينَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_140.png,無知のため愚かにもその女児を殺し，アッラーがかれらに与えられたものを禁じ，またアッラーに対し捏造する者たちは，正に失敗者である。かれらは確かに迷った者で，正しく導かれない。
,19,6,930,141,۞ وَهُوَ الَّذِي أَنشَأَ جَنَّاتٍ مَّعْرُوشَاتٍ وَغَيْرَ مَعْرُوشَاتٍ وَالنَّخْلَ وَالزَّرْعَ مُخْتَلِفًا أُكُلُهُ وَالزَّيْتُونَ وَالرُّمَّانَ مُتَشَابِهًا وَغَيْرَ مُتَشَابِهٍ ۚ كُلُوا مِن ثَمَرِهِ إِذَا أَثْمَرَ وَآتُوا حَقَّهُ يَوْمَ حَصَادِهِ ۖ وَلَا تُسْرِفُوا ۚ إِنَّهُ لَا يُحِبُّ الْمُسْرِفِينَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_141.png,かれこそは棚を備えた果樹園，また棚のない果樹園を創られる御方であり，またナツメヤシや様々な味の異なった農作物，とオリーブ，ザクロその外同類異種のものをも（創られた御方である）。実が熟したならば食べなさい。収穫の日には，定めの喜捨を供出し，浪費してはならない。本当にかれは，浪費の徒を御愛でになられない。
,19,6,931,142,وَمِنَ الْأَنْعَامِ حَمُولَةً وَفَرْشًا ۚ كُلُوا مِمَّا رَزَقَكُمُ اللَّهُ وَلَا تَتَّبِعُوا خُطُوَاتِ الشَّيْطَانِ ۚ إِنَّهُ لَكُمْ عَدُوٌّ مُّبِينٌ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_142.png,また，家畜のあるものは荷を負い，あるものは食用である。アッラーがあなたがたに与えるものを食べ，悪魔の歩みに従ってはならない。かれはあなたがたにとって，公然の敵である。
,19,6,932,143,ثَمَانِيَةَ أَزْوَاجٍ ۖ مِّنَ الضَّأْنِ اثْنَيْنِ وَمِنَ الْمَعْزِ اثْنَيْنِ ۗ قُلْ آلذَّكَرَيْنِ حَرَّمَ أَمِ الْأُنثَيَيْنِ أَمَّا اشْتَمَلَتْ عَلَيْهِ أَرْحَامُ الْأُنثَيَيْنِ ۖ نَبِّئُونِي بِعِلْمٍ إِن كُنتُمْ صَادِقِينَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_143.png,羊2対とヤギ2対からなる8頭の雌雄。言ってやるがいい。「かれは，2雄または2雌，と2雌の胎内にあるものの，どれを禁じられたのか。あなたがたが誠実ならは，知っているところをわたしに告げなさい。」
,19,6,933,144,وَمِنَ الْإِبِلِ اثْنَيْنِ وَمِنَ الْبَقَرِ اثْنَيْنِ ۗ قُلْ آلذَّكَرَيْنِ حَرَّمَ أَمِ الْأُنثَيَيْنِ أَمَّا اشْتَمَلَتْ عَلَيْهِ أَرْحَامُ الْأُنثَيَيْنِ ۖ أَمْ كُنتُمْ شُهَدَاءَ إِذْ وَصَّاكُمُ اللَّهُ بِهَٰذَا ۚ فَمَنْ أَظْلَمُ مِمَّنِ افْتَرَىٰ عَلَى اللَّهِ كَذِبًا لِّيُضِلَّ النَّاسَ بِغَيْرِ عِلْمٍ ۗ إِنَّ اللَّهَ لَا يَهْدِي الْقَوْمَ الظَّالِمِينَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_144.png,また，ラクダ2対と牛2対。言ってやるがいい。「かれは，2雄または2雌，と2雌の胎内にあるもののどれを，禁じられたのか。アッラーがこれをあなたがたに命じられる時，あなたがたはその場にいたのか。知識もなく人を迷わせるために，アッラーに就いて虚偽を捏造するより，甚たしい不義があろうか。誠にアッラーは，不義を行う民を導かれない。」
,19,6,934,145,قُل لَّا أَجِدُ فِي مَا أُوحِيَ إِلَيَّ مُحَرَّمًا عَلَىٰ طَاعِمٍ يَطْعَمُهُ إِلَّا أَن يَكُونَ مَيْتَةً أَوْ دَمًا مَّسْفُوحًا أَوْ لَحْمَ خِنزِيرٍ فَإِنَّهُ رِجْسٌ أَوْ فِسْقًا أُهِلَّ لِغَيْرِ اللَّهِ بِهِ ۚ فَمَنِ اضْطُرَّ غَيْرَ بَاغٍ وَلَا عَادٍ فَإِنَّ رَبَّكَ غَفُورٌ رَّحِيمٌ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_145.png,言ってやるがいい。「わたしに啓示されたものには，食べ度いのに食べることを禁じられたものはない。只死肉，流れ出る血，豚肉――それは不浄である――とアッラー以外の名が唱えられたものは除かれる。だが止むを得ず，また違犯の意思なく法を越えないものは，本当にあなたの主は，寛容にして慈悲深くあられる。」
,19,6,935,146,وَعَلَى الَّذِينَ هَادُوا حَرَّمْنَا كُلَّ ذِي ظُفُرٍ ۖ وَمِنَ الْبَقَرِ وَالْغَنَمِ حَرَّمْنَا عَلَيْهِمْ شُحُومَهُمَا إِلَّا مَا حَمَلَتْ ظُهُورُهُمَا أَوِ الْحَوَايَا أَوْ مَا اخْتَلَطَ بِعَظْمٍ ۚ ذَٰلِكَ جَزَيْنَاهُم بِبَغْيِهِمْ ۖ وَإِنَّا لَصَادِقُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_146.png,ユダヤの（法に従う）者には，われは凡ての爪のある動物を禁じ，また牛と羊は，その脂を禁じた。只背と内臓に付着し，または骨に連なった脂は，別である。これは，かれらの不正行為に対する応報で，われは本当に真実である。
,19,6,936,147,فَإِن كَذَّبُوكَ فَقُل رَّبُّكُمْ ذُو رَحْمَةٍ وَاسِعَةٍ وَلَا يُرَدُّ بَأْسُهُ عَنِ الْقَوْمِ الْمُجْرِمِينَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_147.png,それでもかれらがあなたを虚言者であるとするなら，言ってやるがいい。「あなたがたの主は慈悲深い主で，凡てを包容なされる方である。だが不義の民は，かれの懲罰は免れられない。」
,19,6,937,148,سَيَقُولُ الَّذِينَ أَشْرَكُوا لَوْ شَاءَ اللَّهُ مَا أَشْرَكْنَا وَلَا آبَاؤُنَا وَلَا حَرَّمْنَا مِن شَيْءٍ ۚ كَذَٰلِكَ كَذَّبَ الَّذِينَ مِن قَبْلِهِمْ حَتَّىٰ ذَاقُوا بَأْسَنَا ۗ قُلْ هَلْ عِندَكُم مِّنْ عِلْمٍ فَتُخْرِجُوهُ لَنَا ۖ إِن تَتَّبِعُونَ إِلَّا الظَّنَّ وَإِنْ أَنتُمْ إِلَّا تَخْرُصُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_148.png,（アッラー以外に神々を） 崇拝する者は言うであろう。「アッラーが御好みになられるならば，わたしたちも祖先も（他の神々を）崇めず，また何も禁じなかったであろうに。」このようにかれら以前の者も，われの懲罰を味わうまでは（真理）を信しなかった。言ってやるがいい。「あなたがたは，果たして知識があるのか。それならわたしたちに現わせ。あなたがたは，只臆測に従うだけ。本当にあなたがたは，真実ではないことを言うに過ぎない。」
,19,6,938,149,قُلْ فَلِلَّهِ الْحُجَّةُ الْبَالِغَةُ ۖ فَلَوْ شَاءَ لَهَدَاكُمْ أَجْمَعِينَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_149.png,言ってやるがいい。「最後の論証は，アッラーに属する。かれが御好みになられるならば，あなたがたを一勢に導かれたであろう。」
,19,6,939,150,قُلْ هَلُمَّ شُهَدَاءَكُمُ الَّذِينَ يَشْهَدُونَ أَنَّ اللَّهَ حَرَّمَ هَٰذَا ۖ فَإِن شَهِدُوا فَلَا تَشْهَدْ مَعَهُمْ ۚ وَلَا تَتَّبِعْ أَهْوَاءَ الَّذِينَ كَذَّبُوا بِآيَاتِنَا وَالَّذِينَ لَا يُؤْمِنُونَ بِالْآخِرَةِ وَهُم بِرَبِّهِمْ يَعْدِلُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_150.png,言ってやろがいい。「アッラーはこれを禁じられたと証言出来る，あなたがたの証人を連れて来なさい。」仮令かれらが証言しても，あなたはかれらと一緒に証言してはならない。またわが印を偽りであるとする者の，虚しい要望に従ってはならない。かれらは来世を信じないで，またかれらの主に同位のものを配する者たちである。
,19,6,940,151,۞ قُلْ تَعَالَوْا أَتْلُ مَا حَرَّمَ رَبُّكُمْ عَلَيْكُمْ ۖ أَلَّا تُشْرِكُوا بِهِ شَيْئًا ۖ وَبِالْوَالِدَيْنِ إِحْسَانًا ۖ وَلَا تَقْتُلُوا أَوْلَادَكُم مِّنْ إِمْلَاقٍ ۖ نَّحْنُ نَرْزُقُكُمْ وَإِيَّاهُمْ ۖ وَلَا تَقْرَبُوا الْفَوَاحِشَ مَا ظَهَرَ مِنْهَا وَمَا بَطَنَ ۖ وَلَا تَقْتُلُوا النَّفْسَ الَّتِي حَرَّمَ اللَّهُ إِلَّا بِالْحَقِّ ۚ ذَٰلِكُمْ وَصَّاكُم بِهِ لَعَلَّكُمْ تَعْقِلُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_151.png,言ってやるがいい。「さて，わたしは主があなたがたに対し禁じられたことを，読誦しよう。かれに何ものでも同位者を配してはならない。両親に孝行であれ。困窮するのを恐れて，あなたがたの子女を殺してはならない。われは，あなたがたもかれらをも養うものである。また公けでも隠れていても，醜い事に近付いてはならない。また，アッラーが神聖化された生命を，権利のため以外には殺害してはならない。このようにかれは命じられた。恐らくあなたがたは理解するであろう。
,19,6,941,152,وَلَا تَقْرَبُوا مَالَ الْيَتِيمِ إِلَّا بِالَّتِي هِيَ أَحْسَنُ حَتَّىٰ يَبْلُغَ أَشُدَّهُ ۖ وَأَوْفُوا الْكَيْلَ وَالْمِيزَانَ بِالْقِسْطِ ۖ لَا نُكَلِّفُ نَفْسًا إِلَّا وُسْعَهَا ۖ وَإِذَا قُلْتُمْ فَاعْدِلُوا وَلَوْ كَانَ ذَا قُرْبَىٰ ۖ وَبِعَهْدِ اللَّهِ أَوْفُوا ۚ ذَٰلِكُمْ وَصَّاكُم بِهِ لَعَلَّكُمْ تَذَكَّرُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_152.png,孤児が成人に達するまでは，最善の管理のための外，あなたがたはその財産に近付いてはならない。また十分に計上し正しく量れ。われは誰にもその能力以上のことを負わせない。またあなたがたが発言する時は，仮令近親（の間柄）でも公正であれ。そしてアッラーとの約束を果しなさい。このようにかれは命じられた。恐らくあなたがたは留意するであろう。
,19,6,942,153,وَأَنَّ هَٰذَا صِرَاطِي مُسْتَقِيمًا فَاتَّبِعُوهُ ۖ وَلَا تَتَّبِعُوا السُّبُلَ فَتَفَرَّقَ بِكُمْ عَن سَبِيلِهِ ۚ ذَٰلِكُمْ وَصَّاكُم بِهِ لَعَلَّكُمْ تَتَّقُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_153.png,本当にこれはわれの正しい道である，それに従いなさい。（外の）道に従ってはならない。それらはかれの道からあなたがたを離れ去らせよう。このようにかれは命じられる。恐らくあなたがたは主を畏れるであろう。」
,19,6,943,154,ثُمَّ آتَيْنَا مُوسَى الْكِتَابَ تَمَامًا عَلَى الَّذِي أَحْسَنَ وَتَفْصِيلًا لِّكُلِّ شَيْءٍ وَهُدًى وَرَحْمَةً لَّعَلَّهُم بِلِقَاءِ رَبِّهِمْ يُؤْمِنُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_154.png,以前，われはムーサーに啓典を授けた。これは善行をする者に対する完全，無欠の啓典であり，凡てのことを詳細に解明し，導きであり， 慈悲である。恐らくかれらは，主との会見を信じるであろう。
,19,6,944,155,وَهَٰذَا كِتَابٌ أَنزَلْنَاهُ مُبَارَكٌ فَاتَّبِعُوهُ وَاتَّقُوا لَعَلَّكُمْ تُرْحَمُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_155.png,だがこれ（クルアーン）は，われが下した祝福された啓典である。だからこれに従って，あなたがたの義務を尽くしなさい。恐らくあなたは，慈悲に浴するであろう。
,19,6,945,156,أَن تَقُولُوا إِنَّمَا أُنزِلَ الْكِتَابُ عَلَىٰ طَائِفَتَيْنِ مِن قَبْلِنَا وَإِن كُنَّا عَن دِرَاسَتِهِمْ لَغَافِلِينَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_156.png,（これは，）あなたがたに，「啓典はわたしたち以前に，唯二つの宗派にだけ下された。わたしたちはかれらの読むものに，不案内であった」と言わせないためである。
,19,6,946,157,أَوْ تَقُولُوا لَوْ أَنَّا أُنزِلَ عَلَيْنَا الْكِتَابُ لَكُنَّا أَهْدَىٰ مِنْهُمْ ۚ فَقَدْ جَاءَكُم بَيِّنَةٌ مِّن رَّبِّكُمْ وَهُدًى وَرَحْمَةٌ ۚ فَمَنْ أَظْلَمُ مِمَّن كَذَّبَ بِآيَاتِ اللَّهِ وَصَدَفَ عَنْهَا ۗ سَنَجْزِي الَّذِينَ يَصْدِفُونَ عَنْ آيَاتِنَا سُوءَ الْعَذَابِ بِمَا كَانُوا يَصْدِفُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_157.png,またあなたがたに「もしわたしたちに啓典が下されたならば，きっとかれらよりもよく導きに従ったであろうに。」と言わせないためである。今あなたがたの主からの明証，と導きと慈悲とが正に(湾?)されている。それでもアッラーの印を偽りであるとして，それから背き去る以上に甚しい不義の徒があろうか。わが印から背き去った者を，われはやがて背き去ったことのために，厳しい懲罰で報いるであろう。
,19,6,947,158,هَلْ يَنظُرُونَ إِلَّا أَن تَأْتِيَهُمُ الْمَلَائِكَةُ أَوْ يَأْتِيَ رَبُّكَ أَوْ يَأْتِيَ بَعْضُ آيَاتِ رَبِّكَ ۗ يَوْمَ يَأْتِي بَعْضُ آيَاتِ رَبِّكَ لَا يَنفَعُ نَفْسًا إِيمَانُهَا لَمْ تَكُنْ آمَنَتْ مِن قَبْلُ أَوْ كَسَبَتْ فِي إِيمَانِهَا خَيْرًا ۗ قُلِ انتَظِرُوا إِنَّا مُنتَظِرُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_158.png,かれらは，只天使たちがやって来るのを待つのか，または主が隠まれるか，または（審判の日の接近を知る）主の印の一部がやって来るのを待つばかりである。主の何らかの印がやって来る日，前もって信仰して善行に励んでいない限り，かれらの信仰が魂に役だつことはないであろう。言ってやるがいい。「あなたがたは待て。わたしも待つものである。」
,19,6,948,159,إِنَّ الَّذِينَ فَرَّقُوا دِينَهُمْ وَكَانُوا شِيَعًا لَّسْتَ مِنْهُمْ فِي شَيْءٍ ۚ إِنَّمَا أَمْرُهُمْ إِلَى اللَّهِ ثُمَّ يُنَبِّئُهُم بِمَا كَانُوا يَفْعَلُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_159.png,かれらの教えから離れて分派した者に就いては，あなたは少しも関わりはない。かれらのことは，アッラーの御手に委ねよ。かれはその行ったことを，間もなくかれらに告げ知らせられる。
,19,6,949,160,مَن جَاءَ بِالْحَسَنَةِ فَلَهُ عَشْرُ أَمْثَالِهَا ۖ وَمَن جَاءَ بِالسَّيِّئَةِ فَلَا يُجْزَىٰ إِلَّا مِثْلَهَا وَهُمْ لَا يُظْلَمُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_160.png,善いことを行う者は，それと同じようなものを10倍にして頂ける。だが悪いことを行う者には，それと等しい応報だけで，かれらは不当に扱われることはないであろう。
,19,6,950,161,قُلْ إِنَّنِي هَدَانِي رَبِّي إِلَىٰ صِرَاطٍ مُّسْتَقِيمٍ دِينًا قِيَمًا مِّلَّةَ إِبْرَاهِيمَ حَنِيفًا ۚ وَمَا كَانَ مِنَ الْمُشْرِكِينَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_161.png,言ってやるがいい。「本当に主は，わたしを正しい道，真実の教え，純正なイブラーヒームの信仰に導かれる。かれは多神教徒の仲間ではなかった。」
,19,6,951,162,قُلْ إِنَّ صَلَاتِي وَنُسُكِي وَمَحْيَايَ وَمَمَاتِي لِلَّهِ رَبِّ الْعَالَمِينَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_162.png,（祈って） 言ってやるがいい。「わたしの礼拝と奉仕，わたしの生と死は，万有の主，アッラーのためである。
,19,6,952,163,لَا شَرِيكَ لَهُ ۖ وَبِذَٰلِكَ أُمِرْتُ وَأَنَا أَوَّلُ الْمُسْلِمِينَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_163.png,かれに同位者はありません。このように命じられたわたしは，ムスリムの先き駆けである。」
,19,6,953,164,قُلْ أَغَيْرَ اللَّهِ أَبْغِي رَبًّا وَهُوَ رَبُّ كُلِّ شَيْءٍ ۚ وَلَا تَكْسِبُ كُلُّ نَفْسٍ إِلَّا عَلَيْهَا ۚ وَلَا تَزِرُ وَازِرَةٌ وِزْرَ أُخْرَىٰ ۚ ثُمَّ إِلَىٰ رَبِّكُم مَّرْجِعُكُمْ فَيُنَبِّئُكُم بِمَا كُنتُمْ فِيهِ تَخْتَلِفُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_164.png,言ってやるがいい。「アッラーは凡てのものの主であられる。あたしがかれ以外に主を求めようか。」各人はその行いに対する以外に，報酬はないのである。重荷を負う者は，外の者の重荷を負わない。やがてあなたがたは，主の御許に帰るのである，その時かれはあなたがたの争ったことに就いて，告げ知らせられる。
,19,6,954,165,وَهُوَ الَّذِي جَعَلَكُمْ خَلَائِفَ الْأَرْضِ وَرَفَعَ بَعْضَكُمْ فَوْقَ بَعْضٍ دَرَجَاتٍ لِّيَبْلُوَكُمْ فِي مَا آتَاكُمْ ۗ إِنَّ رَبَّكَ سَرِيعُ الْعِقَابِ وَإِنَّهُ لَغَفُورٌ رَّحِيمٌ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_165.png,かれこそはあなたがたを地上の（かれの）代理者となされ，またある者を外よりも，位階を高められる御方である。それは与えたものによって，あなたがたを試みられるためである。あなたの主は懲罰する際は極めて速い。しかし，本当にかれは寛容にして慈悲深くあられる。
,19,7,955,1,بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ المص,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_1.png,アリフ・ラーム・ミーム・サード。
