Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_ar,sura name,meaning,sura images,ayah_image, content_en_si
Ayah 8448,2,18,2212,72,قَالَ أَلَمْ أَقُلْ إِنَّكَ لَن تَسْتَطِيعَ مَعِيَ صَبْرًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_72.png,"[Al-Khidh r] said, ""Did I not say that with me you would never be able to have patience?"""
Ayah 8449,2,18,2213,73,قَالَ لَا تُؤَاخِذْنِي بِمَا نَسِيتُ وَلَا تُرْهِقْنِي مِنْ أَمْرِي عُسْرًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_73.png,"[Moses] said, ""Do not blame me for what I forgot and do not cover me in my matter with difficulty."""
Ayah 8450,2,18,2214,74,فَانطَلَقَا حَتَّىٰ إِذَا لَقِيَا غُلَامًا فَقَتَلَهُ قَالَ أَقَتَلْتَ نَفْسًا زَكِيَّةً بِغَيْرِ نَفْسٍ لَّقَدْ جِئْتَ شَيْئًا نُّكْرًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_74.png,"So they set out, until when they met a boy, al-Khidh r killed him. [Moses] said, ""Have you killed a pure soul for other than [having killed] a soul? You have certainly done a deplorable thing."""
Ayah 8451,2,18,2215,75,۞ قَالَ أَلَمْ أَقُل لَّكَ إِنَّكَ لَن تَسْتَطِيعَ مَعِيَ صَبْرًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_75.png,"[Al-Khidh r] said, ""Did I not tell you that with me you would never be able to have patience?"""
Ayah 8452,2,18,2216,76,قَالَ إِن سَأَلْتُكَ عَن شَيْءٍ بَعْدَهَا فَلَا تُصَاحِبْنِي ۖ قَدْ بَلَغْتَ مِن لَّدُنِّي عُذْرًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_76.png,"[Moses] said, ""If I should ask you about anything after this, then do not keep me as a companion. You have obtained from me an excuse."""
Ayah 8453,2,18,2217,77,فَانطَلَقَا حَتَّىٰ إِذَا أَتَيَا أَهْلَ قَرْيَةٍ اسْتَطْعَمَا أَهْلَهَا فَأَبَوْا أَن يُضَيِّفُوهُمَا فَوَجَدَا فِيهَا جِدَارًا يُرِيدُ أَن يَنقَضَّ فَأَقَامَهُ ۖ قَالَ لَوْ شِئْتَ لَاتَّخَذْتَ عَلَيْهِ أَجْرًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_77.png,"So they set out, until when they came to the people of a town, they asked its people for food, but they refused to offer them hospitality. And they found therein a wall about to collapse, so al-Khidh r restored it. [Moses] said, ""If you wished, you could have taken for it a payment."""
Ayah 8454,2,18,2218,78,قَالَ هَٰذَا فِرَاقُ بَيْنِي وَبَيْنِكَ ۚ سَأُنَبِّئُكَ بِتَأْوِيلِ مَا لَمْ تَسْتَطِع عَّلَيْهِ صَبْرًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_78.png,"[Al-Khidh r] said, ""This is parting between me and you. I will inform you of the interpretation of that about which you could not have patience."
Ayah 8455,2,18,2219,79,أَمَّا السَّفِينَةُ فَكَانَتْ لِمَسَاكِينَ يَعْمَلُونَ فِي الْبَحْرِ فَأَرَدتُّ أَنْ أَعِيبَهَا وَكَانَ وَرَاءَهُم مَّلِكٌ يَأْخُذُ كُلَّ سَفِينَةٍ غَصْبًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_79.png,"As for the ship, it belonged to poor people working at sea. So I intended to cause defect in it as there was after them a king who seized every [good] ship by force."
Ayah 8456,2,18,2220,80,وَأَمَّا الْغُلَامُ فَكَانَ أَبَوَاهُ مُؤْمِنَيْنِ فَخَشِينَا أَن يُرْهِقَهُمَا طُغْيَانًا وَكُفْرًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_80.png,"And as for the boy, his parents were believers, and we feared that he would overburden them by transgression and disbelief."
Ayah 8457,2,18,2221,81,فَأَرَدْنَا أَن يُبْدِلَهُمَا رَبُّهُمَا خَيْرًا مِّنْهُ زَكَاةً وَأَقْرَبَ رُحْمًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_81.png,So we intended that their Lord should substitute for them one better than him in purity and nearer to mercy.
Ayah 8458,2,18,2222,82,وَأَمَّا الْجِدَارُ فَكَانَ لِغُلَامَيْنِ يَتِيمَيْنِ فِي الْمَدِينَةِ وَكَانَ تَحْتَهُ كَنزٌ لَّهُمَا وَكَانَ أَبُوهُمَا صَالِحًا فَأَرَادَ رَبُّكَ أَن يَبْلُغَا أَشُدَّهُمَا وَيَسْتَخْرِجَا كَنزَهُمَا رَحْمَةً مِّن رَّبِّكَ ۚ وَمَا فَعَلْتُهُ عَنْ أَمْرِي ۚ ذَٰلِكَ تَأْوِيلُ مَا لَمْ تَسْطِع عَّلَيْهِ صَبْرًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_82.png,"And as for the wall, it belonged to two orphan boys in the city, and there was beneath it a treasure for them, and their father had been righteous. So your Lord intended that they reach maturity and extract their treasure, as a mercy from your Lord. And I did it not of my own accord. That is the interpretation of that about which you could not have patience."""
Ayah 8459,2,18,2223,83,وَيَسْأَلُونَكَ عَن ذِي الْقَرْنَيْنِ ۖ قُلْ سَأَتْلُو عَلَيْكُم مِّنْهُ ذِكْرًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_83.png,"And they ask you, [O Muhammad], about Dhul-Qarnayn. Say, ""I will recite to you about him a report."""
Ayah 8460,2,18,2224,84,إِنَّا مَكَّنَّا لَهُ فِي الْأَرْضِ وَآتَيْنَاهُ مِن كُلِّ شَيْءٍ سَبَبًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_84.png,"Indeed We established him upon the earth, and We gave him to everything a way."
Ayah 8461,2,18,2225,85,فَأَتْبَعَ سَبَبًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_85.png,So he followed a way
Ayah 8462,2,18,2226,86,حَتَّىٰ إِذَا بَلَغَ مَغْرِبَ الشَّمْسِ وَجَدَهَا تَغْرُبُ فِي عَيْنٍ حَمِئَةٍ وَوَجَدَ عِندَهَا قَوْمًا ۗ قُلْنَا يَا ذَا الْقَرْنَيْنِ إِمَّا أَن تُعَذِّبَ وَإِمَّا أَن تَتَّخِذَ فِيهِمْ حُسْنًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_86.png,"Until, when he reached the setting of the sun, he found it [as if] setting in a spring of dark mud, and he found near it a people. Allah said, ""O Dhul-Qarnayn, either you punish [them] or else adopt among them [a way of] goodness."""
Ayah 8463,2,18,2227,87,قَالَ أَمَّا مَن ظَلَمَ فَسَوْفَ نُعَذِّبُهُ ثُمَّ يُرَدُّ إِلَىٰ رَبِّهِ فَيُعَذِّبُهُ عَذَابًا نُّكْرًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_87.png,"He said, ""As for one who wrongs, we will punish him. Then he will be returned to his Lord, and He will punish him with a terrible punishment."
Ayah 8464,2,18,2228,88,وَأَمَّا مَنْ آمَنَ وَعَمِلَ صَالِحًا فَلَهُ جَزَاءً الْحُسْنَىٰ ۖ وَسَنَقُولُ لَهُ مِنْ أَمْرِنَا يُسْرًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_88.png,"But as for one who believes and does righteousness, he will have a reward of Paradise, and we will speak to him from our command with ease."""
Ayah 8465,2,18,2229,89,ثُمَّ أَتْبَعَ سَبَبًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_89.png,Then he followed a way
Ayah 8466,2,18,2230,90,حَتَّىٰ إِذَا بَلَغَ مَطْلِعَ الشَّمْسِ وَجَدَهَا تَطْلُعُ عَلَىٰ قَوْمٍ لَّمْ نَجْعَل لَّهُم مِّن دُونِهَا سِتْرًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_90.png,"Until, when he came to the rising of the sun, he found it rising on a people for whom We had not made against it any shield."
Ayah 8467,2,18,2231,91,كَذَٰلِكَ وَقَدْ أَحَطْنَا بِمَا لَدَيْهِ خُبْرًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_91.png,Thus. And We had encompassed [all] that he had in knowledge.
Ayah 8468,2,18,2232,92,ثُمَّ أَتْبَعَ سَبَبًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_92.png,Then he followed a way
Ayah 8469,2,18,2233,93,حَتَّىٰ إِذَا بَلَغَ بَيْنَ السَّدَّيْنِ وَجَدَ مِن دُونِهِمَا قَوْمًا لَّا يَكَادُونَ يَفْقَهُونَ قَوْلًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_93.png,"Until, when he reached [a pass] between two mountains, he found beside them a people who could hardly understand [his] speech."
Ayah 8470,2,18,2234,94,قَالُوا يَا ذَا الْقَرْنَيْنِ إِنَّ يَأْجُوجَ وَمَأْجُوجَ مُفْسِدُونَ فِي الْأَرْضِ فَهَلْ نَجْعَلُ لَكَ خَرْجًا عَلَىٰ أَن تَجْعَلَ بَيْنَنَا وَبَيْنَهُمْ سَدًّا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_94.png,"They said, ""O Dhul-Qarnayn, indeed Gog and Magog are [great] corrupters in the land. So may we assign for you an expenditure that you might make between us and them a barrier?"""
Ayah 8471,2,18,2235,95,قَالَ مَا مَكَّنِّي فِيهِ رَبِّي خَيْرٌ فَأَعِينُونِي بِقُوَّةٍ أَجْعَلْ بَيْنَكُمْ وَبَيْنَهُمْ رَدْمًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_95.png,"He said, ""That in which my Lord has established me is better [than what you offer], but assist me with strength; I will make between you and them a dam."
Ayah 8472,2,18,2236,96,آتُونِي زُبَرَ الْحَدِيدِ ۖ حَتَّىٰ إِذَا سَاوَىٰ بَيْنَ الصَّدَفَيْنِ قَالَ انفُخُوا ۖ حَتَّىٰ إِذَا جَعَلَهُ نَارًا قَالَ آتُونِي أُفْرِغْ عَلَيْهِ قِطْرًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_96.png,"Bring me sheets of iron"" - until, when he had leveled [them] between the two mountain walls, he said, ""Blow [with bellows],"" until when he had made it [like] fire, he said, ""Bring me, that I may pour over it molten copper."""
Ayah 8473,2,18,2237,97,فَمَا اسْطَاعُوا أَن يَظْهَرُوهُ وَمَا اسْتَطَاعُوا لَهُ نَقْبًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_97.png,"So Gog and Magog were unable to pass over it, nor were they able [to effect] in it any penetration."
Ayah 8474,2,18,2238,98,قَالَ هَٰذَا رَحْمَةٌ مِّن رَّبِّي ۖ فَإِذَا جَاءَ وَعْدُ رَبِّي جَعَلَهُ دَكَّاءَ ۖ وَكَانَ وَعْدُ رَبِّي حَقًّا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_98.png,"[Dhul-Qarnayn] said, ""This is a mercy from my Lord; but when the promise of my Lord comes, He will make it level, and ever is the promise of my Lord true."""
Ayah 8475,2,18,2239,99,۞ وَتَرَكْنَا بَعْضَهُمْ يَوْمَئِذٍ يَمُوجُ فِي بَعْضٍ ۖ وَنُفِخَ فِي الصُّورِ فَجَمَعْنَاهُمْ جَمْعًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_99.png,"And We will leave them that day surging over each other, and [then] the Horn will be blown, and We will assemble them in [one] assembly."
Ayah 8476,2,18,2240,100,وَعَرَضْنَا جَهَنَّمَ يَوْمَئِذٍ لِّلْكَافِرِينَ عَرْضًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_100.png,"And We will present Hell that Day to the Disbelievers, on display -"
Ayah 8477,2,18,2241,101,الَّذِينَ كَانَتْ أَعْيُنُهُمْ فِي غِطَاءٍ عَن ذِكْرِي وَكَانُوا لَا يَسْتَطِيعُونَ سَمْعًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_101.png,"Those whose eyes had been within a cover [removed] from My remembrance, and they were not able to hear."
Ayah 8478,2,18,2242,102,أَفَحَسِبَ الَّذِينَ كَفَرُوا أَن يَتَّخِذُوا عِبَادِي مِن دُونِي أَوْلِيَاءَ ۚ إِنَّا أَعْتَدْنَا جَهَنَّمَ لِلْكَافِرِينَ نُزُلًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_102.png,"Then do those who disbelieve think that they can take My servants instead of Me as allies? Indeed, We have prepared Hell for the disbelievers as a lodging."
Ayah 8479,2,18,2243,103,قُلْ هَلْ نُنَبِّئُكُم بِالْأَخْسَرِينَ أَعْمَالًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_103.png,"Say, [O Muhammad], ""Shall we [believers] inform you of the greatest losers as to [their] deeds?"
Ayah 8480,2,18,2244,104,الَّذِينَ ضَلَّ سَعْيُهُمْ فِي الْحَيَاةِ الدُّنْيَا وَهُمْ يَحْسَبُونَ أَنَّهُمْ يُحْسِنُونَ صُنْعًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_104.png,"[They are] those whose effort is lost in worldly life, while they think that they are doing well in work."""
Ayah 8481,2,18,2245,105,أُولَٰئِكَ الَّذِينَ كَفَرُوا بِآيَاتِ رَبِّهِمْ وَلِقَائِهِ فَحَبِطَتْ أَعْمَالُهُمْ فَلَا نُقِيمُ لَهُمْ يَوْمَ الْقِيَامَةِ وَزْنًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_105.png,"Those are the ones who disbelieve in the verses of their Lord and in [their] meeting Him, so their deeds have become worthless; and We will not assign to them on the Day of Resurrection any importance."
Ayah 8482,2,18,2246,106,ذَٰلِكَ جَزَاؤُهُمْ جَهَنَّمُ بِمَا كَفَرُوا وَاتَّخَذُوا آيَاتِي وَرُسُلِي هُزُوًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_106.png,That is their recompense - Hell - for what they denied and [because] they took My signs and My messengers in ridicule.
Ayah 8483,2,18,2247,107,إِنَّ الَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ كَانَتْ لَهُمْ جَنَّاتُ الْفِرْدَوْسِ نُزُلًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_107.png,"Indeed, those who have believed and done righteous deeds - they will have the Gardens of Paradise as a lodging,"
Ayah 8484,2,18,2248,108,خَالِدِينَ فِيهَا لَا يَبْغُونَ عَنْهَا حِوَلًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_108.png,Wherein they abide eternally. They will not desire from it any transfer.
Ayah 8485,2,18,2249,109,قُل لَّوْ كَانَ الْبَحْرُ مِدَادًا لِّكَلِمَاتِ رَبِّي لَنَفِدَ الْبَحْرُ قَبْلَ أَن تَنفَدَ كَلِمَاتُ رَبِّي وَلَوْ جِئْنَا بِمِثْلِهِ مَدَدًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_109.png,"Say, ""If the sea were ink for [writing] the words of my Lord, the sea would be exhausted before the words of my Lord were exhausted, even if We brought the like of it as a supplement."""
Ayah 8486,2,18,2250,110,قُلْ إِنَّمَا أَنَا بَشَرٌ مِّثْلُكُمْ يُوحَىٰ إِلَيَّ أَنَّمَا إِلَٰهُكُمْ إِلَٰهٌ وَاحِدٌ ۖ فَمَن كَانَ يَرْجُو لِقَاءَ رَبِّهِ فَلْيَعْمَلْ عَمَلًا صَالِحًا وَلَا يُشْرِكْ بِعِبَادَةِ رَبِّهِ أَحَدًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_110.png,"Say, ""I am only a man like you, to whom has been revealed that your god is one God. So whoever would hope for the meeting with his Lord - let him do righteous work and not associate in the worship of his Lord anyone."""
Ayah 8487,2,19,2251,1,بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ كهيعص,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_1.png,"Kaf, Ha, Ya, 'Ayn, Sad."
Ayah 8488,2,19,2252,2,ذِكْرُ رَحْمَتِ رَبِّكَ عَبْدَهُ زَكَرِيَّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_2.png,[This is] a mention of the mercy of your Lord to His servant Zechariah
Ayah 8489,2,19,2253,3,إِذْ نَادَىٰ رَبَّهُ نِدَاءً خَفِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_3.png,When he called to his Lord a private supplication.
Ayah 8490,2,19,2254,4,قَالَ رَبِّ إِنِّي وَهَنَ الْعَظْمُ مِنِّي وَاشْتَعَلَ الرَّأْسُ شَيْبًا وَلَمْ أَكُن بِدُعَائِكَ رَبِّ شَقِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_4.png,"He said, ""My Lord, indeed my bones have weakened, and my head has filled with white, and never have I been in my supplication to You, my Lord, unhappy."
Ayah 8491,2,19,2255,5,وَإِنِّي خِفْتُ الْمَوَالِيَ مِن وَرَائِي وَكَانَتِ امْرَأَتِي عَاقِرًا فَهَبْ لِي مِن لَّدُنكَ وَلِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_5.png,"And indeed, I fear the successors after me, and my wife has been barren, so give me from Yourself an heir"
Ayah 8492,2,19,2256,6,يَرِثُنِي وَيَرِثُ مِنْ آلِ يَعْقُوبَ ۖ وَاجْعَلْهُ رَبِّ رَضِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_6.png,"Who will inherit me and inherit from the family of Jacob. And make him, my Lord, pleasing [to You]."""
Ayah 8493,2,19,2257,7,يَا زَكَرِيَّا إِنَّا نُبَشِّرُكَ بِغُلَامٍ اسْمُهُ يَحْيَىٰ لَمْ نَجْعَل لَّهُ مِن قَبْلُ سَمِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_7.png,"[He was told], ""O Zechariah, indeed We give you good tidings of a boy whose name will be John. We have not assigned to any before [this] name."""
Ayah 8494,2,19,2258,8,قَالَ رَبِّ أَنَّىٰ يَكُونُ لِي غُلَامٌ وَكَانَتِ امْرَأَتِي عَاقِرًا وَقَدْ بَلَغْتُ مِنَ الْكِبَرِ عِتِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_8.png,"He said, ""My Lord, how will I have a boy when my wife has been barren and I have reached extreme old age?"""
Ayah 8495,2,19,2259,9,قَالَ كَذَٰلِكَ قَالَ رَبُّكَ هُوَ عَلَيَّ هَيِّنٌ وَقَدْ خَلَقْتُكَ مِن قَبْلُ وَلَمْ تَكُ شَيْئًا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_9.png,"[An angel] said, ""Thus [it will be]; your Lord says, 'It is easy for Me, for I created you before, while you were nothing.' """
Ayah 8496,2,19,2260,10,قَالَ رَبِّ اجْعَل لِّي آيَةً ۚ قَالَ آيَتُكَ أَلَّا تُكَلِّمَ النَّاسَ ثَلَاثَ لَيَالٍ سَوِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_10.png,"[Zechariah] said, ""My Lord, make for me a sign."" He said, ""Your sign is that you will not speak to the people for three nights, [being] sound."""
Ayah 8497,2,19,2261,11,فَخَرَجَ عَلَىٰ قَوْمِهِ مِنَ الْمِحْرَابِ فَأَوْحَىٰ إِلَيْهِمْ أَن سَبِّحُوا بُكْرَةً وَعَشِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_11.png,So he came out to his people from the prayer chamber and signaled to them to exalt [Allah] in the morning and afternoon.
Ayah 8498,2,19,2262,12,يَا يَحْيَىٰ خُذِ الْكِتَابَ بِقُوَّةٍ ۖ وَآتَيْنَاهُ الْحُكْمَ صَبِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_12.png,"[Allah] said, ""O John, take the Scripture with determination."" And We gave him judgement [while yet] a boy"
Ayah 8499,2,19,2263,13,وَحَنَانًا مِّن لَّدُنَّا وَزَكَاةً ۖ وَكَانَ تَقِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_13.png,"And affection from Us and purity, and he was fearing of Allah"
Ayah 8500,2,19,2264,14,وَبَرًّا بِوَالِدَيْهِ وَلَمْ يَكُن جَبَّارًا عَصِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_14.png,"And dutiful to his parents, and he was not a disobedient tyrant."
Ayah 8501,2,19,2265,15,وَسَلَامٌ عَلَيْهِ يَوْمَ وُلِدَ وَيَوْمَ يَمُوتُ وَيَوْمَ يُبْعَثُ حَيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_15.png,And peace be upon him the day he was born and the day he dies and the day he is raised alive.
Ayah 8502,2,19,2266,16,وَاذْكُرْ فِي الْكِتَابِ مَرْيَمَ إِذِ انتَبَذَتْ مِنْ أَهْلِهَا مَكَانًا شَرْقِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_16.png,"And mention, [O Muhammad], in the Book [the story of] Mary, when she withdrew from her family to a place toward the east."
Ayah 8503,2,19,2267,17,فَاتَّخَذَتْ مِن دُونِهِمْ حِجَابًا فَأَرْسَلْنَا إِلَيْهَا رُوحَنَا فَتَمَثَّلَ لَهَا بَشَرًا سَوِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_17.png,"And she took, in seclusion from them, a screen. Then We sent to her Our Angel, and he represented himself to her as a well-proportioned man."
Ayah 8504,2,19,2268,18,قَالَتْ إِنِّي أَعُوذُ بِالرَّحْمَٰنِ مِنكَ إِن كُنتَ تَقِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_18.png,"She said, ""Indeed, I seek refuge in the Most Merciful from you, [so leave me], if you should be fearing of Allah."""
Ayah 8505,2,19,2269,19,قَالَ إِنَّمَا أَنَا رَسُولُ رَبِّكِ لِأَهَبَ لَكِ غُلَامًا زَكِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_19.png,"He said, ""I am only the messenger of your Lord to give you [news of] a pure boy."""
Ayah 8506,2,19,2270,20,قَالَتْ أَنَّىٰ يَكُونُ لِي غُلَامٌ وَلَمْ يَمْسَسْنِي بَشَرٌ وَلَمْ أَكُ بَغِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_20.png,"She said, ""How can I have a boy while no man has touched me and I have not been unchaste?"""
Ayah 8507,2,19,2271,21,قَالَ كَذَٰلِكِ قَالَ رَبُّكِ هُوَ عَلَيَّ هَيِّنٌ ۖ وَلِنَجْعَلَهُ آيَةً لِّلنَّاسِ وَرَحْمَةً مِّنَّا ۚ وَكَانَ أَمْرًا مَّقْضِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_21.png,"He said, ""Thus [it will be]; your Lord says, 'It is easy for Me, and We will make him a sign to the people and a mercy from Us. And it is a matter [already] decreed.' """
Ayah 8508,2,19,2272,22,۞ فَحَمَلَتْهُ فَانتَبَذَتْ بِهِ مَكَانًا قَصِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_22.png,"So she conceived him, and she withdrew with him to a remote place."
Ayah 8509,2,19,2273,23,فَأَجَاءَهَا الْمَخَاضُ إِلَىٰ جِذْعِ النَّخْلَةِ قَالَتْ يَا لَيْتَنِي مِتُّ قَبْلَ هَٰذَا وَكُنتُ نَسْيًا مَّنسِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_23.png,"And the pains of childbirth drove her to the trunk of a palm tree. She said, ""Oh, I wish I had died before this and was in oblivion, forgotten."""
Ayah 8510,2,19,2274,24,فَنَادَاهَا مِن تَحْتِهَا أَلَّا تَحْزَنِي قَدْ جَعَلَ رَبُّكِ تَحْتَكِ سَرِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_24.png,"But he called her from below her, ""Do not grieve; your Lord has provided beneath you a stream."
Ayah 8511,2,19,2275,25,وَهُزِّي إِلَيْكِ بِجِذْعِ النَّخْلَةِ تُسَاقِطْ عَلَيْكِ رُطَبًا جَنِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_25.png,"And shake toward you the trunk of the palm tree; it will drop upon you ripe, fresh dates."
Ayah 8512,2,19,2276,26,فَكُلِي وَاشْرَبِي وَقَرِّي عَيْنًا ۖ فَإِمَّا تَرَيِنَّ مِنَ الْبَشَرِ أَحَدًا فَقُولِي إِنِّي نَذَرْتُ لِلرَّحْمَٰنِ صَوْمًا فَلَنْ أُكَلِّمَ الْيَوْمَ إِنسِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_26.png,"So eat and drink and be contented. And if you see from among humanity anyone, say, 'Indeed, I have vowed to the Most Merciful abstention, so I will not speak today to [any] man.' """
Ayah 8513,2,19,2277,27,فَأَتَتْ بِهِ قَوْمَهَا تَحْمِلُهُ ۖ قَالُوا يَا مَرْيَمُ لَقَدْ جِئْتِ شَيْئًا فَرِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_27.png,"Then she brought him to her people, carrying him. They said, ""O Mary, you have certainly done a thing unprecedented."
Ayah 8514,2,19,2278,28,يَا أُخْتَ هَارُونَ مَا كَانَ أَبُوكِ امْرَأَ سَوْءٍ وَمَا كَانَتْ أُمُّكِ بَغِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_28.png,"O sister of Aaron, your father was not a man of evil, nor was your mother unchaste."""
Ayah 8515,2,19,2279,29,فَأَشَارَتْ إِلَيْهِ ۖ قَالُوا كَيْفَ نُكَلِّمُ مَن كَانَ فِي الْمَهْدِ صَبِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_29.png,"So she pointed to him. They said, ""How can we speak to one who is in the cradle a child?"""
Ayah 8516,2,19,2280,30,قَالَ إِنِّي عَبْدُ اللَّهِ آتَانِيَ الْكِتَابَ وَجَعَلَنِي نَبِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_30.png,"[Jesus] said, ""Indeed, I am the servant of Allah. He has given me the Scripture and made me a prophet."
Ayah 8517,2,19,2281,31,وَجَعَلَنِي مُبَارَكًا أَيْنَ مَا كُنتُ وَأَوْصَانِي بِالصَّلَاةِ وَالزَّكَاةِ مَا دُمْتُ حَيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_31.png,And He has made me blessed wherever I am and has enjoined upon me prayer and zakah as long as I remain alive
Ayah 8518,2,19,2282,32,وَبَرًّا بِوَالِدَتِي وَلَمْ يَجْعَلْنِي جَبَّارًا شَقِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_32.png,"And [made me] dutiful to my mother, and He has not made me a wretched tyrant."
Ayah 8519,2,19,2283,33,وَالسَّلَامُ عَلَيَّ يَوْمَ وُلِدتُّ وَيَوْمَ أَمُوتُ وَيَوْمَ أُبْعَثُ حَيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_33.png,"And peace is on me the day I was born and the day I will die and the day I am raised alive."""
Ayah 8520,2,19,2284,34,ذَٰلِكَ عِيسَى ابْنُ مَرْيَمَ ۚ قَوْلَ الْحَقِّ الَّذِي فِيهِ يَمْتَرُونَ,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_34.png,"That is Jesus, the son of Mary - the word of truth about which they are in dispute."
