Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_ar,sura name,meaning,sura images,ayah_image,content_ug
,12,5,711,42,سَمَّاعُونَ لِلْكَذِبِ أَكَّالُونَ لِلسُّحْتِ ۚ فَإِن جَاءُوكَ فَاحْكُم بَيْنَهُمْ أَوْ أَعْرِضْ عَنْهُمْ ۖ وَإِن تُعْرِضْ عَنْهُمْ فَلَن يَضُرُّوكَ شَيْئًا ۖ وَإِنْ حَكَمْتَ فَاحْكُم بَيْنَهُم بِالْقِسْطِ ۚ إِنَّ اللَّهَ يُحِبُّ الْمُقْسِطِينَ,Al-Maeda--  المائدة,The Table Spread,public://sura_images/5.png,public://quran_images/5_42.png,ئۇلار يالغانغا قۇلاق سالغۇچىلاردۇر، (پارا ۋە جازانىغا ئوخشاش) ھارامنى يېگۈچىلەردۇر. (ئى مۇھەممەد!) ئەگەر ئۇلار سېنىڭ ئالدىڭغا (دەۋالىشىپ كەلسە)، ئۇلارنىڭ ئارىسىدا ھۆكۈم قىلىپ قويساڭ، ياكى ئۇنى رەت قىلساڭ بولىدۇ (يەنى ئۇلارنىڭ ئارىسىدا ھۆكۈم چىقىرىش ياكى ئۇلاردىن يۈز ئۆرۈش سېنىڭ ئىختىيارىڭ)، ئەگەر ئۇلارنى رەت قىلساڭ، ئۇلار ساڭا قىلچە زىيان يەتكۈزەلمەيدۇ (چۈنكى اﷲ سېنى كىشىلەرنىڭ شەررىدىن ساقلايدۇ)، ئەگەر ئۇلارنىڭ ئارىسىدا ھۆكۈم قىلساڭ، ئادىللىق بىلەن ھۆكۈم قىلغىن، اﷲ ھەقىقەتەن ئادىللارنى دوست تۇتىدۇ
,12,5,712,43,وَكَيْفَ يُحَكِّمُونَكَ وَعِندَهُمُ التَّوْرَاةُ فِيهَا حُكْمُ اللَّهِ ثُمَّ يَتَوَلَّوْنَ مِن بَعْدِ ذَٰلِكَ ۚ وَمَا أُولَٰئِكَ بِالْمُؤْمِنِينَ,Al-Maeda--  المائدة,The Table Spread,public://sura_images/5.png,public://quran_images/5_43.png,ئۇلارنىڭ يېنىدا اﷲ نىڭ ھۆكمىنى ئۆز ئىچىگە ئالغان تەۋرات تۇرسا (يەنى تەۋراتتىكى ھۆكۈملەرنى كۆرۈپ تۇرۇپ ئەمەل قىلمايۋاتسا)، (ئى مۇھەممەد) قانداقچە سېنى ھۆكۈم چىقىرىشقا تەكلىپ قىلىدۇ؟ ئاندىن كېيىن (يەنى ھەقىقەت ئاشكارا بولغاندىن كېيىن) سېنىڭ ھۆكمىڭدىن يۈز ئۆرۈيدۇ، ئەنە شۇلار (تەۋراتقىمۇ، ساڭىمۇ) ئىشەنمىگۈچىلەردۇر
,12,5,713,44,إِنَّا أَنزَلْنَا التَّوْرَاةَ فِيهَا هُدًى وَنُورٌ ۚ يَحْكُمُ بِهَا النَّبِيُّونَ الَّذِينَ أَسْلَمُوا لِلَّذِينَ هَادُوا وَالرَّبَّانِيُّونَ وَالْأَحْبَارُ بِمَا اسْتُحْفِظُوا مِن كِتَابِ اللَّهِ وَكَانُوا عَلَيْهِ شُهَدَاءَ ۚ فَلَا تَخْشَوُا النَّاسَ وَاخْشَوْنِ وَلَا تَشْتَرُوا بِآيَاتِي ثَمَنًا قَلِيلًا ۚ وَمَن لَّمْ يَحْكُم بِمَا أَنزَلَ اللَّهُ فَأُولَٰئِكَ هُمُ الْكَافِرُونَ,Al-Maeda--  المائدة,The Table Spread,public://sura_images/5.png,public://quran_images/5_44.png,بىز ھەقىقەتەن (مۇساغا) تەۋراتنى نازىل قىلدۇق، تەۋراتتا (توغرا يولغا يېتەكلەيدىغان) ھىدايەت ۋە نۇر بار، (اﷲ نىڭ ھۆكمىگە) بويسۇنغان پەيغەمبەرلەر يەھۇدىيلار ئارىسىدا (تەۋرات بىلەن) ھۆكۈم قىلىدۇ، (يەھۇدىيلارنىڭ) زاھىتلىرى ۋە ئۆلىمالىرىمۇ (ئۆزگەرتىشتىن) ساقلاشقا بۇيرۇلغان كىتابۇللاھ (يەنى تەۋرات) بويىچە ھۆكۈم قىلىدۇ، ئۇلار تەۋراتنى (ئۆزگەرتىشتىن ساقلاشقا) نازارەتچى ئىدى. (ئى يەھۇدىيلارنىڭ ئۆلىمالىرى!) كىشىلەردىن قورقماڭلار، مەندىن قورقۇڭلار. مېنىڭ ئايەتلىرىمنى ئاز پۇلغا تېگىشمەڭلار (يەنى پۇل - مال، مەنسەپ ۋە پارا ئۈچۈن ئايەتلىرىمنىڭ ھۆكمىنى ئۆزگەرتىۋەتمەڭلار)، كىملەركى اﷲ نازىل قىلغان ئايەتلەر بويىچە ھۆكۈم قىلمايدىكەن، ئۇلار كاپىرلاردۇر
,12,5,714,45,وَكَتَبْنَا عَلَيْهِمْ فِيهَا أَنَّ النَّفْسَ بِالنَّفْسِ وَالْعَيْنَ بِالْعَيْنِ وَالْأَنفَ بِالْأَنفِ وَالْأُذُنَ بِالْأُذُنِ وَالسِّنَّ بِالسِّنِّ وَالْجُرُوحَ قِصَاصٌ ۚ فَمَن تَصَدَّقَ بِهِ فَهُوَ كَفَّارَةٌ لَّهُ ۚ وَمَن لَّمْ يَحْكُم بِمَا أَنزَلَ اللَّهُ فَأُولَٰئِكَ هُمُ الظَّالِمُونَ,Al-Maeda--  المائدة,The Table Spread,public://sura_images/5.png,public://quran_images/5_45.png,ئۇلار (يەنى ئىسرائىل ئەۋلادى) غا تەۋراتتا شۇنداق بەلگىلىدۇقكى، جانغا جان (يەنى ناھەق ئادەم ئۆلتۈرگەن ئۆلتۈرۈلىدۇ)، كۆزگە كۆز (يەنى كىشىنىڭ كۆزىنى ناھەق قۇيۇۋەتكەن ئادەمنىڭ كۆزىنى قۇيۇۋېتىلىدۇ)، بۇرۇنغا بۇرۇن (يەنى كىشىنىڭ بۇرنىنى ناھەق كەسكەننىڭ بۇرنى كېسىلىدۇ)، قۇلاققا قۇلاق (يەنى كىشىنىڭ قۇلىقىنى ناھەق كەسكەننىڭ قۇلىقى كېسىلىدۇ)، چىشقا چىش (يەنى كىشىنىڭ چىشىنى ناھەق تۆككەننىڭ چىشى تۆكۈلىدۇ) ۋە (كىشىنى) قانداق يارىدار قىلغان بولسا شۇنداق يارىدار قىلىنىش بىلەن قىساس ئېلىنىدۇ، كىمكى (جىنايەتچىنى) ئەپۇ قىلسا (يەنى ئۇنىڭدىن قىساس ئالمىسا)، بۇ ئۇنىڭ (گۇناھى) غا كەففارەت بولىدۇ، اﷲ نازىل قىلغان بويىچە ھۆكۈم قىلمايدىغان كىشىلەر زالىملاردۇر
,12,5,715,46,وَقَفَّيْنَا عَلَىٰ آثَارِهِم بِعِيسَى ابْنِ مَرْيَمَ مُصَدِّقًا لِّمَا بَيْنَ يَدَيْهِ مِنَ التَّوْرَاةِ ۖ وَآتَيْنَاهُ الْإِنجِيلَ فِيهِ هُدًى وَنُورٌ وَمُصَدِّقًا لِّمَا بَيْنَ يَدَيْهِ مِنَ التَّوْرَاةِ وَهُدًى وَمَوْعِظَةً لِّلْمُتَّقِينَ,Al-Maeda--  المائدة,The Table Spread,public://sura_images/5.png,public://quran_images/5_46.png,ئۇلارنىڭ (يەنى بەنى ئىسرائىل پەيغەمبەرلىرىنىڭ) ئارقىسىدىن ئۆزىدىن ئىلگىرى نازىل قىلىنغان تەۋراتنى (يەنى ئۇنىڭ اﷲ تەرىپىدىن نازىل قىلىنغانلىقىنى) ئېتىراپ قىلغۇچى ئىسا ئىبن مەريەمنى ئەۋەتتۇق، ئۇنىڭغا ھىدايەت بىلەن نۇرنى ئۆز ئىچىگە ئالغان ئىنجىلنى ئاتا قىلدۇق، (ئىنجىل) ئۆزىدىن ئىلگىرى نازىل قىلىنغان تەۋراتنى ئېتىراپ قىلغۇچىدۇر (يەنى ئۇنىڭغا مۇۋاپىقتۇر)، تەقۋادارلارغا ھىدايەت ۋە پەند - نەسىھەتتۇر
,12,5,716,47,وَلْيَحْكُمْ أَهْلُ الْإِنجِيلِ بِمَا أَنزَلَ اللَّهُ فِيهِ ۚ وَمَن لَّمْ يَحْكُم بِمَا أَنزَلَ اللَّهُ فَأُولَٰئِكَ هُمُ الْفَاسِقُونَ,Al-Maeda--  المائدة,The Table Spread,public://sura_images/5.png,public://quran_images/5_47.png,ئەھلى ئىنجىللار (يەنى ناسارالار) اﷲ ئىنجىلدا نازىل قىلغان ئەھكاملار بويىچە ھۆكۈم قىلسۇن، اﷲ نازىل قىلغان ئايەتلەر بويىچە ھۆكۈم قىلمىغانلار پاسىقلاردۇر
,12,5,717,48,وَأَنزَلْنَا إِلَيْكَ الْكِتَابَ بِالْحَقِّ مُصَدِّقًا لِّمَا بَيْنَ يَدَيْهِ مِنَ الْكِتَابِ وَمُهَيْمِنًا عَلَيْهِ ۖ فَاحْكُم بَيْنَهُم بِمَا أَنزَلَ اللَّهُ ۖ وَلَا تَتَّبِعْ أَهْوَاءَهُمْ عَمَّا جَاءَكَ مِنَ الْحَقِّ ۚ لِكُلٍّ جَعَلْنَا مِنكُمْ شِرْعَةً وَمِنْهَاجًا ۚ وَلَوْ شَاءَ اللَّهُ لَجَعَلَكُمْ أُمَّةً وَاحِدَةً وَلَٰكِن لِّيَبْلُوَكُمْ فِي مَا آتَاكُمْ ۖ فَاسْتَبِقُوا الْخَيْرَاتِ ۚ إِلَى اللَّهِ مَرْجِعُكُمْ جَمِيعًا فَيُنَبِّئُكُم بِمَا كُنتُمْ فِيهِ تَخْتَلِفُونَ,Al-Maeda--  المائدة,The Table Spread,public://sura_images/5.png,public://quran_images/5_48.png,(ئى مۇھەممەد!) بىز ساڭا ئۆزىدىن ئىلگىرى (ساماۋى) كىتابلارنى ئېتىراپ قىلغۇچى ۋە ئۇلارغا شاھىت بولغۇچى ھەق كىتابنى (يەنى قۇرئاننى) نازى قىلدۇق. (ئى مۇھەممەد!) ئۇلارنىڭ ئارىسىدا اﷲ ساڭا نازىل قىلغان قۇرئان (ئەھكامى) بويىچە ھۆكۈم قىلغىن، ساڭا كەلگەن ھەقتىن بۇرۇلۇپ، ئۇلارنىڭ نەپسى خاھىشلىرىغا ئەگەشمىگىن. (ئى ئۈممەتلەر!) سىلەرنىڭ ھەر بىرىڭلارغا بىرخىل شەرىئەت ۋە ئوچۇق يول تەيىن قىلدۇق. ئەگەر اﷲ خالىسا، ئەلۋەتتە، سىلەرنى بىر ئۈممەت قىلاتتى (يەنى پۈتۈن ئىنسانلارنى بىر دىندا قىلاتتى). لېكىن اﷲ سىلەرگە بەرگەن شەرىئەتلەر ئارىسىدا سىلەرنى سىناش ئۈچۈن (كۆپ ئۈممەت قىلىپ ئايرىدى). ياخشى ئىشلارغا ئالدىراڭلار. ھەممىڭلار اﷲ نىڭ دەرگاھىغا قايتىسىلەر، سىلەر ئىختىلاپ قىلىشقان نەرسىلەرنى (ئۇنىڭ قايسى ھەق، قايسى ناھەق ئىكەنلىكىنى) اﷲ سىلەرگە ئېيتىپ بېرىدۇ
,12,5,718,49,وَأَنِ احْكُم بَيْنَهُم بِمَا أَنزَلَ اللَّهُ وَلَا تَتَّبِعْ أَهْوَاءَهُمْ وَاحْذَرْهُمْ أَن يَفْتِنُوكَ عَن بَعْضِ مَا أَنزَلَ اللَّهُ إِلَيْكَ ۖ فَإِن تَوَلَّوْا فَاعْلَمْ أَنَّمَا يُرِيدُ اللَّهُ أَن يُصِيبَهُم بِبَعْضِ ذُنُوبِهِمْ ۗ وَإِنَّ كَثِيرًا مِّنَ النَّاسِ لَفَاسِقُونَ,Al-Maeda--  المائدة,The Table Spread,public://sura_images/5.png,public://quran_images/5_49.png,(ئۇلار يەنى يەھۇدىيلار ۋە ناسارالار) نىڭ ئارىسىدا اﷲ ساڭا نازىل قىلغان قۇرئاننىڭ (ئەھكامى) بويىچە ھۆكۈم قىلغىن، ئۇلارنىڭ نەپسى خاھىشلىرىغا ئەگەشمىگىن، ئۇلارنىڭ اﷲ ساڭا نازىل قىلغان قۇرئاننىڭ بىر قىسمىدىن سېنى ۋاز كەچۈرۈشىدىن ساقلانغىن. ئەگەر ئۇلار (اﷲ ساڭا نازىل قىلغان ھۆكۈمدىن) يۈز ئۆرۈسە، (ئى مۇھەممەد!) بىلگىنكى، ئۇلارنىڭ بىر قىسىم گۇناھلىرى تۈپەيلىدىن اﷲ ئۇلارنى جازالاشنى ئىرادە قىلىدۇ. شەك - شۈبھىسىزكى، كىشىلەردىن نۇرغۇنى پاسىقتۇر (يەنى پەرۋەردىگارىنىڭ تائىتىدىن باش تارتىپ، ھەققە خىلاپلىق قىلىپ گۇناھقا چۆمگۈچىلەردۇر)
,12,5,719,50,أَفَحُكْمَ الْجَاهِلِيَّةِ يَبْغُونَ ۚ وَمَنْ أَحْسَنُ مِنَ اللَّهِ حُكْمًا لِّقَوْمٍ يُوقِنُونَ,Al-Maeda--  المائدة,The Table Spread,public://sura_images/5.png,public://quran_images/5_50.png,ئۇلار جاھىلىيەت دەۋرىنىڭ ھۆكمىنى تەلەپ قىلامدۇ؟ (اﷲ قا) چىن ئىشىنىدىغان قەۋمنىڭ نەزىرىدە ھۆكۈمدە اﷲ تىنمۇ ئادىل كىم بار
,12,5,720,51,۞ يَا أَيُّهَا الَّذِينَ آمَنُوا لَا تَتَّخِذُوا الْيَهُودَ وَالنَّصَارَىٰ أَوْلِيَاءَ ۘ بَعْضُهُمْ أَوْلِيَاءُ بَعْضٍ ۚ وَمَن يَتَوَلَّهُم مِّنكُمْ فَإِنَّهُ مِنْهُمْ ۗ إِنَّ اللَّهَ لَا يَهْدِي الْقَوْمَ الظَّالِمِينَ,Al-Maeda--  المائدة,The Table Spread,public://sura_images/5.png,public://quran_images/5_51.png,ئى مۆمىنلەر! يەھۇدىي ۋە ناسارالارنى دوست تۇتماڭلار. ئۇلار بىر - بىرىنى دوست تۇتىدۇ. سىلەردىن كىمكى ئۇلارنى دوست تۇتىدىكەن، ئۇمۇ ئەنە شۇلاردىن سانىلىدۇ، اﷲ زالىم قەۋمنى ھەقىقەتەن ھىدايەت قىلمايدۇ
,12,5,721,52,فَتَرَى الَّذِينَ فِي قُلُوبِهِم مَّرَضٌ يُسَارِعُونَ فِيهِمْ يَقُولُونَ نَخْشَىٰ أَن تُصِيبَنَا دَائِرَةٌ ۚ فَعَسَى اللَّهُ أَن يَأْتِيَ بِالْفَتْحِ أَوْ أَمْرٍ مِّنْ عِندِهِ فَيُصْبِحُوا عَلَىٰ مَا أَسَرُّوا فِي أَنفُسِهِمْ نَادِمِينَ,Al-Maeda--  المائدة,The Table Spread,public://sura_images/5.png,public://quran_images/5_52.png,دىللىرىدا كېسەللىك (يەنى مۇناپىقلىق) بارلارنىڭ (زامان ئۆزگىرىپ كاپىرلار زەپەر تاپسا) ئۆزىمىزگە بىر پالاكەتچىلىك كېلىشىدىن قورقىمىز دەپ، ئۇلار بىلەن دوست بولۇشقا ئالدىرىغانلىقىنى كۆرىسەن، اﷲ (رەسۇلۇللاھقا، مۇسۇلمانلارغا) غەلىبە (يەنى مەككىنى پەتھى قىلىشنى) ئاتا قىلىدۇ، ياكى بىر ئىشنى (يەنى ئۇلارنىڭ مۇناپىقلىقىنى پاش قىلىشنى) مەيدانغا كەلتۈرىدۇ - دە، كۆڭلىدە يوشۇرغىنى (يەنى مۆمىنلەرنىڭ دۈشمەنلىرىنى دوست تۇتقانلىقى) ئۈچۈن ئۇلار نادامەت چېكىدۇ
,12,5,722,53,وَيَقُولُ الَّذِينَ آمَنُوا أَهَٰؤُلَاءِ الَّذِينَ أَقْسَمُوا بِاللَّهِ جَهْدَ أَيْمَانِهِمْ ۙ إِنَّهُمْ لَمَعَكُمْ ۚ حَبِطَتْ أَعْمَالُهُمْ فَأَصْبَحُوا خَاسِرِينَ,Al-Maeda--  المائدة,The Table Spread,public://sura_images/5.png,public://quran_images/5_53.png,(بۇ مۇناپىقلارنىڭ مۇسۇلمانلارغا قىلغان ھىيلە - مىكرى پاش قىلىنغاندا) مۆمىنلەر (بىر - بىرىگە): «سىلەر بىلەن چوقۇم بىللە ئىكەنلىكلىرىگە اﷲ نامى بىلەن قاتتىق قەسەم ئىچىشكەنلەرمۇ شۇ كىشىلەرمۇ؟» دەيدۇ. ئۇلارنىڭ (يەنى مۇناپىقلارنىڭ) قىلغان ئەمەللىرى بىكار بولدى، ئۇلار (دۇنيا ۋە ئاخىرەتتە) زىيان تارتقۇچى بولدى
,12,5,723,54,يَا أَيُّهَا الَّذِينَ آمَنُوا مَن يَرْتَدَّ مِنكُمْ عَن دِينِهِ فَسَوْفَ يَأْتِي اللَّهُ بِقَوْمٍ يُحِبُّهُمْ وَيُحِبُّونَهُ أَذِلَّةٍ عَلَى الْمُؤْمِنِينَ أَعِزَّةٍ عَلَى الْكَافِرِينَ يُجَاهِدُونَ فِي سَبِيلِ اللَّهِ وَلَا يَخَافُونَ لَوْمَةَ لَائِمٍ ۚ ذَٰلِكَ فَضْلُ اللَّهِ يُؤْتِيهِ مَن يَشَاءُ ۚ وَاللَّهُ وَاسِعٌ عَلِيمٌ,Al-Maeda--  المائدة,The Table Spread,public://sura_images/5.png,public://quran_images/5_54.png,ئى مۆمىنلەر! سىلەردىن كىمكى مۇرتەد بولىدىكەن، اﷲ (ئۇنىڭ ئورنىغا) اﷲ ئۇلارنى دوست تۇتىدىغان، ئۇلارمۇ اﷲ نى دوست تۇتىدىغان، مۆمىنلەرگە كۆيۈنىدىغان، كاپىرلارغا شەپقەتسىز، اﷲ نىڭ يولىدا جىھاد قىلىدىغان ۋە مالامەت قىلغۇچىنىڭ مالامىتىدىن قورقمايدىغان بىر قەۋمنى كەلتۈرىدۇ. بۇ (يەنى يۇقىرىدىكى سۈپەتلەر بىلەن سۈپەتلىنىش) اﷲ نىڭ پەزلىدۇركى، (اﷲ) ئۇنى (بەندىلىرىدىن) خالىغان كىشىگە بېرىدۇ، اﷲ (نىڭ پەزلى) كەڭدۇر، (اﷲ) ھەممىنى بىلگۈچىدۇر
,12,5,724,55,إِنَّمَا وَلِيُّكُمُ اللَّهُ وَرَسُولُهُ وَالَّذِينَ آمَنُوا الَّذِينَ يُقِيمُونَ الصَّلَاةَ وَيُؤْتُونَ الزَّكَاةَ وَهُمْ رَاكِعُونَ,Al-Maeda--  المائدة,The Table Spread,public://sura_images/5.png,public://quran_images/5_55.png,شۈبھىسىزكى، سىلەرنىڭ دوستۇڭلار اﷲ دۇر، اﷲ نىڭ رەسۇلىدۇر ۋە مۆمىنلەردۇركى، مۆمىنلەر تەئدىل ئەركان بىلەن ناماز ئۆتەيدۇ، زاكات بېرىدۇ، ئۇلار (اﷲ نىڭ ئەمرىگە) كەمتەرلىك بىلەن بويسۇنغۇچىلاردۇر
,12,5,725,56,وَمَن يَتَوَلَّ اللَّهَ وَرَسُولَهُ وَالَّذِينَ آمَنُوا فَإِنَّ حِزْبَ اللَّهِ هُمُ الْغَالِبُونَ,Al-Maeda--  المائدة,The Table Spread,public://sura_images/5.png,public://quran_images/5_56.png,كىمكى اﷲ نى، اﷲ نىڭ پەيغەمبىرىنى ۋە مۆمىنلەرنى دوست تۇتىدىكەن، (ئۇ اﷲ نىڭ جامائەسىدىندۇر). اﷲ نىڭ جامائەسى (ئەلۋەتتە) غالىبتۇر
,12,5,726,57,يَا أَيُّهَا الَّذِينَ آمَنُوا لَا تَتَّخِذُوا الَّذِينَ اتَّخَذُوا دِينَكُمْ هُزُوًا وَلَعِبًا مِّنَ الَّذِينَ أُوتُوا الْكِتَابَ مِن قَبْلِكُمْ وَالْكُفَّارَ أَوْلِيَاءَ ۚ وَاتَّقُوا اللَّهَ إِن كُنتُم مُّؤْمِنِينَ,Al-Maeda--  المائدة,The Table Spread,public://sura_images/5.png,public://quran_images/5_57.png,ئى مۆمىنلەر! سىلەردىن ئىلگىرى كىتاب بېرىلگەنلەر (يەنى يەھۇدىيلار ۋە ناسارالار) دىن دىنىڭلارنى مەسخىرە ۋە ئويۇنچۇق قىلغانلارنى دوست قىلىۋالماڭلار. ئەگەر (ھەقىقىي) مۆمىن بولساڭلار، اﷲ تىن قورقۇڭلار
,12,5,727,58,وَإِذَا نَادَيْتُمْ إِلَى الصَّلَاةِ اتَّخَذُوهَا هُزُوًا وَلَعِبًا ۚ ذَٰلِكَ بِأَنَّهُمْ قَوْمٌ لَّا يَعْقِلُونَ,Al-Maeda--  المائدة,The Table Spread,public://sura_images/5.png,public://quran_images/5_58.png,سىلەر نامازغا چاقىرغان (يەنى ئەزان ئېيتقان) چېغىڭلاردا، ئۇلار نامازنى (ھەم سىلەرنى) مەسخىرە ۋە ئويۇنچۇق قىلىدۇ، بۇ شۇنىڭ ئۈچۈنكى، ئۇلار (نامازنىڭ ھېكمىتىنى ۋە نامازنىڭ نەپسىنى پاكلاشتىكى غايىسىنى) چۈشەنمەس قەۋمدۇر
,12,5,728,59,قُلْ يَا أَهْلَ الْكِتَابِ هَلْ تَنقِمُونَ مِنَّا إِلَّا أَنْ آمَنَّا بِاللَّهِ وَمَا أُنزِلَ إِلَيْنَا وَمَا أُنزِلَ مِن قَبْلُ وَأَنَّ أَكْثَرَكُمْ فَاسِقُونَ,Al-Maeda--  المائدة,The Table Spread,public://sura_images/5.png,public://quran_images/5_59.png,(ئى مۇھەممەد!) ئېيتقىنكى، «ئى ئەھلى كىتاب! (يەنى يەھۇدىي ۋە ناسارالار جامائەسى) پەقەت بىزنىڭ اﷲ قا، بىزگە نازىل قىلىنغان كىتابقا (يەنى قۇرئانغا)، بۇنىڭدىن ئىلگىرى (پەيغەمبەرلەرگە) نازىل قىلىنغان كىتابلارغا ئىمان ئېيتقانلىقىمىز ئۈچۈن ۋە سىلەرنىڭ كۆپچىلىكىڭلار پاسىق بولغانلىقىڭلار ئۈچۈن، بىزنى ئەيىبلەمسىلەر؟»
,12,5,729,60,قُلْ هَلْ أُنَبِّئُكُم بِشَرٍّ مِّن ذَٰلِكَ مَثُوبَةً عِندَ اللَّهِ ۚ مَن لَّعَنَهُ اللَّهُ وَغَضِبَ عَلَيْهِ وَجَعَلَ مِنْهُمُ الْقِرَدَةَ وَالْخَنَازِيرَ وَعَبَدَ الطَّاغُوتَ ۚ أُولَٰئِكَ شَرٌّ مَّكَانًا وَأَضَلُّ عَن سَوَاءِ السَّبِيلِ,Al-Maeda--  المائدة,The Table Spread,public://sura_images/5.png,public://quran_images/5_60.png,(ئى مۇھەممەد!) ئېيتقىنكى، «سىلەرگە اﷲ نىڭ نەزىرىدىكى بۇنىڭدىنمۇ يامان جازانى ئېيتىپ بېرەيمۇ؟ (ئۇ شۇنداق) كىشىلەرنىڭ (جازاسىكى)، اﷲ ئۇلارنى رەھمىتىدىن يىراق قىلدى ۋە ئۇلارغا غەزەپ قىلدى، اﷲ ئۇلارنىڭ بىر قىسمىنى مايمۇن ۋە چوشقا قىلدى، بىر قىسمىنى شەيتانغا ئىبادەت قىلىدىغان قىلدى، ئەنە شۇلارنىڭ ئورنى ئەڭ ياماندۇر (يەنى دوزاختۇر)، (ئۇلار) توغرا يولدىن ئەڭ ئاداشقاندۇر»
,12,5,730,61,وَإِذَا جَاءُوكُمْ قَالُوا آمَنَّا وَقَد دَّخَلُوا بِالْكُفْرِ وَهُمْ قَدْ خَرَجُوا بِهِ ۚ وَاللَّهُ أَعْلَمُ بِمَا كَانُوا يَكْتُمُونَ,Al-Maeda--  المائدة,The Table Spread,public://sura_images/5.png,public://quran_images/5_61.png,(يەھۇدىيلارنىڭ مۇناپىقلىرى) يېنىڭلارغا كەلگەن چاغدا، بىز ئىمان ئېيتتۇق، دەيدۇ، ۋاھالەنكى، ئۇلار (ئى مۇھەممەد! يېنىڭغا) كۇفرى بىلەن كىرىپ كۇفرى بىلەن چىقىپ كەتتى (يەنى سەندىن ئاڭلىغان ئىلىمدىن پايدىلانمىدى). اﷲ ئۇلارنىڭ يوشۇرغان نەرسىسىنى (يەنى نىفاقىنى ۋە كۇفرىنى) ئوبدان بىلىدۇ
,12,5,731,62,وَتَرَىٰ كَثِيرًا مِّنْهُمْ يُسَارِعُونَ فِي الْإِثْمِ وَالْعُدْوَانِ وَأَكْلِهِمُ السُّحْتَ ۚ لَبِئْسَ مَا كَانُوا يَعْمَلُونَ,Al-Maeda--  المائدة,The Table Spread,public://sura_images/5.png,public://quran_images/5_62.png,ئۇلار (يەنى يەھۇدىيلار) نىڭ ئارىسىدىكى نۇرغۇن كىشىلەرنىڭ گۇناھقا، زۇلۇم سېلىشقا ۋە ھارام يېيىشكە ئالدىرايدىغانلىقىنى كۆرىسەن، ئۇلارنىڭ قىلمىشلىرى نېمىدېگەن يامان!
,12,5,732,63,لَوْلَا يَنْهَاهُمُ الرَّبَّانِيُّونَ وَالْأَحْبَارُ عَن قَوْلِهِمُ الْإِثْمَ وَأَكْلِهِمُ السُّحْتَ ۚ لَبِئْسَ مَا كَانُوا يَصْنَعُونَ,Al-Maeda--  المائدة,The Table Spread,public://sura_images/5.png,public://quran_images/5_63.png,ئۇلارنىڭ زاھىتلىرى، ئەھبارلىرى نېمىشقا ئۇلارنى يالغان سۆزلەشتىن، ھارام يېيىشتىن توسمايدۇ؟ ئۇلارنىڭ قىلمىشلىرى نېمىدېگەن يامان!
,12,5,733,64,وَقَالَتِ الْيَهُودُ يَدُ اللَّهِ مَغْلُولَةٌ ۚ غُلَّتْ أَيْدِيهِمْ وَلُعِنُوا بِمَا قَالُوا ۘ بَلْ يَدَاهُ مَبْسُوطَتَانِ يُنفِقُ كَيْفَ يَشَاءُ ۚ وَلَيَزِيدَنَّ كَثِيرًا مِّنْهُم مَّا أُنزِلَ إِلَيْكَ مِن رَّبِّكَ طُغْيَانًا وَكُفْرًا ۚ وَأَلْقَيْنَا بَيْنَهُمُ الْعَدَاوَةَ وَالْبَغْضَاءَ إِلَىٰ يَوْمِ الْقِيَامَةِ ۚ كُلَّمَا أَوْقَدُوا نَارًا لِّلْحَرْبِ أَطْفَأَهَا اللَّهُ ۚ وَيَسْعَوْنَ فِي الْأَرْضِ فَسَادًا ۚ وَاللَّهُ لَا يُحِبُّ الْمُفْسِدِينَ,Al-Maeda--  المائدة,The Table Spread,public://sura_images/5.png,public://quran_images/5_64.png,يەھۇدىيلار: «اﷲ نىڭ قولى باغلاقلىقتۇر (يەنى اﷲ بېخىلدۇر ياكى پېقىردۇر)» دېدى. يەھۇدىيلارنىڭ قوللىرى باغلانسۇن! ئۇلار بۇ سۆزلىرى سەۋەبلىك اﷲ نىڭ رەھمىتىدىن يىراق قىلىندى، ئەمەلدە اﷲ نىڭ ئىككى قولى ئوچۇقتۇر، قانداق خالىسا شۇنداق رىزىق بېرىدۇ، پەرۋەردىگارىڭ تەرىپىدىن ساڭا نازىل قىلىنغان قۇرئان ئۇلارنىڭ كۆپچىلىكىدە يامانلىق بىلەن كۇفرىنى ئاشۇرىدۇ (يەنى ئۇلارنىڭ ساڭا دۈشمەنلىكىنى ۋە قۇرئاننى ئىنكار قىلىشىنى زىيادە قىلىدۇ). بىز ئۇلارنىڭ ئارىسىغا قىيامەتكىچە داۋاملىشىدىغان ئۆچمەنلىك ۋە دۈشمەنلىكنى سالدۇق، ئۇلار ھەر قاچان (رەسۇلۇللاھقا قارشى) ئۇرۇش ئوتىنى ياقماقچى بولسا، اﷲ ئۇنى ئۆچۈرىدۇ، ئۇلار يەر يۈزىدە (ئىسلامغا سۇيىقەست قىلىش ۋە مۇسۇلمانلار ئارىسىدا پىتنە قوزغاش بىلەن) بۇزغۇنچىلىق قىلغۇچىلارنى ياقتۇرمايدۇ
