Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_ar,sura name,meaning,sura images,ayah_image,content_sv
,16,26,3107,175,وَإِنَّ رَبَّكَ لَهُوَ الْعَزِيزُ الرَّحِيمُ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_175.png,"Din Herre är den Allsmäktige, den Barmhärtige."
,16,26,3108,176,كَذَّبَ أَصْحَابُ الْأَيْكَةِ الْمُرْسَلِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_176.png,[ÄVEN] FOLKET i [Madyans] skogsklädda dalar beskyllde [Guds] budbärare för lögn.
,16,26,3109,177,إِذْ قَالَ لَهُمْ شُعَيْبٌ أَلَا تَتَّقُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_177.png,"Deras broder Shu`ayb sade till dem: ""Fruktar ni inte Gud"
,16,26,3110,178,إِنِّي لَكُمْ رَسُولٌ أَمِينٌ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_178.png,"Jag är ett sändebud [utsänd] till er, som ni kan lita på;"
,16,26,3111,179,فَاتَّقُوا اللَّهَ وَأَطِيعُونِ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_179.png,frukta därför Gud och lyd mig!
,16,26,3112,180,وَمَا أَسْأَلُكُمْ عَلَيْهِ مِنْ أَجْرٍ ۖ إِنْ أَجْرِيَ إِلَّا عَلَىٰ رَبِّ الْعَالَمِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_180.png,Jag begär ingen lön av er för detta - min lön får jag inte av någon annan än världarnas Herre.
,16,26,3113,181,۞ أَوْفُوا الْكَيْلَ وَلَا تَكُونُوا مِنَ الْمُخْسِرِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_181.png,Ge fullt mått och tillskansa er inte vinst på andras bekostnad;
,16,26,3114,182,وَزِنُوا بِالْقِسْطَاسِ الْمُسْتَقِيمِ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_182.png,väg med rättvisande våg
,16,26,3115,183,وَلَا تَبْخَسُوا النَّاسَ أَشْيَاءَهُمْ وَلَا تَعْثَوْا فِي الْأَرْضِ مُفْسِدِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_183.png,"och inkräkta inte på andras rättigheter. Sprid inte sedefördärv eller annat ont på jorden,"
,16,26,3116,184,وَاتَّقُوا الَّذِي خَلَقَكُمْ وَالْجِبِلَّةَ الْأَوَّلِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_184.png,"men frukta Gud som har skapat er och [alla] släkten före er!"""
,16,26,3117,185,قَالُوا إِنَّمَا أَنتَ مِنَ الْمُسَحَّرِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_185.png,"De sade: ""Du är bara en av dem som har fallit offer för trolldom,"
,16,26,3118,186,وَمَا أَنتَ إِلَّا بَشَرٌ مِّثْلُنَا وَإِن نَّظُنُّكَ لَمِنَ الْكَاذِبِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_186.png,"du är ingenting annat än en människa som vi, och vi anser att du är en lögnare."
,16,26,3119,187,فَأَسْقِطْ عَلَيْنَا كِسَفًا مِّنَ السَّمَاءِ إِن كُنتَ مِنَ الصَّادِقِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_187.png,"Men försök förmå himlen att störta ned i stycken över oss, om du talar sanning!"""
,16,26,3120,188,قَالَ رَبِّي أَعْلَمُ بِمَا تَعْمَلُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_188.png,"Han svarade: ""Min Herre har full kännedom om vad ni tar er för."""
,16,26,3121,189,فَكَذَّبُوهُ فَأَخَذَهُمْ عَذَابُ يَوْمِ الظُّلَّةِ ۚ إِنَّهُ كَانَ عَذَابَ يَوْمٍ عَظِيمٍ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_189.png,"Men de beskyllde honom [än en gång] för lögn. Och straffet drabbade dem en dag vars ljus skymdes i mörker, en straffets och skräckens dag."
,16,26,3122,190,إِنَّ فِي ذَٰلِكَ لَآيَةً ۖ وَمَا كَانَ أَكْثَرُهُم مُّؤْمِنِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_190.png,"I detta ligger förvisso ett budskap [till människorna], men de flesta av dem vill inte tro."
,16,26,3123,191,وَإِنَّ رَبَّكَ لَهُوَ الْعَزِيزُ الرَّحِيمُ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_191.png,"Din Herre är den Allsmäktige, den Barmhärtige."
,16,26,3124,192,وَإِنَّهُ لَتَنزِيلُ رَبِّ الْعَالَمِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_192.png,DENNA [SKRIFT] är en uppenbarelse från världarnas Herre;
,16,26,3125,193,نَزَلَ بِهِ الرُّوحُ الْأَمِينُ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_193.png,ingivelsens trogna ande har stigit ned
,16,26,3126,194,عَلَىٰ قَلْبِكَ لِتَكُونَ مِنَ الْمُنذِرِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_194.png,"[och ingjutit] den i ditt hjärta, för att du skall vara en av varnarna"
,16,26,3127,195,بِلِسَانٍ عَرَبِيٍّ مُّبِينٍ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_195.png,[och varna] på ren och klar arabiska.
,16,26,3128,196,وَإِنَّهُ لَفِي زُبُرِ الْأَوَّلِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_196.png,Dess [sanning] fanns helt visst i äldre tiders böcker med nedtecknad gudomlig visdom.
,16,26,3129,197,أَوَلَمْ يَكُن لَّهُمْ آيَةً أَن يَعْلَمَهُ عُلَمَاءُ بَنِي إِسْرَائِيلَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_197.png,Är det inte ett tecken för dem att lärda män bland Israels barn visste detta?
,16,26,3130,198,وَلَوْ نَزَّلْنَاهُ عَلَىٰ بَعْضِ الْأَعْجَمِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_198.png,"Men även om Vi hade uppenbarat den för någon som inte har arabiska till modersmål,"
,16,26,3131,199,فَقَرَأَهُ عَلَيْهِم مَّا كَانُوا بِهِ مُؤْمِنِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_199.png,"och han hade läst upp den för dem [på sitt språk], skulle de inte ha trott."
,16,26,3132,200,كَذَٰلِكَ سَلَكْنَاهُ فِي قُلُوبِ الْمُجْرِمِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_200.png,Så har Vi låtit [budskapet] passera in och ut genom de obotfärdiga syndarnas hjärtan.
,16,26,3133,201,لَا يُؤْمِنُونَ بِهِ حَتَّىٰ يَرَوُا الْعَذَابَ الْأَلِيمَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_201.png,Men de kommer inte att tro förrän de ser framför sig det plågsamma straff
,16,26,3134,202,فَيَأْتِيَهُم بَغْتَةً وَهُمْ لَا يَشْعُرُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_202.png,"som [är förberett och som] skall drabba dem plötsligt, när de ingenting anar;"
,16,26,3135,203,فَيَقُولُوا هَلْ نَحْنُ مُنظَرُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_203.png,"och då kommer de att ropa: ""Kan vi få ett uppskov?"""
,16,26,3136,204,أَفَبِعَذَابِنَا يَسْتَعْجِلُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_204.png,Är det då verkligen deras önskan att skynda på Vårt straff?
,16,26,3137,205,أَفَرَأَيْتَ إِن مَّتَّعْنَاهُمْ سِنِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_205.png,Vad tror du? - Om Vi under åratal hade låtit dem njuta av livet
,16,26,3138,206,ثُمَّ جَاءَهُم مَّا كَانُوا يُوعَدُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_206.png,"och sedan lät det [straff] drabba dem som de hade varnats för,"
,16,26,3139,207,مَا أَغْنَىٰ عَنْهُم مَّا كَانُوا يُمَتَّعُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_207.png,"vilken nytta hade de då av det långa, behagliga liv som de fick leva"
,16,26,3140,208,وَمَا أَهْلَكْنَا مِن قَرْيَةٍ إِلَّا لَهَا مُنذِرُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_208.png,Vi har aldrig låtit ett folk förgås som inte fått ta emot dem som varnade
,16,26,3141,209,ذِكْرَىٰ وَمَا كُنَّا ظَالِمِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_209.png,[och] påminde dem; Vi tillfogar nämligen ingen [av Våra tjänare] orätt.
,16,26,3142,210,وَمَا تَنَزَّلَتْ بِهِ الشَّيَاطِينُ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_210.png,Det är inte onda andar som har stigit ned med denna [Skrift];
,16,26,3143,211,وَمَا يَنبَغِي لَهُمْ وَمَا يَسْتَطِيعُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_211.png,"[den uppgiften] är inte för dem och de förmår inte [utföra den],"
,16,26,3144,212,إِنَّهُمْ عَنِ السَّمْعِ لَمَعْزُولُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_212.png,"ja, de hålls till och med på sådant avstånd att de inte [ens] kan lyssna [till den]."
,16,26,3145,213,فَلَا تَدْعُ مَعَ اللَّهِ إِلَٰهًا آخَرَ فَتَكُونَ مِنَ الْمُعَذَّبِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_213.png,Anropa därför inte en annan gud vid sidan av Gud; i annat fall kommer du att höra till dem som skall straffas.
,16,26,3146,214,وَأَنذِرْ عَشِيرَتَكَ الْأَقْرَبِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_214.png,Och varna dem som står dig närmast [för Guds straff]
,16,26,3147,215,وَاخْفِضْ جَنَاحَكَ لِمَنِ اتَّبَعَكَ مِنَ الْمُؤْمِنِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_215.png,och bred ödmjukt din [ömhets] vinge över dina troende anhängare;
,16,26,3148,216,فَإِنْ عَصَوْكَ فَقُلْ إِنِّي بَرِيءٌ مِّمَّا تَعْمَلُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_216.png,"men säg, om någon vägrar att följa dig: ""Jag är inte ansvarig för vad ni gör"" -"
,16,26,3149,217,وَتَوَكَّلْ عَلَى الْعَزِيزِ الرَّحِيمِ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_217.png,"och lita till den Allsmäktige, den Barmhärtige,"
,16,26,3150,218,الَّذِي يَرَاكَ حِينَ تَقُومُ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_218.png,"som ser dig när du reser dig [ensam],"
,16,26,3151,219,وَتَقَلُّبَكَ فِي السَّاجِدِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_219.png,och när du är [hos dem] och de faller ned på sina ansikten i tillbedjan.
,16,26,3152,220,إِنَّهُ هُوَ السَّمِيعُ الْعَلِيمُ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_220.png,"Han är Den som hör allt, vet allt."
,16,26,3153,221,هَلْ أُنَبِّئُكُمْ عَلَىٰ مَن تَنَزَّلُ الشَّيَاطِينُ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_221.png,"[Säg, Muhammad:] ""Skall jag säga er till vem de onda andarna stiger ned"
,16,26,3154,222,تَنَزَّلُ عَلَىٰ كُلِّ أَفَّاكٍ أَثِيمٍ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_222.png,De stiger ned till alla syndiga bedragare [beredda att själva föras bakom ljuset];
,16,26,3155,223,يُلْقُونَ السَّمْعَ وَأَكْثَرُهُمْ كَاذِبُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_223.png,"de lyssnar gärna, men de flesta av dem lägger [egna] lögner [till det som de kan snappa upp]."""
,16,26,3156,224,وَالشُّعَرَاءُ يَتَّبِعُهُمُ الْغَاوُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_224.png,Och poeterna - dem följer sådana som är osäkra om vägen.
,16,26,3157,225,أَلَمْ تَرَ أَنَّهُمْ فِي كُلِّ وَادٍ يَهِيمُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_225.png,Har du inte sett hur de strövar genom alla dalar utan mål
,16,26,3158,226,وَأَنَّهُمْ يَقُولُونَ مَا لَا يَفْعَلُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_226.png,och hur de säger ett men gör ett annat?
,16,26,3159,227,إِلَّا الَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ وَذَكَرُوا اللَّهَ كَثِيرًا وَانتَصَرُوا مِن بَعْدِ مَا ظُلِمُوا ۗ وَسَيَعْلَمُ الَّذِينَ ظَلَمُوا أَيَّ مُنقَلَبٍ يَنقَلِبُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_227.png,Men [så uppträder] inte de troende som lever rättskaffens och ständigt anropar Gud och som försvarar sig när de blivit föremål för [hätska och hånfulla] angrepp. Och de som har gjort sig skyldiga till [dessa] orättmätiga angrepp skall [snart] få se vilken vändning deras liv kommer att ta!
,16,27,3160,1,بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ طس ۚ تِلْكَ آيَاتُ الْقُرْآنِ وَكِتَابٍ مُّبِينٍ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_1.png,"Taa seen. DETTA ÄR budskap ur Koranen, en Skrift som är klar i sig själv och som klart framställer sanningen,"
,16,27,3161,2,هُدًى وَبُشْرَىٰ لِلْمُؤْمِنِينَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_2.png,"en vägledning och ett glatt budskap om hopp till de troende,"
,16,27,3162,3,الَّذِينَ يُقِيمُونَ الصَّلَاةَ وَيُؤْتُونَ الزَّكَاةَ وَهُم بِالْآخِرَةِ هُمْ يُوقِنُونَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_3.png,de som förrättar bönen och ger åt de behövande; det är de som har förvissningen att det eviga livet [väntar].
,16,27,3163,4,إِنَّ الَّذِينَ لَا يُؤْمِنُونَ بِالْآخِرَةِ زَيَّنَّا لَهُمْ أَعْمَالَهُمْ فَهُمْ يَعْمَهُونَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_4.png,"Vi har låtit dem som inte tror på det eviga livet se sina handlingar i ett förskönande ljus och så går de sin väg fram, snubblande än hit än dit i blindo."
,16,27,3164,5,أُولَٰئِكَ الَّذِينَ لَهُمْ سُوءُ الْعَذَابِ وَهُمْ فِي الْآخِرَةِ هُمُ الْأَخْسَرُونَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_5.png,Ett bittert straff väntar dem och i det eviga livet skall de stå som förlorare.
,16,27,3165,6,وَإِنَّكَ لَتُلَقَّى الْقُرْآنَ مِن لَّدُنْ حَكِيمٍ عَلِيمٍ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_6.png,"Du har [Muhammad] fått ta emot [uppenbarelsen av] Koranen av en vis, en allvetande [Herre]."
,16,27,3166,7,إِذْ قَالَ مُوسَىٰ لِأَهْلِهِ إِنِّي آنَسْتُ نَارًا سَآتِيكُم مِّنْهَا بِخَبَرٍ أَوْ آتِيكُم بِشِهَابٍ قَبَسٍ لَّعَلَّكُمْ تَصْطَلُونَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_7.png,"[MINNS] att Moses sade till de sina [i öknen]: ""Jag ser en eld i fjärran. Där kan jag kanske få upplysning [om vägen] eller hämta några glödande kol, så att ni kan värma er."""
,16,27,3167,8,فَلَمَّا جَاءَهَا نُودِيَ أَن بُورِكَ مَن فِي النَّارِ وَمَنْ حَوْلَهَا وَسُبْحَانَ اللَّهِ رَبِّ الْعَالَمِينَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_8.png,"Men när han närmade sig Elden [hörde han en röst som] ropade: ""Välsignade är de som står intill elden och de som befinner sig i dess närhet! Stor är Gud, världarnas Herre, i Sin härlighet!"""
,16,27,3168,9,يَا مُوسَىٰ إِنَّهُ أَنَا اللَّهُ الْعَزِيزُ الْحَكِيمُ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_9.png,"[Och Gud talade till Moses och sade:] ""Moses! Jag är Gud, den Allsmäktige, den Vise!"""
,16,27,3169,10,وَأَلْقِ عَصَاكَ ۚ فَلَمَّا رَآهَا تَهْتَزُّ كَأَنَّهَا جَانٌّ وَلَّىٰ مُدْبِرًا وَلَمْ يُعَقِّبْ ۚ يَا مُوسَىٰ لَا تَخَفْ إِنِّي لَا يَخَافُ لَدَيَّ الْمُرْسَلُونَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_10.png,"Och: ""Kasta nu din stav!"" Och när [Moses] såg den röra sig kvickt, som om den hade varit en orm, vände han sig bort och ville fly därifrån. [Gud talade på nytt till Moses och sade:] ""Moses! Du har ingenting att frukta - [Mina] utsända känner ingen fruktan inför Mig"
,16,27,3170,11,إِلَّا مَن ظَلَمَ ثُمَّ بَدَّلَ حُسْنًا بَعْدَ سُوءٍ فَإِنِّي غَفُورٌ رَّحِيمٌ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_11.png,"och inte heller de som gjort ont men sedan gör gott i det ondas ställe. Ja, Jag är ständigt förlåtande, barmhärtig."""
,16,27,3171,12,وَأَدْخِلْ يَدَكَ فِي جَيْبِكَ تَخْرُجْ بَيْضَاءَ مِنْ غَيْرِ سُوءٍ ۖ فِي تِسْعِ آيَاتٍ إِلَىٰ فِرْعَوْنَ وَقَوْمِهِ ۚ إِنَّهُمْ كَانُوا قَوْمًا فَاسِقِينَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_12.png,"Och [Gud sade:] ""För in din hand [och lägg den mot din sida]; när du drar fram den skall den lysa vit, utan en fläck. [Dessa är två] av nio tecken [som du skall visa] för Farao och hans folk; de är människor förhärdade i synd och trots."""
,16,27,3172,13,فَلَمَّا جَاءَتْهُمْ آيَاتُنَا مُبْصِرَةً قَالُوا هَٰذَا سِحْرٌ مُّبِينٌ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_13.png,"Men när de fick se Våra tecken, som [borde ha] öppnat deras ögon, sade de: ""Detta är uppenbar trolldom!"""
,16,27,3173,14,وَجَحَدُوا بِهَا وَاسْتَيْقَنَتْهَا أَنفُسُهُمْ ظُلْمًا وَعُلُوًّا ۚ فَانظُرْ كَيْفَ كَانَ عَاقِبَةُ الْمُفْسِدِينَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_14.png,"Och i sin ondska och sitt högmod förnekade de [tecknen], trots att de i sitt innersta var övertygade om deras äkthet. Se vilket slut dessa främjare av oordning och sedligt fördärv gick till mötes!"
,16,27,3174,15,وَلَقَدْ آتَيْنَا دَاوُودَ وَسُلَيْمَانَ عِلْمًا ۖ وَقَالَا الْحَمْدُ لِلَّهِ الَّذِي فَضَّلَنَا عَلَىٰ كَثِيرٍ مِّنْ عِبَادِهِ الْمُؤْمِنِينَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_15.png,"OCH VI gav David och Salomo kunskap [om många ting]. Och de sade: ""Låt oss lova och prisa Gud, som har skänkt oss Sin nåd i rikare mått än andra troende [Guds] tjänare!"""
,16,27,3175,16,وَوَرِثَ سُلَيْمَانُ دَاوُودَ ۖ وَقَالَ يَا أَيُّهَا النَّاسُ عُلِّمْنَا مَنطِقَ الطَّيْرِ وَأُوتِينَا مِن كُلِّ شَيْءٍ ۖ إِنَّ هَٰذَا لَهُوَ الْفَضْلُ الْمُبِينُ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_16.png,"Och Salomo ärvde Davids [profetiska visdom]. Och han sade: ""[Hör på,] alla! Vi har fått lära oss förstå fåglarnas språk och något av allt [gott i denna värld] har kommit oss till del - sannerligen ett tydligt tecken på [Guds] nåd!"""
,16,27,3176,17,وَحُشِرَ لِسُلَيْمَانَ جُنُودُهُ مِنَ الْجِنِّ وَالْإِنسِ وَالطَّيْرِ فَهُمْ يُوزَعُونَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_17.png,"[En dag] lät Salomo sina arméer av osynliga väsen, människor och fåglar samlas och han formerade dem [till marsch och de marscherade]"
,16,27,3177,18,حَتَّىٰ إِذَا أَتَوْا عَلَىٰ وَادِ النَّمْلِ قَالَتْ نَمْلَةٌ يَا أَيُّهَا النَّمْلُ ادْخُلُوا مَسَاكِنَكُمْ لَا يَحْطِمَنَّكُمْ سُلَيْمَانُ وَجُنُودُهُ وَهُمْ لَا يَشْعُرُونَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_18.png,"till dess de kom till Myrornas dal. [Då] hördes en myra ropa: ""Myror! Skynda er in i era bostäder så att inte Salomo och hans soldater trampar ihjäl er utan att de [ens] märker det!"""
,16,27,3178,19,فَتَبَسَّمَ ضَاحِكًا مِّن قَوْلِهَا وَقَالَ رَبِّ أَوْزِعْنِي أَنْ أَشْكُرَ نِعْمَتَكَ الَّتِي أَنْعَمْتَ عَلَيَّ وَعَلَىٰ وَالِدَيَّ وَأَنْ أَعْمَلَ صَالِحًا تَرْضَاهُ وَأَدْخِلْنِي بِرَحْمَتِكَ فِي عِبَادِكَ الصَّالِحِينَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_19.png,"Salomo log glatt åt myrans ord och han [bad till Gud och] sade: ""Herre! Låt min tacksamhet för Dina välgärningar mot mig och mot mina föräldrar förbli levande, och hjälp mig att leva rättskaffens så att Du kan se [på mina handlingar] med välbehag, och gör mig av nåd till en av Dina rättfärdiga tjänare!"""
,16,27,3179,20,وَتَفَقَّدَ الطَّيْرَ فَقَالَ مَا لِيَ لَا أَرَى الْهُدْهُدَ أَمْ كَانَ مِنَ الْغَائِبِينَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_20.png,"Och [en dag] då han mönstrade sina fåglar sade han: ""Varför ser jag inte härfågeln? Är det möjligt att den inte är här"
,16,27,3180,21,لَأُعَذِّبَنَّهُ عَذَابًا شَدِيدًا أَوْ لَأَذْبَحَنَّهُ أَوْ لَيَأْتِيَنِّي بِسُلْطَانٍ مُّبِينٍ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_21.png,"Jag skall minsann straffa den strängt, nej, jag skall döda den, om den inte kan ge mig ett gott skäl [för sin frånvaro]!"""
,16,27,3181,22,فَمَكَثَ غَيْرَ بَعِيدٍ فَقَالَ أَحَطتُ بِمَا لَمْ تُحِطْ بِهِ وَجِئْتُكَ مِن سَبَإٍ بِنَبَإٍ يَقِينٍ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_22.png,"[Härfågeln] blev inte [borta] länge och [när den återkom] sade den: ""Jag har fått veta något som du inte vet: jag har med mig säkra underrättelser till dig från sabéernas land."
,16,27,3182,23,إِنِّي وَجَدتُّ امْرَأَةً تَمْلِكُهُمْ وَأُوتِيَتْ مِن كُلِّ شَيْءٍ وَلَهَا عَرْشٌ عَظِيمٌ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_23.png,Jag har fått se att en kvinna härskar över dem; hon har fått allt [av denna världens goda] och hennes tron är en mäktig och lysande [tron].
,16,27,3183,24,وَجَدتُّهَا وَقَوْمَهَا يَسْجُدُونَ لِلشَّمْسِ مِن دُونِ اللَّهِ وَزَيَّنَ لَهُمُ الشَّيْطَانُ أَعْمَالَهُمْ فَصَدَّهُمْ عَنِ السَّبِيلِ فَهُمْ لَا يَهْتَدُونَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_24.png,Och jag har fått se hur hon och hennes folk tillber solen i stället för Gud; Djävulen har nämligen utmålat deras handlingar för dem i ett förskönande ljus och han har spärrat vägen för dem och de är helt utan vägledning.
,16,27,3184,25,أَلَّا يَسْجُدُوا لِلَّهِ الَّذِي يُخْرِجُ الْخَبْءَ فِي السَّمَاوَاتِ وَالْأَرْضِ وَيَعْلَمُ مَا تُخْفُونَ وَمَا تُعْلِنُونَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_25.png,"[Han har intalat dem] att de inte skall falla ned i tillbedjan inför Gud, som uppenbarar det som är dolt i himlarna och på jorden och som vet allt det ni håller hemligt och det ni öppet tillkännager;"
,16,27,3185,26,اللَّهُ لَا إِلَٰهَ إِلَّا هُوَ رَبُّ الْعَرْشِ الْعَظِيمِ ۩,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_26.png,"Gud, ingen gudom finns utom Han - Herren till härlighetens och allmaktens tron."""
,16,27,3186,27,۞ قَالَ سَنَنظُرُ أَصَدَقْتَ أَمْ كُنتَ مِنَ الْكَاذِبِينَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_27.png,"[Salomo] sade: ""Vi skall se om du har talat sanning eller om du är en lögnare."
,16,27,3187,28,اذْهَب بِّكِتَابِي هَٰذَا فَأَلْقِهْ إِلَيْهِمْ ثُمَّ تَوَلَّ عَنْهُمْ فَانظُرْ مَاذَا يَرْجِعُونَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_28.png,"Flyg med detta brev från mig och kasta ned det till dem; håll dig sedan på avstånd från dem, till dess du ser vad deras svar blir."""
,16,27,3188,29,قَالَتْ يَا أَيُّهَا الْمَلَأُ إِنِّي أُلْقِيَ إِلَيَّ كِتَابٌ كَرِيمٌ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_29.png,"[När drottningen läst brevet] sade hon: ""Aktade rådgivare! Jag har tagit emot ett brev hållet i högstämda ordalag."
,16,27,3189,30,إِنَّهُ مِن سُلَيْمَانَ وَإِنَّهُ بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_30.png,"Det är från Salomo [som säger:] 'I Guds den Nåderikes, den Barmhärtiges namn!"
,16,27,3190,31,أَلَّا تَعْلُوا عَلَيَّ وَأْتُونِي مُسْلِمِينَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_31.png,Uppres er inte i högmod mot mig; kom i stället till mig beredda att underkasta er!'”
