Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_ar,sura name,meaning,sura images,ayah_image,content_de
,25,13,1708,1,بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ المر ۚ تِلْكَ آيَاتُ الْكِتَابِ ۗ وَالَّذِي أُنزِلَ إِلَيْكَ مِن رَّبِّكَ الْحَقُّ وَلَٰكِنَّ أَكْثَرَ النَّاسِ لَا يُؤْمِنُونَ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_1.png,"Alif-lam-mim-raa . Diese sind die Ayat der Schrift. Und das, was dir von deinem HERRN hinabgesandt wurde, ist dieWahrheit! Doch diemeisten Menschen verinnerlichen den Iman nicht."
,25,13,1709,2,اللَّهُ الَّذِي رَفَعَ السَّمَاوَاتِ بِغَيْرِ عَمَدٍ تَرَوْنَهَا ۖ ثُمَّ اسْتَوَىٰ عَلَى الْعَرْشِ ۖ وَسَخَّرَ الشَّمْسَ وَالْقَمَرَ ۖ كُلٌّ يَجْرِي لِأَجَلٍ مُّسَمًّى ۚ يُدَبِّرُ الْأَمْرَ يُفَصِّلُ الْآيَاتِ لَعَلَّكُم بِلِقَاءِ رَبِّكُمْ تُوقِنُونَ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_2.png,"ALLAH ist Derjenige, Der die Himmel ohne von euch zu sichtende Stützen hochhielt, dann wandte ER Sich Al'ahrsch zu und machte die Sonne und den Mond gratis fügbar. Alles bewegt sich bis zu einem festgelegten Zeitpunkt. ER verwaltet die Angelegenheit (der Schöpfung)! ER erläutert die Ayat, damit ihr an der Begegnung eures HERRN Gewißheit habt."
,25,13,1710,3,وَهُوَ الَّذِي مَدَّ الْأَرْضَ وَجَعَلَ فِيهَا رَوَاسِيَ وَأَنْهَارًا ۖ وَمِن كُلِّ الثَّمَرَاتِ جَعَلَ فِيهَا زَوْجَيْنِ اثْنَيْنِ ۖ يُغْشِي اللَّيْلَ النَّهَارَ ۚ إِنَّ فِي ذَٰلِكَ لَآيَاتٍ لِّقَوْمٍ يَتَفَكَّرُونَ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_3.png,"Und ER ist Derjenige, Der die Erde einebnete und in ihr Festigende (Berge) und Flüsse machte. Und von allen Früchten ließ ER auf ihr Zweiheiten sein. ER läßt die Nacht den Tag überdecken. Gewiß, darin sind sicherlich Ayat für Menschen, die nachdenken."
,25,13,1711,4,وَفِي الْأَرْضِ قِطَعٌ مُّتَجَاوِرَاتٌ وَجَنَّاتٌ مِّنْ أَعْنَابٍ وَزَرْعٌ وَنَخِيلٌ صِنْوَانٌ وَغَيْرُ صِنْوَانٍ يُسْقَىٰ بِمَاءٍ وَاحِدٍ وَنُفَضِّلُ بَعْضَهَا عَلَىٰ بَعْضٍ فِي الْأُكُلِ ۚ إِنَّ فِي ذَٰلِكَ لَآيَاتٍ لِّقَوْمٍ يَعْقِلُونَ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_4.png,"Und auf der Erde sind benachbarte (aber unterschiedliche) Landstriche und Dschannat von Rebstöcken, Gewächs und Sinwan-Palmen und Nicht-Sinwan-Palmen, die mit dem gleichen Wasser bewässert werden, doch WIR machten manche von ihnen vor den anderen bevorzugt zum Verzehr. Gewiß, darin sind sicherlich Ayat für Menschen, die sich besinnen."
,25,13,1712,5,۞ وَإِن تَعْجَبْ فَعَجَبٌ قَوْلُهُمْ أَإِذَا كُنَّا تُرَابًا أَإِنَّا لَفِي خَلْقٍ جَدِيدٍ ۗ أُولَٰئِكَ الَّذِينَ كَفَرُوا بِرَبِّهِمْ ۖ وَأُولَٰئِكَ الْأَغْلَالُ فِي أَعْنَاقِهِمْ ۖ وَأُولَٰئِكَ أَصْحَابُ النَّارِ ۖ هُمْ فِيهَا خَالِدُونَ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_5.png,"Und solltest du dich wundern, so ist ziemlich kurios ihre Aussage: ""Werden wir etwa, nachdem wir zur Erde wurden, doch neu erschaffen?"" Diese sind diejenigen, die ihrem HERRN gegenüber Kufr betrieben haben. Und diese sind es, um deren Hälse Eisenringe sein werden. Und diese sind die Weggenossen des Feuers. Darin bleiben sie ewig."
,25,13,1713,6,وَيَسْتَعْجِلُونَكَ بِالسَّيِّئَةِ قَبْلَ الْحَسَنَةِ وَقَدْ خَلَتْ مِن قَبْلِهِمُ الْمَثُلَاتُ ۗ وَإِنَّ رَبَّكَ لَذُو مَغْفِرَةٍ لِّلنَّاسِ عَلَىٰ ظُلْمِهِمْ ۖ وَإِنَّ رَبَّكَ لَشَدِيدُ الْعِقَابِ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_6.png,"Und sie verlangen von dir zu beschleunigen das Übel vor dem Gutem. Doch bereits wurden vor ihnen Exempel statuiert. Gewiß, dein HERR ist sicherlich voller Vergebung den Menschen gegenüber trotz ihres Unrechttuns. Und gewiß, dein HERR ist ziemlich hart im Strafen."
,25,13,1714,7,وَيَقُولُ الَّذِينَ كَفَرُوا لَوْلَا أُنزِلَ عَلَيْهِ آيَةٌ مِّن رَّبِّهِ ۗ إِنَّمَا أَنتَ مُنذِرٌ ۖ وَلِكُلِّ قَوْمٍ هَادٍ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_7.png,"Und diejenigen, die Kufr betrieben haben, sagen: ""Würde ihm doch eine Aya von seinem HERRN hinabgesandt!"" Du bist nur ein Warner, und für jedes Volk gibt es einen Rechtleitenden."
,25,13,1715,8,اللَّهُ يَعْلَمُ مَا تَحْمِلُ كُلُّ أُنثَىٰ وَمَا تَغِيضُ الْأَرْحَامُ وَمَا تَزْدَادُ ۖ وَكُلُّ شَيْءٍ عِندَهُ بِمِقْدَارٍ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_8.png,"ALLAH weiß, was jedeWeibliche (während der Schwangerschaft) in sich trägt, was die Mutterleibe verkürzen (von der Zeit der Schwangerschaft) und was sie dazu hinzufügen. Und alle Dinge sind bei Ihm nach Maß."
,25,13,1716,9,عَالِمُ الْغَيْبِ وَالشَّهَادَةِ الْكَبِيرُ الْمُتَعَالِ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_9.png,"ER ist Der Allwissende über das Verborgene und das Sichtbare, Der Große, Der Überragende."
,25,13,1717,10,سَوَاءٌ مِّنكُم مَّنْ أَسَرَّ الْقَوْلَ وَمَن جَهَرَ بِهِ وَمَنْ هُوَ مُسْتَخْفٍ بِاللَّيْلِ وَسَارِبٌ بِالنَّهَارِ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_10.png,"Es bleibt gleich für jeden von euch, ob man das Gesprochene bei sich behält oder hörbar sagt oder ob man sich in (der Dunkelheit) der Nacht verbirgt oder sich im Tageslicht bewegt,"
,25,13,1718,11,لَهُ مُعَقِّبَاتٌ مِّن بَيْنِ يَدَيْهِ وَمِنْ خَلْفِهِ يَحْفَظُونَهُ مِنْ أَمْرِ اللَّهِ ۗ إِنَّ اللَّهَ لَا يُغَيِّرُ مَا بِقَوْمٍ حَتَّىٰ يُغَيِّرُوا مَا بِأَنفُسِهِمْ ۗ وَإِذَا أَرَادَ اللَّهُ بِقَوْمٍ سُوءًا فَلَا مَرَدَّ لَهُ ۚ وَمَا لَهُم مِّن دُونِهِ مِن وَالٍ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_11.png,"für jeden gibt es Bewacher vor sich und hinter sich, die  1   ihn mit ALLAHs Bestimmung bewahren. Gewiß, ALLAH ändert nichts von dem worin Menschen sind, bis sie das ändern, was sie in sich tragen. Und wenn ALLAH für Menschen Übel bestimmt, so kann es nicht aufgehalten werden. Und sie haben anstelle von Ihm keinen Wali."
,25,13,1719,12,هُوَ الَّذِي يُرِيكُمُ الْبَرْقَ خَوْفًا وَطَمَعًا وَيُنشِئُ السَّحَابَ الثِّقَالَ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_12.png,"ER ist Derjenige, Der euch den Blitzstrahl sichtbar macht - furchterregend und hoffungserfüllend, und ER bildet die übersättigten Wolken."
,25,13,1720,13,وَيُسَبِّحُ الرَّعْدُ بِحَمْدِهِ وَالْمَلَائِكَةُ مِنْ خِيفَتِهِ وَيُرْسِلُ الصَّوَاعِقَ فَيُصِيبُ بِهَا مَن يَشَاءُ وَهُمْ يُجَادِلُونَ فِي اللَّهِ وَهُوَ شَدِيدُ الْمِحَالِ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_13.png,"Und der Donner lobpreist mit Seinem Lob und die Engel lobpreisen aus Furcht vor Ihm. Und ER läßt die Donnerschläge schicken, um damit zu treffen, wen ER will. Sie disputieren jedoch über ALLAH, während ER gewaltig im Vernichten ist."
,25,13,1721,14,لَهُ دَعْوَةُ الْحَقِّ ۖ وَالَّذِينَ يَدْعُونَ مِن دُونِهِ لَا يَسْتَجِيبُونَ لَهُم بِشَيْءٍ إِلَّا كَبَاسِطِ كَفَّيْهِ إِلَى الْمَاءِ لِيَبْلُغَ فَاهُ وَمَا هُوَ بِبَالِغِهِ ۚ وَمَا دُعَاءُ الْكَافِرِينَ إِلَّا فِي ضَلَالٍ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_14.png,"Ihm alleine gebührt das wahre Bittgebet. Und diejenigen, die sie anstelle von Ihm bitten, erfüllen ihnen nichts außer dem, was demjenigen (erfüllt wird), der seine Hände zum Wasser ausstreckt, damit es seinen Mund erreicht, wobei es ihn nicht erreicht. Und das Bittgebet der Kafir ist nur verfehlt."
,25,13,1722,15,وَلِلَّهِ يَسْجُدُ مَن فِي السَّمَاوَاتِ وَالْأَرْضِ طَوْعًا وَكَرْهًا وَظِلَالُهُم بِالْغُدُوِّ وَالْآصَالِ ۩,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_15.png,"Und für ALLAH vollziehen Sudschud alle, die in den Himmeln und auf Erden sind - aus freien Stücken und widerwillig - auch ihre Schatten morgens und abends."
,25,13,1723,16,قُلْ مَن رَّبُّ السَّمَاوَاتِ وَالْأَرْضِ قُلِ اللَّهُ ۚ قُلْ أَفَاتَّخَذْتُم مِّن دُونِهِ أَوْلِيَاءَ لَا يَمْلِكُونَ لِأَنفُسِهِمْ نَفْعًا وَلَا ضَرًّا ۚ قُلْ هَلْ يَسْتَوِي الْأَعْمَىٰ وَالْبَصِيرُ أَمْ هَلْ تَسْتَوِي الظُّلُمَاتُ وَالنُّورُ ۗ أَمْ جَعَلُوا لِلَّهِ شُرَكَاءَ خَلَقُوا كَخَلْقِهِ فَتَشَابَهَ الْخَلْقُ عَلَيْهِمْ ۚ قُلِ اللَّهُ خَالِقُ كُلِّ شَيْءٍ وَهُوَ الْوَاحِدُ الْقَهَّارُ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_16.png,"Sag: ""Wer ist Der HERR der Himmel und der Erde?"" Sag: ""ALLAH!"" Sag: ""Setzt ihr euch anstelle von Ihm etwa Wali ein, welche sich selbst weder nützen noch schaden können?!"" Sag: ""Sind etwa der Blinde und der Sehende gleich? Oder sind etwa die Finsternis und das Licht gleich?"" Oder haben sie ALLAH Partner beigesellt, welche Gleiches wie Seine Schöpfung erschufen, so daß ihnen die Schöpfung ähnlich zu sein schien?! Sag: ""ALLAH ist der Schöpfer allen Seins, und ER ist Der Einzigartige, Der Allbezwingende."""
,25,13,1724,17,أَنزَلَ مِنَ السَّمَاءِ مَاءً فَسَالَتْ أَوْدِيَةٌ بِقَدَرِهَا فَاحْتَمَلَ السَّيْلُ زَبَدًا رَّابِيًا ۚ وَمِمَّا يُوقِدُونَ عَلَيْهِ فِي النَّارِ ابْتِغَاءَ حِلْيَةٍ أَوْ مَتَاعٍ زَبَدٌ مِّثْلُهُ ۚ كَذَٰلِكَ يَضْرِبُ اللَّهُ الْحَقَّ وَالْبَاطِلَ ۚ فَأَمَّا الزَّبَدُ فَيَذْهَبُ جُفَاءً ۖ وَأَمَّا مَا يَنفَعُ النَّاسَ فَيَمْكُثُ فِي الْأَرْضِ ۚ كَذَٰلِكَ يَضْرِبُ اللَّهُ الْأَمْثَالَ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_17.png,"ER ließ vom Himmel Wasser fallen, dann floß es durch Täler ihrer Größe nach, dann trug das strömende Wasser Schaum auf der Oberfläche. Auch von dem, was sie im Feuer schmelzen zur Herstellung von Schmuck und Utensilien, gibt es ihm ähnlichen Schaum. Solcherart prägt ALLAH Gleichnisse von der Wahrheit und von dem für nichtig Erklärten. Also hinsichtlich des Schaums, so wird er beiseite geworfen, doch hinsichtlich dessen, das den Menschen nützt, so verbleibt es in der Erde. Solcherart prägt ALLAH die Gleichnisse."
,25,13,1725,18,لِلَّذِينَ اسْتَجَابُوا لِرَبِّهِمُ الْحُسْنَىٰ ۚ وَالَّذِينَ لَمْ يَسْتَجِيبُوا لَهُ لَوْ أَنَّ لَهُم مَّا فِي الْأَرْضِ جَمِيعًا وَمِثْلَهُ مَعَهُ لَافْتَدَوْا بِهِ ۚ أُولَٰئِكَ لَهُمْ سُوءُ الْحِسَابِ وَمَأْوَاهُمْ جَهَنَّمُ ۖ وَبِئْسَ الْمِهَادُ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_18.png,"Für diejenigen, die sich ihrem HERRN fügten, gibt es das Beste. Und diejenigen, die sich Ihm nicht fügten - gehörte ihnen alles und noch einmal soviel dazu von dem, was auf der Erde ist, würden sie sich damit gewiß (vor der Peinigung) freikaufen. Für diese ist das Übel des Zur-Rechenschaft-Ziehens bestimmt, und ihre Unterkunft ist Dschahannam. Und was für ein erbärmlicher Aufenthaltsort!"
,25,13,1726,19,۞ أَفَمَن يَعْلَمُ أَنَّمَا أُنزِلَ إِلَيْكَ مِن رَّبِّكَ الْحَقُّ كَمَنْ هُوَ أَعْمَىٰ ۚ إِنَّمَا يَتَذَكَّرُ أُولُو الْأَلْبَابِ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_19.png,"Ist derjenige, der weiß, daß dir von deinem HERRN nichts außer der Wahrheit hinabgesandt wurde, etwa gleich demjenigen, der blind ist?! Doch nur die verständigen Menschen besinnen sich."
,25,13,1727,20,الَّذِينَ يُوفُونَ بِعَهْدِ اللَّهِ وَلَا يَنقُضُونَ الْمِيثَاقَ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_20.png,"Es sind diejenigen, die das ihnen von ALLAH Auferlegte erfüllen und das Gelöbnis nicht verletzen."
,25,13,1728,21,وَالَّذِينَ يَصِلُونَ مَا أَمَرَ اللَّهُ بِهِ أَن يُوصَلَ وَيَخْشَوْنَ رَبَّهُمْ وَيَخَافُونَ سُوءَ الْحِسَابِ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_21.png,"Auch diejenigen, die das verbinden, dessen Verbindung ALLAH gebot, ihrem HERRN gegenüber ehrfürchtig sind und sich vor dem Übel des Zur-Rechenschaft-Ziehens fürchten."
,25,13,1729,22,وَالَّذِينَ صَبَرُوا ابْتِغَاءَ وَجْهِ رَبِّهِمْ وَأَقَامُوا الصَّلَاةَ وَأَنفَقُوا مِمَّا رَزَقْنَاهُمْ سِرًّا وَعَلَانِيَةً وَيَدْرَءُونَ بِالْحَسَنَةِ السَّيِّئَةَ أُولَٰئِكَ لَهُمْ عُقْبَى الدَّارِ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_22.png,"1   Ebenso diejenigen, die sich in Geduld übten, um das Wohlgefallen ALLAHs zu erlangen, die das rituelle Gebet ordnungsgemäß verrichteten, die vom Rizq gaben, das WIR ihnen gewährten - heimlich und öffentlich - und die mit Gutem das Verwerfliche abwehren, für diese ist Belohnung nach dem Diesseits bestimmt."
,25,13,1730,23,جَنَّاتُ عَدْنٍ يَدْخُلُونَهَا وَمَن صَلَحَ مِنْ آبَائِهِمْ وَأَزْوَاجِهِمْ وَذُرِّيَّاتِهِمْ ۖ وَالْمَلَائِكَةُ يَدْخُلُونَ عَلَيْهِم مِّن كُلِّ بَابٍ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_23.png,"Dies ist Dschannat von 'Adn, in die sie und die gottgefällig Guttuenden von ihren Ahnen, ihren Partnerwesen und ihrer Nachkommenschaft eintreten. Und die Engel treten zu ihnen durch jede Tür ein:"
,25,13,1731,24,سَلَامٌ عَلَيْكُم بِمَا صَبَرْتُمْ ۚ فَنِعْمَ عُقْبَى الدَّارِ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_24.png,"""Salam sei mit euch für das, was ihr an Geduld geübt habt. Was für eine erfreuliche Belohnung nach dem Diesseits!"""
,25,13,1732,25,وَالَّذِينَ يَنقُضُونَ عَهْدَ اللَّهِ مِن بَعْدِ مِيثَاقِهِ وَيَقْطَعُونَ مَا أَمَرَ اللَّهُ بِهِ أَن يُوصَلَ وَيُفْسِدُونَ فِي الْأَرْضِ ۙ أُولَٰئِكَ لَهُمُ اللَّعْنَةُ وَلَهُمْ سُوءُ الدَّارِ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_25.png,"Und diejenigen, die das ihnen von ALLAH Auferlegte verletzen, nachdem sie es als verbindlich anerkannten, das abbrechen, dessen Verbindung ALLAH vorgeschrieben hat, und auf der Erde Verderben anrichten. Für diese ist Fluch vorgesehen, und für sie ist das Übel nach dem Diesseits bestimmt."
,25,13,1733,26,اللَّهُ يَبْسُطُ الرِّزْقَ لِمَن يَشَاءُ وَيَقْدِرُ ۚ وَفَرِحُوا بِالْحَيَاةِ الدُّنْيَا وَمَا الْحَيَاةُ الدُّنْيَا فِي الْآخِرَةِ إِلَّا مَتَاعٌ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_26.png,"ALLAH gewährt viel Rizq, wem ER will, und läßt es wenig sein. Und sie freuten sich über das diesseitige Leben. Doch das diesseitige Leben ist im Jenseits nur ein (vergängliches) Gebrauchsgut."
,25,13,1734,27,وَيَقُولُ الَّذِينَ كَفَرُوا لَوْلَا أُنزِلَ عَلَيْهِ آيَةٌ مِّن رَّبِّهِ ۗ قُلْ إِنَّ اللَّهَ يُضِلُّ مَن يَشَاءُ وَيَهْدِي إِلَيْهِ مَنْ أَنَابَ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_27.png,"Und diejenigen, die Kufr betrieben haben, sagen: ""Würde ihm doch eine Aya von seinem HERRN hinabgesandt!"" Sag: ""Gewiß ALLAH läßt abirren, wen ER will, und leitet zu Sich denjenigen recht, der sich reumütig besinnt."
,25,13,1735,28,الَّذِينَ آمَنُوا وَتَطْمَئِنُّ قُلُوبُهُم بِذِكْرِ اللَّهِ ۗ أَلَا بِذِكْرِ اللَّهِ تَطْمَئِنُّ الْقُلُوبُ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_28.png,"Dies sind diejenigen, die den Iman verinnerlichten, und deren Herzen bei ALLAHs Gedenken Ruhe finden. Ja! Beim Gedenken ALLAHs finden die Herzen Ruhe."
,25,13,1736,29,الَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ طُوبَىٰ لَهُمْ وَحُسْنُ مَآبٍ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_29.png,"Diejenigen, die den Iman verinnerlicht und gottgefällig Gutes getan haben, für sie gibt es Glückseligkeit und schöne Rückkehr."
,25,13,1737,30,كَذَٰلِكَ أَرْسَلْنَاكَ فِي أُمَّةٍ قَدْ خَلَتْ مِن قَبْلِهَا أُمَمٌ لِّتَتْلُوَ عَلَيْهِمُ الَّذِي أَوْحَيْنَا إِلَيْكَ وَهُمْ يَكْفُرُونَ بِالرَّحْمَٰنِ ۚ قُلْ هُوَ رَبِّي لَا إِلَٰهَ إِلَّا هُوَ عَلَيْهِ تَوَكَّلْتُ وَإِلَيْهِ مَتَابِ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_30.png,"So entsandten WIR dich als einen Gesandten zu einer Umma, vor der bereits andere Umam vergingen, damit du ihnen das vorträgst, was WIR dir als Wahy zuteil werden ließen, während sie Dem Allgnade Erweisenden gegenüber Kufr betreiben. Sag: ""ER ist mein HERR, es gibt keine Gottheit außer Ihm! Ihm gegenüber übe ich Tawakkul und zu Ihm ist meine Umkehr."
,25,13,1738,31,وَلَوْ أَنَّ قُرْآنًا سُيِّرَتْ بِهِ الْجِبَالُ أَوْ قُطِّعَتْ بِهِ الْأَرْضُ أَوْ كُلِّمَ بِهِ الْمَوْتَىٰ ۗ بَل لِّلَّهِ الْأَمْرُ جَمِيعًا ۗ أَفَلَمْ يَيْأَسِ الَّذِينَ آمَنُوا أَن لَّوْ يَشَاءُ اللَّهُ لَهَدَى النَّاسَ جَمِيعًا ۗ وَلَا يَزَالُ الَّذِينَ كَفَرُوا تُصِيبُهُم بِمَا صَنَعُوا قَارِعَةٌ أَوْ تَحُلُّ قَرِيبًا مِّن دَارِهِمْ حَتَّىٰ يَأْتِيَ وَعْدُ اللَّهِ ۚ إِنَّ اللَّهَ لَا يُخْلِفُ الْمِيعَادَ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_31.png,"Und (sie werden den Iman nicht verinnerlichen), auch dann (nicht), sollte ein Quran hinabgesandt werden, mit dem die Berge in Bewegung gesetzt würden oder die Landschaft gespalten würde oder mit den Toten gesprochen würde. Nein, sondern ALLAH gehört die Bestimmung insgesamt. Wollen diejenigen, die den Iman verinnerlichten, etwa nicht zur Kenntnis nehmen, daß wenn ALLAH wollte, ER alle Menschen rechtleitete?! Und diejenigen, die Kufr betrieben haben, wird immer wieder eine Katastrophe treffen für das, was sie bewerkstelligten, oder sie geschieht in der Nähe ihrer Heimat, bis das von ALLAH Versprochene eintrifft. Gewiß, ALLAH bricht nicht Sein Versprechen."
,25,13,1739,32,وَلَقَدِ اسْتُهْزِئَ بِرُسُلٍ مِّن قَبْلِكَ فَأَمْلَيْتُ لِلَّذِينَ كَفَرُوا ثُمَّ أَخَذْتُهُمْ ۖ فَكَيْفَ كَانَ عِقَابِ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_32.png,"Und gewiß, bereits wurden vor dir Gesandte verspottet, dann gewährte ICH denjenigen, die Kufr betrieben haben, noch längere Zeit, dann beseitigte ICH sie. Und wie war Meine Bestrafung?!"
,25,13,1740,33,أَفَمَنْ هُوَ قَائِمٌ عَلَىٰ كُلِّ نَفْسٍ بِمَا كَسَبَتْ ۗ وَجَعَلُوا لِلَّهِ شُرَكَاءَ قُلْ سَمُّوهُمْ ۚ أَمْ تُنَبِّئُونَهُ بِمَا لَا يَعْلَمُ فِي الْأَرْضِ أَم بِظَاهِرٍ مِّنَ الْقَوْلِ ۗ بَلْ زُيِّنَ لِلَّذِينَ كَفَرُوا مَكْرُهُمْ وَصُدُّوا عَنِ السَّبِيلِ ۗ وَمَن يُضْلِلِ اللَّهُ فَمَا لَهُ مِنْ هَادٍ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_33.png,"Ist etwa derjenige, der über jede Seele und das, was sie erwirbt, wacht, (gleich dem, der dies nicht kann)?! Und sie gesellten ALLAH (angebliche) Partner bei. Sag: ""Nennt sie doch!"" Oder macht ihr Ihm etwa Mitteilung über das, was ER auf der Erde nicht kennt oder sind dies nur Worthülsen?! Nein, sondern denjenigen, die Kufr betrieben haben, wurde ihre List schön gemacht und sie wurden vom rechten (Weg) abgehalten. Und wen ALLAH abirren läßt, für ihn gibt es gewiß keinen Rechtleitenden."
,25,13,1741,34,لَّهُمْ عَذَابٌ فِي الْحَيَاةِ الدُّنْيَا ۖ وَلَعَذَابُ الْآخِرَةِ أَشَقُّ ۖ وَمَا لَهُم مِّنَ اللَّهِ مِن وَاقٍ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_34.png,Für sie ist Peinigung im diesseitigen Leben bestimmt. Doch die Peinigung im Jenseits ist noch qualvoller. Und sie haben vor ALLAH keinen Schutz-Gewährenden.
,25,13,1742,35,۞ مَّثَلُ الْجَنَّةِ الَّتِي وُعِدَ الْمُتَّقُونَ ۖ تَجْرِي مِن تَحْتِهَا الْأَنْهَارُ ۖ أُكُلُهَا دَائِمٌ وَظِلُّهَا ۚ تِلْكَ عُقْبَى الَّذِينَ اتَّقَوا ۖ وَّعُقْبَى الْكَافِرِينَ النَّارُ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_35.png,"Das Gleichnis der Dschanna, welche den Muttaqi versprochen wurde, ist (eine Dschanna), die von Flüssen durchflossen wird, ihre Früchte sind andauernd, ebenso ihre Schatten. Dies ist die Belohnung für diejenigen, die Taqwa gemäß handelten. Und die Vergeltung für die Kafir ist das Feuer."
,25,13,1743,36,وَالَّذِينَ آتَيْنَاهُمُ الْكِتَابَ يَفْرَحُونَ بِمَا أُنزِلَ إِلَيْكَ ۖ وَمِنَ الْأَحْزَابِ مَن يُنكِرُ بَعْضَهُ ۚ قُلْ إِنَّمَا أُمِرْتُ أَنْ أَعْبُدَ اللَّهَ وَلَا أُشْرِكَ بِهِ ۚ إِلَيْهِ أَدْعُو وَإِلَيْهِ مَآبِ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_36.png,"Und diejenigen, denen WIR die Schrift zuteil werden ließen, freuen sich über das, was dir hinabgesandt wurde. Und unter Al-ahzab sind manche, die einen Teil von ihm abstreiten. Sag: ""Mir wurde geboten, daß ich nur ALLAH diene und Ihm gegenüber keinen Schirk betreibe. Zu Ihm richte ich meine Bittgebete und zu Ihm ist meine Rückkehr."""
,25,13,1744,37,وَكَذَٰلِكَ أَنزَلْنَاهُ حُكْمًا عَرَبِيًّا ۚ وَلَئِنِ اتَّبَعْتَ أَهْوَاءَهُم بَعْدَمَا جَاءَكَ مِنَ الْعِلْمِ مَا لَكَ مِنَ اللَّهِ مِن وَلِيٍّ وَلَا وَاقٍ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_37.png,"Und genauso haben WIR ihn als einen Richtenden auf Arabisch hinabgesandt. Und solltest du ihren Neigungen folgen nach dem Wissen, das dir zuteil wurde, so hast du vor ALLAH weder Wali noch Schutz-Gewährenden."
,25,13,1745,38,وَلَقَدْ أَرْسَلْنَا رُسُلًا مِّن قَبْلِكَ وَجَعَلْنَا لَهُمْ أَزْوَاجًا وَذُرِّيَّةً ۚ وَمَا كَانَ لِرَسُولٍ أَن يَأْتِيَ بِآيَةٍ إِلَّا بِإِذْنِ اللَّهِ ۗ لِكُلِّ أَجَلٍ كِتَابٌ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_38.png,"Und gewiß, bereits entsandten WIR vor dir Gesandte und gaben ihnen Ehefrauen und Nachwuchs. Und keinem Gesandten gebührt es, eine Aya zu bringen, außer mit ALLAHs Zustimmung. Für jede Zeitspanne gibt es eine Schrift."
,25,13,1746,39,يَمْحُو اللَّهُ مَا يَشَاءُ وَيُثْبِتُ ۖ وَعِندَهُ أُمُّ الْكِتَابِ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_39.png,"ALLAH löscht aus, was ER will, und bestätigt es. Und bei Ihm ist der Ursprung der Schrift."
