Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_ar,sura name,meaning,sura images,ayah_image,content_it
,20,10,1369,5,هُوَ الَّذِي جَعَلَ الشَّمْسَ ضِيَاءً وَالْقَمَرَ نُورًا وَقَدَّرَهُ مَنَازِلَ لِتَعْلَمُوا عَدَدَ السِّنِينَ وَالْحِسَابَ ۚ مَا خَلَقَ اللَّهُ ذَٰلِكَ إِلَّا بِالْحَقِّ ۚ يُفَصِّلُ الْآيَاتِ لِقَوْمٍ يَعْلَمُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_5.png,"E' Lui che ha fatto del sole uno splendore e della luna una luce, ed ha stabilito le sue fasi perché possiate conoscere il numero degli anni e il computo. Allah non creò tutto ciò se non in verità. Egli estrinseca i Suoi segni per la gente che conosce."
,20,10,1370,6,إِنَّ فِي اخْتِلَافِ اللَّيْلِ وَالنَّهَارِ وَمَا خَلَقَ اللَّهُ فِي السَّمَاوَاتِ وَالْأَرْضِ لَآيَاتٍ لِّقَوْمٍ يَتَّقُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_6.png,"In verità nell'alternarsi del giorno e della notte e in ciò che Allah ha creato nei cieli e sulla terra, ci sono segni per genti che [Lo] temono."
,20,10,1371,7,إِنَّ الَّذِينَ لَا يَرْجُونَ لِقَاءَنَا وَرَضُوا بِالْحَيَاةِ الدُّنْيَا وَاطْمَأَنُّوا بِهَا وَالَّذِينَ هُمْ عَنْ آيَاتِنَا غَافِلُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_7.png,"In verità coloro che non sperano nel Nostro incontro e si accontentano della vita terrena e ne sono soddisfatti e coloro che sono noncuranti dei Nostri segni,"
,20,10,1372,8,أُولَٰئِكَ مَأْوَاهُمُ النَّارُ بِمَا كَانُوا يَكْسِبُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_8.png,"avranno come loro rifugio il Fuoco, per ciò che hanno meritato."
,20,10,1373,9,إِنَّ الَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ يَهْدِيهِمْ رَبُّهُم بِإِيمَانِهِمْ ۖ تَجْرِي مِن تَحْتِهِمُ الْأَنْهَارُ فِي جَنَّاتِ النَّعِيمِ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_9.png,"Coloro che credono e compiono il bene, Allah li guiderà grazie alla loro fede: ai loro piedi scorreranno i ruscelli nei Giardini della delizia."
,20,10,1374,10,دَعْوَاهُمْ فِيهَا سُبْحَانَكَ اللَّهُمَّ وَتَحِيَّتُهُمْ فِيهَا سَلَامٌ ۚ وَآخِرُ دَعْوَاهُمْ أَنِ الْحَمْدُ لِلَّهِ رَبِّ الْعَالَمِينَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_10.png,"Colà la loro invocazione sarà: «Gloria a Te, Allah»; il loro saluto: «Pace»; e l'ultima delle loro invocazioni [sarà]: «La lode appartiene ad Allah, Signore dei mondi»."
,20,10,1375,11,۞ وَلَوْ يُعَجِّلُ اللَّهُ لِلنَّاسِ الشَّرَّ اسْتِعْجَالَهُم بِالْخَيْرِ لَقُضِيَ إِلَيْهِمْ أَجَلُهُمْ ۖ فَنَذَرُ الَّذِينَ لَا يَرْجُونَ لِقَاءَنَا فِي طُغْيَانِهِمْ يَعْمَهُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_11.png,"Se Allah affrettasse la disgrazia degli uomini con la stessa fretta con cui essi cercano il benessere, il loro termine sarebbe compiuto. Lasciamo [invece] procedere alla cieca, nella loro ribellione, coloro che non sperano nel Nostro incontro."
,20,10,1376,12,وَإِذَا مَسَّ الْإِنسَانَ الضُّرُّ دَعَانَا لِجَنبِهِ أَوْ قَاعِدًا أَوْ قَائِمًا فَلَمَّا كَشَفْنَا عَنْهُ ضُرَّهُ مَرَّ كَأَن لَّمْ يَدْعُنَا إِلَىٰ ضُرٍّ مَّسَّهُ ۚ كَذَٰلِكَ زُيِّنَ لِلْمُسْرِفِينَ مَا كَانُوا يَعْمَلُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_12.png,"Quando la disgrazia lo tocca, l'uomo Ci invoca, coricato su un fianco, seduto o in piedi. Quando poi lo liberiamo dalla sua disgrazia si comporta come se non Ci avesse mai invocato a proposito della disgrazia che lo ha colto. Così abbelliamo agli empi le azioni loro."
,20,10,1377,13,وَلَقَدْ أَهْلَكْنَا الْقُرُونَ مِن قَبْلِكُمْ لَمَّا ظَلَمُوا ۙ وَجَاءَتْهُمْ رُسُلُهُم بِالْبَيِّنَاتِ وَمَا كَانُوا لِيُؤْمِنُوا ۚ كَذَٰلِكَ نَجْزِي الْقَوْمَ الْمُجْرِمِينَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_13.png,"Facemmo perire le generazioni precedenti perché furono ingiuste. Messaggeri della loro gente avevano portato le prove, ma essi non furono disposti a credere. Compensiamo così gli empi."
,20,10,1378,14,ثُمَّ جَعَلْنَاكُمْ خَلَائِفَ فِي الْأَرْضِ مِن بَعْدِهِمْ لِنَنظُرَ كَيْفَ تَعْمَلُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_14.png,"Quindi vi costituimmo, dopo di loro, vicari sulla terra, per vedere come vi sareste comportati."
,20,10,1379,15,وَإِذَا تُتْلَىٰ عَلَيْهِمْ آيَاتُنَا بَيِّنَاتٍ ۙ قَالَ الَّذِينَ لَا يَرْجُونَ لِقَاءَنَا ائْتِ بِقُرْآنٍ غَيْرِ هَٰذَا أَوْ بَدِّلْهُ ۚ قُلْ مَا يَكُونُ لِي أَنْ أُبَدِّلَهُ مِن تِلْقَاءِ نَفْسِي ۖ إِنْ أَتَّبِعُ إِلَّا مَا يُوحَىٰ إِلَيَّ ۖ إِنِّي أَخَافُ إِنْ عَصَيْتُ رَبِّي عَذَابَ يَوْمٍ عَظِيمٍ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_15.png,"Quando vengono recitati i Nostri segni, prove evidenti, coloro che non sperano di incontrarCi dicono: «Portaci un Corano diverso da questo»; oppure: «Modificalo». Di': «Non posso permettermi di modificarlo di mia volontà. Non faccio che seguire quello che mi è stato rivelato. Se disobbedissi al mio Signore, temerei il castigo di un giorno terribile»."
,20,10,1380,16,قُل لَّوْ شَاءَ اللَّهُ مَا تَلَوْتُهُ عَلَيْكُمْ وَلَا أَدْرَاكُم بِهِ ۖ فَقَدْ لَبِثْتُ فِيكُمْ عُمُرًا مِّن قَبْلِهِ ۚ أَفَلَا تَعْقِلُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_16.png,"Di': «Se Allah avesse voluto, non ve lo avrei recitato ed Egli non ve lo avrebbe fatto conoscere. Sono rimasto tutta una vita tra voi prima di questo: non riflettete dunque?»."
,20,10,1381,17,فَمَنْ أَظْلَمُ مِمَّنِ افْتَرَىٰ عَلَى اللَّهِ كَذِبًا أَوْ كَذَّبَ بِآيَاتِهِ ۚ إِنَّهُ لَا يُفْلِحُ الْمُجْرِمُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_17.png,Chi è peggior ingiusto di colui che inventa una menzogna contro Allah e taccia di menzogna i Suoi segni? Gli empi non avranno riuscita!
,20,10,1382,18,وَيَعْبُدُونَ مِن دُونِ اللَّهِ مَا لَا يَضُرُّهُمْ وَلَا يَنفَعُهُمْ وَيَقُولُونَ هَٰؤُلَاءِ شُفَعَاؤُنَا عِندَ اللَّهِ ۚ قُلْ أَتُنَبِّئُونَ اللَّهَ بِمَا لَا يَعْلَمُ فِي السَّمَاوَاتِ وَلَا فِي الْأَرْضِ ۚ سُبْحَانَهُ وَتَعَالَىٰ عَمَّا يُشْرِكُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_18.png,"Quello che adorano in luogo di Allah non li danneggia e non giova loro. Dicono: «Essi sono i nostri intercessori presso Allah». Di': «Volete informare - Allah di qualcosa che non conosce nei cieli e sulla terra?». Gloria a Lui, Egli è ben più alto di ciò che Gli associano!"
,20,10,1383,19,وَمَا كَانَ النَّاسُ إِلَّا أُمَّةً وَاحِدَةً فَاخْتَلَفُوا ۚ وَلَوْلَا كَلِمَةٌ سَبَقَتْ مِن رَّبِّكَ لَقُضِيَ بَيْنَهُمْ فِيمَا فِيهِ يَخْتَلِفُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_19.png,"Gli uomini non formavano che un'unica comunità, poi furono discordi. Se non fosse giunta in precedenza una Parola del tuo Signore, sarebbe già stato deciso a proposito di ciò su cui erano discordi."
,20,10,1384,20,وَيَقُولُونَ لَوْلَا أُنزِلَ عَلَيْهِ آيَةٌ مِّن رَّبِّهِ ۖ فَقُلْ إِنَّمَا الْغَيْبُ لِلَّهِ فَانتَظِرُوا إِنِّي مَعَكُم مِّنَ الْمُنتَظِرِينَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_20.png,E dicono: «Perché non viene fatto scendere su di lui un segno del suo Signore?». Di': «In verità l'invisibile appartiene ad Allah. Aspettate e sarò con voi tra coloro che aspettano».
,20,10,1385,21,وَإِذَا أَذَقْنَا النَّاسَ رَحْمَةً مِّن بَعْدِ ضَرَّاءَ مَسَّتْهُمْ إِذَا لَهُم مَّكْرٌ فِي آيَاتِنَا ۚ قُلِ اللَّهُ أَسْرَعُ مَكْرًا ۚ إِنَّ رُسُلَنَا يَكْتُبُونَ مَا تَمْكُرُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_21.png,"Quando usiamo misericordia agli uomini dopo che li ha colpiti una disgrazia, essi tramano contro i Nostri segni. Di': «Allah è il più rapido degli strateghi». I Nostri angeli registrano le vostre trame."
,20,10,1386,22,هُوَ الَّذِي يُسَيِّرُكُمْ فِي الْبَرِّ وَالْبَحْرِ ۖ حَتَّىٰ إِذَا كُنتُمْ فِي الْفُلْكِ وَجَرَيْنَ بِهِم بِرِيحٍ طَيِّبَةٍ وَفَرِحُوا بِهَا جَاءَتْهَا رِيحٌ عَاصِفٌ وَجَاءَهُمُ الْمَوْجُ مِن كُلِّ مَكَانٍ وَظَنُّوا أَنَّهُمْ أُحِيطَ بِهِمْ ۙ دَعَوُا اللَّهَ مُخْلِصِينَ لَهُ الدِّينَ لَئِنْ أَنجَيْتَنَا مِنْ هَٰذِهِ لَنَكُونَنَّ مِنَ الشَّاكِرِينَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_22.png,"Egli è Colui che vi fa viaggiare per terra e per mare. Quando siete su battelli che navigano col buon vento, [gli uomini] esultano. Quando sorge un vento impetuoso e le onde si alzano da ogni parte, invocano Allah e Gli rendono un culto puro -: «Se ci salvi, saremo certamente riconoscenti!…»."
,20,10,1387,23,فَلَمَّا أَنجَاهُمْ إِذَا هُمْ يَبْغُونَ فِي الْأَرْضِ بِغَيْرِ الْحَقِّ ۗ يَا أَيُّهَا النَّاسُ إِنَّمَا بَغْيُكُمْ عَلَىٰ أَنفُسِكُم ۖ مَّتَاعَ الْحَيَاةِ الدُّنْيَا ۖ ثُمَّ إِلَيْنَا مَرْجِعُكُمْ فَنُنَبِّئُكُم بِمَا كُنتُمْ تَعْمَلُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_23.png,"Quando poi Allah li ha salvati, ecco che che si mostrano ribelli sulla terra! - O uomini, invero la vostra ribellione è contro voi stessi, [avrete] gioia effime- ra nella vita terrena e poi sarete ricondotti verso di Noi, e allora vi informere- mo circa il vostro operato."
,20,10,1388,24,إِنَّمَا مَثَلُ الْحَيَاةِ الدُّنْيَا كَمَاءٍ أَنزَلْنَاهُ مِنَ السَّمَاءِ فَاخْتَلَطَ بِهِ نَبَاتُ الْأَرْضِ مِمَّا يَأْكُلُ النَّاسُ وَالْأَنْعَامُ حَتَّىٰ إِذَا أَخَذَتِ الْأَرْضُ زُخْرُفَهَا وَازَّيَّنَتْ وَظَنَّ أَهْلُهَا أَنَّهُمْ قَادِرُونَ عَلَيْهَا أَتَاهَا أَمْرُنَا لَيْلًا أَوْ نَهَارًا فَجَعَلْنَاهَا حَصِيدًا كَأَن لَّمْ تَغْنَ بِالْأَمْسِ ۚ كَذَٰلِكَ نُفَصِّلُ الْآيَاتِ لِقَوْمٍ يَتَفَكَّرُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_24.png,"In verità questa vita è come un' acqua che facciamo scendere dal cielo, e che si mescola alle piante della terra di cui si nutrono gli uomini e gli animali. Quando la terra prende i suoi ornamenti ed è rigogliosa di bellezza, i suoi abitanti pensano di possederla ma giunge il Nostro decreto di giorno o di notte e la rendiamo spoglia come se il giorno prima non fosse fiorita. Così esplichiamo i Nostri segni a coloro che riflettono."
,20,10,1389,25,وَاللَّهُ يَدْعُو إِلَىٰ دَارِ السَّلَامِ وَيَهْدِي مَن يَشَاءُ إِلَىٰ صِرَاطٍ مُّسْتَقِيمٍ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_25.png,Allah chiama alla dimora della pace e guida chi Egli vuole sulla Retta via.
,20,10,1390,26,۞ لِّلَّذِينَ أَحْسَنُوا الْحُسْنَىٰ وَزِيَادَةٌ ۖ وَلَا يَرْهَقُ وُجُوهَهُمْ قَتَرٌ وَلَا ذِلَّةٌ ۚ أُولَٰئِكَ أَصْحَابُ الْجَنَّةِ ۖ هُمْ فِيهَا خَالِدُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_26.png,"Bene a chi fa il bene, e ancor di più. Polvere e umiliazione non copriranno i loro volti. Essi sono i compagni del Giardino, e vi resteranno in perpetuo."
,20,10,1391,27,وَالَّذِينَ كَسَبُوا السَّيِّئَاتِ جَزَاءُ سَيِّئَةٍ بِمِثْلِهَا وَتَرْهَقُهُمْ ذِلَّةٌ ۖ مَّا لَهُم مِّنَ اللَّهِ مِنْ عَاصِمٍ ۖ كَأَنَّمَا أُغْشِيَتْ وُجُوهُهُمْ قِطَعًا مِّنَ اللَّيْلِ مُظْلِمًا ۚ أُولَٰئِكَ أَصْحَابُ النَّارِ ۖ هُمْ فِيهَا خَالِدُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_27.png,"E coloro che hanno commesso azioni malvage, vedranno pagato col male il male loro. Saranno avvolti nella vergogna, senza nessun protettore al cospetto di Allah, come se i loro volti fossero coperti da oscuri lembi di notte Essi sono i compagni del Fuoco, in cui rimarranno in perpetuo."
,20,10,1392,28,وَيَوْمَ نَحْشُرُهُمْ جَمِيعًا ثُمَّ نَقُولُ لِلَّذِينَ أَشْرَكُوا مَكَانَكُمْ أَنتُمْ وَشُرَكَاؤُكُمْ ۚ فَزَيَّلْنَا بَيْنَهُمْ ۖ وَقَالَ شُرَكَاؤُهُم مَّا كُنتُمْ إِيَّانَا تَعْبُدُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_28.png,"Il Giorno in cui li raduneremo tutti, diremo ai politeisti: «State in disparte, voi e i vostri soci», e li separemo gli uni dagli altri. Diranno i loro soci: «Non adoravate certamente noi!"
,20,10,1393,29,فَكَفَىٰ بِاللَّهِ شَهِيدًا بَيْنَنَا وَبَيْنَكُمْ إِن كُنَّا عَنْ عِبَادَتِكُمْ لَغَافِلِينَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_29.png,Ci sia Allah sufficiente testimone che non ci siamo mai curati della vostra adorazione».
,20,10,1394,30,هُنَالِكَ تَبْلُو كُلُّ نَفْسٍ مَّا أَسْلَفَتْ ۚ وَرُدُّوا إِلَى اللَّهِ مَوْلَاهُمُ الْحَقِّ ۖ وَضَلَّ عَنْهُم مَّا كَانُوا يَفْتَرُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_30.png,"Colà ogni anima subirà [le conseguenze di] quello che già fece. E saranno ricondotti ad Allah, il loro vero Padrone, mentre ciò che avevano inventato li abbandonerà."
,20,10,1395,31,قُلْ مَن يَرْزُقُكُم مِّنَ السَّمَاءِ وَالْأَرْضِ أَمَّن يَمْلِكُ السَّمْعَ وَالْأَبْصَارَ وَمَن يُخْرِجُ الْحَيَّ مِنَ الْمَيِّتِ وَيُخْرِجُ الْمَيِّتَ مِنَ الْحَيِّ وَمَن يُدَبِّرُ الْأَمْرَ ۚ فَسَيَقُولُونَ اللَّهُ ۚ فَقُلْ أَفَلَا تَتَّقُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_31.png,"Di': «Chi vi provvede il cibo dal cielo e dalla terra, chi domina l'udito e la vista, chi trae il vivo dal morto e il morto dal vivo, chi governa ogni cosa?». Risponderanno: «Allah». Allora di': «Non"
,20,10,1396,32,فَذَٰلِكُمُ اللَّهُ رَبُّكُمُ الْحَقُّ ۖ فَمَاذَا بَعْدَ الْحَقِّ إِلَّا الضَّلَالُ ۖ فَأَنَّىٰ تُصْرَفُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_32.png,"Questi è Allah, ecco il vostro vero Signore. Oltre la verità cosa c'è, se non l'errore? Quanto siete sviati!»"
,20,10,1397,33,كَذَٰلِكَ حَقَّتْ كَلِمَتُ رَبِّكَ عَلَى الَّذِينَ فَسَقُوا أَنَّهُمْ لَا يُؤْمِنُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_33.png,Si attua così il decreto del tuo Signore contro i perversi che mai crederanno.
,20,10,1398,34,قُلْ هَلْ مِن شُرَكَائِكُم مَّن يَبْدَأُ الْخَلْقَ ثُمَّ يُعِيدُهُ ۚ قُلِ اللَّهُ يَبْدَأُ الْخَلْقَ ثُمَّ يُعِيدُهُ ۖ فَأَنَّىٰ تُؤْفَكُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_34.png,Di': «C'è qualcuno dei vostri dei che inizia la creazione e la reitera?». Di': «Allah inizia la creazione e la reitera. Come vi siete distolti!».
,20,10,1399,35,قُلْ هَلْ مِن شُرَكَائِكُم مَّن يَهْدِي إِلَى الْحَقِّ ۚ قُلِ اللَّهُ يَهْدِي لِلْحَقِّ ۗ أَفَمَن يَهْدِي إِلَى الْحَقِّ أَحَقُّ أَن يُتَّبَعَ أَمَّن لَّا يَهِدِّي إِلَّا أَن يُهْدَىٰ ۖ فَمَا لَكُمْ كَيْفَ تَحْكُمُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_35.png,Di': «Quale dei vostri soci può guidare alla verità?». Di': «Allah guida verso la verità. Ha più diritto di essere seguito chi conduce alla verità o chi non sa dirigersi a meno che non sia guidato?».
,20,10,1400,36,وَمَا يَتَّبِعُ أَكْثَرُهُمْ إِلَّا ظَنًّا ۚ إِنَّ الظَّنَّ لَا يُغْنِي مِنَ الْحَقِّ شَيْئًا ۚ إِنَّ اللَّهَ عَلِيمٌ بِمَا يَفْعَلُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_36.png,La maggior parte di loro non inseguono che congetture. In verità le congetture non prevalgono in alcun modo sulla verità. Allah sa bene quello che fanno.
,20,10,1401,37,وَمَا كَانَ هَٰذَا الْقُرْآنُ أَن يُفْتَرَىٰ مِن دُونِ اللَّهِ وَلَٰكِن تَصْدِيقَ الَّذِي بَيْنَ يَدَيْهِ وَتَفْصِيلَ الْكِتَابِ لَا رَيْبَ فِيهِ مِن رَّبِّ الْعَالَمِينَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_37.png,"Questo Corano non può essere forgiato da altri che Allah! Ed anzi è la conferma di ciò che lo precede, una spiegazione dettagliata del Libro del Signore dei mondi a proposito del quale non esiste dubbio alcuno."
,20,10,1402,38,أَمْ يَقُولُونَ افْتَرَاهُ ۖ قُلْ فَأْتُوا بِسُورَةٍ مِّثْلِهِ وَادْعُوا مَنِ اسْتَطَعْتُم مِّن دُونِ اللَّهِ إِن كُنتُمْ صَادِقِينَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_38.png,"Oppure diranno: «E' lui che lo ha inventato». Di': «Portate una sura simile a questa e chiamate [a collaborare] chi potrete all'infuori Allah, se siete veritieri»."
,20,10,1403,39,بَلْ كَذَّبُوا بِمَا لَمْ يُحِيطُوا بِعِلْمِهِ وَلَمَّا يَأْتِهِمْ تَأْوِيلُهُ ۚ كَذَٰلِكَ كَذَّبَ الَّذِينَ مِن قَبْلِهِمْ ۖ فَانظُرْ كَيْفَ كَانَ عَاقِبَةُ الظَّالِمِينَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_39.png,"Sì, tacciano di menzogna la parte di scienza che non abbracciano, ché ancora non ne è giunta loro la spiegazione. E in tal modo accusarono di menzogna coloro che vennero prima di loro. Ebbene, considera quale fu la sorte degli ingiusti."
,20,10,1404,40,وَمِنْهُم مَّن يُؤْمِنُ بِهِ وَمِنْهُم مَّن لَّا يُؤْمِنُ بِهِ ۚ وَرَبُّكَ أَعْلَمُ بِالْمُفْسِدِينَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_40.png,Tra loro c'è qualcuno che crede in esso mentre altri non vi credono affatto. Il tuo Signore è Colui che meglio conosce i corruttori.
,20,10,1405,41,وَإِن كَذَّبُوكَ فَقُل لِّي عَمَلِي وَلَكُمْ عَمَلُكُمْ ۖ أَنتُم بَرِيئُونَ مِمَّا أَعْمَلُ وَأَنَا بَرِيءٌ مِّمَّا تَعْمَلُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_41.png,"Se ti danno del bugiardo di' loro: «A me l'opere mie e a voi le vostre. Non siete responsabili di quello che faccio, non lo sarò io di quel che fate voi»."
,20,10,1406,42,وَمِنْهُم مَّن يَسْتَمِعُونَ إِلَيْكَ ۚ أَفَأَنتَ تُسْمِعُ الصُّمَّ وَلَوْ كَانُوا لَا يَعْقِلُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_42.png,Tra loro c'è qualcuno che ti ascolta: potresti far sentire i sordi che non sono in grado di capire?
,20,10,1407,43,وَمِنْهُم مَّن يَنظُرُ إِلَيْكَ ۚ أَفَأَنتَ تَهْدِي الْعُمْيَ وَلَوْ كَانُوا لَا يُبْصِرُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_43.png,Qualcun altro guarda verso di te: potresti guidare i ciechi che nulla vedono?
,20,10,1408,44,إِنَّ اللَّهَ لَا يَظْلِمُ النَّاسَ شَيْئًا وَلَٰكِنَّ النَّاسَ أَنفُسَهُمْ يَظْلِمُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_44.png,"In verità Allah non commette nessuna ingiustizia verso gli uomini, sono gli uomini che fanno torto a loro stessi."
,20,10,1409,45,وَيَوْمَ يَحْشُرُهُمْ كَأَن لَّمْ يَلْبَثُوا إِلَّا سَاعَةً مِّنَ النَّهَارِ يَتَعَارَفُونَ بَيْنَهُمْ ۚ قَدْ خَسِرَ الَّذِينَ كَذَّبُوا بِلِقَاءِ اللَّهِ وَمَا كَانُوا مُهْتَدِينَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_45.png,"Il Giorno in cui li riunirà, sarà come se fossero rimasti solo un'ora e si riconosceranno tra loro. Quelli che hanno tacciato di menzogna l'incontro con Allah sono perduti, ché erano privi della guida."
,20,10,1410,46,وَإِمَّا نُرِيَنَّكَ بَعْضَ الَّذِي نَعِدُهُمْ أَوْ نَتَوَفَّيَنَّكَ فَإِلَيْنَا مَرْجِعُهُمْ ثُمَّ اللَّهُ شَهِيدٌ عَلَىٰ مَا يَفْعَلُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_46.png,"Sia che ti facessimo vedere una parte di ciò con cui li minacciamo, sia che ti facessimo morire prima, è comunque verso di Noi che ritorneranno, quindi Allah sarà testimone di quello che avranno fatto."
,20,10,1411,47,وَلِكُلِّ أُمَّةٍ رَّسُولٌ ۖ فَإِذَا جَاءَ رَسُولُهُمْ قُضِيَ بَيْنَهُم بِالْقِسْطِ وَهُمْ لَا يُظْلَمُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_47.png,"Ogni comunità ha un messaggero. Dopo che il messaggero sarà venuto, verrà giudicato tra loro con giustizia e nessuno subirà un torto."
,20,10,1412,48,وَيَقُولُونَ مَتَىٰ هَٰذَا الْوَعْدُ إِن كُنتُمْ صَادِقِينَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_48.png,"E dicono: «Quando [si realizzerà] questa promessa, se siete sinceri?»."
,20,10,1413,49,قُل لَّا أَمْلِكُ لِنَفْسِي ضَرًّا وَلَا نَفْعًا إِلَّا مَا شَاءَ اللَّهُ ۗ لِكُلِّ أُمَّةٍ أَجَلٌ ۚ إِذَا جَاءَ أَجَلُهُمْ فَلَا يَسْتَأْخِرُونَ سَاعَةً ۖ وَلَا يَسْتَقْدِمُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_49.png,"Di': «Io non possiedo da me stesso né danno né profitto all'infuori della volontà di Allah. Ogni comunità ha il suo termine. Quando esso giunge, non viene concessa né un'ora di ritardo né una di anticipo»."
,20,10,1414,50,قُلْ أَرَأَيْتُمْ إِنْ أَتَاكُمْ عَذَابُهُ بَيَاتًا أَوْ نَهَارًا مَّاذَا يَسْتَعْجِلُ مِنْهُ الْمُجْرِمُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_50.png,"Di': «Se il Suo castigo vi colpisse di notte o nella giornata, gli empi potrebbero affrettarne una parte?»."
,20,10,1415,51,أَثُمَّ إِذَا مَا وَقَعَ آمَنتُم بِهِ ۚ آلْآنَ وَقَدْ كُنتُم بِهِ تَسْتَعْجِلُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_51.png,"Quando ciò avverrà, crederete? [Verrà detto loro: ] «Solo ora [ci credete] mentre prima volevate affrettarlo?»"
,20,10,1416,52,ثُمَّ قِيلَ لِلَّذِينَ ظَلَمُوا ذُوقُوا عَذَابَ الْخُلْدِ هَلْ تُجْزَوْنَ إِلَّا بِمَا كُنتُمْ تَكْسِبُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_52.png,Poi verrà detto a coloro che sono stati ingiusti: «Gustate il castigo perpetuo! Vi si paga con qualcosa di diverso da ciò che avete meritato?».
,20,10,1417,53,۞ وَيَسْتَنبِئُونَكَ أَحَقٌّ هُوَ ۖ قُلْ إِي وَرَبِّي إِنَّهُ لَحَقٌّ ۖ وَمَا أَنتُم بِمُعْجِزِينَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_53.png,"Ti chiederanno: «E' vero?» Di': «Sì, lo giuro"
,20,10,1418,54,وَلَوْ أَنَّ لِكُلِّ نَفْسٍ ظَلَمَتْ مَا فِي الْأَرْضِ لَافْتَدَتْ بِهِ ۗ وَأَسَرُّوا النَّدَامَةَ لَمَّا رَأَوُا الْعَذَابَ ۖ وَقُضِيَ بَيْنَهُم بِالْقِسْطِ ۚ وَهُمْ لَا يُظْلَمُونَ,Yunus--  يونس,Jonah,public://sura_images/10.png,public://quran_images/10_54.png,"Ogni anima peccatrice pagherebbe, per riscattarsi, tutto quello che c'è sulla terra, se lo possedesse. Nasconderanno il loro rimpianto quando vedran- no il castigo. Si deciderà di loro con giustizia e non subiranno alcun torto."
