Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_ar,sura name,meaning,sura images,ayah_image,content_fa
,24,3,350,57,وَأَمَّا الَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ فَيُوَفِّيهِمْ أُجُورَهُمْ ۗ وَاللَّهُ لَا يُحِبُّ الظَّالِمِينَ,Aal-e-Imran--آلعمران,The family of Imran,public://sura_images/3.png,public://quran_images/3_57.png,و اما کسانی که ایمان آوردند و کارهای شایسته انجام دادند، خدا پاداششان را به طور کامل می  دهد؛ و خدا ستمکاران را [که به دین کافر شدند، یا از دین فقط به اسم آن قناعت کردند] دوست ندارد.
,24,3,351,58,ذَٰلِكَ نَتْلُوهُ عَلَيْكَ مِنَ الْآيَاتِ وَالذِّكْرِ الْحَكِيمِ,Aal-e-Imran--آلعمران,The family of Imran,public://sura_images/3.png,public://quran_images/3_58.png,این داستان هایی که بر تو می  خوانیم از آیات [الهی] و پندهای حکیمانه است.
,24,3,352,59,إِنَّ مَثَلَ عِيسَىٰ عِندَ اللَّهِ كَمَثَلِ آدَمَ ۖ خَلَقَهُ مِن تُرَابٍ ثُمَّ قَالَ لَهُ كُن فَيَكُونُ,Aal-e-Imran--آلعمران,The family of Imran,public://sura_images/3.png,public://quran_images/3_59.png,قطعاً داستان عیسی نزد خدا [از نظر چگونگی آفرینش] مانند داستان آدم است که [پیکر] او را از خاک آفرید، سپس به او فرمود: [موجود زنده] باش؛ پس بی درنگ [موجود زنده] شد.
,24,3,353,60,الْحَقُّ مِن رَّبِّكَ فَلَا تَكُن مِّنَ الْمُمْتَرِينَ,Aal-e-Imran--آلعمران,The family of Imran,public://sura_images/3.png,public://quran_images/3_60.png,حق از [ناحیه] پروردگار توست؛ بنابراین از تردیدکنندگان مباش.
,24,3,354,61,فَمَنْ حَاجَّكَ فِيهِ مِن بَعْدِ مَا جَاءَكَ مِنَ الْعِلْمِ فَقُلْ تَعَالَوْا نَدْعُ أَبْنَاءَنَا وَأَبْنَاءَكُمْ وَنِسَاءَنَا وَنِسَاءَكُمْ وَأَنفُسَنَا وَأَنفُسَكُمْ ثُمَّ نَبْتَهِلْ فَنَجْعَل لَّعْنَتَ اللَّهِ عَلَى الْكَاذِبِينَ,Aal-e-Imran--آلعمران,The family of Imran,public://sura_images/3.png,public://quran_images/3_61.png,پس هر که با تو درباره او [عیسی] پس از آنکه بر تو [به واسطه وحی، نسبت به احوال وی] علم و آگاهی آمد، می ادله و ستیز کند، بگو: بیایید ما پسرانمان را و شما پسرانتان را، و ما زنانمان را و شما زنانتان را، و ما نفوسمان را و شما نفوستان را دعوت کنیم؛ سپس یکدیگر را نفرین نماییم، پس لعنت خدا را بر دروغگویان قرار دهیم
,24,3,355,62,إِنَّ هَٰذَا لَهُوَ الْقَصَصُ الْحَقُّ ۚ وَمَا مِنْ إِلَٰهٍ إِلَّا اللَّهُ ۚ وَإِنَّ اللَّهَ لَهُوَ الْعَزِيزُ الْحَكِيمُ,Aal-e-Imran--آلعمران,The family of Imran,public://sura_images/3.png,public://quran_images/3_62.png,یقیناً این [واقعیاتی که بیان شد،] همان داستان راست و درست [مسیح] است؛ [و الوهیّت او یا فرزند خدا بودنش از پندارهای واهی و ادعاهای باطل نصاری است] و هیچ معبودی جز خدا نیست؛ و یقیناً خداست که توانای شکست ناپذیر و حکیم است.
,24,3,356,63,فَإِن تَوَلَّوْا فَإِنَّ اللَّهَ عَلِيمٌ بِالْمُفْسِدِينَ,Aal-e-Imran--آلعمران,The family of Imran,public://sura_images/3.png,public://quran_images/3_63.png,چنانچه [با این همه دلایل روشن از اعتراف به توحید و پذیرفتن اسلام] روی گرداندند، [بدانند که] یقیناً خدا به [وضع و حال] مفسدان آگاه است.
,24,3,357,64,قُلْ يَا أَهْلَ الْكِتَابِ تَعَالَوْا إِلَىٰ كَلِمَةٍ سَوَاءٍ بَيْنَنَا وَبَيْنَكُمْ أَلَّا نَعْبُدَ إِلَّا اللَّهَ وَلَا نُشْرِكَ بِهِ شَيْئًا وَلَا يَتَّخِذَ بَعْضُنَا بَعْضًا أَرْبَابًا مِّن دُونِ اللَّهِ ۚ فَإِن تَوَلَّوْا فَقُولُوا اشْهَدُوا بِأَنَّا مُسْلِمُونَ,Aal-e-Imran--آلعمران,The family of Imran,public://sura_images/3.png,public://quran_images/3_64.png,بگو: ای اهل کتاب! بیایید به سوی سخنی که میان ما و شما یکسان است [و همه کتاب های آسمانی و پیامبران آن را ابلاغ کردند] که جز خدای یگانه را نپرستیم، و چیزی را شریک او قرار ندهیم، و بعضی از ما بعضی را اربابانی به جای خدا نگیرد. پس اگر [از دعوتت به این حقایق] روی گرداندند [تو و پیروانت] بگویید: گواه باشید که ما [در برابر خدا و فرمان ها و احکام او] تسلیم هستیم.
,24,3,358,65,يَا أَهْلَ الْكِتَابِ لِمَ تُحَاجُّونَ فِي إِبْرَاهِيمَ وَمَا أُنزِلَتِ التَّوْرَاةُ وَالْإِنجِيلُ إِلَّا مِن بَعْدِهِ ۚ أَفَلَا تَعْقِلُونَ,Aal-e-Imran--آلعمران,The family of Imran,public://sura_images/3.png,public://quran_images/3_65.png,ای اهل کتاب! چرا درباره ابراهیم می ادله و ستیز می  کنید [شما قوم یهود، او را یهودی می  دانید، و شما گروه نصاری، او را نصرانی می  شمارید] در حالی که تورات و انجیل بعد از او نازل شد؛ آیا نمی  اندیشید؟!
,24,3,359,66,هَا أَنتُمْ هَٰؤُلَاءِ حَاجَجْتُمْ فِيمَا لَكُم بِهِ عِلْمٌ فَلِمَ تُحَاجُّونَ فِيمَا لَيْسَ لَكُم بِهِ عِلْمٌ ۚ وَاللَّهُ يَعْلَمُ وَأَنتُمْ لَا تَعْلَمُونَ,Aal-e-Imran--آلعمران,The family of Imran,public://sura_images/3.png,public://quran_images/3_66.png,آگاه باشید! شما کسانی هستید که درباره آنچه به آن آگاهی داشتید می ادله و ستیز کردید، [ستیز شما یهودیان با نصاری این بود که مسیح، فرزند خدا نیست، و ستیز شما نصاری با یهودیان این بود که عیسی دارای مقام نبوّت است و ایمان به او واجب است،] پس چرا درباره آنچه به آن آگاهی ندارید [و آن آیین ابراهیم است] می ادله و ستیز می  کنید؟! و خدا می  داند و شما نمی  دانید.
,24,3,360,67,مَا كَانَ إِبْرَاهِيمُ يَهُودِيًّا وَلَا نَصْرَانِيًّا وَلَٰكِن كَانَ حَنِيفًا مُّسْلِمًا وَمَا كَانَ مِنَ الْمُشْرِكِينَ,Aal-e-Imran--آلعمران,The family of Imran,public://sura_images/3.png,public://quran_images/3_67.png,ابراهیم نه یهودی بود و نه نصرانی، بلکه یکتاپرست و حق گرایی تسلیم بود، و از مشرکان نبود.
,24,3,361,68,إِنَّ أَوْلَى النَّاسِ بِإِبْرَاهِيمَ لَلَّذِينَ اتَّبَعُوهُ وَهَٰذَا النَّبِيُّ وَالَّذِينَ آمَنُوا ۗ وَاللَّهُ وَلِيُّ الْمُؤْمِنِينَ,Aal-e-Imran--آلعمران,The family of Imran,public://sura_images/3.png,public://quran_images/3_68.png,مسلماً نزدیک ترین مردم به ابراهیم [از جهت پیوند وانتساب معنوی] کسانی اند که [از روی حقیقت] از او پیروی کردند، و این پیامبر و کسانی که [به او] ایمان آورده اند [از همه به او نزدیک ترند] و خدا یاور و سرپرست مؤمنان است.
,24,3,362,69,وَدَّت طَّائِفَةٌ مِّنْ أَهْلِ الْكِتَابِ لَوْ يُضِلُّونَكُمْ وَمَا يُضِلُّونَ إِلَّا أَنفُسَهُمْ وَمَا يَشْعُرُونَ,Aal-e-Imran--آلعمران,The family of Imran,public://sura_images/3.png,public://quran_images/3_69.png,گروهی از اهل کتاب آرزو دارند که کاش شما را [از راه خدا] گمراه کنند، در حالی که جز خودشان را گمراه نمی  کنند، و [این واقعیت را] درک نمی  کنند.
,24,3,363,70,يَا أَهْلَ الْكِتَابِ لِمَ تَكْفُرُونَ بِآيَاتِ اللَّهِ وَأَنتُمْ تَشْهَدُونَ,Aal-e-Imran--آلعمران,The family of Imran,public://sura_images/3.png,public://quran_images/3_70.png,ای اهل کتاب! چرا به آیات خدا [در تورات و انجیل درباره اوصاف پیامبر اسلام] کفر می ورزید در حالی که خودتان گواهی می  دهید [که این آیات از سوی خدا نازل شده است؟!]
,24,3,364,71,يَا أَهْلَ الْكِتَابِ لِمَ تَلْبِسُونَ الْحَقَّ بِالْبَاطِلِ وَتَكْتُمُونَ الْحَقَّ وَأَنتُمْ تَعْلَمُونَ,Aal-e-Imran--آلعمران,The family of Imran,public://sura_images/3.png,public://quran_images/3_71.png,ای اهل کتاب! چرا در حالی که [به حقایق و واقعیات] آگاهید، حق را به باطل مُشتبه می  کنید، و حق را پنهان می  دارید [تا مردم گمراه بمانند؟!]
,24,3,365,72,وَقَالَت طَّائِفَةٌ مِّنْ أَهْلِ الْكِتَابِ آمِنُوا بِالَّذِي أُنزِلَ عَلَى الَّذِينَ آمَنُوا وَجْهَ النَّهَارِ وَاكْفُرُوا آخِرَهُ لَعَلَّهُمْ يَرْجِعُونَ,Aal-e-Imran--آلعمران,The family of Imran,public://sura_images/3.png,public://quran_images/3_72.png,و گروهی از [عالمانِ] اهل کتاب [به پیروان خود] گفتند: اول روز به آنچه [از آیات قرآن] بر مؤمنان نازل شده [به مکر و حیله] ایمان آورید، و در پایان روز کفر ورزید، شاید [مؤمنان با این ایمان و انکار شما به تردید افتند و] از دینشان بازگردند!!
,24,3,366,73,وَلَا تُؤْمِنُوا إِلَّا لِمَن تَبِعَ دِينَكُمْ قُلْ إِنَّ الْهُدَىٰ هُدَى اللَّهِ أَن يُؤْتَىٰ أَحَدٌ مِّثْلَ مَا أُوتِيتُمْ أَوْ يُحَاجُّوكُمْ عِندَ رَبِّكُمْ ۗ قُلْ إِنَّ الْفَضْلَ بِيَدِ اللَّهِ يُؤْتِيهِ مَن يَشَاءُ ۗ وَاللَّهُ وَاسِعٌ عَلِيمٌ,Aal-e-Imran--آلعمران,The family of Imran,public://sura_images/3.png,public://quran_images/3_73.png,و [نیز گفتند: در توضیح حقایق] جز به کسی که از دینتان پیروی می  کند، اطمینان نورزید [تا دیگران هدایت نیابند]. بگو: یقیناً هدایت، هدایت خداست. سپس گفتند: گمان نکنید آنچه به شما اهل کتاب [از نبوّت، معجزه، قبله مستقل و آیات آسمانی] داده شده به کسی [از عرب و غیر عرب] داده شود، یا اینکه مؤمنان می  توانند نزد پروردگارشان با شما محاجّه و گفتگو کنند. [در پاسخ یاوه های آنان] بگو: فضل و رحمت [که از جلوه هایش نبوّت، کتاب، معجزه و قبله است،] به دست خداست، به هر کس بخواهد می  دهد؛ و خدا بسیار عطا کننده و داناست.
,24,3,367,74,يَخْتَصُّ بِرَحْمَتِهِ مَن يَشَاءُ ۗ وَاللَّهُ ذُو الْفَضْلِ الْعَظِيمِ,Aal-e-Imran--آلعمران,The family of Imran,public://sura_images/3.png,public://quran_images/3_74.png,هر که را بخواهد، به رحمت خود اختصاص می  دهد و خدا دارای فضل بزرگ است.
,24,3,368,75,۞ وَمِنْ أَهْلِ الْكِتَابِ مَنْ إِن تَأْمَنْهُ بِقِنطَارٍ يُؤَدِّهِ إِلَيْكَ وَمِنْهُم مَّنْ إِن تَأْمَنْهُ بِدِينَارٍ لَّا يُؤَدِّهِ إِلَيْكَ إِلَّا مَا دُمْتَ عَلَيْهِ قَائِمًا ۗ ذَٰلِكَ بِأَنَّهُمْ قَالُوا لَيْسَ عَلَيْنَا فِي الْأُمِّيِّينَ سَبِيلٌ وَيَقُولُونَ عَلَى اللَّهِ الْكَذِبَ وَهُمْ يَعْلَمُونَ,Aal-e-Imran--آلعمران,The family of Imran,public://sura_images/3.png,public://quran_images/3_75.png,و از اهل کتاب کسی است که اگر او را بر مال فراوانی امین شماری، آن را به تو بازمی  گرداند؛ و از آنان کسی است که اگر او را به یک دینار امین شماری، آن را به تو بازنمی  گرداند، مگر آنکه همواره بالای سرش بایستی [و مال خود را با سخت گیری از او بستانی]. این به خاطر آن است که آنان گفتند: [چون ما اهل کتابیم] رعایت کردن حقوق غیر اهل کتاب بر عهده ما نیست، [و در ضایع کردن حقوق دیگران گناه و عقوبتی نداریم] و اینان [در حالی که باطل بودن گفتار خود را] می  دانند بر خدا دروغ می  بندند.
,24,3,369,76,بَلَىٰ مَنْ أَوْفَىٰ بِعَهْدِهِ وَاتَّقَىٰ فَإِنَّ اللَّهَ يُحِبُّ الْمُتَّقِينَ,Aal-e-Imran--آلعمران,The family of Imran,public://sura_images/3.png,public://quran_images/3_76.png,آری، هر که به پیمان خود [در تعهد به اجرای احکام دین] وفا کرد، و [در همه امور زندگی] تقوا پیشه ساخت، [بداند که] یقیناً خدا تقوا پیشگان را دوست دارد.
,24,3,370,77,إِنَّ الَّذِينَ يَشْتَرُونَ بِعَهْدِ اللَّهِ وَأَيْمَانِهِمْ ثَمَنًا قَلِيلًا أُولَٰئِكَ لَا خَلَاقَ لَهُمْ فِي الْآخِرَةِ وَلَا يُكَلِّمُهُمُ اللَّهُ وَلَا يَنظُرُ إِلَيْهِمْ يَوْمَ الْقِيَامَةِ وَلَا يُزَكِّيهِمْ وَلَهُمْ عَذَابٌ أَلِيمٌ,Aal-e-Imran--آلعمران,The family of Imran,public://sura_images/3.png,public://quran_images/3_77.png,قطعاً کسانی که پیمان خدا و سوگندهایشان را [برای رسیدن به مقاصد دنیایی] به بهای اندکی می  فروشند، برای آنان در آخرت بهره ای نیست؛ و خدا با آنان سخن نمی  گوید، و در قیامت به آنان نظر [لطف و رحمت] نمی  نماید، و [از گناه و آلودگی] پاکشان نمی  کند؛ و برای آنان عذاب دردناکی خواهد بود.
,24,3,371,78,وَإِنَّ مِنْهُمْ لَفَرِيقًا يَلْوُونَ أَلْسِنَتَهُم بِالْكِتَابِ لِتَحْسَبُوهُ مِنَ الْكِتَابِ وَمَا هُوَ مِنَ الْكِتَابِ وَيَقُولُونَ هُوَ مِنْ عِندِ اللَّهِ وَمَا هُوَ مِنْ عِندِ اللَّهِ وَيَقُولُونَ عَلَى اللَّهِ الْكَذِبَ وَهُمْ يَعْلَمُونَ,Aal-e-Imran--آلعمران,The family of Imran,public://sura_images/3.png,public://quran_images/3_78.png,و از یهود گروهی هستند که هنگام [خواندن] دست نوشته ها [ی دروغ و بر بافته های خود] زبان [و صدایشان] را چنان پیچ و خم می  دهند تا شما گمان کنید که [آنچه می  خوانند] از کتاب آسمانی است، در حالی که از کتاب [آسمانی] نیست؛ و [با بی شرمی ] می  گویند: آنچه می  خوانیم از سوی خداست. در حالی که از سوی خدا نیست؛ و با آنکه می  دانند [از سوی خدا نیست] به خدا دروغ می  بندند.
,24,3,372,79,مَا كَانَ لِبَشَرٍ أَن يُؤْتِيَهُ اللَّهُ الْكِتَابَ وَالْحُكْمَ وَالنُّبُوَّةَ ثُمَّ يَقُولَ لِلنَّاسِ كُونُوا عِبَادًا لِّي مِن دُونِ اللَّهِ وَلَٰكِن كُونُوا رَبَّانِيِّينَ بِمَا كُنتُمْ تُعَلِّمُونَ الْكِتَابَ وَبِمَا كُنتُمْ تَدْرُسُونَ,Aal-e-Imran--آلعمران,The family of Imran,public://sura_images/3.png,public://quran_images/3_79.png,هیچ انسانی را نسزد که خدا او را کتاب و حکمت و نبوّت دهد، سپس به مردم بگوید: به جای خدا بندگان من باشید بلکه [تکلیف الهی و انسانی او اقتضا می  کند به مردم بگوید:] به خاطر آنکه کتاب خدا را تعلیم می  دادید، و به سبب آنکه آن را می  خواندید، دانشمندانِ « الهی مسلک » [و کاملان در دین] باشید.
,24,3,373,80,وَلَا يَأْمُرَكُمْ أَن تَتَّخِذُوا الْمَلَائِكَةَ وَالنَّبِيِّينَ أَرْبَابًا ۗ أَيَأْمُرُكُم بِالْكُفْرِ بَعْدَ إِذْ أَنتُم مُّسْلِمُونَ,Aal-e-Imran--آلعمران,The family of Imran,public://sura_images/3.png,public://quran_images/3_80.png,و نیز نَسِزد که به شما فرمان دهد که فرشتگان و پیامبران را خدایان خود گیرید. آیا [چنین انسان والایی که دارای نبوّت و حکمت است] شما را پس از آنکه تسلیم [خدا و فرمان ها و احکام او] شده اید، امر به کفر می  کند؟
,24,3,374,81,وَإِذْ أَخَذَ اللَّهُ مِيثَاقَ النَّبِيِّينَ لَمَا آتَيْتُكُم مِّن كِتَابٍ وَحِكْمَةٍ ثُمَّ جَاءَكُمْ رَسُولٌ مُّصَدِّقٌ لِّمَا مَعَكُمْ لَتُؤْمِنُنَّ بِهِ وَلَتَنصُرُنَّهُ ۚ قَالَ أَأَقْرَرْتُمْ وَأَخَذْتُمْ عَلَىٰ ذَٰلِكُمْ إِصْرِي ۖ قَالُوا أَقْرَرْنَا ۚ قَالَ فَاشْهَدُوا وَأَنَا مَعَكُم مِّنَ الشَّاهِدِينَ,Aal-e-Imran--آلعمران,The family of Imran,public://sura_images/3.png,public://quran_images/3_81.png,و [یاد کنید] هنگامی که خدا از همه پیامبران [و امت هایشان] پیمان گرفت که هرگاه کتاب و حکمت به شما دادم، سپس [در آینده] پیامبری برای شما آمد که آنچه را [از کتاب های آسمانی] نزد شماست تصدیق کرد، قطعاً باید به او ایمان آورید و وی را یاری دهید. [آن گاه خدا] فرمود: آیا اقرار کردید و بر این [حقیقت] پیمان محکم مرا [به صورتی که به آن وفا کنید] دریافت نمودید؟ گفتند: اقرار کردیم. فرمود: پس [بر این پیمان] گواه باشید و من هم با شما از گواهانم.
,24,3,375,82,فَمَن تَوَلَّىٰ بَعْدَ ذَٰلِكَ فَأُولَٰئِكَ هُمُ الْفَاسِقُونَ,Aal-e-Imran--آلعمران,The family of Imran,public://sura_images/3.png,public://quran_images/3_82.png,پس کسانی که بعد از این [پیمان محکم و استوار از آن] روی برتافتند فقط آنان هستند که از دایره انسانیت بیرون شده اند.
,24,3,376,83,أَفَغَيْرَ دِينِ اللَّهِ يَبْغُونَ وَلَهُ أَسْلَمَ مَن فِي السَّمَاوَاتِ وَالْأَرْضِ طَوْعًا وَكَرْهًا وَإِلَيْهِ يُرْجَعُونَ,Aal-e-Imran--آلعمران,The family of Imran,public://sura_images/3.png,public://quran_images/3_83.png,آیا [اهل کتاب پس از این همه دلایل روشن] غیر دین خدا را خواستارند؟ در حالی که هر که در آسمان ها وزمین است از روی رغبت یا کراهت در برابر او [و اراده و فرمانش] تسلیم است، وهمه به سوی او بازگردانده می  شوند.
,24,3,377,84,قُلْ آمَنَّا بِاللَّهِ وَمَا أُنزِلَ عَلَيْنَا وَمَا أُنزِلَ عَلَىٰ إِبْرَاهِيمَ وَإِسْمَاعِيلَ وَإِسْحَاقَ وَيَعْقُوبَ وَالْأَسْبَاطِ وَمَا أُوتِيَ مُوسَىٰ وَعِيسَىٰ وَالنَّبِيُّونَ مِن رَّبِّهِمْ لَا نُفَرِّقُ بَيْنَ أَحَدٍ مِّنْهُمْ وَنَحْنُ لَهُ مُسْلِمُونَ,Aal-e-Imran--آلعمران,The family of Imran,public://sura_images/3.png,public://quran_images/3_84.png,[ای پیامبر! از جانب خود و پیروانت به همه] بگو: ما به خدا و آنچه بر ما نازل شده و آنچه بر ابراهیم و اسماعیل و اسحاق و یعقوب و نوادگان [دارای مقام نبوتشان] فرود آمده، و آنچه به موسی و عیسی و پیامبران از سوی پروردگارشان داده شده ایمان آوردیم، و میان هیچ یک از آنان فرق نمی  گذاریم، و ما در برابر او [و فرمان ها و احکام او] تسلیم هستیم.
,24,3,378,85,وَمَن يَبْتَغِ غَيْرَ الْإِسْلَامِ دِينًا فَلَن يُقْبَلَ مِنْهُ وَهُوَ فِي الْآخِرَةِ مِنَ الْخَاسِرِينَ,Aal-e-Imran--آلعمران,The family of Imran,public://sura_images/3.png,public://quran_images/3_85.png,و هرکه جز اسلام، دینی طلب کند، هرگز از او پذیرفته نمی  شود و او در آخرت از زیانکاران است.
,24,3,379,86,كَيْفَ يَهْدِي اللَّهُ قَوْمًا كَفَرُوا بَعْدَ إِيمَانِهِمْ وَشَهِدُوا أَنَّ الرَّسُولَ حَقٌّ وَجَاءَهُمُ الْبَيِّنَاتُ ۚ وَاللَّهُ لَا يَهْدِي الْقَوْمَ الظَّالِمِينَ,Aal-e-Imran--آلعمران,The family of Imran,public://sura_images/3.png,public://quran_images/3_86.png,چگونه خدا گروهی را هدایت کند که بعد از آنکه ایمان آوردند، و به حقّانیّت رسول اسلام شهادت دادند، و دلایل روشن و آشکار برای آنان آمد، کافر شدند؟ و خدا گروه ستمکاران را هدایت نمی  کند.
,24,3,380,87,أُولَٰئِكَ جَزَاؤُهُمْ أَنَّ عَلَيْهِمْ لَعْنَةَ اللَّهِ وَالْمَلَائِكَةِ وَالنَّاسِ أَجْمَعِينَ,Aal-e-Imran--آلعمران,The family of Imran,public://sura_images/3.png,public://quran_images/3_87.png,اینان کیفرشان این است که لعنت خدا و فرشتگان و همه مردم بر آنان است.
,24,3,381,88,خَالِدِينَ فِيهَا لَا يُخَفَّفُ عَنْهُمُ الْعَذَابُ وَلَا هُمْ يُنظَرُونَ,Aal-e-Imran--آلعمران,The family of Imran,public://sura_images/3.png,public://quran_images/3_88.png,در آن لعنت جاودانه اند؛ نه عذاب از آنان سبک شود، و نه مهلتشان دهند.
,24,3,382,89,إِلَّا الَّذِينَ تَابُوا مِن بَعْدِ ذَٰلِكَ وَأَصْلَحُوا فَإِنَّ اللَّهَ غَفُورٌ رَّحِيمٌ,Aal-e-Imran--آلعمران,The family of Imran,public://sura_images/3.png,public://quran_images/3_89.png,مگر کسانی که بعد از آن توبه کردند و [مفاسد خود را] اصلاح نمودند؛ زیرا خدا بسیار آمرزنده و مهربان است.
,24,3,383,90,إِنَّ الَّذِينَ كَفَرُوا بَعْدَ إِيمَانِهِمْ ثُمَّ ازْدَادُوا كُفْرًا لَّن تُقْبَلَ تَوْبَتُهُمْ وَأُولَٰئِكَ هُمُ الضَّالُّونَ,Aal-e-Imran--آلعمران,The family of Imran,public://sura_images/3.png,public://quran_images/3_90.png,مسلماً کسانی که پس از ایمانشان کافر شدند، سپس بر کفر [خود] افزودند، هرگز توبه آنان پذیرفته نخواهد شد؛ و اینانند که گمراهند.
,24,3,384,91,إِنَّ الَّذِينَ كَفَرُوا وَمَاتُوا وَهُمْ كُفَّارٌ فَلَن يُقْبَلَ مِنْ أَحَدِهِم مِّلْءُ الْأَرْضِ ذَهَبًا وَلَوِ افْتَدَىٰ بِهِ ۗ أُولَٰئِكَ لَهُمْ عَذَابٌ أَلِيمٌ وَمَا لَهُم مِّن نَّاصِرِينَ,Aal-e-Imran--آلعمران,The family of Imran,public://sura_images/3.png,public://quran_images/3_91.png,قطعاً کسانی که کافر شدند و در حال کفر از دنیا رفتند، هرگز از هیچ یک از آنان [برای رهایی از عذاب] هر چند به اندازه آکندگی زمین از طلا فدیه و عوض دهد، پذیرفته نمی  شود؛ برای آنان عذابی دردناک خواهد بود، و هیچ یاوری نخواهند داشت.
,24,3,385,92,لَن تَنَالُوا الْبِرَّ حَتَّىٰ تُنفِقُوا مِمَّا تُحِبُّونَ ۚ وَمَا تُنفِقُوا مِن شَيْءٍ فَإِنَّ اللَّهَ بِهِ عَلِيمٌ,Aal-e-Imran--آلعمران,The family of Imran,public://sura_images/3.png,public://quran_images/3_92.png,هرگز به [حقیقتِ] نیکی [به طور کامل] نمی  رسید تا از آنچه دوست دارید انفاق کنید؛ و آنچه از هر چیزی انفاق می  کنید [خوب یا بد، کم یا زیاد، به اخلاص یا ریا] یقیناً خدا به آن داناست.
,24,3,386,93,۞ كُلُّ الطَّعَامِ كَانَ حِلًّا لِّبَنِي إِسْرَائِيلَ إِلَّا مَا حَرَّمَ إِسْرَائِيلُ عَلَىٰ نَفْسِهِ مِن قَبْلِ أَن تُنَزَّلَ التَّوْرَاةُ ۗ قُلْ فَأْتُوا بِالتَّوْرَاةِ فَاتْلُوهَا إِن كُنتُمْ صَادِقِينَ,Aal-e-Imran--آلعمران,The family of Imran,public://sura_images/3.png,public://quran_images/3_93.png,همه خوراکی ها بر بنی اسرائیل حلال بود، جز آنچه اسرائیل [یعنی حضرت یعقوب] پیش از آنکه تورات نازل شود [به علتی] بر خود حرام کرد؛ [بنابراین آنچه از خوراکی ها در توراتْ حرام شده به کیفر گناهان بنی اسرائیل است نه آنکه از آیین ابراهیم به جا مانده باشد] بگو: اگر راستگویید [و حقیقت غیر از این است] تورات را [که از نظرها پنهان کرده اید] بیاورید و آن را بخوانید، [و اگر از آوردن تورات و خواندنش خودداری ورزید، اعتراف کنید که به تورات دروغ می  بندید.]
,24,3,387,94,فَمَنِ افْتَرَىٰ عَلَى اللَّهِ الْكَذِبَ مِن بَعْدِ ذَٰلِكَ فَأُولَٰئِكَ هُمُ الظَّالِمُونَ,Aal-e-Imran--آلعمران,The family of Imran,public://sura_images/3.png,public://quran_images/3_94.png,پس کسانی که بعد از این [دلایل روشن] بر خدا دروغ بندند، [و بگویند: آنچه از خوراکی ها در تورات حرام شده از شریعت ابراهیم باقی مانده و نسخ آن محال است،] اینانند که یقیناً ستمکارند.
,24,3,388,95,قُلْ صَدَقَ اللَّهُ ۗ فَاتَّبِعُوا مِلَّةَ إِبْرَاهِيمَ حَنِيفًا وَمَا كَانَ مِنَ الْمُشْرِكِينَ,Aal-e-Imran--آلعمران,The family of Imran,public://sura_images/3.png,public://quran_images/3_95.png,بگو: خدا راست گفت [که خوراکی ها در آیین ابراهیم حرام نبوده]. بنابراین از آیین ابراهیم که یکتاپرست و حق گرا بود و از مشرکان نبود، پیروی کنید.
,24,3,389,96,إِنَّ أَوَّلَ بَيْتٍ وُضِعَ لِلنَّاسِ لَلَّذِي بِبَكَّةَ مُبَارَكًا وَهُدًى لِّلْعَالَمِينَ,Aal-e-Imran--آلعمران,The family of Imran,public://sura_images/3.png,public://quran_images/3_96.png,یقیناً نخستین خانه ای که برای [نیایش و عبادت] مردم نهاده شد، همان است که در مکه است، که پر برکت و وسیله هدایت برای جهانیان است.
,24,3,390,97,فِيهِ آيَاتٌ بَيِّنَاتٌ مَّقَامُ إِبْرَاهِيمَ ۖ وَمَن دَخَلَهُ كَانَ آمِنًا ۗ وَلِلَّهِ عَلَى النَّاسِ حِجُّ الْبَيْتِ مَنِ اسْتَطَاعَ إِلَيْهِ سَبِيلًا ۚ وَمَن كَفَرَ فَإِنَّ اللَّهَ غَنِيٌّ عَنِ الْعَالَمِينَ,Aal-e-Imran--آلعمران,The family of Imran,public://sura_images/3.png,public://quran_images/3_97.png,در آن نشانه هایی روشن [از ربوبیّت، لطف، رحمت خدا و از جمله] مقام ابراهیم است؛ و هر که وارد آن شود در امان است؛ و خدا را حقّی ثابت و لازم بر عهده مردم است که [برای ادای مناسک حج] آهنگ آن خانه کنند، [البته] کسانی که [از جهت سلامت جسمی و توانمندی مالی و باز بودن مسیر] بتوانند به سوی آن راه یابند، و هر که ناسپاسی ورزد [و از رفتن به آنجا خودداری کند، به خود زیان زده]؛ زیرا خدا از جهانیان بی نیاز است.
,24,3,391,98,قُلْ يَا أَهْلَ الْكِتَابِ لِمَ تَكْفُرُونَ بِآيَاتِ اللَّهِ وَاللَّهُ شَهِيدٌ عَلَىٰ مَا تَعْمَلُونَ,Aal-e-Imran--آلعمران,The family of Imran,public://sura_images/3.png,public://quran_images/3_98.png,بگو: ای اهل کتاب! چرا به آیات خدا کفر می ورزید؟ در حالی که خدا بر آنچه انجام می  دهید، گواه است.
