Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_ar,sura name,meaning,sura images,ayah_image,content_es
,5,2,110,103,وَلَوْ أَنَّهُمْ آمَنُوا وَاتَّقَوْا لَمَثُوبَةٌ مِّنْ عِندِ اللَّهِ خَيْرٌ ۖ لَّوْ كَانُوا يَعْلَمُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_103.png,"Si hubieran creído y temido a Alá, la recompensa de Éste habría sido mejor. Si supieran..."
,5,2,111,104,يَا أَيُّهَا الَّذِينَ آمَنُوا لَا تَقُولُوا رَاعِنَا وَقُولُوا انظُرْنَا وَاسْمَعُوا ۗ وَلِلْكَافِرِينَ عَذَابٌ أَلِيمٌ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_104.png,"¡Creyentes! ¡No digáis: «¡Raina!», sino «¡Unzurna!» y escuchad! los infieles tendrán un castigo doloroso."
,5,2,112,105,مَّا يَوَدُّ الَّذِينَ كَفَرُوا مِنْ أَهْلِ الْكِتَابِ وَلَا الْمُشْرِكِينَ أَن يُنَزَّلَ عَلَيْكُم مِّنْ خَيْرٍ مِّن رَّبِّكُمْ ۗ وَاللَّهُ يَخْتَصُّ بِرَحْمَتِهِ مَن يَشَاءُ ۚ وَاللَّهُ ذُو الْفَضْلِ الْعَظِيمِ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_105.png,"Los que no creen, tanto gente de la Escritura como asociadores, no desearían que vuestro Señor os enviara bien alguno. Pero Alá particulariza con Su misericordia a quien Él quiere. Alá es el Dueño del favor inmenso."
,5,2,113,106,۞ مَا نَنسَخْ مِنْ آيَةٍ أَوْ نُنسِهَا نَأْتِ بِخَيْرٍ مِّنْهَا أَوْ مِثْلِهَا ۗ أَلَمْ تَعْلَمْ أَنَّ اللَّهَ عَلَىٰ كُلِّ شَيْءٍ قَدِيرٌ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_106.png,"Si abrogamos una aleya o provocamos su olvido, aportamos otra mejor o semejante. ¿No sabes que Alá es omnipotente?"
,5,2,114,107,أَلَمْ تَعْلَمْ أَنَّ اللَّهَ لَهُ مُلْكُ السَّمَاوَاتِ وَالْأَرْضِ ۗ وَمَا لَكُم مِّن دُونِ اللَّهِ مِن وَلِيٍّ وَلَا نَصِيرٍ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_107.png,"¿No sabes que el dominio de los cielos y de la tierra es de Alá y que no tenéis. fuera de Alá, amigo ni auxiliar?"
,5,2,115,108,أَمْ تُرِيدُونَ أَن تَسْأَلُوا رَسُولَكُمْ كَمَا سُئِلَ مُوسَىٰ مِن قَبْلُ ۗ وَمَن يَتَبَدَّلِ الْكُفْرَ بِالْإِيمَانِ فَقَدْ ضَلَّ سَوَاءَ السَّبِيلِ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_108.png,"¿O preferís pedir a vuestro Enviado, como fue Moisés pedido antes? Quien cambie la fe por la incredulidad se ha extraviado del camino recto."
,5,2,116,109,وَدَّ كَثِيرٌ مِّنْ أَهْلِ الْكِتَابِ لَوْ يَرُدُّونَكُم مِّن بَعْدِ إِيمَانِكُمْ كُفَّارًا حَسَدًا مِّنْ عِندِ أَنفُسِهِم مِّن بَعْدِ مَا تَبَيَّنَ لَهُمُ الْحَقُّ ۖ فَاعْفُوا وَاصْفَحُوا حَتَّىٰ يَأْتِيَ اللَّهُ بِأَمْرِهِ ۗ إِنَّ اللَّهَ عَلَىٰ كُلِّ شَيْءٍ قَدِيرٌ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_109.png,"A muchos de la gente de la Escritura les gustaría hacer de vosotros infieles después de haber sido creyentes, por envidia, después de habérseles manifestado la Verdad. Vosotros, empero, perdonad y olvidad hasta que venga Alá con su orden. Alá es omnipotente."
,5,2,117,110,وَأَقِيمُوا الصَّلَاةَ وَآتُوا الزَّكَاةَ ۚ وَمَا تُقَدِّمُوا لِأَنفُسِكُم مِّنْ خَيْرٍ تَجِدُوهُ عِندَ اللَّهِ ۗ إِنَّ اللَّهَ بِمَا تَعْمَلُونَ بَصِيرٌ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_110.png,"Haced la azalá y dad el azaque. El bien que hagáis como anticipo a vosotros mismos, volveréis a encontrarlo junto a Alá. Alá ve bien lo que hacéis."
,5,2,118,111,وَقَالُوا لَن يَدْخُلَ الْجَنَّةَ إِلَّا مَن كَانَ هُودًا أَوْ نَصَارَىٰ ۗ تِلْكَ أَمَانِيُّهُمْ ۗ قُلْ هَاتُوا بُرْهَانَكُمْ إِن كُنتُمْ صَادِقِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_111.png,"Y dicen: «Nadie entrará en el Jardín sino los judíos o los cristianos.» Ésos son sus anhelos. Di: «¡Aportad vuestra prueba, si es verdad lo que decís!»"
,5,2,119,112,بَلَىٰ مَنْ أَسْلَمَ وَجْهَهُ لِلَّهِ وَهُوَ مُحْسِنٌ فَلَهُ أَجْرُهُ عِندَ رَبِّهِ وَلَا خَوْفٌ عَلَيْهِمْ وَلَا هُمْ يَحْزَنُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_112.png,"¡Pues si! Quien se someta a Alá y haga el bien, tendrá su recompensa junto a su Señor. No tiene que temer y no estará triste."
,5,2,120,113,وَقَالَتِ الْيَهُودُ لَيْسَتِ النَّصَارَىٰ عَلَىٰ شَيْءٍ وَقَالَتِ النَّصَارَىٰ لَيْسَتِ الْيَهُودُ عَلَىٰ شَيْءٍ وَهُمْ يَتْلُونَ الْكِتَابَ ۗ كَذَٰلِكَ قَالَ الَّذِينَ لَا يَعْلَمُونَ مِثْلَ قَوْلِهِمْ ۚ فَاللَّهُ يَحْكُمُ بَيْنَهُمْ يَوْمَ الْقِيَامَةِ فِيمَا كَانُوا فِيهِ يَخْتَلِفُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_113.png,"Los judíos dicen: «Los cristianos carecen de base», y los cristianos dicen: «Los judíos carecen de base», siendo así que leen la Escritura. Lo mismo dicen quienes no saben. Alá decidirá entre ellos el día de la Resurrección sobre aquello en que discrepaban."
,5,2,121,114,وَمَنْ أَظْلَمُ مِمَّن مَّنَعَ مَسَاجِدَ اللَّهِ أَن يُذْكَرَ فِيهَا اسْمُهُ وَسَعَىٰ فِي خَرَابِهَا ۚ أُولَٰئِكَ مَا كَانَ لَهُمْ أَن يَدْخُلُوهَا إِلَّا خَائِفِينَ ۚ لَهُمْ فِي الدُّنْيَا خِزْيٌ وَلَهُمْ فِي الْآخِرَةِ عَذَابٌ عَظِيمٌ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_114.png,"¿Hay alguien que sea más impío que quien impide que se mencione Su nombre en las mezquitas de Alá y se empeña en arruinarlas? Hombres así no deben entrar en ellas sino con temor. ¡Que ,¿ sufran ignominia en la vida de acá y terrible castigo en la otra!"
,5,2,122,115,وَلِلَّهِ الْمَشْرِقُ وَالْمَغْرِبُ ۚ فَأَيْنَمَا تُوَلُّوا فَثَمَّ وَجْهُ اللَّهِ ۚ إِنَّ اللَّهَ وَاسِعٌ عَلِيمٌ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_115.png,"De Alá son el Oriente y el Occidente. Adondequiera que os volváis, allí está la faz de Alá. Alá es inmenso, omnisciente."
,5,2,123,116,وَقَالُوا اتَّخَذَ اللَّهُ وَلَدًا ۗ سُبْحَانَهُ ۖ بَل لَّهُ مَا فِي السَّمَاوَاتِ وَالْأَرْضِ ۖ كُلٌّ لَّهُ قَانِتُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_116.png,Dicen: «Alá ha adoptado un hijo». ¡Gloria a Él! ¡No! Suyo es lo que está en los cielos y en la tierra. Todo Le obedece.
,5,2,124,117,بَدِيعُ السَّمَاوَاتِ وَالْأَرْضِ ۖ وَإِذَا قَضَىٰ أَمْرًا فَإِنَّمَا يَقُولُ لَهُ كُن فَيَكُونُ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_117.png,"Es el Creador de los cielos y de la tierra. Y cuando decide algo, le dice tan sólo: «¡Sé!» y es."
,5,2,125,118,وَقَالَ الَّذِينَ لَا يَعْلَمُونَ لَوْلَا يُكَلِّمُنَا اللَّهُ أَوْ تَأْتِينَا آيَةٌ ۗ كَذَٰلِكَ قَالَ الَّذِينَ مِن قَبْلِهِم مِّثْلَ قَوْلِهِمْ ۘ تَشَابَهَتْ قُلُوبُهُمْ ۗ قَدْ بَيَّنَّا الْآيَاتِ لِقَوْمٍ يُوقِنُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_118.png,"Los que no saben dicen: «¿Por qué Alá no nos habla o nos viene un signo?» Lo mismo decían sus antecesores. Sus corazones son iguales. En verdad, hemos aclarado los signos a gente que está convencida."
,5,2,126,119,إِنَّا أَرْسَلْنَاكَ بِالْحَقِّ بَشِيرًا وَنَذِيرًا ۖ وَلَا تُسْأَلُ عَنْ أَصْحَابِ الْجَحِيمِ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_119.png,"Te hemos enviado con la Verdad como nuncio de buenas nuevas y como monitor, y no tendrás que responder de los condenados al fuego de la gehena."
,5,2,127,120,وَلَن تَرْضَىٰ عَنكَ الْيَهُودُ وَلَا النَّصَارَىٰ حَتَّىٰ تَتَّبِعَ مِلَّتَهُمْ ۗ قُلْ إِنَّ هُدَى اللَّهِ هُوَ الْهُدَىٰ ۗ وَلَئِنِ اتَّبَعْتَ أَهْوَاءَهُم بَعْدَ الَّذِي جَاءَكَ مِنَ الْعِلْمِ ۙ مَا لَكَ مِنَ اللَّهِ مِن وَلِيٍّ وَلَا نَصِيرٍ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_120.png,"Ni los judíos ni los cristianos estarán satisfechos de ti mientras no sigas su religión. Di: «La dirección de Alá es la Dirección». Ciertamente, si sigues sus pasiones después e haber sabido tú lo que has sabido. no tendrás amigo ni auxiliar frente a Alá."
,5,2,128,121,الَّذِينَ آتَيْنَاهُمُ الْكِتَابَ يَتْلُونَهُ حَقَّ تِلَاوَتِهِ أُولَٰئِكَ يُؤْمِنُونَ بِهِ ۗ وَمَن يَكْفُرْ بِهِ فَأُولَٰئِكَ هُمُ الْخَاسِرُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_121.png,"Aquéllos a quienes hemos dado la Escritura y la leen como debe ser leída. creen en ella. Quienes, en cambio, no creen en ella, ésos son los que pierden."
,5,2,129,122,يَا بَنِي إِسْرَائِيلَ اذْكُرُوا نِعْمَتِيَ الَّتِي أَنْعَمْتُ عَلَيْكُمْ وَأَنِّي فَضَّلْتُكُمْ عَلَى الْعَالَمِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_122.png,¡Hijos de Israel! Recordad la gracia que os dispensé y que os distinguí entre todos los pueblos.
,5,2,130,123,وَاتَّقُوا يَوْمًا لَّا تَجْزِي نَفْسٌ عَن نَّفْسٍ شَيْئًا وَلَا يُقْبَلُ مِنْهَا عَدْلٌ وَلَا تَنفَعُهَا شَفَاعَةٌ وَلَا هُمْ يُنصَرُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_123.png,"Temed un día en que nadie pueda satisfacer nada por otro, ni se acepte ninguna compensación ni aproveche ninguna intercesión. ni sea posible auxilio alguno."
,5,2,131,124,۞ وَإِذِ ابْتَلَىٰ إِبْرَاهِيمَ رَبُّهُ بِكَلِمَاتٍ فَأَتَمَّهُنَّ ۖ قَالَ إِنِّي جَاعِلُكَ لِلنَّاسِ إِمَامًا ۖ قَالَ وَمِن ذُرِّيَّتِي ۖ قَالَ لَا يَنَالُ عَهْدِي الظَّالِمِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_124.png,"Y cuando su Señor probó a Abraham con ciertas órdenes. Al cumplirlas, dijo: «Haré de ti guía para los hombres». Dijo: «¿Y de mi descendencia?» Dijo: ""Mi alianza no incluye a los impíos»."
,5,2,132,125,وَإِذْ جَعَلْنَا الْبَيْتَ مَثَابَةً لِّلنَّاسِ وَأَمْنًا وَاتَّخِذُوا مِن مَّقَامِ إِبْرَاهِيمَ مُصَلًّى ۖ وَعَهِدْنَا إِلَىٰ إِبْرَاهِيمَ وَإِسْمَاعِيلَ أَن طَهِّرَا بَيْتِيَ لِلطَّائِفِينَ وَالْعَاكِفِينَ وَالرُّكَّعِ السُّجُودِ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_125.png,"Y cuando hicimos de la Casa lugar de reunión y de refugio para los hombres. Y: «¡Haced del lugar de Abraham un oratorio!» Y concertamos una alianza con Abraham e Ismael: que purificaran Mi Casa para los que dieran las vueltas, para los que acudieran a hacer un retiro, a inclinarse y a prosternarse."
,5,2,133,126,وَإِذْ قَالَ إِبْرَاهِيمُ رَبِّ اجْعَلْ هَٰذَا بَلَدًا آمِنًا وَارْزُقْ أَهْلَهُ مِنَ الثَّمَرَاتِ مَنْ آمَنَ مِنْهُم بِاللَّهِ وَالْيَوْمِ الْآخِرِ ۖ قَالَ وَمَن كَفَرَ فَأُمَتِّعُهُ قَلِيلًا ثُمَّ أَضْطَرُّهُ إِلَىٰ عَذَابِ النَّارِ ۖ وَبِئْسَ الْمَصِيرُ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_126.png,"Y cuando Abraham dijo: «¡Señor! Haz de ésta una ciudad segura y provee de frutos a su población, a aquéllos que crean en Alá y en el último Día». Dijo: «A quienes no crean, es dejaré que gocen por breve tiempo. Luego. les arrastraré al castigo del Fuego. ¡Qué mal fin...!»"
,5,2,134,127,وَإِذْ يَرْفَعُ إِبْرَاهِيمُ الْقَوَاعِدَ مِنَ الْبَيْتِ وَإِسْمَاعِيلُ رَبَّنَا تَقَبَّلْ مِنَّا ۖ إِنَّكَ أَنتَ السَّمِيعُ الْعَلِيمُ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_127.png,"Y cuando Abraham e Ismael levantaban los cimientos de la Casa: «¡Señor, acéptanoslo! ¡Tú eres Quien todo lo oye, Quien todo lo sabe!"
,5,2,135,128,رَبَّنَا وَاجْعَلْنَا مُسْلِمَيْنِ لَكَ وَمِن ذُرِّيَّتِنَا أُمَّةً مُّسْلِمَةً لَّكَ وَأَرِنَا مَنَاسِكَنَا وَتُبْ عَلَيْنَا ۖ إِنَّكَ أَنتَ التَّوَّابُ الرَّحِيمُ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_128.png,"¡Y haz, Señor, que nos sometamos a Ti, haz de nuestra descendencia una comunidad sumisa a Ti, muéstranos nuestros ritos y vuélvete a nosotros! ¡Tú eres, ciertamente, el Indulgente, el Misericordioso!"
,5,2,136,129,رَبَّنَا وَابْعَثْ فِيهِمْ رَسُولًا مِّنْهُمْ يَتْلُو عَلَيْهِمْ آيَاتِكَ وَيُعَلِّمُهُمُ الْكِتَابَ وَالْحِكْمَةَ وَيُزَكِّيهِمْ ۚ إِنَّكَ أَنتَ الْعَزِيزُ الْحَكِيمُ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_129.png,"¡Señor! Suscita entre ellos a un Enviado de su estirpe que les recite Tus aleyas y les enseñe la Escritura y la Sabiduría les purifique! Tú eres, ciertamente, el Poderoso, el Sabio»."
,5,2,137,130,وَمَن يَرْغَبُ عَن مِّلَّةِ إِبْرَاهِيمَ إِلَّا مَن سَفِهَ نَفْسَهُ ۚ وَلَقَدِ اصْطَفَيْنَاهُ فِي الدُّنْيَا ۖ وَإِنَّهُ فِي الْآخِرَةِ لَمِنَ الصَّالِحِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_130.png,"¿Quién sino el necio de espíritu puede sentir aversión a la religión de Abraham? Le elegimos en la vida de acá y en la otra vida es, ciertamente, de los justos."
,5,2,138,131,إِذْ قَالَ لَهُ رَبُّهُ أَسْلِمْ ۖ قَالَ أَسْلَمْتُ لِرَبِّ الْعَالَمِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_131.png,Cuando su Señor le dijo: «¡Sométete!». Dijo: «Me someto al Señor del universo».
,5,2,139,132,وَوَصَّىٰ بِهَا إِبْرَاهِيمُ بَنِيهِ وَيَعْقُوبُ يَا بَنِيَّ إِنَّ اللَّهَ اصْطَفَىٰ لَكُمُ الدِّينَ فَلَا تَمُوتُنَّ إِلَّا وَأَنتُم مُّسْلِمُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_132.png,"Abraham ordenó hacer lo mismo a sus hijos varones, y también Jacob: «¡Hijos míos! Alá os ha escogido esta religión. Así, pues, no muráis sino sometidos a Él»."
,5,2,140,133,أَمْ كُنتُمْ شُهَدَاءَ إِذْ حَضَرَ يَعْقُوبَ الْمَوْتُ إِذْ قَالَ لِبَنِيهِ مَا تَعْبُدُونَ مِن بَعْدِي قَالُوا نَعْبُدُ إِلَٰهَكَ وَإِلَٰهَ آبَائِكَ إِبْرَاهِيمَ وَإِسْمَاعِيلَ وَإِسْحَاقَ إِلَٰهًا وَاحِدًا وَنَحْنُ لَهُ مُسْلِمُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_133.png,"¿Fuisteis, acaso, testigos de lo que dijo Jacob a sus hijos varones cuando iba a morir. «¿A quién serviréis cuando yo ya no esté?» Dijeron: «Serviremos a tu Dios, el Dios de tus padres Abraham, Ismael e Isaac, como a un Dios Uno. Nos sometemos a Él»."
,5,2,141,134,تِلْكَ أُمَّةٌ قَدْ خَلَتْ ۖ لَهَا مَا كَسَبَتْ وَلَكُم مَّا كَسَبْتُمْ ۖ وَلَا تُسْأَلُونَ عَمَّا كَانُوا يَعْمَلُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_134.png,"Ésa es una comunidad ya desaparecida. Ha recibido lo que merecía, como vosotros recibiréis lo que merezcáis. No tendréis que responder de lo que ellos hacían."
,5,2,142,135,وَقَالُوا كُونُوا هُودًا أَوْ نَصَارَىٰ تَهْتَدُوا ۗ قُلْ بَلْ مِلَّةَ إِبْرَاهِيمَ حَنِيفًا ۖ وَمَا كَانَ مِنَ الْمُشْرِكِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_135.png,"Dicen: «Si sois judíos o cristianos, estáis en la vía recta». Di: «No, antes bien la religión de Abraham, que fue hanif y no asociador»."
,5,2,143,136,قُولُوا آمَنَّا بِاللَّهِ وَمَا أُنزِلَ إِلَيْنَا وَمَا أُنزِلَ إِلَىٰ إِبْرَاهِيمَ وَإِسْمَاعِيلَ وَإِسْحَاقَ وَيَعْقُوبَ وَالْأَسْبَاطِ وَمَا أُوتِيَ مُوسَىٰ وَعِيسَىٰ وَمَا أُوتِيَ النَّبِيُّونَ مِن رَّبِّهِمْ لَا نُفَرِّقُ بَيْنَ أَحَدٍ مِّنْهُمْ وَنَحْنُ لَهُ مُسْلِمُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_136.png,"Decid: «Creemos en Alá y en lo que se nos ha revelado, en lo que se reveló a Abraham, Ismael, Isaac, Jacob y las tribus, en lo que Moisés, Jesús y los profetas recibieron de su Señor. No hacemos distinción entre ninguno de ellos y nos sometemos a É»."
,5,2,144,137,فَإِنْ آمَنُوا بِمِثْلِ مَا آمَنتُم بِهِ فَقَدِ اهْتَدَوا ۖ وَّإِن تَوَلَّوْا فَإِنَّمَا هُمْ فِي شِقَاقٍ ۖ فَسَيَكْفِيكَهُمُ اللَّهُ ۚ وَهُوَ السَّمِيعُ الْعَلِيمُ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_137.png,"Así, pues, si creen en lo mismo que vosotros creéis, estarán en la vía recta. Pero si se desvían, estarán entonces en oposición. Alá te bastará contra ellos. Él e Quien todo lo oye. Quien todo lo sabe»."
,5,2,145,138,صِبْغَةَ اللَّهِ ۖ وَمَنْ أَحْسَنُ مِنَ اللَّهِ صِبْغَةً ۖ وَنَحْنُ لَهُ عَابِدُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_138.png,¡Tinte de Alá! Y ¿Quién puede teñir mejor que Alá? Somos Sus servidores.
,5,2,146,139,قُلْ أَتُحَاجُّونَنَا فِي اللَّهِ وَهُوَ رَبُّنَا وَرَبُّكُمْ وَلَنَا أَعْمَالُنَا وَلَكُمْ أَعْمَالُكُمْ وَنَحْنُ لَهُ مُخْلِصُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_139.png,Di: «¿Vais a discutir con nosotros sobre Alá. siendo así que Él es nuestro Señor y Señor vuestro? Nosotros respondemos de nuestras obras y vosotros de las vuestras. Y Le servimos sinceramente.
,5,2,147,140,أَمْ تَقُولُونَ إِنَّ إِبْرَاهِيمَ وَإِسْمَاعِيلَ وَإِسْحَاقَ وَيَعْقُوبَ وَالْأَسْبَاطَ كَانُوا هُودًا أَوْ نَصَارَىٰ ۗ قُلْ أَأَنتُمْ أَعْلَمُ أَمِ اللَّهُ ۗ وَمَنْ أَظْلَمُ مِمَّن كَتَمَ شَهَادَةً عِندَهُ مِنَ اللَّهِ ۗ وَمَا اللَّهُ بِغَافِلٍ عَمَّا تَعْمَلُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_140.png,"¿O diréis que Abraham, Ismael, Isaac, Jacob y las tribus fueron judíos o cristianos?» Di: «¿Quién sabe más? ¿Vosotros o Alá? ¿Hay alguien que sea más impío que quien oculta un testimonio que ha recibido de Alá? Alá está atento a lo que hacéis»."
,5,2,148,141,تِلْكَ أُمَّةٌ قَدْ خَلَتْ ۖ لَهَا مَا كَسَبَتْ وَلَكُم مَّا كَسَبْتُمْ ۖ وَلَا تُسْأَلُونَ عَمَّا كَانُوا يَعْمَلُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_141.png,Ésa es una comunidad ya desaparecida. Ha recibido lo que merecía como vosotros recibiréis lo que merezcáis. No tendréis que responder de lo que ellos hacían.
,5,2,149,142,۞ سَيَقُولُ السُّفَهَاءُ مِنَ النَّاسِ مَا وَلَّاهُمْ عَن قِبْلَتِهِمُ الَّتِي كَانُوا عَلَيْهَا ۚ قُل لِّلَّهِ الْمَشْرِقُ وَالْمَغْرِبُ ۚ يَهْدِي مَن يَشَاءُ إِلَىٰ صِرَاطٍ مُّسْتَقِيمٍ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_142.png,Los necios de entre los hombres dirán: «Qué es lo que les ha inducido a abandonar la alquibla hacia la que se orientaban?» Di: «De Alá son el Oriente y el Occidente. Dirige a quien Él quiere a una vía recta».
,5,2,150,143,وَكَذَٰلِكَ جَعَلْنَاكُمْ أُمَّةً وَسَطًا لِّتَكُونُوا شُهَدَاءَ عَلَى النَّاسِ وَيَكُونَ الرَّسُولُ عَلَيْكُمْ شَهِيدًا ۗ وَمَا جَعَلْنَا الْقِبْلَةَ الَّتِي كُنتَ عَلَيْهَا إِلَّا لِنَعْلَمَ مَن يَتَّبِعُ الرَّسُولَ مِمَّن يَنقَلِبُ عَلَىٰ عَقِبَيْهِ ۚ وَإِن كَانَتْ لَكَبِيرَةً إِلَّا عَلَى الَّذِينَ هَدَى اللَّهُ ۗ وَمَا كَانَ اللَّهُ لِيُضِيعَ إِيمَانَكُمْ ۚ إِنَّ اللَّهَ بِالنَّاسِ لَرَءُوفٌ رَّحِيمٌ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_143.png,"Hemos hecho así de vosotros un comunidad moderada, para que seáis testigos de los hombres y para que el Enviado sea testigo de vosotros. No pusimos la alquibla hacia la que antes te orientabas sino para distinguir a quien seguía al Enviado de quien le daba la espalda. Ciertamente, es cosa grave, pero no para aquéllos a quienes Alá dirige. Alá no va a dejar que se pierda vuestra fe. Alá es manso para con los hombres, misericordioso."
,5,2,151,144,قَدْ نَرَىٰ تَقَلُّبَ وَجْهِكَ فِي السَّمَاءِ ۖ فَلَنُوَلِّيَنَّكَ قِبْلَةً تَرْضَاهَا ۚ فَوَلِّ وَجْهَكَ شَطْرَ الْمَسْجِدِ الْحَرَامِ ۚ وَحَيْثُ مَا كُنتُمْ فَوَلُّوا وُجُوهَكُمْ شَطْرَهُ ۗ وَإِنَّ الَّذِينَ أُوتُوا الْكِتَابَ لَيَعْلَمُونَ أَنَّهُ الْحَقُّ مِن رَّبِّهِمْ ۗ وَمَا اللَّهُ بِغَافِلٍ عَمَّا يَعْمَلُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_144.png,"Vemos cómo vuelves tu rostro al cielo. Haremos, pues, que te vuelvas hacia una dirección que te satisfaga. Vuelve tu rostro hacia la Mezquita Sagrada. Dondequiera que estéis, volved vuestro rostro hacia ella. Aquéllos que han recibido la Escritura saben bien que es la Verdad que viene de su Señor. Alá está atento a lo que hacen."
,5,2,152,145,وَلَئِنْ أَتَيْتَ الَّذِينَ أُوتُوا الْكِتَابَ بِكُلِّ آيَةٍ مَّا تَبِعُوا قِبْلَتَكَ ۚ وَمَا أَنتَ بِتَابِعٍ قِبْلَتَهُمْ ۚ وَمَا بَعْضُهُم بِتَابِعٍ قِبْلَةَ بَعْضٍ ۚ وَلَئِنِ اتَّبَعْتَ أَهْوَاءَهُم مِّن بَعْدِ مَا جَاءَكَ مِنَ الْعِلْمِ ۙ إِنَّكَ إِذًا لَّمِنَ الظَّالِمِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_145.png,"Aun si aportas toda clase de signos a quienes han recibido la Escritura., no siguen tu alquibla, ni tú debes seguir la suya, ni siguen unos la alquibla de otros. Y, si sigues sus pasiones, después de haber sabido tú lo que has sabido, entonces, serás de los impíos."
,5,2,153,146,الَّذِينَ آتَيْنَاهُمُ الْكِتَابَ يَعْرِفُونَهُ كَمَا يَعْرِفُونَ أَبْنَاءَهُمْ ۖ وَإِنَّ فَرِيقًا مِّنْهُمْ لَيَكْتُمُونَ الْحَقَّ وَهُمْ يَعْلَمُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_146.png,Aquéllos a quienes hemos dado la Escritura la conocen como conocen a sus propios hijos varones. Pero algunos de ellos ocultan la Verdad a sabiendas.
,5,2,154,147,الْحَقُّ مِن رَّبِّكَ ۖ فَلَا تَكُونَنَّ مِنَ الْمُمْتَرِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_147.png,"La Verdad viene de tu Señor. ¡No seas, pues, de los que dudan!"
,5,2,155,148,وَلِكُلٍّ وِجْهَةٌ هُوَ مُوَلِّيهَا ۖ فَاسْتَبِقُوا الْخَيْرَاتِ ۚ أَيْنَ مَا تَكُونُوا يَأْتِ بِكُمُ اللَّهُ جَمِيعًا ۚ إِنَّ اللَّهَ عَلَىٰ كُلِّ شَيْءٍ قَدِيرٌ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_148.png,"Todos tienen una dirección adonde volverse. ¡Rivalizad en buenas obras! Dondequiera que os encontréis, Alá os juntará. Alá es omnipotente."
